,who,assembles,the,authors,',contributions,?
lead,0.19455209374427795,0.13382171094417572,0.21995973587036133,0.11187088489532471,0.17378568649291992,0.1233721524477005,0.14552436769008636
authors,0.20428071916103363,0.19058583676815033,0.198689267039299,1.0000001192092896,0.19493339955806732,0.3626900017261505,0.19121912121772766
'',0.024401003494858742,0.09947811812162399,0.041273195296525955,0.1298305243253708,0.05904744192957878,-0.051057543605566025,0.018684765323996544
",",0.3365725874900818,0.2309543788433075,0.4933079481124878,0.2319156676530838,0.5178600549697876,0.3066929578781128,0.31091248989105225
and,0.41279885172843933,0.24652162194252014,0.5171257257461548,0.2311880737543106,0.3053182065486908,0.27147921919822693,0.20544172823429108
a,0.36608949303627014,0.23099032044410706,0.5829201340675354,0.12876835465431213,0.48837921023368835,0.26384657621383667,0.23916715383529663
somewhat,0.19545090198516846,0.1602163463830948,0.24373650550842285,0.21459054946899414,0.1876455694437027,0.20222464203834534,0.23247024416923523
larger,0.16680826246738434,0.294728547334671,0.378620445728302,0.1882402002811432,0.14399567246437073,0.08156115561723709,0.1602165699005127
number,0.21304799616336823,0.2071433663368225,0.35145696997642517,0.20655909180641174,0.19534216821193695,0.23488441109657288,0.19256845116615295
of,0.2827862501144409,0.31342965364456177,0.733189046382904,0.19112128019332886,0.39136970043182373,0.2577681839466095,0.1826142966747284
``,0.02397952415049076,0.04773229733109474,0.029072100296616554,0.0897427350282669,0.0022648978047072887,0.05461921542882919,0.0685480609536171
contributing,0.20106171071529388,0.14374984800815582,0.2776218056678772,0.3187195062637329,0.2030467391014099,0.735211968421936,0.30185750126838684
authors,0.20428071916103363,0.19058583676815033,0.198689267039299,1.0000001192092896,0.19493339955806732,0.3626900017261505,0.19121912121772766
'',0.024401003494858742,0.09947811812162399,0.041273195296525955,0.1298305243253708,0.05904744192957878,-0.051057543605566025,0.018684765323996544
.,0.3541337847709656,0.18963757157325745,0.5934505462646484,0.15482334792613983,0.4806240200996399,0.2677852213382721,0.4130953550338745
,who,assembles,the,authors,',contributions,?
the,0.3733934462070465,0.28458964824676514,1.0,0.198689267039299,0.474788099527359,0.216569185256958,0.22068053483963013
coordinating,0.13873086869716644,0.2476290464401245,0.2802852392196655,0.1953067034482956,0.19757986068725586,0.24734848737716675,0.16846343874931335
lead,0.19455209374427795,0.13382171094417572,0.21995973587036133,0.11187088489532471,0.17378568649291992,0.1233721524477005,0.14552436769008636
authors,0.20428071916103363,0.19058583676815033,0.198689267039299,1.0000001192092896,0.19493339955806732,0.3626900017261505,0.19121912121772766
are,0.27294138073921204,0.2576824724674225,0.40399202704429626,0.26305270195007324,0.24618251621723175,0.26096901297569275,0.24591213464736938
responsible,0.2545164227485657,0.18918070197105408,0.3305104374885559,0.16882941126823425,0.17310167849063873,0.24997669458389282,0.11367333680391312
for,0.37110671401023865,0.1844465434551239,0.4739971458911896,0.21385852992534637,0.31184524297714233,0.32656165957450867,0.264628142118454
assembling,0.16525016725063324,0.7870485186576843,0.2825617790222168,0.17656309902668,0.10071177780628204,0.10469488054513931,0.13232529163360596
the,0.3733934462070465,0.28458964824676514,1.0,0.198689267039299,0.474788099527359,0.216569185256958,0.22068053483963013
contributions,0.24017052352428436,0.1023535281419754,0.216569185256958,0.3626900017261505,0.2271016240119934,1.0,0.3201877772808075
of,0.2827862501144409,0.31342965364456177,0.733189046382904,0.19112128019332886,0.39136970043182373,0.2577681839466095,0.1826142966747284
the,0.3733934462070465,0.28458964824676514,1.0,0.198689267039299,0.474788099527359,0.216569185256958,0.22068053483963013
other,0.3612329661846161,0.26734060049057007,0.44152235984802246,0.23839785158634186,0.20509733259677887,0.25499337911605835,0.24682199954986572
authors,0.20428071916103363,0.19058583676815033,0.198689267039299,1.0000001192092896,0.19493339955806732,0.3626900017261505,0.19121912121772766
",",0.3365725874900818,0.2309543788433075,0.4933079481124878,0.2319156676530838,0.5178600549697876,0.3066929578781128,0.31091248989105225
ensuring,0.28776243329048157,0.3192821741104126,0.3673766553401947,0.22310343384742737,0.1325337439775467,0.28863996267318726,0.201530322432518
that,0.45444270968437195,0.21479006111621857,0.5473989248275757,0.2422322928905487,0.3494868278503418,0.30188509821891785,0.32716336846351624
they,0.47879111766815186,0.23830647766590118,0.49925389885902405,0.23697318136692047,0.27022266387939453,0.21374928951263428,0.2753053903579712
meet,0.23670800030231476,0.3237401247024536,0.312436044216156,0.17805646359920502,0.19995175302028656,0.17394933104515076,0.1658235788345337
stylistic,0.18480254709720612,0.14677667617797852,0.1794566661119461,0.255934476852417,0.15458594262599945,0.2741442024707794,0.2257237583398819
and,0.41279885172843933,0.24652162194252014,0.5171257257461548,0.2311880737543106,0.3053182065486908,0.27147921919822693,0.20544172823429108
formatting,0.11236603558063507,0.18082040548324585,0.2467995434999466,0.28276991844177246,0.21638406813144684,0.3246184289455414,0.395094096660614
requirements,0.23744942247867584,0.25293847918510437,0.26905253529548645,0.19082267582416534,0.18112774193286896,0.34765589237213135,0.2940613329410553
",",0.3365725874900818,0.2309543788433075,0.4933079481124878,0.2319156676530838,0.5178600549697876,0.3066929578781128,0.31091248989105225
and,0.41279885172843933,0.24652162194252014,0.5171257257461548,0.2311880737543106,0.3053182065486908,0.27147921919822693,0.20544172823429108
reporting,0.2091859132051468,0.11401002109050751,0.2787152826786041,0.21305091679096222,0.1921491026878357,0.3470512926578522,0.294716477394104
to,0.42656609416007996,0.25533246994018555,0.535392165184021,0.21663688123226166,0.34544456005096436,0.26259103417396545,0.29463258385658264
the,0.3733934462070465,0.28458964824676514,1.0,0.198689267039299,0.474788099527359,0.216569185256958,0.22068053483963013
working,0.32452359795570374,0.208939790725708,0.25857484340667725,0.13987407088279724,0.22011791169643402,0.2525825798511505,0.17154020071029663
group,0.33690139651298523,0.31988638639450073,0.30795547366142273,0.18911997973918915,0.2430734932422638,0.16603447496891022,0.13827809691429138
chairs,0.19165369868278503,0.3365143835544586,0.1927897036075592,0.18139179050922394,0.10070684552192688,0.1392163783311844,0.1236351951956749
.,0.3541337847709656,0.18963757157325745,0.5934505462646484,0.15482334792613983,0.4806240200996399,0.2677852213382721,0.4130953550338745
