,what,chess,grandmaster,is,also,a,university,alumni,?
and,0.31309178471565247,0.1707576960325241,0.18967273831367493,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.19591780006885529,0.20544172823429108
white,0.1410645991563797,0.16520069539546967,0.15577425062656403,0.18489928543567657,0.2563164532184601,0.2137410044670105,0.11313299834728241,0.1338721662759781,0.124679796397686
house,0.200801283121109,0.13909517228603363,0.1617598831653595,0.2084006369113922,0.21123580634593964,0.26758551597595215,0.20166195929050446,0.12861956655979156,0.13736455142498016
coordinator,0.18382012844085693,0.13381823897361755,0.13462674617767334,0.1428782343864441,0.221064031124115,0.1751498132944107,0.3239656090736389,0.3300195634365082,0.16231635212898254
of,0.33290785551071167,0.1563497632741928,0.14488187432289124,0.4854315221309662,0.4924938678741455,0.5052502155303955,0.30646374821662903,0.27771928906440735,0.1826142966747284
security,0.18331359326839447,0.1253725290298462,0.17179740965366364,0.19300776720046997,0.23432709276676178,0.19867505133152008,0.13604553043842316,0.11825217306613922,0.13810279965400696
planning,0.2823503315448761,0.1164008378982544,0.1237264946103096,0.17141012847423553,0.2774432599544525,0.232967808842659,0.22259485721588135,0.17539843916893005,0.1869431883096695
for,0.3017193675041199,0.18480095267295837,0.19531497359275818,0.43268078565597534,0.5373267531394958,0.44038116931915283,0.18573740124702454,0.21824529767036438,0.264628142118454
the,0.42745697498321533,0.1906934678554535,0.21355995535850525,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.22524002194404602,0.22068053483963013
national,0.16882304847240448,0.10977102071046829,0.14996488392353058,0.23413582146167755,0.33713406324386597,0.27889734506607056,0.35592976212501526,0.2731093168258667,0.15643028914928436
security,0.18331359326839447,0.1253725290298462,0.17179740965366364,0.19300776720046997,0.23432709276676178,0.19867505133152008,0.13604553043842316,0.11825217306613922,0.13810279965400696
council,0.16933071613311768,0.07875321060419083,0.16744019091129303,0.2196589708328247,0.18656107783317566,0.16385574638843536,0.2812507450580597,0.22632892429828644,0.1160062924027443
samuel,0.14263929426670074,0.13679853081703186,0.13468246161937714,0.11145944148302078,0.13949932157993317,0.19971542060375214,0.1591002494096756,0.1036643236875534,0.09954892843961716
p.,0.07387562096118927,0.08262325823307037,0.13134707510471344,-0.03573467582464218,0.06474947184324265,-0.013926254585385323,0.21621772646903992,0.2269783318042755,0.11662347614765167
huntington,0.17186126112937927,0.15970462560653687,0.14563146233558655,0.195100337266922,0.28101128339767456,0.28622642159461975,0.25494295358657837,0.19646959006786346,0.1482890248298645
.,0.3567904531955719,0.20637629926204681,0.22404052317142487,0.4569662809371948,0.49166762828826904,0.50484299659729,0.290679007768631,0.2471552938222885,0.4130953550338745
