,what,choice,did,french,have,for,surrendering,land,?
possessions,0.21254786849021912,0.1780528724193573,0.24514761567115784,0.22122837603092194,0.31419217586517334,0.25085967779159546,0.3776622414588928,0.25224626064300537,0.11709505319595337
east,0.19840149581432343,0.10502845048904419,0.17160435020923615,0.13241605460643768,0.13639354705810547,0.20268000662326813,0.23317046463489532,0.2872413396835327,0.10070597380399704
of,0.33290785551071167,0.23419108986854553,0.2513895630836487,0.19450366497039795,0.3802283704280853,0.4185989499092102,0.27742964029312134,0.3057127296924591,0.1826142966747284
the,0.42745697498321533,0.2640603482723236,0.34736719727516174,0.2555147111415863,0.40389683842658997,0.4739971458911896,0.29967501759529114,0.28587454557418823,0.22068053483963013
mississippi,0.1531691700220108,0.15592102706432343,0.24067096412181854,0.20484478771686554,0.12805016338825226,0.17437641322612762,0.18178564310073853,0.21466585993766785,0.1548103243112564
or,0.33867141604423523,0.23533755540847778,0.28211739659309387,0.1938561201095581,0.46389055252075195,0.4111599624156952,0.13425332307815552,0.17952218651771545,0.32389625906944275
the,0.42745697498321533,0.2640603482723236,0.34736719727516174,0.2555147111415863,0.40389683842658997,0.4739971458911896,0.29967501759529114,0.28587454557418823,0.22068053483963013
caribbean,0.15882912278175354,0.07819579541683197,0.1775084286928177,0.24948231875896454,0.16748473048210144,0.1562909483909607,0.18155606091022491,0.2579559087753296,0.13602977991104126
islands,0.12194207310676575,0.09918184578418732,0.11318571120500565,0.12099222093820572,0.18700772523880005,0.20501042902469635,0.26987195014953613,0.3102312982082367,0.11824353039264679
of,0.33290785551071167,0.23419108986854553,0.2513895630836487,0.19450366497039795,0.3802283704280853,0.4185989499092102,0.27742964029312134,0.3057127296924591,0.1826142966747284
guadeloupe,0.1760459989309311,0.1378955841064453,0.1301720142364502,0.4527113735675812,0.1753259152173996,0.15812133252620697,0.2844123840332031,0.2723882496356964,0.188357874751091
and,0.31309178471565247,0.19819556176662445,0.34479495882987976,0.32751965522766113,0.4711785912513733,0.5064792633056641,0.2582860589027405,0.2874513864517212,0.20544172823429108
martinique,0.1556348353624344,0.09292897582054138,0.159720316529274,0.41923990845680237,0.19712410867214203,0.1710679978132248,0.2731413245201111,0.23906897008419037,0.10880275815725327
",",0.3087472915649414,0.2381335198879242,0.3015086054801941,0.28806620836257935,0.3541618287563324,0.4464869201183319,0.2861284613609314,0.22220008075237274,0.31091248989105225
which,0.5261979103088379,0.23719657957553864,0.2750149369239807,0.1928994208574295,0.49652695655822754,0.44095608592033386,0.20102714002132416,0.2834632992744446,0.25814583897590637
had,0.23849567770957947,0.20515118539333344,0.540525496006012,0.1956298053264618,0.6263401508331299,0.3270139992237091,0.2946070730686188,0.29299962520599365,0.20728366076946259
been,0.2567804455757141,0.21532873809337616,0.2835664749145508,0.16378912329673767,0.6493861675262451,0.39068686962127686,0.1441752314567566,0.17860938608646393,0.24354910850524902
occupied,0.2295091450214386,0.04461014270782471,0.21438418328762054,0.17906871438026428,0.19879622757434845,0.13494350016117096,0.4012768268585205,0.28851157426834106,0.11679025739431381
by,0.2455483376979828,0.20956513285636902,0.18574509024620056,0.23343317210674286,0.3359639644622803,0.3248702883720398,0.2506689429283142,0.2530721127986908,0.17966607213020325
the,0.42745697498321533,0.2640603482723236,0.34736719727516174,0.2555147111415863,0.40389683842658997,0.4739971458911896,0.29967501759529114,0.28587454557418823,0.22068053483963013
british,0.19255435466766357,0.18469081819057465,0.2039594054222107,0.43574923276901245,0.18602940440177917,0.1970057189464569,0.26825952529907227,0.16519016027450562,0.09711728990077972
.,0.3567904531955719,0.26803040504455566,0.35288307070732117,0.2480926215648651,0.41614407300949097,0.4726039469242096,0.24915936589241028,0.259204238653183,0.4130953550338745
