,after,what,event,did,the,spanish,concede,florida,to,britain,?
",",0.38860568404197693,0.3087472915649414,0.22701776027679443,0.3015086054801941,0.4933079481124878,0.2153884321451187,0.3081986904144287,0.21896368265151978,0.44245919585227966,0.26227492094039917,0.31091248989105225
and,0.3765919506549835,0.31309178471565247,0.17869816720485687,0.34479495882987976,0.5171257257461548,0.27494850754737854,0.2159913033246994,0.22456413507461548,0.48971283435821533,0.3187123239040375,0.20544172823429108
the,0.4565047025680542,0.42745697498321533,0.2960145175457001,0.34736719727516174,1.0,0.23213517665863037,0.26887357234954834,0.24091358482837677,0.535392165184021,0.29784059524536133,0.22068053483963013
british,0.20129355788230896,0.19255435466766357,0.14934366941452026,0.2039594054222107,0.28973397612571716,0.29220399260520935,0.14916284382343292,0.13547126948833466,0.22690963745117188,0.4846838712692261,0.09711728990077972
soon,0.5849637389183044,0.3005380630493164,0.2581697404384613,0.35734426975250244,0.3431394100189209,0.2004251331090927,0.19653712213039398,0.11708763986825943,0.3827410042285919,0.23255760967731476,0.17460282146930695
constructed,0.1273641139268875,0.18810124695301056,0.08229591697454453,0.1521158069372177,0.29105475544929504,0.20303383469581604,0.23746752738952637,0.1078505590558052,0.24796472489833832,0.16611641645431519,0.12459525465965271
the,0.4565047025680542,0.42745697498321533,0.2960145175457001,0.34736719727516174,1.0,0.23213517665863037,0.26887357234954834,0.24091358482837677,0.535392165184021,0.29784059524536133,0.22068053483963013
king,0.2272557020187378,0.18449601531028748,0.16941234469413757,0.24472618103027344,0.25887003540992737,0.13999739289283752,0.1334477663040161,0.12367543578147888,0.24476152658462524,0.3167610764503479,0.19130074977874756
's,-0.055672239512205124,0.02692362666130066,0.026449335739016533,0.05069678649306297,-0.01540423184633255,0.03341219201683998,0.06860759109258652,0.03644531965255737,0.03782717138528824,0.04469253867864609,-0.023395681753754616
road,0.14894792437553406,0.14859327673912048,0.19399598240852356,0.10854122787714005,0.27181798219680786,0.0948760062456131,0.16113993525505066,0.21666717529296875,0.21026462316513062,0.2029678076505661,0.10894691944122314
connecting,0.12418656796216965,0.2097303718328476,0.08803749084472656,0.051092199981212616,0.36355212330818176,0.0316791832447052,0.11843973398208618,0.1167135089635849,0.24113371968269348,0.13263951241970062,0.0780353918671608
st.,0.12132462114095688,0.10219959169626236,0.010453700087964535,0.11965964734554291,0.18141359090805054,0.04666322097182274,0.1492026448249817,0.07602295279502869,0.20982599258422852,0.15033835172653198,0.13592876493930817
augustine,0.18180960416793823,0.24251607060432434,0.167811781167984,0.09729888290166855,0.23652029037475586,0.24357996881008148,0.18606945872306824,0.30028197169303894,0.154807448387146,0.25005581974983215,0.21213193237781525
to,0.37890323996543884,0.455847829580307,0.2585321366786957,0.4452643394470215,0.535392165184021,0.18265971541404724,0.3795262575149536,0.20760414004325867,1.0,0.25324371457099915,0.29463258385658264
georgia,0.18926885724067688,0.2098073810338974,0.12955383956432343,0.21038854122161865,0.22469212114810944,0.13292881846427917,0.11007694154977798,0.524474024772644,0.18951797485351562,0.2555367052555084,0.14345775544643402
.,0.35870397090911865,0.3567904531955719,0.2068977802991867,0.35288307070732117,0.5934505462646484,0.18907511234283447,0.23966556787490845,0.23988212645053864,0.4645031690597534,0.25750598311424255,0.4130953550338745
