,what,issues,were,not,addressed,in,the,treaty,of,aix-la-chapelle,?
",",0.3087472915649414,0.2560703754425049,0.36755475401878357,0.3769696354866028,0.2503169775009155,0.5201468467712402,0.4933079481124878,0.21270246803760529,0.4946078956127167,0.23568537831306458,0.31091248989105225
but,0.5029441118240356,0.32567891478538513,0.38291117548942566,0.6553761959075928,0.33389776945114136,0.48674455285072327,0.4859698414802551,0.21629014611244202,0.39942997694015503,0.1410401165485382,0.27921953797340393
it,0.45803478360176086,0.2264297753572464,0.25487732887268066,0.4651523232460022,0.20501871407032013,0.5130809545516968,0.6251175999641418,0.2648608088493347,0.38761502504348755,0.25103917717933655,0.25732165575027466
reached,0.20202487707138062,0.2052391767501831,0.27639803290367126,0.18950586020946503,0.20284466445446014,0.24389809370040894,0.29860952496528625,0.19149374961853027,0.18604008853435516,0.18145199120044708,0.1518019139766693
no,0.339326947927475,0.3135167360305786,0.24298787117004395,0.4487079083919525,0.22855454683303833,0.24372287094593048,0.3461136817932129,0.22141088545322418,0.24809792637825012,0.0762227401137352,0.32165053486824036
decision,0.32053670287132263,0.363338828086853,0.21395370364189148,0.31816837191581726,0.2522293031215668,0.2212151288986206,0.2905151844024658,0.25878626108169556,0.2331373691558838,0.11756395548582077,0.2796577215194702
.,0.3567904531955719,0.23493336141109467,0.3378238379955292,0.4824007451534271,0.2463299036026001,0.5591574311256409,0.5934505462646484,0.17410176992416382,0.5352458953857422,0.21505220234394073,0.4130953550338745
,what,issues,were,not,addressed,in,the,treaty,of,aix-la-chapelle,?
the,0.42745697498321533,0.2638932764530182,0.3906462490558624,0.4310511648654938,0.26755934953689575,0.6662389636039734,1.0,0.2690109610557556,0.733189046382904,0.25615760684013367,0.22068053483963013
treaty,0.17237819731235504,0.22425545752048492,0.17081822454929352,0.24425633251667023,0.1475105732679367,0.22333456575870514,0.2690109610557556,1.0,0.2602092921733856,0.32719022035598755,0.1174844279885292
was,0.22111038863658905,0.2080516368150711,0.590133786201477,0.2888734042644501,0.2112405002117157,0.45514053106307983,0.48711544275283813,0.2409621626138687,0.4069072902202606,0.23206311464309692,0.18412111699581146
primarily,0.23722688853740692,0.26152414083480835,0.17725645005702972,0.2812086343765259,0.1457151174545288,0.32119396328926086,0.34785038232803345,0.12825962901115417,0.2761906683444977,0.05441630631685257,0.06029784679412842
focused,0.2724583148956299,0.3280060589313507,0.25090715289115906,0.26094549894332886,0.18894532322883606,0.29637840390205383,0.2969476580619812,0.0910261943936348,0.29831600189208984,0.08852547407150269,0.1578395515680313
on,0.34226128458976746,0.2723107933998108,0.2774328887462616,0.3516409695148468,0.2104080617427826,0.46853652596473694,0.5107308030128479,0.19638824462890625,0.3966929316520691,0.1731031984090805,0.2714994251728058
resolving,0.35381579399108887,0.4276469945907593,0.14447592198848724,0.300457626581192,0.3729330003261566,0.21857528388500214,0.2805141806602478,0.2554880976676941,0.27528294920921326,0.11792196333408356,0.33293986320495605
issues,0.33279702067375183,1.0,0.16396048665046692,0.3357628285884857,0.46886762976646423,0.17748555541038513,0.2638932764530182,0.22425545752048492,0.2288406491279602,0.07929975539445877,0.320565789937973
in,0.30808621644973755,0.17748555541038513,0.3815755248069763,0.3403114080429077,0.18254108726978302,1.0,0.6662389636039734,0.22333456575870514,0.5696388483047485,0.261366069316864,0.20430970191955566
europe,0.17179538309574127,0.1789429932832718,0.2586973309516907,0.20899003744125366,0.1688191294670105,0.33061710000038147,0.34463706612586975,0.16897793114185333,0.29299741983413696,0.18094119429588318,0.18278923630714417
.,0.3567904531955719,0.23493336141109467,0.3378238379955292,0.4824007451534271,0.2463299036026001,0.5591574311256409,0.5934505462646484,0.17410176992416382,0.5352458953857422,0.21505220234394073,0.4130953550338745
