,what,was,the,name,given,to,a,section,of,kearney,boulevard,in,efforts,to,change,the,areas,image,?
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.26878538727760315,0.3636345863342285,0.4508470594882965,0.1566556841135025,0.4069072902202606,0.3404567539691925,0.23689721524715424,0.45514053106307983,0.2586594820022583,0.3636345863342285,0.18487286567687988,0.48711544275283813,0.20516395568847656,0.15568946301937103,0.18412111699581146
given,0.21883496642112732,0.26878538727760315,0.37508252263069153,0.33893364667892456,1.0,0.3428947925567627,0.3335871398448944,0.1932756006717682,0.39388060569763184,0.11635109037160873,0.05678913742303848,0.2528568208217621,0.23144663870334625,0.3428947925567627,0.22503215074539185,0.37508252263069153,0.1935090273618698,0.1660178303718567,0.2570464313030243
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,0.5829201340675354,0.3365345895290375,0.733189046382904,0.24541108310222626,0.27917832136154175,0.6662389636039734,0.26890742778778076,0.535392165184021,0.3641999065876007,1.0,0.3311663568019867,0.24039390683174133,0.22068053483963013
name,0.18623162806034088,0.2646567225456238,0.3171212375164032,1.0,0.33893364667892456,0.27806994318962097,0.26421117782592773,0.20379331707954407,0.24075818061828613,0.17736268043518066,0.17009055614471436,0.2459065467119217,0.11634824424982071,0.27806994318962097,0.1832984834909439,0.3171212375164032,0.07826071977615356,0.2865382730960846,0.15381577610969543
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.25480157136917114,0.25286126136779785,0.33534231781959534,0.32094135880470276,0.13469186425209045,0.3646814823150635,0.18557320535182953,0.16016915440559387,0.370934396982193,0.2471044808626175,0.33534231781959534,0.2329561412334442,0.4408751428127289,0.2005605250597,0.13177452981472015,0.17966607213020325
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,0.5829201340675354,0.3365345895290375,0.733189046382904,0.24541108310222626,0.27917832136154175,0.6662389636039734,0.26890742778778076,0.535392165184021,0.3641999065876007,1.0,0.3311663568019867,0.24039390683174133,0.22068053483963013
fresno,0.159109428524971,0.2749030292034149,0.22571885585784912,0.17195947468280792,0.1588503122329712,0.22500741481781006,0.22242428362369537,0.189071923494339,0.1875009983778,0.3476477861404419,0.33968639373779297,0.26126348972320557,0.1144879013299942,0.22500741481781006,0.14648987352848053,0.22571885585784912,0.1518738716840744,0.025332419201731682,0.13224096596240997
city,0.17493832111358643,0.3188765048980713,0.35769423842430115,0.22892655432224274,0.1743634045124054,0.20300441980361938,0.2349124401807785,0.17279848456382751,0.32503411173820496,0.3410017192363739,0.3070217967033386,0.3911624252796173,0.11737968772649765,0.20300441980361938,0.1668543815612793,0.35769423842430115,0.294951468706131,0.14892810583114624,0.13423943519592285
council,0.16933071613311768,0.23921515047550201,0.2829204201698303,0.11310040205717087,0.1667817384004593,0.23829470574855804,0.16385574638843536,0.14237643778324127,0.2972237169742584,0.16385337710380554,0.22337399423122406,0.2689173221588135,0.26042088866233826,0.23829470574855804,0.18886131048202515,0.2829204201698303,0.3256058394908905,0.1338340938091278,0.1160062924027443
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.2528568208217621,0.45010748505592346,0.539380669593811,0.22227555513381958,0.5696388483047485,0.27361205220222473,0.22474601864814758,1.0,0.21540255844593048,0.45010748505592346,0.2510564923286438,0.6662389636039734,0.33029478788375854,0.1773042231798172,0.20430970191955566
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.22033736109733582,0.25091034173965454,0.3138085603713989,0.44552403688430786,0.19731861352920532,0.32280945777893066,0.20815174281597137,0.17209495604038239,0.2605783939361572,0.2043699324131012,0.3138085603713989,0.3122991919517517,0.4207492768764496,0.1425553858280182,0.09266305714845657,0.19793890416622162
effort,0.2810528576374054,0.23423828184604645,0.25344645977020264,0.1607038527727127,0.23362822830677032,0.39937761425971985,0.2670682966709137,0.1881023496389389,0.21940191090106964,0.15804271399974823,0.09693530946969986,0.18001915514469147,0.7774966359138489,0.39937761425971985,0.3012244701385498,0.25344645977020264,0.20444655418395996,0.17335258424282074,0.27546563744544983
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.3428947925567627,1.0,0.45503583550453186,0.28596532344818115,0.41548454761505127,0.22807221114635468,0.209961399435997,0.45010748505592346,0.36228540539741516,1.0,0.3581787943840027,0.535392165184021,0.29808273911476135,0.19959285855293274,0.29463258385658264
revitalize,0.19532962143421173,0.2786274254322052,0.24224510788917542,0.32428157329559326,0.2236901968717575,0.27327749133110046,0.24008946120738983,0.15630684792995453,0.2013617604970932,0.24042823910713196,0.17427022755146027,0.25973957777023315,0.22842861711978912,0.27327749133110046,0.24357782304286957,0.24224510788917542,0.04583258554339409,0.10761470347642899,0.20856554806232452
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,0.5829201340675354,0.3365345895290375,0.733189046382904,0.24541108310222626,0.27917832136154175,0.6662389636039734,0.26890742778778076,0.535392165184021,0.3641999065876007,1.0,0.3311663568019867,0.24039390683174133,0.22068053483963013
neighborhood,0.12062139064073563,0.21888069808483124,0.20152483880519867,0.14121051132678986,0.11502017080783844,0.20300643146038055,0.22184410691261292,0.1913474053144455,0.15683332085609436,0.24816973507404327,0.37243714928627014,0.20924240350723267,0.17288461327552795,0.20300643146038055,0.15293577313423157,0.20152483880519867,0.26631221175193787,0.10107783228158951,0.048473283648490906
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.024429189041256905,0.03782717138528824,0.04866964742541313,-0.04603724181652069,-0.03817026689648628,0.03779824823141098,0.027165304869413376,-0.037580832839012146,0.11025857925415039,0.03782717138528824,-0.030620932579040527,-0.01540423184633255,0.03540606424212456,0.07317933440208435,-0.023395681753754616
image,0.13311375677585602,0.15568946301937103,0.24039390683174133,0.2865382730960846,0.1660178303718567,0.19959285855293274,0.199119433760643,0.23070719838142395,0.21113355457782745,0.06989332288503647,0.2509599030017853,0.1773042231798172,0.1476738154888153,0.19959285855293274,0.1321466714143753,0.24039390683174133,0.1549675464630127,0.9999999403953552,0.14968013763427734
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.3169408142566681,0.4645031690597534,0.50484299659729,0.26206159591674805,0.5352458953857422,0.3331483006477356,0.1963263899087906,0.5591574311256409,0.22250142693519592,0.4645031690597534,0.3244723975658417,0.5934505462646484,0.23760369420051575,0.2041902095079422,0.4130953550338745
