,which,country,faced,a,complete,embargo,in,the,eec,?
complete,0.33639606833457947,0.14152422547340393,0.11398957669734955,0.29913821816444397,1.0,0.2049320787191391,0.2201821506023407,0.277624249458313,0.20866583287715912,0.11962060630321503
embargo,0.19882206618785858,0.2854992151260376,0.11233945935964584,0.17945899069309235,0.2049320787191391,1.0,0.171186164021492,0.2032013237476349,0.37765246629714966,0.21724076569080353
",",0.3658004403114319,0.27878350019454956,0.2279764860868454,0.427140474319458,0.23945219814777374,0.17259633541107178,0.5201468467712402,0.4933079481124878,0.17505763471126556,0.31091248989105225
the,0.6521818041801453,0.30432501435279846,0.29245710372924805,0.5829201340675354,0.277624249458313,0.2032013237476349,0.6662389636039734,1.0,0.2747054398059845,0.22068053483963013
uk,0.1906050443649292,0.19472895562648773,0.1466403603553772,0.19665123522281647,0.12152421474456787,0.22606058418750763,0.2261405885219574,0.2143084555864334,0.248442605137825,0.20222434401512146
and,0.506277859210968,0.30884742736816406,0.2509622871875763,0.3739250600337982,0.20886704325675964,0.17066378891468048,0.4954058527946472,0.5171257257461548,0.2575293779373169,0.20544172823429108
france,0.1980295330286026,0.3233118951320648,0.04356275498867035,0.24802380800247192,0.12986303865909576,0.18753176927566528,0.3812309503555298,0.35517507791519165,0.2033350169658661,0.15069349110126495
received,0.15137042105197906,0.13991045951843262,0.22309033572673798,0.22444266080856323,0.15787892043590546,0.1004313975572586,0.2772020101547241,0.24890556931495667,0.07821432501077652,0.11905962228775024
almost,0.4336007535457611,0.18629899621009827,0.21706753969192505,0.28146228194236755,0.27547675371170044,0.12563833594322205,0.3422279357910156,0.3341992199420929,0.1579471081495285,0.1372147500514984
uninterrupted,0.3311700224876404,0.134773388504982,0.2891494929790497,0.3064209818840027,0.2467246800661087,0.21958152949810028,0.2412361055612564,0.2699088752269745,0.1401096135377884,0.11821544170379639
supplies,0.2791375517845154,0.20346228778362274,0.13628414273262024,0.2058967798948288,0.21089677512645721,0.32134783267974854,0.260343074798584,0.31027752161026,0.24784721434116364,0.08799431473016739
(,0.2589828372001648,0.1820623129606247,0.15789708495140076,0.3206180930137634,0.20320400595664978,0.21578672528266907,0.3087427020072937,0.33289089798927307,0.20606738328933716,0.40561532974243164
having,0.4051061272621155,0.22370775043964386,0.24078592658042908,0.3929923176765442,0.24780303239822388,0.15500026941299438,0.32022708654403687,0.3821379244327545,0.18404310941696167,0.22418256103992462
refused,0.18992963433265686,0.23007473349571228,0.24235884845256805,0.2156425416469574,0.1630258858203888,0.21241049468517303,0.2417421191930771,0.2606237530708313,0.16680502891540527,0.14580921828746796
to,0.5345056653022766,0.31281599402427673,0.19094133377075195,0.45503583550453186,0.26479288935661316,0.24951419234275818,0.45010748505592346,0.535392165184021,0.2370392382144928,0.29463258385658264
allow,0.3691171407699585,0.15257832407951355,0.17040792107582092,0.27607089281082153,0.2513326108455658,0.2604597806930542,0.21222905814647675,0.27822166681289673,0.30531683564186096,0.2042745053768158
america,0.26265275478363037,0.29616448283195496,0.23565731942653656,0.22012436389923096,0.15243057906627655,0.21195001900196075,0.3098583221435547,0.37090015411376953,0.21596607565879822,0.19333907961845398
to,0.5345056653022766,0.31281599402427673,0.19094133377075195,0.45503583550453186,0.26479288935661316,0.24951419234275818,0.45010748505592346,0.535392165184021,0.2370392382144928,0.29463258385658264
use,0.39254313707351685,0.21032948791980743,0.08411349356174469,0.30793872475624084,0.21565528213977814,0.2800132930278778,0.2715643048286438,0.34342584013938904,0.3038445711135864,0.32795652747154236
their,0.4582767188549042,0.2463577538728714,0.1887044757604599,0.29698723554611206,0.23119224607944489,0.10729344189167023,0.34976133704185486,0.516537070274353,0.267905056476593,0.1898253709077835
airfields,0.20961512625217438,0.27864694595336914,0.21974599361419678,0.18569475412368774,0.13651615381240845,0.34200307726860046,0.24489903450012207,0.22619685530662537,0.21311523020267487,0.12590987980365753
and,0.506277859210968,0.30884742736816406,0.2509622871875763,0.3739250600337982,0.20886704325675964,0.17066378891468048,0.4954058527946472,0.5171257257461548,0.2575293779373169,0.20544172823429108
embargoed,0.2647445499897003,0.2728046178817749,0.17890594899654388,0.2272072732448578,0.2558750808238983,0.9383094310760498,0.20882491767406464,0.2597655951976776,0.34875670075416565,0.2457103431224823
arms,0.2236589938402176,0.1840638369321823,0.18387557566165924,0.21351204812526703,0.14043031632900238,0.20312106609344482,0.2064935863018036,0.2508765757083893,0.14473748207092285,0.1243237629532814
and,0.506277859210968,0.30884742736816406,0.2509622871875763,0.3739250600337982,0.20886704325675964,0.17066378891468048,0.4954058527946472,0.5171257257461548,0.2575293779373169,0.20544172823429108
supplies,0.2791375517845154,0.20346228778362274,0.13628414273262024,0.2058967798948288,0.21089677512645721,0.32134783267974854,0.260343074798584,0.31027752161026,0.24784721434116364,0.08799431473016739
to,0.5345056653022766,0.31281599402427673,0.19094133377075195,0.45503583550453186,0.26479288935661316,0.24951419234275818,0.45010748505592346,0.535392165184021,0.2370392382144928,0.29463258385658264
both,0.5140923857688904,0.17232957482337952,0.30651357769966125,0.3171786069869995,0.19554759562015533,0.1461414396762848,0.3960166871547699,0.4931981563568115,0.22650378942489624,0.19455738365650177
the,0.6521818041801453,0.30432501435279846,0.29245710372924805,0.5829201340675354,0.277624249458313,0.2032013237476349,0.6662389636039734,1.0,0.2747054398059845,0.22068053483963013
arabs,0.23261114954948425,0.2897948622703552,0.2331840991973877,0.1446380764245987,0.05958454683423042,0.27033835649490356,0.1666572540998459,0.2739878296852112,0.212625190615654,0.12848976254463196
and,0.506277859210968,0.30884742736816406,0.2509622871875763,0.3739250600337982,0.20886704325675964,0.17066378891468048,0.4954058527946472,0.5171257257461548,0.2575293779373169,0.20544172823429108
the,0.6521818041801453,0.30432501435279846,0.29245710372924805,0.5829201340675354,0.277624249458313,0.2032013237476349,0.6662389636039734,1.0,0.2747054398059845,0.22068053483963013
israelis,0.2386850118637085,0.21940696239471436,0.2243512123823166,0.23487618565559387,0.08645373582839966,0.248843714594841,0.19541318714618683,0.22707325220108032,0.21700221300125122,0.16974247992038727
),0.2758678197860718,0.18773311376571655,0.13512639701366425,0.3640355169773102,0.21319177746772766,0.21569138765335083,0.3326910734176636,0.3456730246543884,0.2047889530658722,0.42300865054130554
",",0.3658004403114319,0.27878350019454956,0.2279764860868454,0.427140474319458,0.23945219814777374,0.17259633541107178,0.5201468467712402,0.4933079481124878,0.17505763471126556,0.31091248989105225
while,0.38669952750205994,0.16214635968208313,0.2293785810470581,0.3733035624027252,0.21562279760837555,0.14279022812843323,0.3399278521537781,0.39804592728614807,0.16149023175239563,0.21076419949531555
the,0.6521818041801453,0.30432501435279846,0.29245710372924805,0.5829201340675354,0.277624249458313,0.2032013237476349,0.6662389636039734,1.0,0.2747054398059845,0.22068053483963013
other,0.50507652759552,0.28020480275154114,0.20419473946094513,0.2806335389614105,0.17436321079730988,0.1455959528684616,0.39989137649536133,0.44152235984802246,0.2901897132396698,0.24682199954986572
six,0.35139694809913635,0.15242576599121094,0.2099219113588333,0.26189830899238586,0.21040035784244537,0.04576457664370537,0.3013422191143036,0.3614266812801361,0.15242092311382294,0.15298804640769958
faced,0.16965745389461517,0.15700379014015198,1.0,0.22509683668613434,0.11398957669734955,0.11233945935964584,0.20601411163806915,0.29245710372924805,0.09794013202190399,0.12312540411949158
partial,0.3238580822944641,0.060131192207336426,0.10008173435926437,0.3064410090446472,0.46717405319213867,0.08217811584472656,0.23465001583099365,0.2313118278980255,0.18472261726856232,0.16151700913906097
cutbacks,0.3614586889743805,0.16391977667808533,0.37175363302230835,0.29339298605918884,0.25527918338775635,0.23813307285308838,0.2959408462047577,0.32460907101631165,0.293652206659317,0.18624737858772278
.,0.45942068099975586,0.26130348443984985,0.23507075011730194,0.50484299659729,0.2471141666173935,0.18229776620864868,0.5591574311256409,0.5934505462646484,0.2259174883365631,0.4130953550338745
