,which,group,benefited,from,the,funds,distributed,by,the,religious,charity,",",al-haramain,foundation,?
decades,0.2706610858440399,0.14356407523155212,0.31982189416885376,0.22483517229557037,0.3027496635913849,0.25313660502433777,0.2518841624259949,0.24845539033412933,0.3027496635913849,0.21392753720283508,0.1251119077205658,0.2549861669540405,0.20573285222053528,0.1809508502483368,0.06808225065469742
for,0.44095608592033386,0.24519909918308258,0.3251076936721802,0.314039945602417,0.4739971458911896,0.3407641053199768,0.1645078957080841,0.3248702883720398,0.4739971458911896,0.21258823573589325,0.2896091938018799,0.4464869201183319,0.2591330409049988,0.2412533462047577,0.264628142118454
helping,0.24433071911334991,0.1717327982187271,0.3838149905204773,0.15230610966682434,0.2974667251110077,0.3383727967739105,0.14664003252983093,0.20234204828739166,0.2974667251110077,0.18377594649791718,0.3403463363647461,0.30712568759918213,0.16466546058654785,0.34376615285873413,0.28235307335853577
spread,0.31588253378868103,0.1469346433877945,0.20122067630290985,0.22737503051757812,0.28994160890579224,0.16337433457374573,0.34841039776802063,0.1772652268409729,0.28994160890579224,0.1976078897714615,0.2110602706670761,0.24950742721557617,0.1785685122013092,0.20341846346855164,0.16482828557491302
its,0.5154205560684204,0.2008703351020813,0.25218701362609863,0.32706040143966675,0.559237003326416,0.17720265686511993,0.21695774793624878,0.24398943781852722,0.559237003326416,0.14929887652397156,0.16588684916496277,0.33157986402511597,0.22083403170108795,0.2026788890361786,0.15103481709957123
fundamentalist,0.24991072714328766,0.30301427841186523,0.20503360033035278,0.15739935636520386,0.20134446024894714,0.2963543236255646,0.174864262342453,0.1902243047952652,0.20134446024894714,0.45087388157844543,0.30146893858909607,0.2963032126426697,0.28609398007392883,0.33232825994491577,0.14914041757583618
interpretation,0.328858345746994,0.19663333892822266,0.1509612500667572,0.18860112130641937,0.2766321003437042,0.17343315482139587,0.16811105608940125,0.1904151737689972,0.2766321003437042,0.3384384512901306,0.1374841332435608,0.2270279824733734,0.303795725107193,0.2336229830980301,0.2162649929523468
of,0.5011631846427917,0.25542253255844116,0.2371094822883606,0.4249346852302551,0.733189046382904,0.24558281898498535,0.239964559674263,0.3646814823150635,0.733189046382904,0.2958606779575348,0.1712716668844223,0.4946078956127167,0.2971194088459015,0.26611822843551636,0.1826142966747284
islam,0.19542136788368225,0.17468653619289398,0.15113848447799683,0.1613912731409073,0.2207694798707962,0.14535613358020782,0.12695325911045074,0.15867580473423004,0.2207694798707962,0.5547055602073669,0.26871469616889954,0.23459285497665405,0.47100895643234253,0.19661752879619598,0.18358638882637024
",",0.3658004403114319,0.2809832692146301,0.2282680720090866,0.39760664105415344,0.4933079481124878,0.20136137306690216,0.2189924418926239,0.3680937886238098,0.4933079481124878,0.2753547728061676,0.21246729791164398,1.0000001192092896,0.32454046607017517,0.21837306022644043,0.31091248989105225
known,0.30223485827445984,0.24512334167957306,0.19161826372146606,0.18996182084083557,0.3624623417854309,0.08840764313936234,0.22511188685894012,0.24461808800697327,0.3624623417854309,0.1655377894639969,0.16347309947013855,0.3604377806186676,0.22080600261688232,0.15504391491413116,0.18314571678638458
as,0.41006597876548767,0.2519444227218628,0.3077792227268219,0.3251767158508301,0.48381632566452026,0.1572040617465973,0.2208874672651291,0.3815547823905945,0.48381632566452026,0.22407519817352295,0.20749531686306,0.48816442489624023,0.2712269127368927,0.2042575180530548,0.27043893933296204
wahhabism,0.23440256714820862,0.26955196261405945,0.20695526897907257,0.18036942183971405,0.2502059042453766,0.2319750040769577,0.11409879475831985,0.2047448605298996,0.2502059042453766,0.5490736961364746,0.18997009098529816,0.2613786458969116,0.44758135080337524,0.259650856256485,0.1985596865415573
",",0.3658004403114319,0.2809832692146301,0.2282680720090866,0.39760664105415344,0.4933079481124878,0.20136137306690216,0.2189924418926239,0.3680937886238098,0.4933079481124878,0.2753547728061676,0.21246729791164398,1.0000001192092896,0.32454046607017517,0.21837306022644043,0.31091248989105225
throughout,0.39025890827178955,0.14404462277889252,0.2739417850971222,0.28920361399650574,0.4158564507961273,0.24973568320274353,0.3068302869796753,0.2679721713066101,0.4158564507961273,0.24089083075523376,0.2036626636981964,0.22385434806346893,0.18120692670345306,0.1326509267091751,0.12665234506130219
the,0.6521818041801453,0.30795547366142273,0.24850165843963623,0.40150508284568787,1.0,0.23871955275535583,0.28740596771240234,0.4408751428127289,1.0,0.22950971126556396,0.21295595169067383,0.4933079481124878,0.3432435095310211,0.23942872881889343,0.22068053483963013
world,0.29213306307792664,0.22969414293766022,0.1954786330461502,0.22603429853916168,0.33604270219802856,0.22252999246120453,0.2507247030735016,0.22306372225284576,0.33604270219802856,0.20263101160526276,0.19955065846443176,0.26091980934143066,0.1778692603111267,0.24565353989601135,0.17579582333564758
",",0.3658004403114319,0.2809832692146301,0.2282680720090866,0.39760664105415344,0.4933079481124878,0.20136137306690216,0.2189924418926239,0.3680937886238098,0.4933079481124878,0.2753547728061676,0.21246729791164398,1.0000001192092896,0.32454046607017517,0.21837306022644043,0.31091248989105225
via,0.2865810990333557,0.13470643758773804,0.17365001142024994,0.24748080968856812,0.23979412019252777,0.17845185101032257,0.2744813859462738,0.284832626581192,0.23979412019252777,0.05436273664236069,0.15783905982971191,0.26232874393463135,0.18446394801139832,0.1463155299425125,0.19443516433238983
religious,0.23757514357566833,0.19478711485862732,0.17770884931087494,0.14288437366485596,0.22950971126556396,0.20722845196723938,0.09620442241430283,0.19244135916233063,0.22950971126556396,0.9999998807907104,0.25921839475631714,0.2753547728061676,0.3732869327068329,0.20829880237579346,0.15727058053016663
charities,0.26691246032714844,0.25419461727142334,0.43091529607772827,0.17051489651203156,0.25895798206329346,0.5422940850257874,0.189726322889328,0.20583312213420868,0.25895798206329346,0.34271299839019775,0.7832111716270447,0.25138869881629944,0.24466213583946228,0.41876283288002014,0.161073237657547
such,0.406057745218277,0.23581965267658234,0.2739250361919403,0.24813218414783478,0.3575236201286316,0.19280381500720978,0.2777327597141266,0.2736194431781769,0.3575236201286316,0.2574559450149536,0.17184747755527496,0.39626169204711914,0.17452099919319153,0.14293931424617767,0.17851735651493073
al-haramain,0.29741019010543823,0.2592080235481262,0.13502496480941772,0.23710566759109497,0.3432435095310211,0.2056790441274643,0.1876038908958435,0.2217579185962677,0.3432435095310211,0.3732869327068329,0.2471703439950943,0.32454046607017517,1.0000001192092896,0.19893322885036469,0.3085257411003113
foundation,0.2668670415878296,0.2069290280342102,0.23249541223049164,0.17572759091854095,0.23942872881889343,0.35604095458984375,0.15191707015037537,0.1906283050775528,0.23942872881889343,0.20829880237579346,0.3914130628108978,0.21837306022644043,0.19893322885036469,1.0000001192092896,0.1791457086801529
",",0.3658004403114319,0.2809832692146301,0.2282680720090866,0.39760664105415344,0.4933079481124878,0.20136137306690216,0.2189924418926239,0.3680937886238098,0.4933079481124878,0.2753547728061676,0.21246729791164398,1.0000001192092896,0.32454046607017517,0.21837306022644043,0.31091248989105225
which,1.0,0.32466647028923035,0.2890942394733429,0.38755592703819275,0.6521818041801453,0.26349470019340515,0.32679450511932373,0.40543368458747864,0.6521818041801453,0.23757514357566833,0.26630252599716187,0.3658004403114319,0.29741019010543823,0.2668670415878296,0.25814583897590637
often,0.5498976707458496,0.28262874484062195,0.2513008117675781,0.2687282860279083,0.38004449009895325,0.20574985444545746,0.25183913111686707,0.32333052158355713,0.38004449009895325,0.27376699447631836,0.2109510600566864,0.24139221012592316,0.2746495306491852,0.09876330941915512,0.23748154938220978
also,0.6566565632820129,0.3116292357444763,0.29519668221473694,0.33783096075057983,0.6021018624305725,0.2240210473537445,0.21932294964790344,0.3824189305305481,0.6021018624305725,0.27032989263534546,0.2988722622394562,0.4717654287815094,0.3074933588504791,0.1919737011194229,0.21848613023757935
distributed,0.32679450511932373,0.19523027539253235,0.2833169102668762,0.16725139319896698,0.28740596771240234,0.21506355702877045,1.0000001192092896,0.3274691104888916,0.28740596771240234,0.09620442241430283,0.09040074050426483,0.2189924418926239,0.1876038908958435,0.15191707015037537,0.08428370952606201
funds,0.26349470019340515,0.20267783105373383,0.4763951897621155,0.17407089471817017,0.23871955275535583,1.0,0.21506355702877045,0.18905934691429138,0.23871955275535583,0.20722845196723938,0.4518560469150543,0.20136137306690216,0.2056790441274643,0.35604095458984375,0.12731410562992096
to,0.5345056653022766,0.2672896385192871,0.29523414373397827,0.4069952368736267,0.535392165184021,0.33157411217689514,0.21244101226329803,0.33534231781959534,0.535392165184021,0.24161745607852936,0.2168380469083786,0.44245919585227966,0.27464836835861206,0.20144611597061157,0.29463258385658264
violent,0.24853236973285675,0.24527394771575928,0.17907476425170898,0.18406905233860016,0.24589063227176666,0.12562412023544312,0.13798147439956665,0.2669840157032013,0.24589063227176666,0.30082812905311584,0.17783352732658386,0.24642977118492126,0.21965087950229645,0.12437326461076736,0.1652229279279709
sunni,0.19078733026981354,0.249592125415802,0.1670762002468109,0.16240863502025604,0.23035748302936554,0.17791029810905457,0.18908102810382843,0.15129755437374115,0.23035748302936554,0.5024451613426208,0.21537935733795166,0.20247995853424072,0.5457053184509277,0.12188702821731567,0.17507030069828033
extremist,0.1915118396282196,0.3358360528945923,0.22392454743385315,0.20892858505249023,0.2740326523780823,0.1777181774377823,0.14583301544189453,0.2714930474758148,0.2740326523780823,0.421613484621048,0.19554728269577026,0.24356205761432648,0.3722546100616455,0.18870705366134644,0.14525245130062103
groups,0.28361281752586365,0.6639418005943298,0.20285049080848694,0.23281575739383698,0.27790749073028564,0.23268648982048035,0.17825999855995178,0.22748439013957977,0.27790749073028564,0.23779352009296417,0.1331513375043869,0.2671695053577423,0.20273350179195404,0.12690909206867218,0.14349548518657684
such,0.406057745218277,0.23581965267658234,0.2739250361919403,0.24813218414783478,0.3575236201286316,0.19280381500720978,0.2777327597141266,0.2736194431781769,0.3575236201286316,0.2574559450149536,0.17184747755527496,0.39626169204711914,0.17452099919319153,0.14293931424617767,0.17851735651493073
as,0.41006597876548767,0.2519444227218628,0.3077792227268219,0.3251767158508301,0.48381632566452026,0.1572040617465973,0.2208874672651291,0.3815547823905945,0.48381632566452026,0.22407519817352295,0.20749531686306,0.48816442489624023,0.2712269127368927,0.2042575180530548,0.27043893933296204
al-qaeda,0.2518751621246338,0.33794721961021423,0.15781009197235107,0.2266867458820343,0.24044957756996155,0.25550204515457153,0.08742424100637436,0.21088847517967224,0.24044957756996155,0.27873826026916504,0.19499532878398895,0.24820753931999207,0.38913512229919434,0.22691097855567932,0.1877317875623703
and,0.506277859210968,0.3510662019252777,0.3173849582672119,0.3601827025413513,0.5171257257461548,0.24975134432315826,0.2595985233783722,0.4289871156215668,0.5171257257461548,0.30280056595802307,0.21366357803344727,0.6633074283599854,0.30098944902420044,0.19384855031967163,0.20544172823429108
the,0.6521818041801453,0.30795547366142273,0.24850165843963623,0.40150508284568787,1.0,0.23871955275535583,0.28740596771240234,0.4408751428127289,1.0,0.22950971126556396,0.21295595169067383,0.4933079481124878,0.3432435095310211,0.23942872881889343,0.22068053483963013
taliban,0.1961633563041687,0.25879669189453125,0.2901354134082794,0.21049584448337555,0.26727861166000366,0.2940139174461365,0.19699816405773163,0.28549808263778687,0.26727861166000366,0.34995636343955994,0.24000243842601776,0.24089160561561584,0.3776486814022064,0.1866568773984909,0.13205693662166595
.,0.45942068099975586,0.27268800139427185,0.2157471925020218,0.41536515951156616,0.5934505462646484,0.19765421748161316,0.257533997297287,0.3936232924461365,0.5934505462646484,0.23880675435066223,0.20927219092845917,0.6812511086463928,0.3710964322090149,0.26203909516334534,0.4130953550338745
