,where,were,the,narrow,gauge,rail,lines,built,in,victoria,?
narrow,0.22102294862270355,0.18402600288391113,0.3104094862937927,1.0,0.406684935092926,0.2333327978849411,0.26052525639533997,0.22179588675498962,0.23286917805671692,0.16549135744571686,0.1023377925157547
gauge,0.20570218563079834,0.17522376775741577,0.20929455757141113,0.406684935092926,0.9999999403953552,0.48973849415779114,0.29248976707458496,0.21481791138648987,0.18491436541080475,0.2173525094985962,0.2129381000995636
lines,0.22213150560855865,0.24549591541290283,0.28391990065574646,0.26052525639533997,0.29248976707458496,0.3984358310699463,1.0,0.18894468247890472,0.22601547837257385,0.20516519248485565,0.18324026465415955
",",0.3149496018886566,0.36755475401878357,0.4933079481124878,0.2165912240743637,0.24010542035102844,0.19919529557228088,0.23323656618595123,0.22658206522464752,0.5201468467712402,0.2279360294342041,0.31091248989105225
which,0.5477990508079529,0.2807837128639221,0.6521818041801453,0.3670823872089386,0.27578872442245483,0.22425106167793274,0.29714417457580566,0.2829757332801819,0.4840516746044159,0.17652179300785065,0.25814583897590637
are,0.32389864325523376,0.6489362716674805,0.40399202704429626,0.2837330996990204,0.2588168680667877,0.14822308719158173,0.25913113355636597,0.15228483080863953,0.3841303884983063,0.16939106583595276,0.24591213464736938
the,0.5003893971443176,0.3906462490558624,1.0,0.3104094862937927,0.20929455757141113,0.2306264042854309,0.28391990065574646,0.2950156033039093,0.6662389636039734,0.2204313427209854,0.22068053483963013
remnants,0.17681865394115448,0.3040749430656433,0.2785507142543793,0.1928713023662567,0.25013646483421326,0.19469396770000458,0.18801435828208923,0.16803112626075745,0.22093169391155243,0.10746846348047256,0.09044837206602097
of,0.38066378235816956,0.34038281440734863,0.733189046382904,0.248264878988266,0.17487795650959015,0.18577207624912262,0.1948472559452057,0.23442776501178741,0.5696388483047485,0.2505437433719635,0.1826142966747284
five,0.19254247844219208,0.37460240721702576,0.41977158188819885,0.2169407457113266,0.12092733383178711,0.11412961035966873,0.1941310316324234,0.1480274796485901,0.3634254038333893,0.1563853919506073,0.18342848122119904
formerly,0.24701982736587524,0.21698620915412903,0.2854805290699005,0.1517520248889923,0.20731346309185028,0.20730380713939667,0.08212237060070038,0.21178226172924042,0.25645580887794495,0.17008787393569946,0.0843876302242279
government-owned,0.19195279479026794,0.3181025981903076,0.32438579201698303,0.2386864870786667,0.20236848294734955,0.2846697270870209,0.1652108132839203,0.3260200023651123,0.31875884532928467,0.2634941637516022,0.2501196563243866
lines,0.22213150560855865,0.24549591541290283,0.28391990065574646,0.26052525639533997,0.29248976707458496,0.3984358310699463,1.0,0.18894468247890472,0.22601547837257385,0.20516519248485565,0.18324026465415955
which,0.5477990508079529,0.2807837128639221,0.6521818041801453,0.3670823872089386,0.27578872442245483,0.22425106167793274,0.29714417457580566,0.2829757332801819,0.4840516746044159,0.17652179300785065,0.25814583897590637
were,0.2363632768392563,1.0000001192092896,0.3906462490558624,0.18402600288391113,0.17522376775741577,0.16069936752319336,0.24549591541290283,0.31323960423469543,0.3815755248069763,0.19546319544315338,0.17890112102031708
built,0.23154333233833313,0.31323960423469543,0.2950156033039093,0.22179588675498962,0.21481791138648987,0.31759679317474365,0.18894468247890472,1.0000001192092896,0.25829681754112244,0.20086535811424255,0.09449632465839386
in,0.5344807505607605,0.3815755248069763,0.6662389636039734,0.23286917805671692,0.18491436541080475,0.22738659381866455,0.22601547837257385,0.25829681754112244,1.0,0.20823122560977936,0.20430970191955566
mountainous,0.24757042527198792,0.22790171205997467,0.2844386100769043,0.3562367558479309,0.2865717113018036,0.26127785444259644,0.19792169332504272,0.21536657214164734,0.29979461431503296,0.15354396402835846,0.10372836142778397
areas,0.390926331281662,0.29025816917419434,0.3311663568019867,0.25649207830429077,0.2284785807132721,0.18328268826007843,0.325621098279953,0.20380601286888123,0.33029478788375854,0.19170348346233368,0.1273590475320816
.,0.41390106081962585,0.3378238379955292,0.5934505462646484,0.19551116228103638,0.20401284098625183,0.1775164008140564,0.24112989008426666,0.2374027520418167,0.5591574311256409,0.23069117963314056,0.4130953550338745
