,what,two,areas,in,the,republic,were,first,to,grant,rights,to,the,huguenots,?
area,0.21965408325195312,0.15958356857299805,0.6056747436523438,0.33632898330688477,0.37834644317626953,0.15619619190692902,0.2544567286968231,0.19156944751739502,0.2797197997570038,0.13217219710350037,0.13583804666996002,0.2797197997570038,0.37834644317626953,0.2227916568517685,0.12640461325645447
of,0.33290785551071167,0.37726253271102905,0.2803763747215271,0.5696388483047485,0.733189046382904,0.2802940905094147,0.34038281440734863,0.3536086082458496,0.41548454761505127,0.23326964676380157,0.19425496459007263,0.41548454761505127,0.733189046382904,0.27577435970306396,0.1826142966747284
west,0.1946573108434677,0.24983730912208557,0.2517359256744385,0.34078434109687805,0.32918402552604675,0.3142826557159424,0.19026222825050354,0.24142304062843323,0.24611181020736694,0.1021011546254158,0.045852627605199814,0.24611181020736694,0.32918402552604675,0.2456878274679184,0.12088293582201004
frisia,0.1955622136592865,0.13427039980888367,0.21982158720493317,0.2390872836112976,0.24924951791763306,0.3143485188484192,0.18623661994934082,0.11175992339849472,0.21658305823802948,0.047884851694107056,0.15526121854782104,0.21658305823802948,0.24924951791763306,0.4166710078716278,0.10919765383005142
were,0.22298263013362885,0.4493520259857178,0.29025816917419434,0.3815755248069763,0.3906462490558624,0.19552338123321533,1.0000001192092896,0.3285558819770813,0.31913647055625916,0.14103981852531433,0.22253857553005219,0.31913647055625916,0.3906462490558624,0.2728680968284607,0.17890112102031708
the,0.42745697498321533,0.43858039379119873,0.3311663568019867,0.6662389636039734,1.0,0.2862427830696106,0.3906462490558624,0.49448907375335693,0.535392165184021,0.2460666298866272,0.2579100430011749,0.535392165184021,1.0,0.30745792388916016,0.22068053483963013
first,0.28086137771606445,0.3794230818748474,0.1414312869310379,0.4127444326877594,0.49448907375335693,0.21602119505405426,0.3285558819770813,1.0,0.3792489171028137,0.18674130737781525,0.2109733521938324,0.3792489171028137,0.49448907375335693,0.17457492649555206,0.18701928853988647
areas,0.23739881813526154,0.23039963841438293,0.9999999403953552,0.33029478788375854,0.3311663568019867,0.17544932663440704,0.29025816917419434,0.1414312869310379,0.29808273911476135,0.1658877730369568,0.20165807008743286,0.29808273911476135,0.3311663568019867,0.18543870747089386,0.1273590475320816
to,0.455847829580307,0.3343428373336792,0.29808273911476135,0.45010748505592346,0.535392165184021,0.17235471308231354,0.31913647055625916,0.3792489171028137,1.0,0.2576783299446106,0.2570022940635681,1.0,0.535392165184021,0.2685132324695587,0.29463258385658264
provide,0.27049049735069275,0.22825023531913757,0.3036206364631653,0.1910654902458191,0.26373472809791565,0.17486785352230072,0.20425377786159515,0.21312513947486877,0.3479624092578888,0.21506701409816742,0.16886408627033234,0.3479624092578888,0.26373472809791565,0.13163812458515167,0.22704634070396423
full,0.20298334956169128,0.2210318148136139,0.1151656061410904,0.20023053884506226,0.2988807260990143,0.1417693793773651,0.11792276054620743,0.3357648551464081,0.2671089768409729,0.13019177317619324,0.19745220243930817,0.2671089768409729,0.2988807260990143,0.18170469999313354,0.168479785323143
citizens,0.1905079185962677,0.12413085997104645,0.2910155951976776,0.28388577699661255,0.29208630323410034,0.26680055260658264,0.31552278995513916,0.20924228429794312,0.2594742178916931,0.22087344527244568,0.38734447956085205,0.2594742178916931,0.29208630323410034,0.40284475684165955,0.14885954558849335
rights,0.2386135458946228,0.15556561946868896,0.20165807008743286,0.17772755026817322,0.2579100430011749,0.18940486013889313,0.22253857553005219,0.2109733521938324,0.2570022940635681,0.3693547248840332,0.9999999403953552,0.2570022940635681,0.2579100430011749,0.23455268144607544,0.21814769506454468
to,0.455847829580307,0.3343428373336792,0.29808273911476135,0.45010748505592346,0.535392165184021,0.17235471308231354,0.31913647055625916,0.3792489171028137,1.0,0.2576783299446106,0.2570022940635681,1.0,0.535392165184021,0.2685132324695587,0.29463258385658264
huguenot,0.1912020891904831,0.19369328022003174,0.13178133964538574,0.26198551058769226,0.29557526111602783,0.2274702787399292,0.23719102144241333,0.18566305935382843,0.24496324360370636,0.14230205118656158,0.20484918355941772,0.24496324360370636,0.29557526111602783,0.9459913372993469,0.1359742432832718
immigrants,0.16467894613742828,0.16431699693202972,0.25534844398498535,0.28416502475738525,0.20839327573776245,0.19678302109241486,0.2836523950099945,0.28012752532958984,0.2678247094154358,0.14360591769218445,0.24617581069469452,0.2678247094154358,0.20839327573776245,0.3791540563106537,0.13377895951271057
",",0.3087472915649414,0.35859420895576477,0.2789289653301239,0.5201468467712402,0.4933079481124878,0.24418231844902039,0.36755475401878357,0.34503069519996643,0.44245919585227966,0.3364619016647339,0.2595706284046173,0.44245919585227966,0.4933079481124878,0.23394492268562317,0.31091248989105225
followed,0.20169416069984436,0.3068622946739197,0.17036430537700653,0.3307904005050659,0.3567860722541809,0.1113695576786995,0.2812596261501312,0.3457415997982025,0.23444271087646484,0.07093397527933121,0.04555705562233925,0.23444271087646484,0.3567860722541809,0.2908228039741516,0.20567169785499573
by,0.2455483376979828,0.33852577209472656,0.2005605250597,0.370934396982193,0.4408751428127289,0.18294382095336914,0.4406847059726715,0.3877052962779999,0.33534231781959534,0.1921340525150299,0.19225828349590302,0.33534231781959534,0.4408751428127289,0.16713643074035645,0.17966607213020325
the,0.42745697498321533,0.43858039379119873,0.3311663568019867,0.6662389636039734,1.0,0.2862427830696106,0.3906462490558624,0.49448907375335693,0.535392165184021,0.2460666298866272,0.2579100430011749,0.535392165184021,1.0,0.30745792388916016,0.22068053483963013
dutch,0.1643560230731964,0.09531162679195404,0.07772036641836166,0.17559829354286194,0.1705695390701294,0.21594777703285217,0.17881813645362854,0.18456821143627167,0.1383991241455078,0.09858109802007675,0.14143502712249756,0.1383991241455078,0.1705695390701294,0.37400156259536743,0.1081366017460823
republic,0.18626701831817627,0.19063667953014374,0.17544932663440704,0.2782426178455353,0.2862427830696106,0.9999999403953552,0.19552338123321533,0.21602119505405426,0.17235471308231354,0.04081457480788231,0.18940486013889313,0.17235471308231354,0.2862427830696106,0.22882942855358124,0.16880398988723755
in,0.30808621644973755,0.36463531851768494,0.33029478788375854,1.0,0.6662389636039734,0.2782426178455353,0.3815755248069763,0.4127444326877594,0.45010748505592346,0.2044283151626587,0.17772755026817322,0.45010748505592346,0.6662389636039734,0.25916293263435364,0.20430970191955566
1715,0.08907199651002884,0.14983418583869934,0.2192702442407608,0.17735129594802856,0.17108477652072906,0.1692461222410202,0.15747728943824768,0.07285559922456741,0.13417267799377441,0.028385812416672707,0.1180085688829422,0.13417267799377441,0.17108477652072906,0.20306791365146637,0.18484815955162048
.,0.3567904531955719,0.3524959683418274,0.23760369420051575,0.5591574311256409,0.5934505462646484,0.23547469079494476,0.3378238379955292,0.4345304071903229,0.4645031690597534,0.2712966501712799,0.24957291781902313,0.4645031690597534,0.5934505462646484,0.2170230895280838,0.4130953550338745
