,what,geochemist,developed,the,uranium-lead,dating,method,into,lead-lead,dating,?
known,0.20381177961826324,0.15509217977523804,0.29355788230895996,0.3624623417854309,0.18008387088775635,0.17282116413116455,0.19652508199214935,0.1555754393339157,0.24509716033935547,0.17282116413116455,0.18314571678638458
for,0.3017193675041199,0.12270896136760712,0.22294896841049194,0.4739971458911896,0.2503650188446045,0.20495396852493286,0.2842181324958801,0.231735959649086,0.2811605930328369,0.20495396852493286,0.264628142118454
``,0.008517155423760414,0.0794672742486,0.007079461123794317,0.029072100296616554,-0.03243372216820717,-0.037078820168972015,0.04582330584526062,0.02736244536936283,-0.013914070092141628,-0.037078820168972015,0.0685480609536171
hubble,0.18900521099567413,0.3606860041618347,0.20496033132076263,0.22213377058506012,0.3111836612224579,0.19904673099517822,0.23810184001922607,0.1572161763906479,0.17152920365333557,0.19904673099517822,0.1859315186738968
's,0.02692362666130066,-0.07186312973499298,0.04590931162238121,-0.01540423184633255,-0.08576567471027374,-0.07326678186655045,0.008591505698859692,0.00961404386907816,-0.049902331084012985,-0.07326678186655045,-0.023395681753754616
law,0.2145031988620758,0.22997845709323883,0.1711473912000656,0.24548950791358948,0.2650858461856842,0.11571792513132095,0.1629936248064041,0.11627500504255295,0.21863460540771484,0.11571792513132095,0.1528988480567932
'',0.08143015950918198,0.061890702694654465,-0.01097940281033516,0.041273195296525955,0.03790615126490593,0.004859516397118568,0.07508864998817444,-0.043979667127132416,0.052487585693597794,0.004859516397118568,0.018684765323996544
",",0.3087472915649414,0.21565665304660797,0.24565434455871582,0.4933079481124878,0.30483707785606384,0.2450258880853653,0.22978182137012482,0.2826121151447296,0.3328557014465332,0.2450258880853653,0.31091248989105225
nasa,0.21178755164146423,0.393858402967453,0.1338646560907364,0.19786997139453888,0.2913013696670532,0.11331432312726974,0.19456253945827484,0.10662796348333359,0.1292765736579895,0.11331432312726974,0.1809994876384735
astronaut,0.09130282700061798,0.40481624007225037,0.149128258228302,0.12738145887851715,0.2415761798620224,0.09403890371322632,0.1301576793193817,0.1407153457403183,0.19754841923713684,0.09403890371322632,0.13949722051620483
john,0.18237407505512238,0.17687302827835083,0.11160213500261307,0.2230520099401474,0.2076486349105835,0.14088177680969238,0.10569071024656296,0.102911077439785,0.3035408854484558,0.14088177680969238,0.13162356615066528
m.,-0.032949499785900116,0.05313070863485336,-0.017589202150702477,0.11779511719942093,0.02352772280573845,0.09422674030065536,-0.116239532828331,-0.00288839777931571,0.11437783390283585,0.09422674030065536,-0.0002856669598259032
grunsfeld,0.20118731260299683,0.2706552743911743,0.14396823942661285,0.2853893041610718,0.32646942138671875,0.17454907298088074,0.13842074573040009,0.1993245780467987,0.30892544984817505,0.17454907298088074,0.24217815697193146
",",0.3087472915649414,0.21565665304660797,0.24565434455871582,0.4933079481124878,0.30483707785606384,0.2450258880853653,0.22978182137012482,0.2826121151447296,0.3328557014465332,0.2450258880853653,0.31091248989105225
geneticist,0.17869937419891357,0.6559550762176514,0.2666414678096771,0.18953664600849152,0.27703070640563965,0.1531650573015213,0.2506740689277649,0.13204866647720337,0.2608695924282074,0.1531650573015213,0.15486501157283783
james,0.20536290109157562,0.1672566682100296,0.12425936758518219,0.22481533885002136,0.23539775609970093,0.1733241081237793,0.12566398084163666,0.11485675722360611,0.2941943407058716,0.1733241081237793,0.12139993160963058
watson,0.21841923892498016,0.21160003542900085,0.10442233830690384,0.18680743873119354,0.23545575141906738,0.13408711552619934,0.18319259583950043,0.14726248383522034,0.2189781814813614,0.13408711552619934,0.20794717967510223
",",0.3087472915649414,0.21565665304660797,0.24565434455871582,0.4933079481124878,0.30483707785606384,0.2450258880853653,0.22978182137012482,0.2826121151447296,0.3328557014465332,0.2450258880853653,0.31091248989105225
best,0.3036847710609436,0.1312074214220047,0.12110961228609085,0.3134109377861023,0.16869714856147766,0.15204359591007233,0.18486802279949188,0.16434572637081146,0.23737876117229462,0.15204359591007233,0.2799045741558075
known,0.20381177961826324,0.15509217977523804,0.29355788230895996,0.3624623417854309,0.18008387088775635,0.17282116413116455,0.19652508199214935,0.1555754393339157,0.24509716033935547,0.17282116413116455,0.18314571678638458
as,0.31749409437179565,0.14161473512649536,0.21440666913986206,0.48381632566452026,0.25589287281036377,0.2300669550895691,0.2215547412633896,0.24094121158123016,0.27884915471076965,0.2300669550895691,0.27043893933296204
one,0.376489520072937,0.12992852926254272,0.2329808473587036,0.5514441132545471,0.2480957955121994,0.17966359853744507,0.2033216655254364,0.31758198142051697,0.18006975948810577,0.17966359853744507,0.2673267424106598
of,0.33290785551071167,0.18331287801265717,0.21960023045539856,0.733189046382904,0.28192052245140076,0.2134421318769455,0.22896558046340942,0.32255905866622925,0.27369675040245056,0.2134421318769455,0.1826142966747284
the,0.42745697498321533,0.16294768452644348,0.24490751326084137,1.0,0.2708885967731476,0.23401090502738953,0.21624743938446045,0.39493247866630554,0.28161484003067017,0.23401090502738953,0.22068053483963013
co-discoverers,0.21643781661987305,0.4720444977283478,0.302298367023468,0.2647719979286194,0.3805840313434601,0.3342030644416809,0.3000760078430176,0.1194024458527565,0.23184671998023987,0.3342030644416809,0.15874959528446198
of,0.33290785551071167,0.18331287801265717,0.21960023045539856,0.733189046382904,0.28192052245140076,0.2134421318769455,0.22896558046340942,0.32255905866622925,0.27369675040245056,0.2134421318769455,0.1826142966747284
the,0.42745697498321533,0.16294768452644348,0.24490751326084137,1.0,0.2708885967731476,0.23401090502738953,0.21624743938446045,0.39493247866630554,0.28161484003067017,0.23401090502738953,0.22068053483963013
structure,0.27351704239845276,0.2614092230796814,0.24330845475196838,0.2933249771595001,0.2756844162940979,0.1593257337808609,0.24505561590194702,0.21025875210762024,0.17400282621383667,0.1593257337808609,0.1770772784948349
of,0.33290785551071167,0.18331287801265717,0.21960023045539856,0.733189046382904,0.28192052245140076,0.2134421318769455,0.22896558046340942,0.32255905866622925,0.27369675040245056,0.2134421318769455,0.1826142966747284
dna,0.24220526218414307,0.29846957325935364,0.1587430089712143,0.19235704839229584,0.29896247386932373,0.193283811211586,0.2989852726459503,0.20953252911567688,0.2087840586900711,0.193283811211586,0.1548636108636856
",",0.3087472915649414,0.21565665304660797,0.24565434455871582,0.4933079481124878,0.30483707785606384,0.2450258880853653,0.22978182137012482,0.2826121151447296,0.3328557014465332,0.2450258880853653,0.31091248989105225
experimental,0.24195317924022675,0.29263514280319214,0.3215119540691376,0.2084609717130661,0.2302873730659485,0.11400189995765686,0.35237377882003784,0.16710549592971802,0.16552531719207764,0.11400189995765686,0.14400577545166016
physicist,0.19407397508621216,0.7080582976341248,0.20293045043945312,0.14301171898841858,0.3084814250469208,0.10711272060871124,0.22149330377578735,0.1156662181019783,0.20841291546821594,0.10711272060871124,0.1378137767314911
luis,0.13408981263637543,0.16331203281879425,0.13056837022304535,0.2025856077671051,0.12453979253768921,0.10746444761753082,0.12719225883483887,0.0997321605682373,0.1786290854215622,0.10746444761753082,0.07192636281251907
alvarez,0.17833395302295685,0.23045216500759125,0.1268673986196518,0.22535932064056396,0.20538295805454254,0.10394538938999176,0.1478791981935501,0.14016498625278473,0.27246490120887756,0.10394538938999176,0.18574973940849304
",",0.3087472915649414,0.21565665304660797,0.24565434455871582,0.4933079481124878,0.30483707785606384,0.2450258880853653,0.22978182137012482,0.2826121151447296,0.3328557014465332,0.2450258880853653,0.31091248989105225
popular,0.186283677816391,0.025428378954529762,0.32642626762390137,0.2724021077156067,0.10731932520866394,0.17037923634052277,0.17489853501319885,0.14673425257205963,0.17248521745204926,0.17037923634052277,0.13108457624912262
environmentalist,0.10888823121786118,0.37834855914115906,0.16554810106754303,0.15519979596138,0.33337080478668213,0.0424780510365963,0.14525185525417328,0.08208741247653961,0.3469441533088684,0.0424780510365963,0.15612958371639252
david,0.1299152821302414,0.17328526079654694,0.16026711463928223,0.2237231284379959,0.18375009298324585,0.21074052155017853,0.12127502262592316,0.1020728126168251,0.23737169802188873,0.21074052155017853,0.04158485680818558
suzuki,0.16251406073570251,0.26049330830574036,0.19878096878528595,0.11115426570177078,0.19266873598098755,0.0947943851351738,0.17631475627422333,0.07849692553281784,0.19245372712612152,0.0947943851351738,0.12390094995498657
",",0.3087472915649414,0.21565665304660797,0.24565434455871582,0.4933079481124878,0.30483707785606384,0.2450258880853653,0.22978182137012482,0.2826121151447296,0.3328557014465332,0.2450258880853653,0.31091248989105225
balloonist,0.12886714935302734,0.39168232679367065,0.1260771006345749,0.15773262083530426,0.26046639680862427,0.09683194011449814,0.16952811181545258,0.16932474076747894,0.27445513010025024,0.09683194011449814,0.1901843398809433
jeannette,0.13968662917613983,0.19814570248126984,0.11727771908044815,0.19119475781917572,0.2722834348678589,0.2545546889305115,0.08391012996435165,0.09462866932153702,0.20718833804130554,0.2545546889305115,0.14427174627780914
piccard,0.13362058997154236,0.32526201009750366,0.05782356113195419,0.19583186507225037,0.2269207090139389,0.14484252035617828,0.17705532908439636,0.07008668780326843,0.24744057655334473,0.14484252035617828,0.10770527273416519
",",0.3087472915649414,0.21565665304660797,0.24565434455871582,0.4933079481124878,0.30483707785606384,0.2450258880853653,0.22978182137012482,0.2826121151447296,0.3328557014465332,0.2450258880853653,0.31091248989105225
biologists,0.3114490509033203,0.4841650426387787,0.272357314825058,0.26493245363235474,0.29994553327560425,0.23701390624046326,0.3256776034832001,0.18537604808807373,0.20609985291957855,0.23701390624046326,0.189771369099617
ernest,0.12698088586330414,0.3182254731655121,0.16951681673526764,0.20594260096549988,0.2437429428100586,0.09564939141273499,0.13805539906024933,0.15603545308113098,0.202566996216774,0.09564939141273499,0.1409812569618225
everett,0.18491411209106445,0.27420052886009216,0.12224028259515762,0.24827751517295837,0.2731122076511383,0.1326107680797577,0.09110166877508163,0.10729879140853882,0.292664110660553,0.1326107680797577,0.21096044778823853
just,0.5854880809783936,0.09207101166248322,0.18363912403583527,0.40061673521995544,0.26117271184921265,0.16603755950927734,0.20811475813388824,0.3072545528411865,0.20838679373264313,0.16603755950927734,0.4144178032875061
and,0.31309178471565247,0.11313013732433319,0.25542938709259033,0.5171257257461548,0.2664840519428253,0.23646213114261627,0.16907750070095062,0.36597734689712524,0.35072609782218933,0.23646213114261627,0.20544172823429108
lynn,0.18134717643260956,0.19952242076396942,0.1326667070388794,0.14222437143325806,0.2744666635990143,0.27092570066452026,0.07202215492725372,0.13207443058490753,0.2817334532737732,0.27092570066452026,0.18646849691867828
margulis,0.16268201172351837,0.30731168389320374,0.15064483880996704,0.20774202048778534,0.19981366395950317,0.1799917221069336,0.14171156287193298,0.13849514722824097,0.21896007657051086,0.1799917221069336,0.20428074896335602
",",0.3087472915649414,0.21565665304660797,0.24565434455871582,0.4933079481124878,0.30483707785606384,0.2450258880853653,0.22978182137012482,0.2826121151447296,0.3328557014465332,0.2450258880853653,0.31091248989105225
computer,0.26911869645118713,0.27756813168525696,0.25655025243759155,0.19781450927257538,0.2179730087518692,0.1271093636751175,0.25924375653266907,0.1617428958415985,0.17406494915485382,0.1271093636751175,0.20203553140163422
scientist,0.19887776672840118,0.6389443874359131,0.2592187523841858,0.16244260966777802,0.2927094101905823,0.0967821553349495,0.2958194315433502,0.09692291170358658,0.240736722946167,0.0967821553349495,0.1278093308210373
richard,0.19329693913459778,0.24766671657562256,0.12728145718574524,0.2087954580783844,0.21333929896354675,0.15389034152030945,0.07989587634801865,0.12260112166404724,0.2815510928630829,0.15389034152030945,0.15003317594528198
hamming,0.2471470683813095,0.11076804250478745,0.26491954922676086,0.26915061473846436,0.25586438179016113,0.1892751306295395,0.30848950147628784,0.21508248150348663,0.2235233634710312,0.1892751306295395,0.22247417271137238
",",0.3087472915649414,0.21565665304660797,0.24565434455871582,0.4933079481124878,0.30483707785606384,0.2450258880853653,0.22978182137012482,0.2826121151447296,0.3328557014465332,0.2450258880853653,0.31091248989105225
the,0.42745697498321533,0.16294768452644348,0.24490751326084137,1.0,0.2708885967731476,0.23401090502738953,0.21624743938446045,0.39493247866630554,0.28161484003067017,0.23401090502738953,0.22068053483963013
creator,0.19329462945461273,0.24829575419425964,0.21024705469608307,0.20919115841388702,0.16554756462574005,0.0716414526104927,0.1233503445982933,0.10517993569374084,0.12009846419095993,0.0716414526104927,0.2028008997440338
of,0.33290785551071167,0.18331287801265717,0.21960023045539856,0.733189046382904,0.28192052245140076,0.2134421318769455,0.22896558046340942,0.32255905866622925,0.27369675040245056,0.2134421318769455,0.1826142966747284
the,0.42745697498321533,0.16294768452644348,0.24490751326084137,1.0,0.2708885967731476,0.23401090502738953,0.21624743938446045,0.39493247866630554,0.28161484003067017,0.23401090502738953,0.22068053483963013
hamming,0.2471470683813095,0.11076804250478745,0.26491954922676086,0.26915061473846436,0.25586438179016113,0.1892751306295395,0.30848950147628784,0.21508248150348663,0.2235233634710312,0.1892751306295395,0.22247417271137238
code,0.2450651079416275,0.12368502467870712,0.23779863119125366,0.25827479362487793,0.24059231579303741,0.11604636907577515,0.17893074452877045,0.19002147018909454,0.13578838109970093,0.11604636907577515,0.22105959057807922
",",0.3087472915649414,0.21565665304660797,0.24565434455871582,0.4933079481124878,0.30483707785606384,0.2450258880853653,0.22978182137012482,0.2826121151447296,0.3328557014465332,0.2450258880853653,0.31091248989105225
lithium-ion,0.2457488775253296,0.24770934879779816,0.15912623703479767,0.2816171944141388,0.42701858282089233,0.2812625467777252,0.2702336311340332,0.20917610824108124,0.28121426701545715,0.2812625467777252,0.275246262550354
battery,0.1828256994485855,0.13352754712104797,0.09514877945184708,0.16549226641654968,0.33490416407585144,0.13603642582893372,0.20019952952861786,0.10567589849233627,0.2915215492248535,0.13603642582893372,0.14825735986232758
developer,0.1568116992712021,0.2733810544013977,0.5370657444000244,0.19321660697460175,0.1682671159505844,0.0706871822476387,0.20539329946041107,0.13985879719257355,0.21282939612865448,0.0706871822476387,0.19652149081230164
john,0.18237407505512238,0.17687302827835083,0.11160213500261307,0.2230520099401474,0.2076486349105835,0.14088177680969238,0.10569071024656296,0.102911077439785,0.3035408854484558,0.14088177680969238,0.13162356615066528
b.,-0.08520887047052383,-0.051323339343070984,0.043206557631492615,-0.008502916432917118,0.02252163738012314,-0.04558159410953522,0.038798365741968155,0.01581002213060856,0.0628250390291214,-0.04558159410953522,-0.032647255808115005
goodenough,0.3565996587276459,0.26554396748542786,0.26657411456108093,0.3728109896183014,0.3457741439342499,0.21585962176322937,0.2677251994609833,0.2520500421524048,0.4223695695400238,0.21585962176322937,0.3603341281414032
",",0.3087472915649414,0.21565665304660797,0.24565434455871582,0.4933079481124878,0.30483707785606384,0.2450258880853653,0.22978182137012482,0.2826121151447296,0.3328557014465332,0.2450258880853653,0.31091248989105225
mathematician,0.1574619710445404,0.5946835279464722,0.22953809797763824,0.1224498599767685,0.22378310561180115,0.16979828476905823,0.23939041793346405,0.0920552983880043,0.18959935009479523,0.16979828476905823,0.11787978559732437
and,0.31309178471565247,0.11313013732433319,0.25542938709259033,0.5171257257461548,0.2664840519428253,0.23646213114261627,0.16907750070095062,0.36597734689712524,0.35072609782218933,0.23646213114261627,0.20544172823429108
fields,0.14054246246814728,0.22326135635375977,0.15747734904289246,0.16397054493427277,0.151528462767601,0.05408647656440735,0.2172660231590271,0.13313113152980804,0.19341205060482025,0.05408647656440735,0.1411406248807907
medal,0.13412535190582275,0.2289583384990692,0.06300022453069687,0.2287520468235016,0.14877493679523468,0.07656195014715195,0.16466185450553894,0.0810680091381073,0.17140282690525055,0.07656195014715195,0.10517196357250214
recipient,0.13577258586883545,0.2578083276748657,0.10501163452863693,0.2247254103422165,0.16507858037948608,0.024922363460063934,0.14435869455337524,0.0878753662109375,0.22595596313476562,0.024922363460063934,0.11042160540819168
paul,0.11217030137777328,0.16111327707767487,0.053292952477931976,0.19191958010196686,0.16607403755187988,0.20363308489322662,0.10348742455244064,0.09933730959892273,0.27063751220703125,0.20363308489322662,0.16611461341381073
joseph,0.20494906604290009,0.2575540244579315,0.1276131570339203,0.2251148819923401,0.23473350703716278,0.14202888309955597,0.1212489902973175,0.10448859632015228,0.21650390326976776,0.14202888309955597,0.08421234786510468
cohen,0.1588742882013321,0.2734539210796356,0.13786140084266663,0.23480090498924255,0.27005836367607117,0.1718071848154068,0.1496943235397339,0.1584412157535553,0.23038442432880402,0.1718071848154068,0.24474021792411804
",",0.3087472915649414,0.21565665304660797,0.24565434455871582,0.4933079481124878,0.30483707785606384,0.2450258880853653,0.22978182137012482,0.2826121151447296,0.3328557014465332,0.2450258880853653,0.31091248989105225
and,0.31309178471565247,0.11313013732433319,0.25542938709259033,0.5171257257461548,0.2664840519428253,0.23646213114261627,0.16907750070095062,0.36597734689712524,0.35072609782218933,0.23646213114261627,0.20544172823429108
geochemist,0.21505500376224518,1.0,0.24562637507915497,0.16294768452644348,0.36093199253082275,0.16244900226593018,0.28327131271362305,0.1235671266913414,0.25352776050567627,0.16244900226593018,0.14896009862422943
clair,0.10619934648275375,0.23390249907970428,0.10296308249235153,0.26216334104537964,0.27562615275382996,0.19232285022735596,0.14096765220165253,0.12104756385087967,0.22599032521247864,0.19232285022735596,0.16132113337516785
cameron,0.16319438815116882,0.13671696186065674,0.166237473487854,0.23262320458889008,0.26658034324645996,0.2330557107925415,0.08705227077007294,0.05500452592968941,0.2647016644477844,0.2330557107925415,0.1434677094221115
patterson,0.20407934486865997,0.20821306109428406,0.11095859110355377,0.2504313290119171,0.21390840411186218,0.17804719507694244,0.1364547163248062,0.1793184131383896,0.3079143464565277,0.17804719507694244,0.21696998178958893
",",0.3087472915649414,0.21565665304660797,0.24565434455871582,0.4933079481124878,0.30483707785606384,0.2450258880853653,0.22978182137012482,0.2826121151447296,0.3328557014465332,0.2450258880853653,0.31091248989105225
who,0.40942975878715515,0.16962747275829315,0.1288115680217743,0.3733934462070465,0.2431262880563736,0.15735501050949097,0.18475493788719177,0.16956904530525208,0.25236642360687256,0.15735501050949097,0.26220351457595825
developed,0.15555569529533386,0.24562637507915497,1.0000001192092896,0.24490751326084137,0.15180638432502747,0.1944834291934967,0.33719342947006226,0.25731268525123596,0.10220079123973846,0.1944834291934967,0.10763012617826462
the,0.42745697498321533,0.16294768452644348,0.24490751326084137,1.0,0.2708885967731476,0.23401090502738953,0.21624743938446045,0.39493247866630554,0.28161484003067017,0.23401090502738953,0.22068053483963013
uranium-lead,0.2754122316837311,0.36093199253082275,0.15180638432502747,0.2708885967731476,1.0,0.3607739508152008,0.2348032295703888,0.212506964802742,0.5325783491134644,0.3607739508152008,0.20933347940444946
dating,0.19090399146080017,0.16244900226593018,0.1944834291934967,0.23401090502738953,0.3607739508152008,0.9999999403953552,0.2823755741119385,0.08763175457715988,0.16130179166793823,0.9999999403953552,0.1135709211230278
method,0.25476205348968506,0.28327131271362305,0.33719342947006226,0.21624743938446045,0.2348032295703888,0.2823755741119385,1.0000001192092896,0.13415636122226715,0.20978178083896637,0.2823755741119385,0.2194802314043045
into,0.2180619090795517,0.1235671266913414,0.25731268525123596,0.39493247866630554,0.212506964802742,0.08763175457715988,0.13415636122226715,1.0,0.2185518890619278,0.08763175457715988,0.15662476420402527
lead-lead,0.22230762243270874,0.25352776050567627,0.10220079123973846,0.28161484003067017,0.5325783491134644,0.16130179166793823,0.20978178083896637,0.2185518890619278,1.0,0.16130179166793823,0.1883315145969391
dating,0.19090399146080017,0.16244900226593018,0.1944834291934967,0.23401090502738953,0.3607739508152008,0.9999999403953552,0.2823755741119385,0.08763175457715988,0.16130179166793823,0.9999999403953552,0.1135709211230278
.,0.3567904531955719,0.2048242837190628,0.2569568455219269,0.5934505462646484,0.26417848467826843,0.2222111076116562,0.18224337697029114,0.26250120997428894,0.2733965516090393,0.2222111076116562,0.4130953550338745
