,when,was,virgin,media,rebranded,from,ntl,telewest,?
),0.2538422644138336,0.3267642855644226,0.19151578843593597,0.1801380068063736,0.2059497833251953,0.2672361731529236,0.33100542426109314,0.2469184845685959,0.42300865054130554
capable,0.2644338011741638,0.1653473675251007,0.1504978984594345,0.10103077441453934,0.22336255013942719,0.1404762864112854,0.15279735624790192,0.26883140206336975,0.18388573825359344
set,0.26233336329460144,0.22985222935676575,0.11193981766700745,0.06924868375062943,0.23208647966384888,0.21245217323303223,0.1568295806646347,0.23427744209766388,0.1698019951581955
top,0.17595329880714417,0.1381647288799286,0.13322655856609344,0.15583841502666473,0.20315589010715485,0.17560654878616333,0.2878837287425995,0.21022619307041168,0.17265194654464722
box,0.22172194719314575,0.1309744417667389,0.09455665946006775,0.1757269948720932,0.2123623788356781,0.14371728897094727,0.18717218935489655,0.23092243075370789,0.21736569702625275
",",0.36674630641937256,0.45456063747406006,0.1973685473203659,0.23135341703891754,0.2713417112827301,0.39760664105415344,0.25562870502471924,0.35737475752830505,0.31091248989105225
although,0.3650384247303009,0.3711436688899994,0.17437569797039032,0.16582098603248596,0.25856176018714905,0.22925063967704773,0.12611451745033264,0.20965713262557983,0.15541206300258636
from,0.405669629573822,0.31171464920043945,0.07930377870798111,0.14971545338630676,0.14074774086475372,1.0,0.1909010112285614,0.20773838460445404,0.19969791173934937
30,0.07008512318134308,0.08394331485033035,0.0566905215382576,-0.047275420278310776,0.06459315866231918,0.0211875531822443,0.08525564521551132,-0.008749159052968025,-0.08261742442846298
november,0.2606481611728668,0.4240739941596985,0.17321233451366425,0.18704546988010406,0.2761751115322113,0.2036365419626236,0.27012571692466736,0.16497018933296204,0.3159552216529846
2006,0.023816242814064026,-0.08876620978116989,-0.0888431966304779,-0.009515904821455479,0.0577491857111454,0.08338478952646255,-0.04522877186536789,-0.02538192644715309,-0.1194092258810997
until,0.494509756565094,0.43126991391181946,0.11668652296066284,0.12946845591068268,0.3081344962120056,0.3746030032634735,0.18240122497081757,0.2115429788827896,0.20304496586322784
30,0.07008512318134308,0.08394331485033035,0.0566905215382576,-0.047275420278310776,0.06459315866231918,0.0211875531822443,0.08525564521551132,-0.008749159052968025,-0.08261742442846298
july,0.24211758375167847,0.40724116563796997,0.13129322230815887,0.12685146927833557,0.25088757276535034,0.18728196620941162,0.2575499415397644,0.15988165140151978,0.2897891402244568
2009,-0.2985190749168396,-0.17510849237442017,-0.08350510895252228,-0.12236053496599197,-0.17592348158359528,-0.19722937047481537,-0.2529684603214264,-0.25287413597106934,-0.2287932187318802
it,0.4775012135505676,0.4577186405658722,0.16555088758468628,0.19141267240047455,0.2107633352279663,0.325604110956192,0.27703362703323364,0.38605496287345886,0.25732165575027466
only,0.5497387051582336,0.36249664425849915,0.2317286878824234,0.22255387902259827,0.2116955816745758,0.32145237922668457,0.19891631603240967,0.35532066226005554,0.2767370045185089
carried,0.2538551390171051,0.2901332974433899,0.20998091995716095,0.11823175847530365,0.26469337940216064,0.2283707559108734,0.12174884974956512,0.2777625024318695,0.1305524855852127
one,0.38307374715805054,0.3752199709415436,0.2302490919828415,0.1566828191280365,0.25089263916015625,0.32194891571998596,0.15588341653347015,0.41558369994163513,0.2673267424106598
linear,0.18788057565689087,0.07998892664909363,0.0905710831284523,0.22149834036827087,0.17367802560329437,0.12166497856378555,0.18567977845668793,0.1905830204486847,0.16595983505249023
hd,0.06870775669813156,0.1134820282459259,0.14707119762897491,0.2660827338695526,0.38023248314857483,0.08979839086532593,0.38683128356933594,0.3484424650669098,0.1705414354801178
channel,0.19041511416435242,0.15624403953552246,0.19586266577243805,0.2604137361049652,0.28059959411621094,0.1587689369916916,0.2848266065120697,0.3884856402873993,0.20176179707050323
",",0.36674630641937256,0.45456063747406006,0.1973685473203659,0.23135341703891754,0.2713417112827301,0.39760664105415344,0.25562870502471924,0.35737475752830505,0.31091248989105225
bbc,0.19045519828796387,0.19087861478328705,0.18121619522571564,0.2698371410369873,0.19801004230976105,0.17696094512939453,0.23399478197097778,0.32672297954559326,0.20556949079036713
hd,0.06870775669813156,0.1134820282459259,0.14707119762897491,0.2660827338695526,0.38023248314857483,0.08979839086532593,0.38683128356933594,0.3484424650669098,0.1705414354801178
",",0.36674630641937256,0.45456063747406006,0.1973685473203659,0.23135341703891754,0.2713417112827301,0.39760664105415344,0.25562870502471924,0.35737475752830505,0.31091248989105225
after,0.5331412553787231,0.49306565523147583,0.15374170243740082,0.09791065752506256,0.29199352860450745,0.4051513373851776,0.13586656749248505,0.29324206709861755,0.16608688235282898
the,0.5091903209686279,0.48711544275283813,0.21732187271118164,0.19221965968608856,0.2794581651687622,0.40150508284568787,0.25437963008880615,0.4038252830505371,0.22068053483963013
conclusion,0.2562549412250519,0.19978472590446472,0.08436635881662369,0.16660408675670624,0.19490543007850647,0.19703884422779083,0.16503413021564484,0.27631813287734985,0.23632600903511047
of,0.3757161796092987,0.4069072902202606,0.1805724799633026,0.19700391590595245,0.2068587988615036,0.4249346852302551,0.16498321294784546,0.2979607582092285,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.21732187271118164,0.19221965968608856,0.2794581651687622,0.40150508284568787,0.25437963008880615,0.4038252830505371,0.22068053483963013
itv,0.18672123551368713,0.17489363253116608,0.23649615049362183,0.2740047574043274,0.40135085582733154,0.09294851869344711,0.23077785968780518,0.4102322459220886,0.16615986824035645
hd,0.06870775669813156,0.1134820282459259,0.14707119762897491,0.2660827338695526,0.38023248314857483,0.08979839086532593,0.38683128356933594,0.3484424650669098,0.1705414354801178
trial,0.24762430787086487,0.2414487898349762,0.16292917728424072,0.14796005189418793,0.20448526740074158,0.1193956583738327,0.08309578150510788,0.167440265417099,0.16902455687522888
.,0.475719153881073,0.40146201848983765,0.22052781283855438,0.2313707321882248,0.2769361734390259,0.41536515951156616,0.321963369846344,0.3297538161277771,0.4130953550338745
