,what,was,the,name,given,to,the,regions,in,which,the,pro,-,slavery,southerners,lived,?
laws,0.29636016488075256,0.21506984531879425,0.2587076723575592,0.1111464649438858,0.2088303565979004,0.2910608649253845,0.2587076723575592,0.2243042141199112,0.2591988444328308,0.271426796913147,0.2587076723575592,0.14467719197273254,0.11593138426542282,0.3878783583641052,0.4058744013309479,0.13439516723155975,0.17911791801452637
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.2638341188430786,0.25457310676574707,0.31236231327056885,0.3456730246543884,0.16148073971271515,0.3326910734176636,0.2758678197860718,0.3456730246543884,0.1963120698928833,0.49507030844688416,0.12249813228845596,0.13062579929828644,0.16675110161304474,0.42300865054130554
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.30185943841934204,0.48971283435821533,0.5171257257461548,0.30318012833595276,0.4954058527946472,0.506277859210968,0.5171257257461548,0.15542398393154144,0.32343366742134094,0.2265450358390808,0.28592556715011597,0.21143336594104767,0.20544172823429108
pro-slavery,0.29641640186309814,0.31031370162963867,0.2637619078159332,0.17478130757808685,0.19263216853141785,0.28536051511764526,0.2637619078159332,0.19972746074199677,0.23739886283874512,0.28176239132881165,0.2637619078159332,0.43570107221603394,0.1617424488067627,0.927340567111969,0.5497006177902222,0.23247915506362915,0.2742362916469574
southerners,0.3260977268218994,0.31471017003059387,0.32932883501052856,0.0738491639494896,0.160832941532135,0.30489084124565125,0.32932883501052856,0.24761220812797546,0.27232271432876587,0.32721564173698425,0.32932883501052856,0.27235448360443115,0.13264654576778412,0.5730740427970886,0.9999999403953552,0.2819448709487915,0.18071049451828003
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.3232547640800476,1.0,0.4840516746044159,0.6662389636039734,0.152218297123909,0.2593633532524109,0.19568555057048798,0.27232271432876587,0.3669787347316742,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,1.0,0.36158451437950134,0.6662389636039734,0.6521818041801453,1.0,0.2149612456560135,0.3207225501537323,0.2249661535024643,0.32932883501052856,0.2897515296936035,0.22068053483963013
lightly,0.301577091217041,0.2034791111946106,0.23359479010105133,0.08816314488649368,0.15617312490940094,0.2676449716091156,0.23359479010105133,0.14588551223278046,0.1573425680398941,0.3767024278640747,0.23359479010105133,0.1712014526128769,0.07369580864906311,0.18060775101184845,0.27926722168922424,0.1501915156841278,0.18176855146884918
populated,0.23684456944465637,0.21154066920280457,0.33048298954963684,0.2192322313785553,0.2075217217206955,0.2197755128145218,0.33048298954963684,0.38602662086486816,0.3159521818161011,0.26438772678375244,0.33048298954963684,0.07876752316951752,0.12902669608592987,0.2317606508731842,0.28685083985328674,0.3618966341018677,0.20106194913387299
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.044645439833402634,0.06720756739377975,0.029072100296616554,0.15851148962974548,0.04765888676047325,0.05178012326359749,0.029072100296616554,-0.01366871502250433,0.07991243153810501,0.008523666299879551,0.0139398742467165,0.10254328697919846,0.0685480609536171
cow,0.20010283589363098,0.17120793461799622,0.15861596167087555,0.19950248301029205,0.1338665932416916,0.20584571361541748,0.15861596167087555,0.09548637270927429,0.13925190269947052,0.2438122183084488,0.15861596167087555,0.025531454011797905,0.11570339649915695,0.09864437580108643,0.09330123662948608,0.13942116498947144,0.17381127178668976
counties,0.18263769149780273,0.1531493216753006,0.23370873928070068,0.19470073282718658,0.15767714381217957,0.19238705933094025,0.23370873928070068,0.44715332984924316,0.26787781715393066,0.20777370035648346,0.23370873928070068,0.13888153433799744,0.10685104131698608,0.25280138850212097,0.31944286823272705,0.29190289974212646,0.09521792083978653
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.10763400048017502,-0.009905828163027763,0.041273195296525955,-0.01111189741641283,0.07432962208986282,-0.03332270681858063,0.041273195296525955,-0.10018162429332733,0.0269903726875782,-0.03315968066453934,-0.04640907049179077,0.09478059411048889,0.018684765323996544
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,0.39388060569763184,0.41548454761505127,0.733189046382904,0.3694140613079071,0.5696388483047485,0.5011631846427917,0.733189046382904,0.2189338058233261,0.2919245660305023,0.20040786266326904,0.3143724501132965,0.3103700876235962,0.1826142966747284
southern,0.18679563701152802,0.23717372119426727,0.3282862603664398,0.1812441051006317,0.10877541452646255,0.18284058570861816,0.3282862603664398,0.3461337983608246,0.3190481662750244,0.2648681700229645,0.3282862603664398,0.09826339781284332,0.19949688017368317,0.24834699928760529,0.6575411558151245,0.3175000250339508,0.11225555837154388
california,0.1811584085226059,0.262346476316452,0.2750805914402008,0.11570362001657486,0.15020836889743805,0.20697450637817383,0.2750805914402008,0.14872722327709198,0.2772824168205261,0.17128102481365204,0.2750805914402008,0.12024646997451782,0.15235690772533417,0.14958177506923676,0.23713412880897522,0.21804983913898468,0.1409905105829239
attempted,0.16848506033420563,0.29312843084335327,0.2688039243221283,0.024698594585061073,0.18653680384159088,0.4076770544052124,0.2688039243221283,0.14131313562393188,0.22081954777240753,0.20565922558307648,0.2688039243221283,0.164601668715477,0.11767799407243729,0.235317200422287,0.24144697189331055,0.15724194049835205,0.11123745888471603
three,0.24888746440410614,0.2748996615409851,0.43452659249305725,0.1462973952293396,0.2880477011203766,0.3043823838233948,0.43452659249305725,0.28320199251174927,0.34828072786331177,0.40919098258018494,0.43452659249305725,0.11062828451395035,0.20532630383968353,0.13457326591014862,0.1551630198955536,0.20438826084136963,0.20928427577018738
times,0.21414996683597565,0.2859917879104614,0.29093852639198303,0.19941937923431396,0.2795827090740204,0.32875269651412964,0.29093852639198303,0.23958325386047363,0.2427823841571808,0.29070794582366943,0.29093852639198303,0.1905585527420044,0.1865159571170807,0.13680024445056915,0.18959133327007294,0.15664777159690857,0.18880689144134521
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.3232547640800476,1.0,0.4840516746044159,0.6662389636039734,0.152218297123909,0.2593633532524109,0.19568555057048798,0.27232271432876587,0.3669787347316742,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,1.0,0.36158451437950134,0.6662389636039734,0.6521818041801453,1.0,0.2149612456560135,0.3207225501537323,0.2249661535024643,0.32932883501052856,0.2897515296936035,0.22068053483963013
1850s,0.4903399646282196,0.238295316696167,0.3501615524291992,0.35206952691078186,0.29178568720817566,0.45403748750686646,0.3501615524291992,0.18499192595481873,0.26765957474708557,0.3767278790473938,0.3501615524291992,0.13502538204193115,0.256264328956604,0.2780616879463196,0.23451277613639832,0.19273830950260162,0.45955878496170044
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.3428947925567627,1.0,0.535392165184021,0.252130389213562,0.45010748505592346,0.5345056653022766,0.535392165184021,0.15312783420085907,0.24889779090881348,0.24546778202056885,0.30489084124565125,0.1957261860370636,0.29463258385658264
achieve,0.2524374723434448,0.14492537081241608,0.23965083062648773,0.0701955184340477,0.3061700761318207,0.3419070541858673,0.23965083062648773,0.15961748361587524,0.17567327618598938,0.28163987398147583,0.23965083062648773,0.15824230015277863,0.09474010020494461,0.19411581754684448,0.23379714787006378,0.0740068256855011,0.17526866495609283
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.3335871398448944,0.45503583550453186,0.5829201340675354,0.21088102459907532,0.539380669593811,0.56894451379776,0.5829201340675354,0.21071772277355194,0.3695357143878937,0.18329812586307526,0.27403801679611206,0.20276539027690887,0.23916715383529663
separate,0.33215096592903137,0.1980229765176773,0.3612915575504303,0.22940579056739807,0.22853343188762665,0.3234710395336151,0.3612915575504303,0.30479127168655396,0.3099668025970459,0.44602665305137634,0.3612915575504303,0.09674476832151413,0.1040283665060997,0.2121644914150238,0.22874104976654053,0.12709586322307587,0.16835719347000122
statehood,0.28968217968940735,0.2157801240682602,0.30020198225975037,0.1506039947271347,0.20105256140232086,0.21958018839359283,0.30020198225975037,0.24226751923561096,0.25830698013305664,0.2556726038455963,0.30020198225975037,0.23807939887046814,0.15765076875686646,0.4982660710811615,0.44546422362327576,0.19087061285972595,0.22488634288311005
or,0.33867141604423523,0.2330796718597412,0.4174870550632477,0.19621294736862183,0.35715609788894653,0.38921234011650085,0.4174870550632477,0.26926496624946594,0.3586423695087433,0.5105096101760864,0.4174870550632477,0.1587216854095459,0.24945028126239777,0.23663175106048584,0.24264903366565704,0.07813646644353867,0.32389625906944275
territorial,0.21081089973449707,0.1277436763048172,0.3039662539958954,0.15722215175628662,0.1803349256515503,0.2290722280740738,0.3039662539958954,0.33944976329803467,0.25956836342811584,0.25344017148017883,0.3039662539958954,0.23151598870754242,0.16788360476493835,0.36572906374931335,0.36361753940582275,0.11894259601831436,0.10118355602025986
status,0.1975356787443161,0.18093566596508026,0.23601171374320984,0.21568939089775085,0.3119339644908905,0.268886923789978,0.23601171374320984,0.22413671016693115,0.20590373873710632,0.25880709290504456,0.23601171374320984,0.07833150029182434,0.14937099814414978,0.23929300904273987,0.15842404961585999,0.13557900488376617,0.16403266787528992
separate,0.33215096592903137,0.1980229765176773,0.3612915575504303,0.22940579056739807,0.22853343188762665,0.3234710395336151,0.3612915575504303,0.30479127168655396,0.3099668025970459,0.44602665305137634,0.3612915575504303,0.09674476832151413,0.1040283665060997,0.2121644914150238,0.22874104976654053,0.12709586322307587,0.16835719347000122
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.2635002136230469,0.28116533160209656,0.4069952368736267,0.40150508284568787,0.22523097693920135,0.4274188280105591,0.38755592703819275,0.40150508284568787,0.12073100358247757,0.1891682893037796,0.1315688043832779,0.23294684290885925,0.23568588495254517,0.19969791173934937
northern,0.19332477450370789,0.22730717062950134,0.3422943353652954,0.20375952124595642,0.1259545087814331,0.1886475831270218,0.3422943353652954,0.3885270953178406,0.3545122444629669,0.2470913678407669,0.3422943353652954,0.11507036536931992,0.206423819065094,0.23326905071735382,0.4484797418117523,0.2805498540401459,0.13149388134479523
california,0.1811584085226059,0.262346476316452,0.2750805914402008,0.11570362001657486,0.15020836889743805,0.20697450637817383,0.2750805914402008,0.14872722327709198,0.2772824168205261,0.17128102481365204,0.2750805914402008,0.12024646997451782,0.15235690772533417,0.14958177506923676,0.23713412880897522,0.21804983913898468,0.1409905105829239
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.3169408142566681,0.4645031690597534,0.5934505462646484,0.25618889927864075,0.5591574311256409,0.45942068099975586,0.5934505462646484,0.1908467710018158,0.4330557584762573,0.20621953904628754,0.23860381543636322,0.31328970193862915,0.4130953550338745
