,about,how,much,did,a,new,york,city,day,school,cost,annually,in,2012,?
new,0.20587114989757538,0.20832711458206177,0.21660366654396057,0.227974995970726,0.3214259147644043,0.9999999403953552,0.7252664566040039,0.3555362820625305,0.2123481184244156,0.21397776901721954,0.2137160450220108,0.25915855169296265,0.3758552670478821,0.2818802297115326,0.14782847464084625
york,0.1618768274784088,0.19939486682415009,0.15520261228084564,0.16606222093105316,0.205710306763649,0.7252664566040039,1.0,0.4437188506126404,0.16751523315906525,0.258652001619339,0.1865234524011612,0.30001410841941833,0.2961827218532562,0.1936872899532318,0.15262620151042938
city,0.20384573936462402,0.12024712562561035,0.16522060334682465,0.12266099452972412,0.2349124401807785,0.3555362820625305,0.4437188506126404,1.0,0.25322622060775757,0.2677709758281708,0.21412591636180878,0.2555723190307617,0.3911624252796173,0.47211799025535583,0.13423943519592285
",",0.3877100944519043,0.22659391164779663,0.36182254552841187,0.3015086054801941,0.427140474319458,0.36073189973831177,0.2926291227340698,0.35839709639549255,0.30821847915649414,0.27141863107681274,0.20970560610294342,0.20914174616336823,0.5201468467712402,0.42079734802246094,0.31091248989105225
and,0.3875081241130829,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.3739250600337982,0.31402453780174255,0.2509689927101135,0.2827445864677429,0.26673999428749084,0.2752758264541626,0.2846847474575043,0.2163909375667572,0.4954058527946472,0.38536936044692993,0.20544172823429108
nearly,0.4509066343307495,0.23273618519306183,0.3652237057685852,0.2667127847671509,0.28323811292648315,0.24329018592834473,0.15407240390777588,0.19193345308303833,0.27467286586761475,0.14969488978385925,0.2527554929256439,0.29601389169692993,0.3414846360683441,0.3026120364665985,0.11670064926147461
$,0.2215052843093872,0.18718640506267548,0.205519899725914,0.23203131556510925,0.22939236462116241,0.2071014642715454,0.22350311279296875,0.18137891590595245,0.2132800668478012,0.18588410317897797,0.5133980512619019,0.3338812291622162,0.21616753935813904,0.200901597738266,0.2786129117012024
"50,000",0.05515005812048912,0.13222238421440125,0.08506150543689728,0.018656453117728233,-0.01593954488635063,-0.0077364458702504635,-0.033579640090465546,-0.06947135180234909,-0.0577460452914238,0.044309694319963455,0.04017375409603119,-0.023120516911149025,-0.04095596447587013,0.03811294585466385,0.02804366871714592
for,0.3312419354915619,0.3308170735836029,0.2994346022605896,0.318512886762619,0.44038116931915283,0.2700757384300232,0.23982049524784088,0.18687109649181366,0.23720888793468475,0.18618352711200714,0.2728281319141388,0.3043476343154907,0.4322226941585541,0.22560004889965057,0.264628142118454
boarding,0.22529293596744537,0.10602322965860367,0.12906363606452942,0.20942293107509613,0.241310715675354,0.21662691235542297,0.2850396931171417,0.2588839530944824,0.18173900246620178,0.5410861372947693,0.20703230798244476,0.2634352147579193,0.27680689096450806,0.20146694779396057,0.1366773396730423
schools,0.21555131673812866,0.12874440848827362,0.1318521499633789,0.20622693002223969,0.2118925303220749,0.13635335862636566,0.1553090214729309,0.22731362283229828,0.13669390976428986,0.7602541446685791,0.19791728258132935,0.2117832899093628,0.2632134258747101,0.23226670920848846,0.18349280953407288
.,0.42038556933403015,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.50484299659729,0.35031336545944214,0.28861045837402344,0.29856356978416443,0.24232520163059235,0.24214158952236176,0.26134178042411804,0.1962168663740158,0.5591574311256409,0.37805238366127014,0.4130953550338745
