,in,what,year,was,there,an,attempt,to,withdraw,the,umc,membership,?
membership,0.21524956822395325,0.2070973664522171,0.24173316359519958,0.2217107117176056,0.20598068833351135,0.18553279340267181,0.15804791450500488,0.2628730833530426,0.2592666745185852,0.2937599718570709,0.2736656069755554,1.0,0.15225854516029358
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.5361666083335876,0.2605783939361572,0.1812446564435959,0.45010748505592346,0.19440212845802307,0.6662389636039734,0.15436193346977234,0.21524956822395325,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.47025805711746216,0.4207492768764496,0.2614527940750122,0.535392165184021,0.25700607895851135,1.0,0.21262750029563904,0.2937599718570709,0.22068053483963013
religious,0.24099457263946533,0.26794421672821045,0.12016584724187851,0.20851445198059082,0.2111731320619583,0.12850911915302277,0.13019581139087677,0.24161745607852936,0.15251009166240692,0.22950971126556396,0.33160901069641113,0.2537057399749756,0.15727058053016663
coalition,0.21407485008239746,0.15644073486328125,0.1482955515384674,0.22617590427398682,0.17777392268180847,0.1407870054244995,0.2537807524204254,0.2121596485376358,0.2553366422653198,0.27709540724754333,0.21321120858192444,0.3620440363883972,0.13521195948123932
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.3863949179649353,0.3728419542312622,0.3236706852912903,0.1486808806657791,0.4451248347759247,0.23716863989830017,0.4739971458911896,0.20637543499469757,0.3243728280067444,0.264628142118454
reproductive,0.20040473341941833,0.2536001205444336,0.1686176210641861,0.09914235770702362,0.22449015080928802,0.1813414841890335,0.10206910222768784,0.24418285489082336,0.13992342352867126,0.260206013917923,0.16728925704956055,0.17765860259532928,0.25456109642982483
choice,0.18258674442768097,0.29363784193992615,0.27184784412384033,0.21082301437854767,0.19768643379211426,0.18485207855701447,0.21309565007686615,0.28106144070625305,0.19782501459121704,0.2640603482723236,0.19167935848236084,0.2301322966814041,0.28709158301353455
at,0.4374977946281433,0.2838611304759979,0.3146436810493469,0.36707764863967896,0.37649083137512207,0.2446778565645218,0.21101601421833038,0.36524343490600586,0.16333319246768951,0.457212895154953,0.1896803230047226,0.14482708275318146,0.21978627145290375
their,0.34976133704185486,0.35142919421195984,0.20591455698013306,0.2396296262741089,0.3165968358516693,0.19624626636505127,0.21348460018634796,0.44619059562683105,0.23690631985664368,0.516537070274353,0.14077533781528473,0.26324644684791565,0.1898253709077835
general,0.259066641330719,0.24928055703639984,0.18179567158222198,0.2445744127035141,0.1402231752872467,0.16276395320892334,0.1973218470811844,0.24755197763442993,0.17017871141433716,0.28634732961654663,0.14920271933078766,0.16801397502422333,0.1972234547138214
conference,0.2199791669845581,0.15329721570014954,0.15038815140724182,0.1537582278251648,0.16416874527931213,0.09000018239021301,0.20576079189777374,0.2324119359254837,0.14859363436698914,0.25393402576446533,0.2516375780105591,0.3124026358127594,0.11172781884670258
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4587128460407257,0.3581022024154663,0.19646479189395905,0.44245919585227966,0.25808754563331604,0.4933079481124878,0.1953766793012619,0.2181890308856964,0.31091248989105225
held,0.3127288818359375,0.0974166989326477,0.2161356508731842,0.30231067538261414,0.26702648401260376,0.09179631620645523,0.20483024418354034,0.22177374362945557,0.1852238029241562,0.32185450196266174,0.16679303348064423,0.27768662571907043,0.14103956520557404
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.5361666083335876,0.2605783939361572,0.1812446564435959,0.45010748505592346,0.19440212845802307,0.6662389636039734,0.15436193346977234,0.21524956822395325,0.20430970191955566
may,0.3424151837825775,0.25739946961402893,0.22333407402038574,0.3388521671295166,0.3923002779483795,0.30457955598831177,0.2081076204776764,0.391582727432251,0.2865990400314331,0.2694292366504669,0.1511158049106598,0.2114640325307846,0.2768254578113556
2012,0.3800647258758545,0.2266836017370224,0.24374690651893616,0.2899843454360962,0.32964998483657837,0.26610231399536133,0.18068496882915497,0.32762008905410767,0.12470802664756775,0.46885523200035095,0.17916148900985718,0.19296547770500183,0.18042556941509247
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4587128460407257,0.3581022024154663,0.19646479189395905,0.44245919585227966,0.25808754563331604,0.4933079481124878,0.1953766793012619,0.2181890308856964,0.31091248989105225
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.37390366196632385,0.2730048894882202,0.14728452265262604,0.4239959120750427,0.17066913843154907,0.4223487675189972,0.11891178786754608,0.19952984154224396,0.2433311939239502
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.4214206337928772,0.44552403688430786,0.2390216588973999,0.45503583550453186,0.16439053416252136,0.5829201340675354,0.19728222489356995,0.2253107875585556,0.23916715383529663
petition,0.24708101153373718,0.23939193785190582,0.22185778617858887,0.2257981151342392,0.23850178718566895,0.22208259999752045,0.20374886691570282,0.2848791182041168,0.1631879210472107,0.28466808795928955,0.16515295207500458,0.39158424735069275,0.2079213708639145
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.33670201897621155,0.6006520986557007,0.365763783454895,0.26043540239334106,0.5436353087425232,0.29354625940322876,0.5473989248275757,0.26325681805610657,0.30350688099861145,0.32716336846351624
passed,0.2297387272119522,0.22233739495277405,0.18300803005695343,0.2673497200012207,0.22079814970493317,0.22781316936016083,0.26516449451446533,0.26747700572013855,0.24439837038516998,0.3173406720161438,0.1449158936738968,0.22751568257808685,0.12064517289400101
through,0.38533157110214233,0.23167094588279724,0.14608070254325867,0.21752823889255524,0.2865815758705139,0.208332821726799,0.21943116188049316,0.4062686562538147,0.26056772470474243,0.44071322679519653,0.12598490715026855,0.13181808590888977,0.16913433372974396
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.47025805711746216,0.4207492768764496,0.2614527940750122,0.535392165184021,0.25700607895851135,1.0,0.21262750029563904,0.2937599718570709,0.22068053483963013
legislative,0.24765221774578094,0.22232688963413239,0.14150698482990265,0.20243224501609802,0.22788579761981964,0.13008178770542145,0.1407250314950943,0.2195226103067398,0.13749909400939941,0.27501925826072693,0.23230421543121338,0.3338567316532135,0.1654243916273117
subcommittee,0.2140883505344391,0.22047671675682068,0.16095703840255737,0.29152747988700867,0.19126923382282257,0.19999322295188904,0.19381731748580933,0.268785297870636,0.16472546756267548,0.25766146183013916,0.3053094148635864,0.3364579677581787,0.14806249737739563
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.4242868423461914,0.2838519215583801,0.22292351722717285,0.48971283435821533,0.200804203748703,0.5171257257461548,0.21982228755950928,0.25889134407043457,0.20544172823429108
committee,0.2107008546590805,0.18195343017578125,0.14495232701301575,0.25449851155281067,0.19248612225055695,0.16761980950832367,0.23310266435146332,0.24979650974273682,0.16763821244239807,0.24322165548801422,0.24950015544891357,0.3541354238986969,0.12144632637500763
votes,0.21167227625846863,0.2574002146720886,0.18066570162773132,0.18976497650146484,0.2523314952850342,0.1664901077747345,0.2602095603942871,0.24744294583797455,0.28582072257995605,0.2303277552127838,0.19324032962322235,0.40450459718704224,0.23052719235420227
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4587128460407257,0.3581022024154663,0.19646479189395905,0.44245919585227966,0.25808754563331604,0.4933079481124878,0.1953766793012619,0.2181890308856964,0.31091248989105225
but,0.48674455285072327,0.5029441118240356,0.2701607942581177,0.36023372411727905,0.5899304151535034,0.27760404348373413,0.326554536819458,0.5542377829551697,0.33905214071273804,0.4859698414802551,0.2508460581302643,0.3028779923915863,0.27921953797340393
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.24909798800945282,0.3694365322589874,0.2327374517917633,0.3636345863342285,0.16643960773944855,0.48711544275283813,0.21309460699558258,0.2217107117176056,0.18412111699581146
not,0.3403114080429077,0.5449194312095642,0.23447993397712708,0.2888734042644501,0.43214359879493713,0.3722182512283325,0.3111310601234436,0.5149973034858704,0.2641642987728119,0.4310511648654938,0.2476341724395752,0.2583428919315338,0.41942933201789856
given,0.2528568208217621,0.21883496642112732,0.2564636766910553,0.26878538727760315,0.3400375545024872,0.25091034173965454,0.18474507331848145,0.3428947925567627,0.12871140241622925,0.37508252263069153,0.2361617088317871,0.3152424693107605,0.2570464313030243
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.4214206337928772,0.44552403688430786,0.2390216588973999,0.45503583550453186,0.16439053416252136,0.5829201340675354,0.19728222489356995,0.2253107875585556,0.23916715383529663
floor,0.21428263187408447,0.1553560197353363,0.10004939138889313,0.10213398188352585,0.2348177284002304,0.10770674049854279,0.19588622450828552,0.2243882566690445,0.0766168162226677,0.25987908244132996,0.0897640585899353,0.12770256400108337,0.20457154512405396
vote,0.21458156406879425,0.30723845958709717,0.19143715500831604,0.22398914396762848,0.2549680471420288,0.1841336041688919,0.23733147978782654,0.2892617881298065,0.2962566018104553,0.22779929637908936,0.2532290518283844,0.38938528299331665,0.2888886630535126
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.43897318840026855,0.3581749200820923,0.23608817160129547,0.4645031690597534,0.1888546496629715,0.5934505462646484,0.23154163360595703,0.19005811214447021,0.4130953550338745
