,by,how,much,did,labour,lead,lain,gray,retain,east,lothian,?
parliament,0.1523929238319397,0.13635116815567017,0.162418931722641,0.20460043847560883,0.48419681191444397,0.16987814009189606,0.11605928838253021,0.15055768191814423,0.10529325157403946,0.21650458872318268,0.3034128248691559,0.1586504578590393
",",0.3680937886238098,0.22659391164779663,0.36182254552841187,0.3015086054801941,0.1949434131383896,0.2561914026737213,0.28480979800224304,0.2858242094516754,0.2342095971107483,0.319791704416275,0.21879063546657562,0.31091248989105225
although,0.2373359203338623,0.26196205615997314,0.4015255868434906,0.29252153635025024,0.17906902730464935,0.18118438124656677,0.19249099493026733,0.20327307283878326,0.2838827967643738,0.1777118444442749,0.21675850450992584,0.15541206300258636
labour,0.15774336457252502,0.13887332379817963,0.17589445412158966,0.10617300868034363,1.0000001192092896,0.1703895777463913,0.17038284242153168,0.21107850968837738,0.14852188527584076,0.15346869826316833,0.23410503566265106,0.15689024329185486
leader,0.16688144207000732,0.10103102773427963,0.11654054373502731,0.16038542985916138,0.3355887830257416,0.3221946954727173,0.21883969008922577,0.174906387925148,0.13739937543869019,0.20155857503414154,0.1970202624797821,0.09527933597564697
iain,0.18695838749408722,0.12066273391246796,0.1280011385679245,0.18416619300842285,0.408860445022583,0.21681256592273712,0.4283474087715149,0.2940860092639923,0.21097266674041748,0.1742582768201828,0.31603461503982544,0.1350942701101303
gray,0.1602635234594345,0.1627551019191742,0.13393324613571167,0.11630945652723312,0.21107850968837738,0.24872949719429016,0.19904577732086182,1.0,0.1110519990324974,0.1330946385860443,0.18588374555110931,0.18180930614471436
retained,0.24140705168247223,0.0920126736164093,0.1883302628993988,0.28948208689689636,0.16321808099746704,0.12670329213142395,0.14508174359798431,0.09844106435775757,0.7887331247329712,0.12200433760881424,0.18782801926136017,0.0590956024825573
east,0.2120126187801361,0.1773146688938141,0.19139017164707184,0.17160435020923615,0.15346869826316833,0.13870565593242645,0.16455243527889252,0.1330946385860443,0.07270638644695282,1.0000001192092896,0.3933097720146179,0.10070597380399704
lothian,0.15632297098636627,0.09075921773910522,0.14683225750923157,0.14268572628498077,0.23410503566265106,0.11331305652856827,0.1914151906967163,0.18588374555110931,0.17928428947925568,0.3933097720146179,1.0,0.08631976693868637
by,1.0000001192092896,0.34370526671409607,0.24959969520568848,0.18574509024620056,0.15774336457252502,0.23356960713863373,0.1846778243780136,0.1602635234594345,0.18703101575374603,0.2120126187801361,0.15632297098636627,0.17966607213020325
151,0.016493000090122223,-0.04504330828785896,-0.02938913367688656,0.061543721705675125,0.12093205004930496,0.00023449200671166182,0.046551477164030075,-0.03224454075098038,0.014772419817745686,0.18796394765377045,0.10958494246006012,-0.06296487897634506
votes,0.15280574560165405,0.21260926127433777,0.18272867798805237,0.22304154932498932,0.34116095304489136,0.1487804353237152,0.07385414838790894,0.17205993831157684,0.2005436271429062,0.12317287176847458,0.09078802913427353,0.23052719235420227
.,0.3936232924461365,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.15541835129261017,0.2305188626050949,0.2847914695739746,0.2714194655418396,0.21770529448986053,0.28351864218711853,0.21107521653175354,0.4130953550338745
