,how,many,years,have,imperialistic,practices,existed,?
middle,0.1679641306400299,0.2010502815246582,0.24505294859409332,0.2068544626235962,0.19180025160312653,0.11334949731826782,0.2935941219329834,0.13139553368091583
of,0.2480744868516922,0.37253960967063904,0.2904134690761566,0.3802283704280853,0.2847146987915039,0.25354546308517456,0.2990404963493347,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.40389683842658997,0.2731722891330719,0.24007414281368256,0.32677435874938965,0.22068053483963013
20th,0.2029619663953781,0.07283289730548859,0.1318301558494568,0.11015695333480835,0.05982508510351181,0.131829172372818,0.12453380227088928,0.14985637366771698
century,0.1569085419178009,0.3132779002189636,0.3204622268676758,0.22878795862197876,0.2753470540046692,0.2640193700790405,0.31794729828834534,0.1026201918721199
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.3541618287563324,0.21712644398212433,0.25552815198898315,0.24464987218379974,0.31091248989105225
for,0.3308170735836029,0.40972793102264404,0.2878222167491913,0.41175219416618347,0.15795865654945374,0.30490195751190186,0.17577916383743286,0.264628142118454
example,0.39914554357528687,0.43096116185188293,0.22606417536735535,0.39606785774230957,0.2528037130832672,0.2605981230735779,0.20540115237236023,0.30374911427497864
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.3541618287563324,0.21712644398212433,0.25552815198898315,0.24464987218379974,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.40389683842658997,0.2731722891330719,0.24007414281368256,0.32677435874938965,0.22068053483963013
``,-0.01591024175286293,0.012824942357838154,0.023748915642499924,0.1022237241268158,0.010330284014344215,-0.010854057036340237,0.10958340018987656,0.0685480609536171
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.40389683842658997,0.2731722891330719,0.24007414281368256,0.32677435874938965,0.22068053483963013
great,0.20413632690906525,0.30145081877708435,0.1807750016450882,0.24053381383419037,0.19489896297454834,0.1941210776567459,0.18718667328357697,0.13135133683681488
game,0.215279221534729,0.21957436203956604,0.19361822307109833,0.2211744487285614,0.13049815595149994,0.16511493921279907,0.1547243446111679,0.1829071193933487
'',-0.0029843549709767103,-0.016843097284436226,0.03180740773677826,0.0312618687748909,-0.0002669610548764467,0.023278774693608284,0.026639511808753014,0.018684765323996544
in,0.2601168751716614,0.41474202275276184,0.33554986119270325,0.36843645572662354,0.18513795733451843,0.204969584941864,0.2661771774291992,0.20430970191955566
persian,0.1275230050086975,0.18319369852542877,0.21772651374340057,0.17382685840129852,0.2618028521537781,0.16707837581634521,0.2082153707742691,0.11708208173513412
lands,0.07672382891178131,0.20244571566581726,0.1396707445383072,0.16490545868873596,0.18915389478206635,0.19976221024990082,0.2509749233722687,0.10082722455263138
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.3541618287563324,0.21712644398212433,0.25552815198898315,0.24464987218379974,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.40389683842658997,0.2731722891330719,0.24007414281368256,0.32677435874938965,0.22068053483963013
``,-0.01591024175286293,0.012824942357838154,0.023748915642499924,0.1022237241268158,0.010330284014344215,-0.010854057036340237,0.10958340018987656,0.0685480609536171
scramble,0.22392092645168304,0.24110402166843414,0.17286188900470734,0.31172657012939453,0.17809726297855377,0.10795029997825623,0.20802514255046844,0.22532881796360016
for,0.3308170735836029,0.40972793102264404,0.2878222167491913,0.41175219416618347,0.15795865654945374,0.30490195751190186,0.17577916383743286,0.264628142118454
africa,0.1568063348531723,0.285052627325058,0.22885410487651825,0.21439820528030396,0.24375328421592712,0.1917041540145874,0.2097824513912201,0.12926554679870605
'',-0.0029843549709767103,-0.016843097284436226,0.03180740773677826,0.0312618687748909,-0.0002669610548764467,0.023278774693608284,0.026639511808753014,0.018684765323996544
and,0.33647966384887695,0.5296266674995422,0.300204873085022,0.4711785912513733,0.19888095557689667,0.2842017412185669,0.19741976261138916,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.40389683842658997,0.2731722891330719,0.24007414281368256,0.32677435874938965,0.22068053483963013
``,-0.01591024175286293,0.012824942357838154,0.023748915642499924,0.1022237241268158,0.010330284014344215,-0.010854057036340237,0.10958340018987656,0.0685480609536171
open,0.17624881863594055,0.21145696938037872,0.13266488909721375,0.25135770440101624,0.19308584928512573,0.1449088752269745,0.1090860590338707,0.20715104043483734
door,0.17497655749320984,0.1717674732208252,0.15093734860420227,0.1500585973262787,0.16155993938446045,0.15076704323291779,0.0964583307504654,0.17460282146930695
policy,0.343195378780365,0.2228303849697113,0.1760682612657547,0.2642752230167389,0.340385377407074,0.3685459494590759,0.19637133181095123,0.30462446808815
'',-0.0029843549709767103,-0.016843097284436226,0.03180740773677826,0.0312618687748909,-0.0002669610548764467,0.023278774693608284,0.026639511808753014,0.018684765323996544
in,0.2601168751716614,0.41474202275276184,0.33554986119270325,0.36843645572662354,0.18513795733451843,0.204969584941864,0.2661771774291992,0.20430970191955566
china,0.1747840791940689,0.30871403217315674,0.23277819156646729,0.24882429838180542,0.3126913607120514,0.22113637626171112,0.26962023973464966,0.18007943034172058
.,0.3287222981452942,0.3974229395389557,0.31919315457344055,0.41614407300949097,0.23863494396209717,0.20493070781230927,0.2577754259109497,0.4130953550338745
