,what,kind,of,system,of,infection,involves,inserting,a,hollow,tube,into,a,host,cell,?
may,0.25739946961402893,0.21648596227169037,0.26447007060050964,0.14396558701992035,0.26447007060050964,0.3058912456035614,0.16918985545635223,0.2347625344991684,0.29255667328834534,0.17465545237064362,0.1612803190946579,0.13332241773605347,0.29255667328834534,0.2119842767715454,0.15971553325653076,0.2768254578113556
insert,0.27101534605026245,0.1880258470773697,0.16430850327014923,0.14076802134513855,0.16430850327014923,0.21878790855407715,0.19500212371349335,0.777981698513031,0.22859185934066772,0.24123096466064453,0.1899115890264511,0.20633579790592194,0.22859185934066772,0.2184966802597046,0.3140973746776581,0.30749961733818054
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.2589043080806732,0.5052502155303955,0.247476264834404,0.35207560658454895,0.2653307318687439,1.0,0.3068229854106903,0.26573309302330017,0.3461161255836487,1.0,0.1733594834804535,0.21525812149047852,0.23916715383529663
hollow,0.15892243385314941,0.30579328536987305,0.2503181993961334,0.19178777933120728,0.2503181993961334,0.2696439027786255,0.2293609380722046,0.3437003791332245,0.3068229854106903,1.0,0.448141872882843,0.2626628875732422,0.3068229854106903,0.1707993745803833,0.2570142447948456,0.14889131486415863
tube,0.19240084290504456,0.21301820874214172,0.2164267897605896,0.2355753481388092,0.2164267897605896,0.22371311485767365,0.12162909656763077,0.28541603684425354,0.26573309302330017,0.448141872882843,1.0,0.19609485566616058,0.26573309302330017,0.060247138142585754,0.2563839852809906,0.13631722331047058
into,0.2180619090795517,0.20515212416648865,0.32255905866622925,0.219827339053154,0.32255905866622925,0.14900712668895721,0.24760691821575165,0.2627926468849182,0.3461161255836487,0.2626628875732422,0.19609485566616058,1.0,0.3461161255836487,0.1317940354347229,0.19085931777954102,0.15662476420402527
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3233085572719574,0.733189046382904,0.21775591373443604,0.25744810700416565,0.27252140641212463,0.5829201340675354,0.2521330416202545,0.222691148519516,0.39493247866630554,0.5829201340675354,0.26909032464027405,0.15822452306747437,0.22068053483963013
host,0.12779991328716278,0.11237586289644241,0.1709926575422287,0.18655748665332794,0.1709926575422287,0.27520203590393066,0.09040141105651855,0.2117699831724167,0.1733594834804535,0.1707993745803833,0.060247138142585754,0.1317940354347229,0.1733594834804535,1.0000001192092896,0.23582066595554352,0.1021634042263031
cell,0.19222842156887054,0.20075704157352448,0.18332023918628693,0.19477003812789917,0.18332023918628693,0.31676554679870605,0.18820782005786896,0.3300037980079651,0.21525812149047852,0.2570142447948456,0.2563839852809906,0.19085931777954102,0.21525812149047852,0.23582066595554352,1.0000001192092896,0.2058541625738144
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.18439900875091553,0.4946078956127167,0.24966196715831757,0.2186070829629898,0.21637892723083496,0.427140474319458,0.28732046484947205,0.17319613695144653,0.2826121151447296,0.427140474319458,0.26840344071388245,0.17534321546554565,0.31091248989105225
providing,0.21766136586666107,0.24146467447280884,0.24403119087219238,0.21992863714694977,0.24403119087219238,0.1794927716255188,0.3828124403953552,0.39911484718322754,0.2715930938720703,0.23070749640464783,0.1702197790145874,0.2055531144142151,0.2715930938720703,0.20433872938156128,0.21260975301265717,0.1936793476343155
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.2589043080806732,0.5052502155303955,0.247476264834404,0.35207560658454895,0.2653307318687439,1.0,0.3068229854106903,0.26573309302330017,0.3461161255836487,1.0,0.1733594834804535,0.21525812149047852,0.23916715383529663
direct,0.26271191239356995,0.26002922654151917,0.2533726394176483,0.2532082200050354,0.2533726394176483,0.18953661620616913,0.3084898591041565,0.2765633463859558,0.27544090151786804,0.19371826946735382,0.19165082275867462,0.18846891820430756,0.27544090151786804,0.18379436433315277,0.1738268882036209,0.18476411700248718
route,0.23103561997413635,0.05676697939634323,0.1700238138437271,0.19911465048789978,0.1700238138437271,0.1525358259677887,0.15186262130737305,0.12633471190929413,0.18244044482707977,0.13909536600112915,0.22445257008075714,0.11706341803073883,0.18244044482707977,0.13791140913963318,0.159242644906044,0.10957027226686478
for,0.3017193675041199,0.28053680062294006,0.4185989499092102,0.2630598843097687,0.4185989499092102,0.19734269380569458,0.3458130657672882,0.3336499035358429,0.44038116931915283,0.17247122526168823,0.13691988587379456,0.231735959649086,0.44038116931915283,0.2458597868680954,0.1766597181558609,0.264628142118454
proteins,0.21361225843429565,0.25784915685653687,0.2195783406496048,0.2429831176996231,0.2195783406496048,0.3815937042236328,0.29865822196006775,0.315455824136734,0.23701471090316772,0.3317060172557831,0.18863803148269653,0.2707652747631073,0.23701471090316772,0.23630423843860626,0.48228076100349426,0.18469302356243134
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.26662686467170715,0.41548454761505127,0.23874373733997345,0.2485104203224182,0.26426056027412415,0.45503583550453186,0.24689187109470367,0.25624245405197144,0.38810545206069946,0.45503583550453186,0.18300798535346985,0.19730474054813385,0.29463258385658264
move,0.30861297249794006,0.18608486652374268,0.19058799743652344,0.20069243013858795,0.19058799743652344,0.19840431213378906,0.2143942415714264,0.28647294640541077,0.2925316393375397,0.29430121183395386,0.17649999260902405,0.23776377737522125,0.2925316393375397,0.2085876613855362,0.18887311220169067,0.24440962076187134
from,0.2737620174884796,0.1906990259885788,0.4249346852302551,0.22092437744140625,0.4249346852302551,0.25905048847198486,0.16050751507282257,0.20808161795139313,0.322764128446579,0.20270508527755737,0.1576465368270874,0.3410196900367737,0.322764128446579,0.14785946905612946,0.20098808407783508,0.19969791173934937
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3233085572719574,0.733189046382904,0.21775591373443604,0.25744810700416565,0.27252140641212463,0.5829201340675354,0.2521330416202545,0.222691148519516,0.39493247866630554,0.5829201340675354,0.26909032464027405,0.15822452306747437,0.22068053483963013
pathogen,0.2550991475582123,0.2749246060848236,0.22046351432800293,0.2914358079433441,0.22046351432800293,0.649468183517456,0.3361089825630188,0.3447849452495575,0.22937901318073273,0.3239924907684326,0.28349119424819946,0.18521858751773834,0.22937901318073273,0.2756465673446655,0.4826933443546295,0.1893778294324875
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.26662686467170715,0.41548454761505127,0.23874373733997345,0.2485104203224182,0.26426056027412415,0.45503583550453186,0.24689187109470367,0.25624245405197144,0.38810545206069946,0.45503583550453186,0.18300798535346985,0.19730474054813385,0.29463258385658264
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3233085572719574,0.733189046382904,0.21775591373443604,0.25744810700416565,0.27252140641212463,0.5829201340675354,0.2521330416202545,0.222691148519516,0.39493247866630554,0.5829201340675354,0.26909032464027405,0.15822452306747437,0.22068053483963013
host,0.12779991328716278,0.11237586289644241,0.1709926575422287,0.18655748665332794,0.1709926575422287,0.27520203590393066,0.09040141105651855,0.2117699831724167,0.1733594834804535,0.1707993745803833,0.060247138142585754,0.1317940354347229,0.1733594834804535,1.0000001192092896,0.23582066595554352,0.1021634042263031
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.2277725487947464,0.5352458953857422,0.2435181885957718,0.17409084737300873,0.255873441696167,0.50484299659729,0.27891507744789124,0.20765838027000427,0.26250120997428894,0.50484299659729,0.20596550405025482,0.2801848351955414,0.4130953550338745
