,when,sunday,night,football,premiered,",",to,which,network,did,monday,night,football,move,?
as,0.4437963366508484,0.18491682410240173,0.1724044382572174,0.17312440276145935,0.18552646040916443,0.48816442489624023,0.42092081904411316,0.41006597876548767,0.2054080367088318,0.3596470057964325,0.163418248295784,0.1724044382572174,0.17312440276145935,0.2628210484981537,0.27043893933296204
the,0.5091903209686279,0.21692955493927002,0.2817382514476776,0.18794101476669312,0.2763466238975525,0.4933079481124878,0.535392165184021,0.6521818041801453,0.27187061309814453,0.34736719727516174,0.2114151269197464,0.2817382514476776,0.18794101476669312,0.29817628860473633,0.22068053483963013
national,0.1649656444787979,0.16637931764125824,0.166718527674675,0.35581308603286743,0.09533047676086426,0.23933029174804688,0.21067756414413452,0.28337109088897705,0.20803247392177582,0.17743784189224243,0.1789400726556778,0.166718527674675,0.35581308603286743,0.0719262957572937,0.15643028914928436
football,0.17074745893478394,0.19838649034500122,0.12548060715198517,0.9999999403953552,0.18013375997543335,0.25483596324920654,0.14816443622112274,0.18762435019016266,0.1768580824136734,0.1318265050649643,0.22461774945259094,0.12548060715198517,0.9999999403953552,0.14015422761440277,0.14957410097122192
league,0.2000882774591446,0.1744641363620758,0.15237091481685638,0.5595965385437012,0.2244425117969513,0.20757631957530975,0.18720030784606934,0.22541923820972443,0.19664058089256287,0.17557655274868011,0.19558767974376678,0.15237091481685638,0.5595965385437012,0.15723145008087158,0.15941482782363892
(,0.2459595799446106,0.19175858795642853,0.20266641676425934,0.27633392810821533,0.18824151158332825,0.6363511681556702,0.30882009863853455,0.2589828372001648,0.20757101476192474,0.18979617953300476,0.2288859784603119,0.20266641676425934,0.27633392810821533,0.1582125574350357,0.40561532974243164
nfl,0.13304822146892548,0.2119009643793106,0.19680558145046234,0.5028042793273926,0.2043895423412323,0.18939071893692017,0.1526731252670288,0.1353975087404251,0.31300151348114014,0.16524574160575867,0.24420574307441711,0.19680558145046234,0.5028042793273926,0.13105729222297668,0.10610254108905792
),0.2538422644138336,0.20197635889053345,0.17071494460105896,0.28486716747283936,0.21082858741283417,0.63033527135849,0.31236231327056885,0.2758678197860718,0.23536871373653412,0.18584993481636047,0.22623969614505768,0.17071494460105896,0.28486716747283936,0.18013609945774078,0.42300865054130554
's,-0.03368149697780609,-0.01155957393348217,0.023643653839826584,-0.03938785195350647,0.02080724947154522,-0.0016132977325469255,0.03782717138528824,0.03856118768453598,0.07819218933582306,0.05069678649306297,-0.00249898131005466,0.023643653839826584,-0.03938785195350647,0.03534839302301407,-0.023395681753754616
premier,0.13703127205371857,0.1514071673154831,0.11628052592277527,0.3765172064304352,0.48501935601234436,0.22379356622695923,0.170038640499115,0.16875194013118744,0.1292528510093689,0.16014277935028076,0.19693295657634735,0.11628052592277527,0.3765172064304352,0.09552063792943954,0.1292608082294464
game,0.22596776485443115,0.22536596655845642,0.23222734034061432,0.2986574172973633,0.23655925691127777,0.2653886377811432,0.2540906071662903,0.23652023077011108,0.2793661653995514,0.19789010286331177,0.21822942793369293,0.23222734034061432,0.2986574172973633,0.21259474754333496,0.1829071193933487
of,0.3757161796092987,0.13926826417446136,0.19958451390266418,0.2184123694896698,0.17575117945671082,0.4946078956127167,0.41548454761505127,0.5011631846427917,0.21800683438777924,0.2513895630836487,0.11139426380395889,0.19958451390266418,0.2184123694896698,0.19058799743652344,0.1826142966747284
the,0.5091903209686279,0.21692955493927002,0.2817382514476776,0.18794101476669312,0.2763466238975525,0.4933079481124878,0.535392165184021,0.6521818041801453,0.27187061309814453,0.34736719727516174,0.2114151269197464,0.2817382514476776,0.18794101476669312,0.29817628860473633,0.22068053483963013
week,0.2546107769012451,0.47229671478271484,0.339888334274292,0.19049862027168274,0.29269927740097046,0.3187089264392853,0.27498435974121094,0.24782997369766235,0.24413537979125977,0.2459598332643509,0.43345996737480164,0.339888334274292,0.19049862027168274,0.18072092533111572,0.25105318427085876
until,0.494509756565094,0.18488822877407074,0.21034520864486694,0.17298802733421326,0.2506520450115204,0.2947838604450226,0.354556679725647,0.2778668999671936,0.178414449095726,0.33905428647994995,0.23787012696266174,0.21034520864486694,0.17298802733421326,0.20876072347164154,0.20304496586322784
2006,0.023816242814064026,-0.026809364557266235,-0.041009675711393356,-0.11974423378705978,-0.07924467325210571,-0.14199310541152954,0.012056082487106323,0.19065003097057343,0.03789432346820831,-0.07636451721191406,-0.047885116189718246,-0.041009675711393356,-0.11974423378705978,-0.008645095862448215,-0.1194092258810997
",",0.36674630641937256,0.3039189875125885,0.24717365205287933,0.25483596324920654,0.2616419196128845,1.0000001192092896,0.44245919585227966,0.3658004403114319,0.1932937651872635,0.3015086054801941,0.28260287642478943,0.24717365205287933,0.25483596324920654,0.25767531991004944,0.31091248989105225
when,0.9999999403953552,0.19998310506343842,0.23696854710578918,0.17074745893478394,0.15234041213989258,0.36674630641937256,0.5423505902290344,0.572554349899292,0.19011130928993225,0.3228907287120819,0.24647113680839539,0.23696854710578918,0.17074745893478394,0.3272045850753784,0.22841128706932068
sunday,0.19998310506343842,1.0,0.37626081705093384,0.19838649034500122,0.3188227713108063,0.3039189875125885,0.18966978788375854,0.22609184682369232,0.28743264079093933,0.15207065641880035,0.7889693379402161,0.37626081705093384,0.19838649034500122,0.13776721060276031,0.23753786087036133
night,0.23696854710578918,0.37626081705093384,0.9999998807907104,0.12548060715198517,0.30214032530784607,0.24717365205287933,0.1691640168428421,0.24596846103668213,0.1915563941001892,0.22770699858665466,0.42339426279067993,0.9999998807907104,0.12548060715198517,0.1497889757156372,0.13794848322868347
football,0.17074745893478394,0.19838649034500122,0.12548060715198517,0.9999999403953552,0.18013375997543335,0.25483596324920654,0.14816443622112274,0.18762435019016266,0.1768580824136734,0.1318265050649643,0.22461774945259094,0.12548060715198517,0.9999999403953552,0.14015422761440277,0.14957410097122192
",",0.36674630641937256,0.3039189875125885,0.24717365205287933,0.25483596324920654,0.2616419196128845,1.0000001192092896,0.44245919585227966,0.3658004403114319,0.1932937651872635,0.3015086054801941,0.28260287642478943,0.24717365205287933,0.25483596324920654,0.25767531991004944,0.31091248989105225
which,0.572554349899292,0.22609184682369232,0.24596846103668213,0.18762435019016266,0.21526803076267242,0.3658004403114319,0.5345056653022766,1.0,0.27261900901794434,0.2750149369239807,0.21807469427585602,0.24596846103668213,0.18762435019016266,0.2914038598537445,0.25814583897590637
moved,0.33581581711769104,0.14427007734775543,0.1483219563961029,0.1930287778377533,0.21871988475322723,0.30661246180534363,0.2918468713760376,0.18368463218212128,0.14462128281593323,0.27509647607803345,0.17105676233768463,0.1483219563961029,0.1930287778377533,0.5574866533279419,0.15112607181072235
to,0.5423505902290344,0.18966978788375854,0.1691640168428421,0.14816443622112274,0.1805678755044937,0.44245919585227966,1.0,0.5345056653022766,0.25940340757369995,0.4452643394470215,0.2069530338048935,0.1691640168428421,0.14816443622112274,0.37858664989471436,0.29463258385658264
nbc,0.17437143623828888,0.2982757091522217,0.32385551929473877,0.18975673615932465,0.41218292713165283,0.17508727312088013,0.14568616449832916,0.17917364835739136,0.4656192362308502,0.1728760302066803,0.35062921047210693,0.32385551929473877,0.18975673615932465,0.14367526769638062,0.1680917739868164
that,0.5860282182693481,0.26095932722091675,0.27608349919319153,0.1859128326177597,0.20893624424934387,0.4137537479400635,0.5436353087425232,0.6894589066505432,0.2984007000923157,0.47518548369407654,0.2827613651752472,0.27608349919319153,0.1859128326177597,0.3069665729999542,0.32716336846351624
year,0.3014719784259796,0.37663888931274414,0.2650270164012909,0.18749721348285675,0.19792486727237701,0.28560417890548706,0.23523004353046417,0.242343008518219,0.1478661298751831,0.21422851085662842,0.37127283215522766,0.2650270164012909,0.18749721348285675,0.1538957804441452,0.18315006792545319
as,0.4437963366508484,0.18491682410240173,0.1724044382572174,0.17312440276145935,0.18552646040916443,0.48816442489624023,0.42092081904411316,0.41006597876548767,0.2054080367088318,0.3596470057964325,0.163418248295784,0.1724044382572174,0.17312440276145935,0.2628210484981537,0.27043893933296204
part,0.35435768961906433,0.1803709715604782,0.16764262318611145,0.1834224909543991,0.20548182725906372,0.3376222252845764,0.2875264883041382,0.4460882246494293,0.20589607954025269,0.23558001220226288,0.1885051131248474,0.16764262318611145,0.1834224909543991,0.1618865728378296,0.08557961881160736
of,0.3757161796092987,0.13926826417446136,0.19958451390266418,0.2184123694896698,0.17575117945671082,0.4946078956127167,0.41548454761505127,0.5011631846427917,0.21800683438777924,0.2513895630836487,0.11139426380395889,0.19958451390266418,0.2184123694896698,0.19058799743652344,0.1826142966747284
a,0.44397395849227905,0.20919300615787506,0.23192226886749268,0.20103967189788818,0.14552542567253113,0.427140474319458,0.45503583550453186,0.56894451379776,0.17299489676952362,0.2552328109741211,0.18311689794063568,0.23192226886749268,0.20103967189788818,0.2925316393375397,0.23916715383529663
broadcast,0.2190258502960205,0.35669150948524475,0.2727527320384979,0.172430157661438,0.46388503909111023,0.24917922914028168,0.2326623648405075,0.26385819911956787,0.5386998653411865,0.17054221034049988,0.3449312150478363,0.2727527320384979,0.172430157661438,0.06684912741184235,0.15760008990764618
deal,0.24298062920570374,0.18629752099514008,0.11393225193023682,0.07948295772075653,0.18130987882614136,0.2716866135597229,0.29972702264785767,0.2624821960926056,0.25155243277549744,0.2367614358663559,0.17847535014152527,0.11393225193023682,0.07948295772075653,0.24061033129692078,0.2513751685619354
that,0.5860282182693481,0.26095932722091675,0.27608349919319153,0.1859128326177597,0.20893624424934387,0.4137537479400635,0.5436353087425232,0.6894589066505432,0.2984007000923157,0.47518548369407654,0.2827613651752472,0.27608349919319153,0.1859128326177597,0.3069665729999542,0.32716336846351624
in,0.4431333839893341,0.20307813584804535,0.24847309291362762,0.2378888875246048,0.2717820405960083,0.5201468467712402,0.45010748505592346,0.4840516746044159,0.19496823847293854,0.2593238651752472,0.20201818645000458,0.24847309291362762,0.2378888875246048,0.23030683398246765,0.20430970191955566
turn,0.3467903137207031,0.12405280023813248,0.18801769614219666,0.04305001720786095,0.1574217826128006,0.23215743899345398,0.3696671724319458,0.39216771721839905,0.1577046811580658,0.16850222647190094,0.19462721049785614,0.18801769614219666,0.04305001720786095,0.39519691467285156,0.2072952687740326
saw,0.35850170254707336,0.1604008823633194,0.31452223658561707,0.06633850187063217,0.2295956313610077,0.2245745062828064,0.2710057497024536,0.15807431936264038,0.11983077973127365,0.4446955919265747,0.16214393079280853,0.31452223658561707,0.06633850187063217,0.22791478037834167,0.14690998196601868
mnf,0.35469961166381836,0.22200949490070343,0.23554417490959167,0.3184952735900879,0.25090456008911133,0.34382107853889465,0.3333909213542938,0.35505640506744385,0.3063231408596039,0.18532399833202362,0.3435167372226715,0.23554417490959167,0.3184952735900879,0.1769537776708603,0.1713070422410965
move,0.3272045850753784,0.13776721060276031,0.1497889757156372,0.14015422761440277,0.10003385692834854,0.25767531991004944,0.37858664989471436,0.2914038598537445,0.15024018287658691,0.23997479677200317,0.16813494265079498,0.1497889757156372,0.14015422761440277,1.0,0.24440962076187134
to,0.5423505902290344,0.18966978788375854,0.1691640168428421,0.14816443622112274,0.1805678755044937,0.44245919585227966,1.0,0.5345056653022766,0.25940340757369995,0.4452643394470215,0.2069530338048935,0.1691640168428421,0.14816443622112274,0.37858664989471436,0.29463258385658264
espn,0.1757718175649643,0.3307366669178009,0.22658604383468628,0.3977890610694885,0.25148800015449524,0.18262942135334015,0.21040675044059753,0.16519013047218323,0.4269711971282959,0.16097742319107056,0.3335578143596649,0.22658604383468628,0.3977890610694885,0.13101349771022797,0.1709517240524292
",",0.36674630641937256,0.3039189875125885,0.24717365205287933,0.25483596324920654,0.2616419196128845,1.0000001192092896,0.44245919585227966,0.3658004403114319,0.1932937651872635,0.3015086054801941,0.28260287642478943,0.24717365205287933,0.25483596324920654,0.25767531991004944,0.31091248989105225
took,0.25529301166534424,0.2164950668811798,0.21518975496292114,0.12760429084300995,0.21633684635162354,0.27655306458473206,0.24576251208782196,0.15372000634670258,0.12637922167778015,0.42470768094062805,0.174430251121521,0.21518975496292114,0.12760429084300995,0.1648513376712799,0.14109265804290771
over,0.36642953753471375,0.1677117943763733,0.22360053658485413,0.1593274474143982,0.19135206937789917,0.3301127254962921,0.38635820150375366,0.4256240129470825,0.2158103585243225,0.2535076439380646,0.14235948026180267,0.22360053658485413,0.1593274474143982,0.19480842351913452,0.25742942094802856
as,0.4437963366508484,0.18491682410240173,0.1724044382572174,0.17312440276145935,0.18552646040916443,0.48816442489624023,0.42092081904411316,0.41006597876548767,0.2054080367088318,0.3596470057964325,0.163418248295784,0.1724044382572174,0.17312440276145935,0.2628210484981537,0.27043893933296204
the,0.5091903209686279,0.21692955493927002,0.2817382514476776,0.18794101476669312,0.2763466238975525,0.4933079481124878,0.535392165184021,0.6521818041801453,0.27187061309814453,0.34736719727516174,0.2114151269197464,0.2817382514476776,0.18794101476669312,0.29817628860473633,0.22068053483963013
league,0.2000882774591446,0.1744641363620758,0.15237091481685638,0.5595965385437012,0.2244425117969513,0.20757631957530975,0.18720030784606934,0.22541923820972443,0.19664058089256287,0.17557655274868011,0.19558767974376678,0.15237091481685638,0.5595965385437012,0.15723145008087158,0.15941482782363892
's,-0.03368149697780609,-0.01155957393348217,0.023643653839826584,-0.03938785195350647,0.02080724947154522,-0.0016132977325469255,0.03782717138528824,0.03856118768453598,0.07819218933582306,0.05069678649306297,-0.00249898131005466,0.023643653839826584,-0.03938785195350647,0.03534839302301407,-0.023395681753754616
marquee,0.172708660364151,0.2480393499135971,0.21580283343791962,0.17639294266700745,0.23927251994609833,0.26101189851760864,0.2926640212535858,0.23895610868930817,0.17440156638622284,0.23519492149353027,0.226786270737648,0.21580283343791962,0.17639294266700745,0.16677604615688324,0.10540568828582764
game,0.22596776485443115,0.22536596655845642,0.23222734034061432,0.2986574172973633,0.23655925691127777,0.2653886377811432,0.2540906071662903,0.23652023077011108,0.2793661653995514,0.19789010286331177,0.21822942793369293,0.23222734034061432,0.2986574172973633,0.21259474754333496,0.1829071193933487
.,0.475719153881073,0.24250438809394836,0.24810922145843506,0.2514924108982086,0.2447557896375656,0.6812511086463928,0.4645031690597534,0.45942068099975586,0.23909442126750946,0.35288307070732117,0.2392650842666626,0.24810922145843506,0.2514924108982086,0.31650546193122864,0.4130953550338745
