,what,principle,relates,to,the,formation,of,faults,and,the,age,of,the,sequences,through,which,they,cut,?
and,0.31309178471565247,0.18017759919166565,0.28937336802482605,0.48971283435821533,0.5171257257461548,0.22940734028816223,0.5116966962814331,0.26066941022872925,1.0,0.5171257257461548,0.20936404168605804,0.5116966962814331,0.5171257257461548,0.21820475161075592,0.3666759729385376,0.506277859210968,0.5073080658912659,0.2832682728767395,0.20544172823429108
the,0.42745697498321533,0.24017377197742462,0.28690454363822937,0.535392165184021,1.0,0.33687281608581543,0.733189046382904,0.3002931475639343,0.5171257257461548,1.0,0.24711290001869202,0.733189046382904,1.0,0.2234572321176529,0.44071322679519653,0.6521818041801453,0.49925389885902405,0.29221418499946594,0.22068053483963013
age,0.1895245760679245,0.12317781150341034,0.19000816345214844,0.23830388486385345,0.24711290001869202,0.2023080736398697,0.2372717410326004,0.1169605478644371,0.20936404168605804,0.24711290001869202,0.9999998807907104,0.2372717410326004,0.24711290001869202,0.12762871384620667,0.14226222038269043,0.1620659977197647,0.2389761060476303,0.07982689887285233,0.16859300434589386
of,0.33290785551071167,0.2430231273174286,0.3167797923088074,0.41548454761505127,0.733189046382904,0.2957320809364319,1.0,0.1837489753961563,0.5116966962814331,0.733189046382904,0.2372717410326004,1.0,0.733189046382904,0.16947661340236664,0.3647414743900299,0.5011631846427917,0.3426007330417633,0.26061776280403137,0.1826142966747284
the,0.42745697498321533,0.24017377197742462,0.28690454363822937,0.535392165184021,1.0,0.33687281608581543,0.733189046382904,0.3002931475639343,0.5171257257461548,1.0,0.24711290001869202,0.733189046382904,1.0,0.2234572321176529,0.44071322679519653,0.6521818041801453,0.49925389885902405,0.29221418499946594,0.22068053483963013
sequences,0.22366639971733093,0.311657577753067,0.2904561758041382,0.22955146431922913,0.2234572321176529,0.3077460527420044,0.16947661340236664,0.2505776882171631,0.21820475161075592,0.2234572321176529,0.12762871384620667,0.16947661340236664,0.2234572321176529,1.0,0.20757558941841125,0.3522944152355194,0.24967531859874725,0.18781784176826477,0.1885564625263214
through,0.23167094588279724,0.12255720794200897,0.17007671296596527,0.4062686562538147,0.44071322679519653,0.24328194558620453,0.3647414743900299,0.23184062540531158,0.3666759729385376,0.44071322679519653,0.14226222038269043,0.3647414743900299,0.44071322679519653,0.20757558941841125,1.0,0.40321648120880127,0.3151256740093231,0.29487481713294983,0.16913433372974396
which,0.5261979103088379,0.33062395453453064,0.3775070011615753,0.5345056653022766,0.6521818041801453,0.37379011511802673,0.5011631846427917,0.31374192237854004,0.506277859210968,0.6521818041801453,0.1620659977197647,0.5011631846427917,0.6521818041801453,0.3522944152355194,0.40321648120880127,1.0,0.5165667533874512,0.29704195261001587,0.25814583897590637
they,0.4431931674480438,0.21808311343193054,0.19898539781570435,0.5452046394348145,0.49925389885902405,0.23617015779018402,0.3426007330417633,0.26456981897354126,0.5073080658912659,0.49925389885902405,0.2389761060476303,0.3426007330417633,0.49925389885902405,0.24967531859874725,0.3151256740093231,0.5165667533874512,0.9999999403953552,0.23222216963768005,0.2753053903579712
cut,0.20727719366550446,0.08686225861310959,0.09662677347660065,0.27572008967399597,0.29221418499946594,0.1358572244644165,0.26061776280403137,0.271660178899765,0.2832682728767395,0.29221418499946594,0.07982689887285233,0.26061776280403137,0.29221418499946594,0.18781784176826477,0.29487481713294983,0.29704195261001587,0.23222216963768005,0.9999998807907104,0.1403924524784088
.,0.3567904531955719,0.1894911378622055,0.20335862040519714,0.4645031690597534,0.5934505462646484,0.23124639689922333,0.5352458953857422,0.20188970863819122,0.588965117931366,0.5934505462646484,0.2498820275068283,0.5352458953857422,0.5934505462646484,0.19719864428043365,0.3174465596675873,0.45942068099975586,0.4510921239852905,0.2298540472984314,0.4130953550338745
