,before,which,military,campaign,did,chagatai,publicly,dispute,jochi,'s,paternity,?
he,0.3621264398097992,0.3415409028530121,0.2672775089740753,0.2962588369846344,0.3292143940925598,0.2677077054977417,0.2358214408159256,0.21708691120147705,0.2489604353904724,0.024063590914011,0.3321612775325775,0.2089974731206894
would,0.3843644857406616,0.3854503035545349,0.20076894760131836,0.26508092880249023,0.6268245577812195,0.07074856758117676,0.31610652804374695,0.28390932083129883,0.1397014707326889,0.036968596279621124,0.24467679858207703,0.37178951501846313
never,0.4281969368457794,0.3926985263824463,0.1503792256116867,0.20521803200244904,0.4329567551612854,0.0939055010676384,0.35714346170425415,0.23134011030197144,0.09709074348211288,0.06527213007211685,0.18401871621608734,0.24137508869171143
accept,0.1895243227481842,0.226874440908432,0.19580233097076416,0.2224324643611908,0.388272762298584,0.14706702530384064,0.31839117407798767,0.256378173828125,0.07814683020114899,0.05508539825677872,0.19834958016872406,0.2590680420398712
jochi,0.2364732176065445,0.12476388365030289,0.15606655180454254,0.14973390102386475,0.16607163846492767,0.5072594285011292,0.08123710751533508,0.12648729979991913,1.0,0.07596804201602936,0.23671545088291168,0.10597938299179077
as,0.3552539646625519,0.41006597876548767,0.1877383589744568,0.22211018204689026,0.3596470057964325,0.23077133297920227,0.2735099494457245,0.23546147346496582,0.15048301219940186,-0.05775856226682663,0.21078814566135406,0.27043893933296204
genghis,0.21553796529769897,0.26472097635269165,0.29472070932388306,0.23256222903728485,0.18339850008487701,0.5115617513656616,0.12270157039165497,0.21811604499816895,0.4016976058483124,0.031423866748809814,0.24109986424446106,0.18813461065292358
khan,0.13899727165699005,0.19211235642433167,0.22762557864189148,0.1521226167678833,0.155345618724823,0.39546430110931396,0.08228752762079239,0.1372058242559433,0.30853474140167236,0.05307086929678917,0.12114142626523972,0.12862591445446014
's,-0.01158253662288189,0.03856118768453598,0.0309983491897583,0.051238369196653366,0.05069678649306297,0.001981237204745412,-0.004558166489005089,0.013950780034065247,0.07596804201602936,0.9999999403953552,-0.0883786752820015,-0.023395681753754616
successor,0.16925738751888275,0.07593902200460434,0.18897466361522675,0.16850371658802032,0.2361486852169037,0.22772672772407532,0.2075888216495514,0.19843237102031708,0.18659169971942902,-0.010897614061832428,0.17099273204803467,0.0913006067276001
.,0.36693984270095825,0.45942068099975586,0.21794499456882477,0.23225265741348267,0.35288307070732117,0.30411985516548157,0.23720936477184296,0.23248277604579926,0.21038752794265747,-0.003708066651597619,0.19076770544052124,0.4130953550338745
