,what,company,owns,the,american,broadcasting,company,?
by,0.2455483376979828,0.22328482568264008,0.14796122908592224,0.4408751428127289,0.2777634859085083,0.21592620015144348,0.22328482568264008,0.17966607213020325
the,0.42745697498321533,0.26591673493385315,0.19328729808330536,1.0,0.24562937021255493,0.29916465282440186,0.26591673493385315,0.22068053483963013
disney–abc,0.2614334523677826,0.33785736560821533,0.36438408493995667,0.3470556139945984,0.23652221262454987,0.43543410301208496,0.33785736560821533,0.2595943808555603
television,0.19838058948516846,0.25623777508735657,0.200703427195549,0.24569597840309143,0.3946164548397064,0.6134137511253357,0.25623777508735657,0.16825827956199646
group,0.2114069163799286,0.3087855577468872,0.22704993188381195,0.30795547366142273,0.19752807915210724,0.20696769654750824,0.3087855577468872,0.13827809691429138
",",0.3087472915649414,0.2697763442993164,0.22265474498271942,0.4933079481124878,0.3048616647720337,0.2411014288663864,0.2697763442993164,0.31091248989105225
a,0.3320399522781372,0.22037413716316223,0.21769998967647552,0.5829201340675354,0.22026167809963226,0.2170335054397583,0.22037413716316223,0.23916715383529663
subsidiary,0.17018544673919678,0.5609620213508606,0.480448454618454,0.2279236614704132,0.17421671748161316,0.39510297775268555,0.5609620213508606,0.12890306115150452
of,0.33290785551071167,0.20467796921730042,0.19865453243255615,0.733189046382904,0.22180068492889404,0.25924646854400635,0.20467796921730042,0.1826142966747284
disney,0.19632026553153992,0.29213109612464905,0.2769777476787567,0.24980762600898743,0.2458433210849762,0.3236325979232788,0.29213109612464905,0.22150784730911255
media,0.18292108178138733,0.2753586769104004,0.21055009961128235,0.19221965968608856,0.15213969349861145,0.39222002029418945,0.2753586769104004,0.1571006178855896
networks,0.18279550969600677,0.34266772866249084,0.2676188051700592,0.24705806374549866,0.17556624114513397,0.5455231666564941,0.34266772866249084,0.17815114557743073
division,0.19144181907176971,0.2849979102611542,0.1277529001235962,0.26203617453575134,0.1481330692768097,0.1897808164358139,0.2849979102611542,0.08900629729032516
of,0.33290785551071167,0.20467796921730042,0.19865453243255615,0.733189046382904,0.22180068492889404,0.25924646854400635,0.20467796921730042,0.1826142966747284
the,0.42745697498321533,0.26591673493385315,0.19328729808330536,1.0,0.24562937021255493,0.29916465282440186,0.26591673493385315,0.22068053483963013
walt,0.1869807094335556,0.31658700108528137,0.27572110295295715,0.2561357319355011,0.3330433964729309,0.32382282614707947,0.31658700108528137,0.18540392816066742
disney,0.19632026553153992,0.29213109612464905,0.2769777476787567,0.24980762600898743,0.2458433210849762,0.3236325979232788,0.29213109612464905,0.22150784730911255
company,0.2333769053220749,1.0,0.45134320855140686,0.26591673493385315,0.1761145144701004,0.3277682960033417,1.0,0.12195809185504913
.,0.3567904531955719,0.266353577375412,0.22098858654499054,0.5934505462646484,0.29108086228370667,0.20697949826717377,0.266353577375412,0.4130953550338745
