,when,was,the,european,portion,of,the,seven,years,war,complete,?
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.19710737466812134,0.245950385928154,0.3966929316520691,0.5107308030128479,0.31168052554130554,0.2152649462223053,0.23017507791519165,0.22802568972110748,0.2714994251728058
10,0.057211097329854965,0.16597506403923035,0.2880653440952301,0.2111070454120636,0.16355736553668976,0.2777891755104065,0.2880653440952301,0.11593395471572876,0.05437286198139191,0.10086486488580704,-0.030936555936932564,0.022911956533789635
february,0.2621206045150757,0.446986585855484,0.26483774185180664,0.13798083364963531,0.07880698889493942,0.20366249978542328,0.26483774185180664,0.2252921164035797,0.23439595103263855,0.23280571401119232,0.14000318944454193,0.29594847559928894
1763,0.03452290967106819,-0.025243915617465973,0.08999345451593399,0.14380960166454315,0.09533898532390594,0.15998519957065582,0.08999345451593399,0.0751839205622673,0.011441891081631184,0.05294172465801239,0.10786169022321701,0.1296161562204361
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.19684812426567078,0.23716022074222565,0.4946078956127167,0.4933079481124878,0.32867714762687683,0.2589467465877533,0.2671184241771698,0.23945219814777374,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.24143946170806885,0.28324267268180847,0.5116966962814331,0.5171257257461548,0.26877880096435547,0.300204873085022,0.29695844650268555,0.20886704325675964,0.20544172823429108
war,0.26339730620384216,0.3560331463813782,0.366199791431427,0.2521776556968689,0.12796132266521454,0.31680163741111755,0.366199791431427,0.19957704842090607,0.3038960099220276,1.0000001192092896,0.1680518388748169,0.15510529279708862
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.23319172859191895,0.2811550498008728,0.5696388483047485,0.6662389636039734,0.24717609584331512,0.33554986119270325,0.29904094338417053,0.2201821506023407,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,1.0,0.3423081040382385,0.42017096281051636,0.733189046382904,1.0,0.28151169419288635,0.2912273406982422,0.366199791431427,0.277624249458313,0.22068053483963013
european,0.1717725396156311,0.22463937103748322,0.3423081040382385,0.9999998807907104,0.10087963938713074,0.2507138252258301,0.3423081040382385,0.13733647763729095,0.20081207156181335,0.2521776556968689,0.1374148726463318,0.14560863375663757
theatre,0.16944347321987152,0.2824205458164215,0.25594043731689453,0.20254112780094147,0.08607633411884308,0.19807180762290955,0.25594043731689453,0.12396357953548431,0.10508443415164948,0.26466354727745056,0.11800272762775421,0.1159285232424736
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2507138252258301,0.31845465302467346,1.0,0.733189046382904,0.273354172706604,0.2904134690761566,0.31680163741111755,0.3009350895881653,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.3423081040382385,0.42017096281051636,0.733189046382904,1.0,0.28151169419288635,0.2912273406982422,0.366199791431427,0.277624249458313,0.22068053483963013
seven,0.1915208101272583,0.28194957971572876,0.28151169419288635,0.13733647763729095,0.12047632038593292,0.273354172706604,0.28151169419288635,0.9999999403953552,0.262826532125473,0.19957704842090607,0.1488482803106308,0.1732930988073349
years,0.3409145474433899,0.35855233669281006,0.2912273406982422,0.20081207156181335,0.15046492218971252,0.2904134690761566,0.2912273406982422,0.262826532125473,1.0,0.3038960099220276,0.2288486808538437,0.1914375126361847
',0.2558356821537018,0.33675912022590637,0.474788099527359,0.1323336660861969,0.2198794037103653,0.39136970043182373,0.474788099527359,0.21918454766273499,0.13308875262737274,0.17949679493904114,0.26671332120895386,0.330942302942276
war,0.26339730620384216,0.3560331463813782,0.366199791431427,0.2521776556968689,0.12796132266521454,0.31680163741111755,0.366199791431427,0.19957704842090607,0.3038960099220276,1.0000001192092896,0.1680518388748169,0.15510529279708862
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.22463937103748322,0.20989027619361877,0.4069072902202606,0.48711544275283813,0.28194957971572876,0.35855233669281006,0.3560331463813782,0.13758507370948792,0.18412111699581146
settled,0.2473156750202179,0.3104991912841797,0.29293251037597656,0.23450154066085815,0.2692221701145172,0.28296858072280884,0.29293251037597656,0.16017557680606842,0.24003316462039948,0.2291855812072754,-0.009708787314593792,0.09694210439920425
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.17922990024089813,0.2383880317211151,0.3646814823150635,0.4408751428127289,0.2072337567806244,0.19883383810520172,0.18974854052066803,0.16281484067440033,0.17966607213020325
the,0.5091903209686279,0.48711544275283813,1.0,0.3423081040382385,0.42017096281051636,0.733189046382904,1.0,0.28151169419288635,0.2912273406982422,0.366199791431427,0.277624249458313,0.22068053483963013
treaty,0.15431849658489227,0.2409621626138687,0.2690109610557556,0.25059598684310913,0.14800050854682922,0.2602092921733856,0.2690109610557556,0.18125413358211517,0.16044063866138458,0.412763386964798,0.14611168205738068,0.1174844279885292
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2507138252258301,0.31845465302467346,1.0,0.733189046382904,0.273354172706604,0.2904134690761566,0.31680163741111755,0.3009350895881653,0.1826142966747284
hubertusburg,0.16832618415355682,0.25736358761787415,0.27925848960876465,0.20760901272296906,0.15599651634693146,0.3048667013645172,0.27925848960876465,0.20276185870170593,0.29902568459510803,0.3186831772327423,0.12526170909404755,0.23660477995872498
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.19710737466812134,0.245950385928154,0.3966929316520691,0.5107308030128479,0.31168052554130554,0.2152649462223053,0.23017507791519165,0.22802568972110748,0.2714994251728058
15,-0.04047394171357155,0.08381640166044235,-0.011810222640633583,0.0440463051199913,-0.08668109029531479,-0.02319195494055748,-0.011810222640633583,0.006416407413780689,0.0007163169793784618,0.047191012650728226,-0.09087469428777695,-0.010706285014748573
february,0.2621206045150757,0.446986585855484,0.26483774185180664,0.13798083364963531,0.07880698889493942,0.20366249978542328,0.26483774185180664,0.2252921164035797,0.23439595103263855,0.23280571401119232,0.14000318944454193,0.29594847559928894
1763,0.03452290967106819,-0.025243915617465973,0.08999345451593399,0.14380960166454315,0.09533898532390594,0.15998519957065582,0.08999345451593399,0.0751839205622673,0.011441891081631184,0.05294172465801239,0.10786169022321701,0.1296161562204361
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2095622420310974,0.23307131230831146,0.5352458953857422,0.5934505462646484,0.2632206678390503,0.31919315457344055,0.3000848889350891,0.2471141666173935,0.4130953550338745
