,what,is,the,force,between,two,locations,related,to,?
different,0.39262300729751587,0.24624870717525482,0.36412742733955383,0.15517595410346985,0.3495357930660248,0.48983854055404663,0.34653449058532715,0.3492269217967987,0.3617510497570038,0.24476227164268494
locations,0.21363390982151031,0.2457512468099594,0.3575807511806488,0.19605687260627747,0.25772419571876526,0.27534565329551697,1.0000001192092896,0.19354864954948425,0.29775765538215637,0.14570996165275574
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.21744468808174133,0.41100412607192993,0.36463531851768494,0.36845505237579346,0.2638801634311676,0.45010748505592346,0.20430970191955566
space,0.20525942742824554,0.18578536808490753,0.24495907127857208,0.1929956078529358,0.17911486327648163,0.20972752571105957,0.22014619410037994,0.15537084639072418,0.22712917625904083,0.1885536164045334
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22091743350028992,0.27714940905570984,0.35859420895576477,0.2831610143184662,0.28963401913642883,0.44245919585227966,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24372100830078125,0.40645647048950195,0.4671151638031006,0.2926171123981476,0.27869361639022827,0.48971283435821533,0.20544172823429108
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.18594154715538025,0.23827335238456726,0.282000333070755,0.2908288538455963,0.19034971296787262,0.4979398250579834,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.16664405167102814,0.2079806923866272,0.28515341877937317,0.2794824540615082,0.24775327742099762,0.4972836375236511,0.3324260413646698
considered,0.2834889590740204,0.4096149802207947,0.4028765559196472,0.09322097152471542,0.17185887694358826,0.20864328742027283,0.1649019867181778,0.2372954934835434,0.2954166829586029,0.19909770786762238
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.24496492743492126,0.3639189600944519,0.3343428373336792,0.29775765538215637,0.2702969014644623,1.0,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.16664405167102814,0.2079806923866272,0.28515341877937317,0.2794824540615082,0.24775327742099762,0.4972836375236511,0.3324260413646698
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.21655116975307465,0.18003802001476288,0.1867314726114273,0.12483100593090057,0.14267246425151825,0.3138085603713989,0.19793890416622162
artifact,0.22874990105628967,0.21108750998973846,0.2360735833644867,0.20162324607372284,0.16333843767642975,0.10999745875597,0.25065895915031433,0.2366228550672531,0.22271837294101715,0.1677211970090866
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27094775438308716,0.3737983703613281,0.37726253271102905,0.2825617790222168,0.2691357135772705,0.41548454761505127,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2800885736942291,0.39067012071609497,0.43858039379119873,0.3575807511806488,0.26962998509407043,0.535392165184021,0.22068053483963013
potential,0.27308183908462524,0.26865047216415405,0.27955570816993713,0.21226736903190613,0.201361283659935,0.1839143931865692,0.23732861876487732,0.19562982022762299,0.3595958650112152,0.20122039318084717
field,0.1825202852487564,0.17269009351730347,0.2105809599161148,0.2702903151512146,0.16184750199317932,0.18983325362205505,0.22785136103630066,0.13062630593776703,0.2647967040538788,0.11279727518558502
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.21744468808174133,0.41100412607192993,0.36463531851768494,0.36845505237579346,0.2638801634311676,0.45010748505592346,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.2800885736942291,0.39067012071609497,0.43858039379119873,0.3575807511806488,0.26962998509407043,0.535392165184021,0.22068053483963013
same,0.3764382302761078,0.31152886152267456,0.4583131968975067,0.22107502818107605,0.2828424572944641,0.45866870880126953,0.28013524413108826,0.32412272691726685,0.3205692768096924,0.22649677097797394
way,0.4835909903049469,0.31685471534729004,0.36217406392097473,0.20701614022254944,0.30898401141166687,0.3041468858718872,0.2273748815059662,0.18152248859405518,0.4772548973560333,0.31575819849967957
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.26810982823371887,0.299440860748291,0.3858162462711334,0.23866897821426392,0.3420106768608093,0.5436353087425232,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,1.0,0.2800885736942291,0.39067012071609497,0.43858039379119873,0.3575807511806488,0.26962998509407043,0.535392165184021,0.22068053483963013
direction,0.25776705145835876,0.2159055918455124,0.28851455450057983,0.28222864866256714,0.23105444014072418,0.2607904374599457,0.2635892927646637,0.12679339945316315,0.32930055260658264,0.10739318281412125
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24372100830078125,0.40645647048950195,0.4671151638031006,0.2926171123981476,0.27869361639022827,0.48971283435821533,0.20544172823429108
amount,0.2602839767932892,0.3016021251678467,0.3336862325668335,0.22221605479717255,0.22240374982357025,0.2235969752073288,0.21819858253002167,0.16856645047664642,0.309798926115036,0.17984020709991455
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27094775438308716,0.3737983703613281,0.37726253271102905,0.2825617790222168,0.2691357135772705,0.41548454761505127,0.1826142966747284
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2451154738664627,0.29385313391685486,0.3289857804775238,0.22948916256427765,0.21209308505058289,0.45503583550453186,0.23916715383529663
flow,0.1798735409975052,0.26788079738616943,0.314039409160614,0.20304247736930847,0.22865281999111176,0.17720970511436462,0.1580262929201126,0.19166631996631622,0.27439337968826294,0.10458291321992874
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27094775438308716,0.3737983703613281,0.37726253271102905,0.2825617790222168,0.2691357135772705,0.41548454761505127,0.1826142966747284
water,0.17456887662410736,0.2879090905189514,0.297396719455719,0.2919941544532776,0.1865612268447876,0.20420964062213898,0.20851412415504456,0.1611863076686859,0.27858173847198486,0.14731885492801666
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.18594154715538025,0.23827335238456726,0.282000333070755,0.2908288538455963,0.19034971296787262,0.4979398250579834,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.16664405167102814,0.2079806923866272,0.28515341877937317,0.2794824540615082,0.24775327742099762,0.4972836375236511,0.3324260413646698
considered,0.2834889590740204,0.4096149802207947,0.4028765559196472,0.09322097152471542,0.17185887694358826,0.20864328742027283,0.1649019867181778,0.2372954934835434,0.2954166829586029,0.19909770786762238
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.24496492743492126,0.3639189600944519,0.3343428373336792,0.29775765538215637,0.2702969014644623,1.0,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.16664405167102814,0.2079806923866272,0.28515341877937317,0.2794824540615082,0.24775327742099762,0.4972836375236511,0.3324260413646698
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.21655116975307465,0.18003802001476288,0.1867314726114273,0.12483100593090057,0.14267246425151825,0.3138085603713989,0.19793890416622162
artifact,0.22874990105628967,0.21108750998973846,0.2360735833644867,0.20162324607372284,0.16333843767642975,0.10999745875597,0.25065895915031433,0.2366228550672531,0.22271837294101715,0.1677211970090866
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27094775438308716,0.3737983703613281,0.37726253271102905,0.2825617790222168,0.2691357135772705,0.41548454761505127,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2800885736942291,0.39067012071609497,0.43858039379119873,0.3575807511806488,0.26962998509407043,0.535392165184021,0.22068053483963013
contour,0.24061861634254456,0.29776546359062195,0.30101704597473145,0.11327183991670609,0.23580192029476166,0.2745015025138855,0.2848281264305115,0.14122559130191803,0.281076043844223,0.148662269115448
map,0.23936687409877777,0.2186950147151947,0.2702621817588806,0.127934992313385,0.21215565502643585,0.1427164226770401,0.476105272769928,0.17453977465629578,0.19639305770397186,0.1548176109790802
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27094775438308716,0.3737983703613281,0.37726253271102905,0.2825617790222168,0.2691357135772705,0.41548454761505127,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2800885736942291,0.39067012071609497,0.43858039379119873,0.3575807511806488,0.26962998509407043,0.535392165184021,0.22068053483963013
elevation,0.21449920535087585,0.2979545593261719,0.3129842281341553,0.1164545789361,0.2053930014371872,0.12641184031963348,0.295185387134552,0.11797817051410675,0.23298901319503784,0.1759966015815735
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27094775438308716,0.3737983703613281,0.37726253271102905,0.2825617790222168,0.2691357135772705,0.41548454761505127,0.1826142966747284
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.21655116975307465,0.18003802001476288,0.1867314726114273,0.12483100593090057,0.14267246425151825,0.3138085603713989,0.19793890416622162
area,0.21965408325195312,0.29283958673477173,0.37834644317626953,0.22016048431396484,0.2656443119049072,0.15958356857299805,0.34688428044319153,0.20064586400985718,0.2797197997570038,0.12640461325645447
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2783275842666626,0.30295518040657043,0.3524959683418274,0.2907765209674835,0.21688014268875122,0.4645031690597534,0.4130953550338745
