,why,is,the,building,on,spital,tongues,known,as,the,pink,palace,?
city,0.12395288795232773,0.3186660706996918,0.35769423842430115,0.2894352674484253,0.2549738585948944,0.410854697227478,0.05564014986157417,0.20357060432434082,0.21195319294929504,0.35769423842430115,0.16463425755500793,0.3484185039997101,0.13423943519592285
on,0.2698206305503845,0.3635730445384979,0.5107308030128479,0.24277396500110626,0.9999999403953552,0.24513442814350128,0.19934527575969696,0.19541868567466736,0.36047765612602234,0.5107308030128479,0.2059248387813568,0.13724961876869202,0.2714994251728058
barrack,0.16686545312404633,0.15937618911266327,0.24506476521492004,0.3355655372142792,0.165801540017128,0.2756255269050598,0.11927194893360138,0.1254045069217682,0.16222511231899261,0.24506476521492004,0.18861036002635956,0.25307610630989075,0.15530776977539062
road,0.09338117390871048,0.19718170166015625,0.27181798219680786,0.21348890662193298,0.21640333533287048,0.23409174382686615,0.08214598894119263,0.13801683485507965,0.14971306920051575,0.27181798219680786,0.07563285529613495,0.16132336854934692,0.10894691944122314
",",0.2827242314815521,0.4691906273365021,0.4933079481124878,0.2374238669872284,0.49057599902153015,0.3032195568084717,0.24076388776302338,0.3604377806186676,0.48816442489624023,0.4933079481124878,0.22619959712028503,0.2317083179950714,0.31091248989105225
spital,0.16240771114826202,0.2895143926143646,0.2844544053077698,0.22891873121261597,0.24513442814350128,1.0,0.26238054037094116,0.17381830513477325,0.1685541272163391,0.2844544053077698,0.16325896978378296,0.31619593501091003,0.12177921086549759
tongues,0.21828439831733704,0.24041181802749634,0.27969110012054443,0.02816121280193329,0.19934527575969696,0.26238054037094116,1.0000001192092896,0.20185768604278564,0.17356586456298828,0.27969110012054443,0.20833632349967957,0.11880440264940262,0.24511313438415527
",",0.2827242314815521,0.4691906273365021,0.4933079481124878,0.2374238669872284,0.49057599902153015,0.3032195568084717,0.24076388776302338,0.3604377806186676,0.48816442489624023,0.4933079481124878,0.22619959712028503,0.2317083179950714,0.31091248989105225
in,0.23227278888225555,0.5394441485404968,0.6662389636039734,0.3256937265396118,0.46853652596473694,0.380581259727478,0.1923607736825943,0.32641831040382385,0.3887844979763031,0.6662389636039734,0.16540952026844025,0.22634974122047424,0.20430970191955566
a,0.2667238116264343,0.658733606338501,0.5829201340675354,0.2576078176498413,0.3848365545272827,0.3166494071483612,0.23297926783561707,0.30882248282432556,0.39550232887268066,0.5829201340675354,0.21632130444049835,0.16498732566833496,0.23916715383529663
building,0.15599139034748077,0.20087163150310516,0.3159640431404114,0.9999998807907104,0.24277396500110626,0.22891873121261597,0.02816121280193329,0.15695130825042725,0.23924584686756134,0.3159640431404114,0.14383111894130707,0.38647371530532837,0.13549931347370148
known,0.17885276675224304,0.41921812295913696,0.3624623417854309,0.15695130825042725,0.19541868567466736,0.17381830513477325,0.20185768604278564,1.0,0.4815765619277954,0.3624623417854309,0.19755597412586212,0.120218925178051,0.18314571678638458
",",0.2827242314815521,0.4691906273365021,0.4933079481124878,0.2374238669872284,0.49057599902153015,0.3032195568084717,0.24076388776302338,0.3604377806186676,0.48816442489624023,0.4933079481124878,0.22619959712028503,0.2317083179950714,0.31091248989105225
as,0.3103298544883728,0.43216490745544434,0.48381632566452026,0.23924584686756134,0.36047765612602234,0.1685541272163391,0.17356586456298828,0.4815765619277954,1.0,0.48381632566452026,0.2246445119380951,0.1452847719192505,0.27043893933296204
the,0.30742117762565613,0.5823672413825989,1.0,0.3159640431404114,0.5107308030128479,0.2844544053077698,0.27969110012054443,0.3624623417854309,0.48381632566452026,1.0,0.19972290098667145,0.25955939292907715,0.22068053483963013
result,0.27512499690055847,0.19420543313026428,0.27778977155685425,0.09351053088903427,0.22479186952114105,0.15604345500469208,0.10973081737756729,0.1635589599609375,0.2939164340496063,0.27778977155685425,0.13893036544322968,0.13923154771327972,0.17218433320522308
of,0.28464117646217346,0.4854315221309662,0.733189046382904,0.26200541853904724,0.3966929316520691,0.3308553397655487,0.2690775394439697,0.35814476013183594,0.3886612355709076,0.733189046382904,0.14837202429771423,0.223849356174469,0.1826142966747284
its,0.2255094349384308,0.4447362422943115,0.559237003326416,0.26839205622673035,0.34331920742988586,0.25362083315849304,0.2526886761188507,0.31007078289985657,0.31874480843544006,0.559237003326416,0.19269588589668274,0.09669705480337143,0.15103481709957123
colouring,0.2701742649078369,0.24279247224330902,0.3043549954891205,0.16868020594120026,0.23073530197143555,0.13929760456085205,0.37366095185279846,0.2321619987487793,0.32184451818466187,0.3043549954891205,0.4064571261405945,0.17099757492542267,0.172464519739151
",",0.2827242314815521,0.4691906273365021,0.4933079481124878,0.2374238669872284,0.49057599902153015,0.3032195568084717,0.24076388776302338,0.3604377806186676,0.48816442489624023,0.4933079481124878,0.22619959712028503,0.2317083179950714,0.31091248989105225
as,0.3103298544883728,0.43216490745544434,0.48381632566452026,0.23924584686756134,0.36047765612602234,0.1685541272163391,0.17356586456298828,0.4815765619277954,1.0,0.48381632566452026,0.2246445119380951,0.1452847719192505,0.27043893933296204
the,0.30742117762565613,0.5823672413825989,1.0,0.3159640431404114,0.5107308030128479,0.2844544053077698,0.27969110012054443,0.3624623417854309,0.48381632566452026,1.0,0.19972290098667145,0.25955939292907715,0.22068053483963013
pink,0.13310372829437256,0.23884820938110352,0.19972290098667145,0.14383111894130707,0.2059248387813568,0.16325896978378296,0.20833632349967957,0.19755597412586212,0.2246445119380951,0.19972290098667145,1.0000001192092896,0.1413644403219223,0.16735410690307617
palace,0.15050217509269714,0.16243064403533936,0.25955939292907715,0.38647371530532837,0.13724961876869202,0.31619593501091003,0.11880440264940262,0.120218925178051,0.1452847719192505,0.25955939292907715,0.1413644403219223,0.9999999403953552,0.14965219795703888
.,0.32909876108169556,0.4569662809371948,0.5934505462646484,0.275610089302063,0.49257001280784607,0.28785449266433716,0.21524493396282196,0.283290296792984,0.515582263469696,0.5934505462646484,0.23976580798625946,0.21039699018001556,0.4130953550338745
