,who,headed,the,niagara,falls,cataract,construction,company,in,1893,?
system,0.1550477296113968,0.1099613681435585,0.3233085572719574,0.08481656759977341,0.006587758660316467,0.17269600927829742,0.19686928391456604,0.18630766868591309,0.21978288888931274,0.0421348474919796,0.15556083619594574
would,0.3632977604866028,0.19189958274364471,0.4133751392364502,0.1664332151412964,0.17878518998622894,0.1828291267156601,0.21595200896263123,0.2073281854391098,0.30461156368255615,0.08243401348590851,0.37178951501846313
be,0.3371641933917999,0.17791087925434113,0.4248143136501312,0.11133283376693726,0.14131727814674377,0.18885518610477448,0.23028753697872162,0.1454060822725296,0.3481820821762085,0.10335833579301834,0.3324260413646698
best,0.266329824924469,0.11913936585187912,0.3134109377861023,0.15311482548713684,0.08874396979808807,0.17233282327651978,0.11768928915262222,0.15458343923091888,0.2813531160354614,-0.024315912276506424,0.2799045741558075
to,0.42656609416007996,0.15952907502651215,0.535392165184021,0.25441214442253113,0.15835121273994446,0.23864857852458954,0.24810278415679932,0.24903783202171326,0.45010748505592346,0.03315379098057747,0.29463258385658264
transmit,0.2030460089445114,0.10304248332977295,0.2503734529018402,0.14073240756988525,0.05527327209711075,0.2215975821018219,0.15075495839118958,0.10500265657901764,0.14338745176792145,0.0736759603023529,0.16771046817302704
power,0.25855374336242676,0.16276520490646362,0.2647338807582855,0.18880368769168854,0.12688034772872925,0.208830326795578,0.21841804683208466,0.16094139218330383,0.16666220128536224,0.09846968948841095,0.15304024517536163
generated,0.08967408537864685,0.15350614488124847,0.27684199810028076,0.1194351315498352,0.12440738826990128,0.16155153512954712,0.20230649411678314,0.15670032799243927,0.19890514016151428,0.004387382883578539,0.28358349204063416
at,0.22096660733222961,0.19222263991832733,0.457212895154953,0.19669237732887268,0.19282472133636475,0.21665555238723755,0.18280260264873505,0.17487694323062897,0.4374977946281433,0.1642693728208542,0.21978627145290375
the,0.3733934462070465,0.256571888923645,1.0,0.27139943838119507,0.2708098292350769,0.36011776328086853,0.2671978175640106,0.26591673493385315,0.6662389636039734,0.10564703494310379,0.22068053483963013
falls,0.1526177078485489,0.1196284294128418,0.2708098292350769,0.5035043954849243,1.0,0.28501495718955994,0.0760398656129837,0.10471650958061218,0.24281851947307587,0.06562045961618423,0.15918700397014618
.,0.3541337847709656,0.24659857153892517,0.5934505462646484,0.2538547217845917,0.22448869049549103,0.23509474098682404,0.23682771623134613,0.266353577375412,0.5591574311256409,0.11349997669458389,0.4130953550338745
