,which,pair,of,genghis,khan,'s,sons,were,most,rivalrous,?
chagatai,0.23523885011672974,0.07287628948688507,0.29625993967056274,0.5115617513656616,0.39546430110931396,0.001981237204745412,0.2263251543045044,0.1872694194316864,0.23283898830413818,0.2440163940191269,0.1902039349079132
and,0.506277859210968,0.23797805607318878,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.22999194264411926,0.42175528407096863,0.4309377074241638,0.28378260135650635,0.20544172823429108
jochi,0.12476388365030289,0.12222712486982346,0.15254677832126617,0.4016976058483124,0.30853474140167236,0.07596804201602936,0.219376340508461,0.14905476570129395,0.16212034225463867,0.12647689878940582,0.10597938299179077
),0.2758678197860718,0.13272257149219513,0.3680361211299896,0.24887141585350037,0.2105041742324829,0.021107977256178856,0.1573849618434906,0.1566188633441925,0.23620007932186127,0.14213907718658447,0.42300865054130554
and,0.506277859210968,0.23797805607318878,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.22999194264411926,0.42175528407096863,0.4309377074241638,0.28378260135650635,0.20544172823429108
worried,0.2218504548072815,0.09431762248277664,0.23881499469280243,0.17970828711986542,0.12465299665927887,-0.0864793211221695,0.1930958777666092,0.3477019667625427,0.15595419704914093,0.2772046625614166,0.2862061858177185
of,0.5011631846427917,0.19449220597743988,1.0,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.17722462117671967,0.34038281440734863,0.4178851246833801,0.2695328891277313,0.1826142966747284
possible,0.3714272081851959,0.24424558877944946,0.3314395844936371,0.08141884952783585,0.15589413046836853,0.036827296018600464,0.08887302875518799,0.2087617963552475,0.2655510902404785,0.2035384625196457,0.3059970438480377
conflict,0.2701381742954254,0.06408011168241501,0.2620731294155121,0.22272664308547974,0.14547589421272278,-0.040529198944568634,0.1660090535879135,0.17508339881896973,0.1999916285276413,0.3594186305999756,0.26744839549064636
between,0.395174115896225,0.2600533366203308,0.3737983703613281,0.1950775384902954,0.10579166561365128,0.006096371449530125,0.10403108596801758,0.27047741413116455,0.24144990742206573,0.3190310597419739,0.12887074053287506
them,0.4958057701587677,0.3168673515319824,0.34503093361854553,0.2431573122739792,0.14705434441566467,0.025712676346302032,0.23420663177967072,0.4602346122264862,0.41988104581832886,0.253277987241745,0.35435691475868225
if,0.46344661712646484,0.3182407021522522,0.2557544410228729,0.1844758242368698,0.19195561110973358,-0.0015437148977071047,0.08781791478395462,0.1688997447490692,0.2885936200618744,0.14057107269763947,0.4441644251346588
he,0.3415409028530121,0.11503559350967407,0.38706058263778687,0.28288567066192627,0.24136358499526978,0.024063590914011,0.23775696754455566,0.31267037987709045,0.3050929605960846,0.3242402672767639,0.2089974731206894
died,0.047798484563827515,0.04430535063147545,0.25637882947921753,0.28730252385139465,0.1835235059261322,-0.023391123861074448,0.34848538041114807,0.29009872674942017,0.1157141849398613,0.09843390434980392,0.15254227817058563
.,0.45942068099975586,0.2106073498725891,0.5352458953857422,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.21456153690814972,0.3378238379955292,0.35404038429260254,0.2026856243610382,0.4130953550338745
