,whic,carolina,panthers,running,back,was,waived,?
carolina,0.09238653630018234,1.0000001192092896,0.4154948592185974,0.12100528925657272,0.15576092898845673,0.26687008142471313,0.2772970497608185,0.11847445368766785
panthers,0.1448473483324051,0.4154948592185974,0.9999999403953552,0.1742893010377884,0.24408011138439178,0.2605615258216858,0.3972845673561096,0.16608978807926178
had,0.19078759849071503,0.20392835140228271,0.1570805162191391,0.21985846757888794,0.3374921381473541,0.5927209258079529,0.39488643407821655,0.20728366076946259
their,0.28835493326187134,0.16664347052574158,0.20130555331707,0.23772038519382477,0.3270964026451111,0.2396296262741089,0.2490004003047943,0.1898253709077835
best,0.17663823068141937,0.1503656804561615,0.1958107054233551,0.20971718430519104,0.2097540646791458,0.2817839980125427,0.11920309066772461,0.2799045741558075
regular,0.319088876247406,0.14601212739944458,0.2117871195077896,0.2074413299560547,0.20954503118991852,0.15137939155101776,0.2056218683719635,0.18334713578224182
season,0.13301074504852295,0.2196287363767624,0.3867887854576111,0.1752285361289978,0.16828195750713348,0.24797968566417694,0.22867095470428467,0.16793298721313477
in,0.20589488744735718,0.2380082756280899,0.2115829735994339,0.2874506413936615,0.25397348403930664,0.45514053106307983,0.22989791631698608,0.20430970191955566
franchise,0.2937309443950653,0.19974973797798157,0.3353862166404724,0.26646101474761963,0.14760816097259521,0.25208672881126404,0.24640792608261108,0.13445523381233215
history,0.11144686490297318,0.16457390785217285,0.15208889544010162,0.15590925514698029,0.23530350625514984,0.25589004158973694,0.16656078398227692,0.2501974403858185
",",0.2421051412820816,0.2566046118736267,0.2494642585515976,0.24165967106819153,0.3066370487213135,0.45456063747406006,0.20467209815979004,0.31091248989105225
becoming,0.14718413352966309,0.17902915179729462,0.182475283741951,0.2896704375743866,0.1651652455329895,0.39893877506256104,0.2569562792778015,0.17354105412960052
the,0.31866246461868286,0.24749229848384857,0.2602776288986206,0.28883472084999084,0.3612101674079895,0.48711544275283813,0.2346092015504837,0.22068053483963013
seventh,0.11987826228141785,0.16935549676418304,0.23150372505187988,0.12326572090387344,0.18282388150691986,0.3499458432197571,0.18605220317840576,0.10981480032205582
team,0.10253521800041199,0.14482109248638153,0.333659291267395,0.1671857237815857,0.23621436953544617,0.13986483216285706,0.14515644311904907,0.11243411153554916
to,0.32886266708374023,0.23296888172626495,0.2185782641172409,0.23381315171718597,0.4675939381122589,0.3636345863342285,0.2857024669647217,0.29463258385658264
win,0.17780956625938416,0.16034352779388428,0.2894786596298218,0.2547595798969269,0.23807843029499054,0.29097598791122437,0.18088629841804504,0.1873117983341217
at,0.16174903512001038,0.2052631825208664,0.21283596754074097,0.22305940091609955,0.2632777690887451,0.36707764863967896,0.19764664769172668,0.21978627145290375
least,0.18658563494682312,0.11534178256988525,0.17517921328544617,0.1869964599609375,0.23181816935539246,0.20791326463222504,0.232977494597435,0.28866854310035706
15,-0.050980571657419205,-0.0020914659835398197,0.16927485167980194,0.050585754215717316,0.048292793333530426,0.08381640166044235,0.06544914841651917,-0.010706285014748573
regular,0.319088876247406,0.14601212739944458,0.2117871195077896,0.2074413299560547,0.20954503118991852,0.15137939155101776,0.2056218683719635,0.18334713578224182
season,0.13301074504852295,0.2196287363767624,0.3867887854576111,0.1752285361289978,0.16828195750713348,0.24797968566417694,0.22867095470428467,0.16793298721313477
games,0.22799387574195862,0.18658822774887085,0.38664546608924866,0.20172636210918427,0.1759859025478363,0.21596553921699524,0.24196669459342957,0.1360001415014267
since,0.19505105912685394,0.1732138842344284,0.12518474459648132,0.2255501002073288,0.31183943152427673,0.4384658932685852,0.2796047627925873,0.2876587212085724
the,0.31866246461868286,0.24749229848384857,0.2602776288986206,0.28883472084999084,0.3612101674079895,0.48711544275283813,0.2346092015504837,0.22068053483963013
league,0.16858869791030884,0.16983580589294434,0.38784167170524597,0.1772279441356659,0.17276912927627563,0.21425791084766388,0.287238210439682,0.15941482782363892
expanded,0.1769576072692871,0.09606634825468063,0.130808487534523,0.1567518413066864,0.24863728880882263,0.23690104484558105,0.2178938239812851,0.2124357968568802
to,0.32886266708374023,0.23296888172626495,0.2185782641172409,0.23381315171718597,0.4675939381122589,0.3636345863342285,0.2857024669647217,0.29463258385658264
a,0.33696019649505615,0.1979188621044159,0.2255268394947052,0.30176547169685364,0.31908270716667175,0.4508470594882965,0.19205118715763092,0.23916715383529663
16-game,0.3020898997783661,0.2132527232170105,0.29366227984428406,0.24692150950431824,0.26177874207496643,0.21923798322677612,0.22890686988830566,0.26639387011528015
schedule,0.27880921959877014,0.06613580137491226,0.20437495410442352,0.2911846935749054,0.17476774752140045,0.21744026243686676,0.19636397063732147,0.16743622720241547
in,0.20589488744735718,0.2380082756280899,0.2115829735994339,0.2874506413936615,0.25397348403930664,0.45514053106307983,0.22989791631698608,0.20430970191955566
1978,-0.0026651800144463778,0.03599119186401367,-0.01030989084392786,-0.03688376024365425,-0.0005045529687777162,0.08774974942207336,-0.0649033710360527,0.06364871561527252
.,0.27828580141067505,0.2702518403530121,0.23446570336818695,0.27780240774154663,0.3154444992542267,0.40146201848983765,0.2092851847410202,0.4130953550338745
