,health,problems,were,lower,in,places,with,higher,levels,of,what,?
mississippi,0.11076779663562775,0.07436564564704895,0.21788252890110016,0.23113617300987244,0.21188393235206604,0.12342671304941177,0.11902514845132828,0.17176516354084015,0.09134948253631592,0.20277418196201324,0.1531691700220108,0.1548103243112564
and,0.3215619623661041,0.285793662071228,0.42175528407096863,0.2802542746067047,0.4954058527946472,0.36121195554733276,0.5477725267410278,0.3147866129875183,0.2956688106060028,0.5116966962814331,0.31309178471565247,0.20544172823429108
new,0.16824112832546234,0.19705583155155182,0.21711495518684387,0.2116442620754242,0.3758552670478821,0.24358199536800385,0.24325589835643768,0.19019809365272522,0.2561512887477875,0.343457967042923,0.2130378633737564,0.14782847464084625
york,0.20257523655891418,0.16787666082382202,0.18790318071842194,0.15693241357803345,0.2961827218532562,0.21772319078445435,0.18072271347045898,0.17304998636245728,0.17297689616680145,0.23040355741977692,0.15652963519096375,0.15262620151042938
),0.14603538811206818,0.17140987515449524,0.1566188633441925,0.19089847803115845,0.3326910734176636,0.14932109415531158,0.3069596290588379,0.19929355382919312,0.1736932098865509,0.3680361211299896,0.26259949803352356,0.42300865054130554
with,0.21318627893924713,0.3139011859893799,0.3179011940956116,0.1784515678882599,0.4080928862094879,0.2468276470899582,0.9999999403953552,0.20294103026390076,0.21957921981811523,0.41827285289764404,0.2464839518070221,0.2433311939239502
large,0.09892933815717697,0.23442187905311584,0.3147265911102295,0.2434830516576767,0.2841601073741913,0.27001550793647766,0.26124298572540283,0.2993980944156647,0.189651221036911,0.3569655418395996,0.2017821967601776,0.1355665624141693
differences,0.20150059461593628,0.40958258509635925,0.2931603193283081,0.22878582775592804,0.23158365488052368,0.32300975918769836,0.27110087871551514,0.3061828315258026,0.29232800006866455,0.3115874230861664,0.3500737249851227,0.20399115979671478
in,0.2500189542770386,0.21061907708644867,0.3815755248069763,0.27455443143844604,1.0,0.3709096312522888,0.4080928862094879,0.23285751044750214,0.2418597936630249,0.5696388483047485,0.30808621644973755,0.20430970191955566
household,0.2738668620586395,0.15902039408683777,0.2903110980987549,0.1478864550590515,0.19101502001285553,0.1411588340997696,0.2215779572725296,0.19871601462364197,0.14185118675231934,0.2802146077156067,0.16065490245819092,0.12460741400718689
income,0.33056288957595825,0.21276745200157166,0.20246681571006775,0.25601446628570557,0.1795814335346222,0.1712326556444168,0.19497792422771454,0.2679516673088074,0.209359273314476,0.2581324577331543,0.21837803721427917,0.14935168623924255
.,0.25832483172416687,0.2602308988571167,0.3378238379955292,0.24347278475761414,0.5591574311256409,0.27904579043388367,0.4446153938770294,0.2524722218513489,0.24042059481143951,0.5352458953857422,0.3567904531955719,0.4130953550338745
