,when,did,mark,woods,leave,abc,?
to,0.5423505902290344,0.4452643394470215,0.2008102536201477,0.22002160549163818,0.408642441034317,0.1762417107820511,0.29463258385658264
vice-chairman,0.17001710832118988,0.1375640630722046,0.20198944211006165,0.18732798099517822,0.18611480295658112,0.21051669120788574,0.10472805052995682
of,0.3757161796092987,0.2513895630836487,0.16461719572544098,0.19778653979301453,0.22741928696632385,0.14607268571853638,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.2235521525144577,0.25063925981521606,0.32171857357025146,0.2068762183189392,0.22068053483963013
board,0.2081456184387207,0.12808117270469666,0.050425201654434204,0.17363058030605316,0.18531596660614014,0.08729095011949539,0.1261475533246994
before,0.5650408267974854,0.33642593026161194,0.28459733724594116,0.17180223762989044,0.34087395668029785,0.15682047605514526,0.2507109045982361
leaving,0.48623764514923096,0.26762503385543823,0.19117407500743866,0.2053988128900528,0.6512781977653503,0.16856440901756287,0.11571593582630157
abc,0.13294127583503723,0.13353709876537323,0.10926949232816696,0.18124940991401672,0.11236311495304108,1.0000001192092896,0.19065172970294952
altogether,0.37540632486343384,0.286638081073761,0.1369483917951584,0.18136537075042725,0.24537979066371918,0.12425145506858826,0.2989068627357483
on,0.37706470489501953,0.2670976221561432,0.16977544128894806,0.2297074943780899,0.23102210462093353,0.2862928807735443,0.2714994251728058
june,0.2469879388809204,0.26244688034057617,0.19085338711738586,0.13114087283611298,0.17918510735034943,0.22739821672439575,0.31416764855384827
30,0.07008512318134308,-0.015366257168352604,-0.015134474262595177,0.12578842043876648,0.05613051727414131,0.08241145312786102,-0.08261742442846298
",",0.36674630641937256,0.3015086054801941,0.2642361521720886,0.2992924749851227,0.2779998779296875,0.2097204476594925,0.31091248989105225
1951,-0.14713290333747864,-0.049836352467536926,-0.15319396555423737,-0.10177428275346756,-0.04333401471376419,-0.20744729042053223,-0.20064012706279755
.,0.475719153881073,0.35288307070732117,0.21911589801311493,0.2466553896665573,0.30909571051597595,0.2567209303379059,0.4130953550338745
