,who,was,appointed,as,the,replacement,for,duke,yansheng,kong,duanyou,?
),0.2457384318113327,0.3267642855644226,0.21555007994174957,0.32161882519721985,0.3456730246543884,0.18743525445461273,0.3639558255672455,0.24323073029518127,0.21135643124580383,0.19782009720802307,0.360781192779541,0.42300865054130554
in,0.2792111933231354,0.45514053106307983,0.23088723421096802,0.3887844979763031,0.6662389636039734,0.2093958556652069,0.4322226941585541,0.2125099152326584,0.21039025485515594,0.166715607047081,0.26324111223220825,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,0.2626524269580841,0.48381632566452026,1.0,0.27791428565979004,0.4739971458911896,0.218814879655838,0.24177713692188263,0.19810858368873596,0.3078915774822235,0.22068053483963013
north,0.11026738584041595,0.29020047187805176,0.1401587575674057,0.22670356929302216,0.36298373341560364,0.08575690537691116,0.17560088634490967,0.22954314947128296,0.15195859968662262,0.20941351354122162,0.2903795540332794,0.11829731613397598
appointed,0.3215055465698242,0.33569878339767456,1.0,0.2932926416397095,0.2626524269580841,0.20833948254585266,0.2262866050004959,0.18000002205371857,0.188821479678154,0.13875208795070648,0.2209404855966568,0.13895352184772491
kong,0.1501600444316864,0.23660093545913696,0.13875208795070648,0.17102283239364624,0.19810858368873596,0.0876818597316742,0.15944050252437592,0.09501470625400543,0.345233678817749,1.0,0.2504231929779053,0.10485735535621643
duanyou,0.278854638338089,0.24691781401634216,0.2209404855966568,0.3216191828250885,0.3078915774822235,0.24473270773887634,0.26837480068206787,0.34243640303611755,0.4966682195663452,0.2504231929779053,1.0,0.42137411236763
's,0.05599616840481758,0.008974763564765453,-0.07290255278348923,-0.05775856226682663,-0.01540423184633255,-0.031702689826488495,-0.07241261005401611,-0.09903083741664886,0.06032907962799072,0.11271291971206665,0.0530397966504097,-0.023395681753754616
brother,0.39596912264823914,0.30654317140579224,0.22336064279079437,0.21640218794345856,0.1885300725698471,0.15450432896614075,0.17453324794769287,0.3273470401763916,0.18689344823360443,0.09823466837406158,0.2551179528236389,0.14267398416996002
kong,0.1501600444316864,0.23660093545913696,0.13875208795070648,0.17102283239364624,0.19810858368873596,0.0876818597316742,0.15944050252437592,0.09501470625400543,0.345233678817749,1.0,0.2504231929779053,0.10485735535621643
duancao,0.24405653774738312,0.25025779008865356,0.24631910026073456,0.3106190264225006,0.312752366065979,0.20316743850708008,0.1858423501253128,0.3112677335739136,0.4758186638355255,0.28352031111717224,0.6639045476913452,0.23586323857307434
who,0.9999998807907104,0.3318818509578705,0.3215055465698242,0.3923053741455078,0.3733934462070465,0.16264943778514862,0.37110671401023865,0.20138677954673767,0.2808656096458435,0.1501600444316864,0.278854638338089,0.26220351457595825
remained,0.18943379819393158,0.49345076084136963,0.33334025740623474,0.28079915046691895,0.3492392301559448,0.2362256646156311,0.17849485576152802,0.1966308206319809,0.0591692291200161,0.07234790921211243,0.17690634727478027,0.08263323456048965
in,0.2792111933231354,0.45514053106307983,0.23088723421096802,0.3887844979763031,0.6662389636039734,0.2093958556652069,0.4322226941585541,0.2125099152326584,0.21039025485515594,0.166715607047081,0.26324111223220825,0.20430970191955566
qufu,0.30677878856658936,0.29927951097488403,0.2649829387664795,0.22221803665161133,0.2998673617839813,0.1424945592880249,0.18512481451034546,0.1928836852312088,0.4243142008781433,0.2630954086780548,0.37538912892341614,0.22731199860572815
as,0.3923053741455078,0.3677520453929901,0.2932926416397095,1.0,0.48381632566452026,0.33112290501594543,0.44774648547172546,0.14334118366241455,0.23219919204711914,0.17102283239364624,0.3216191828250885,0.27043893933296204
duke,0.20138677954673767,0.23636797070503235,0.18000002205371857,0.14334118366241455,0.218814879655838,0.13744406402111053,0.15586405992507935,0.9999999403953552,0.136144757270813,0.09501470625400543,0.34243640303611755,0.13699419796466827
yansheng,0.2808656096458435,0.2358846366405487,0.188821479678154,0.23219919204711914,0.24177713692188263,0.15167997777462006,0.22981420159339905,0.136144757270813,1.0,0.345233678817749,0.4966682195663452,0.21368952095508575
.,0.3541337847709656,0.40146201848983765,0.23383042216300964,0.515582263469696,0.5934505462646484,0.26630303263664246,0.4726039469242096,0.2317274808883667,0.23576001822948456,0.19670623540878296,0.3587249219417572,0.4130953550338745
