,whose,chandelier,grace,the,rotunda,at,the,v,&,a,'s,main,entrance,?
chandelier,0.1632620096206665,0.9999999403953552,0.32733064889907837,0.26032161712646484,0.28363943099975586,0.2053179293870926,0.26032161712646484,0.118165522813797,0.12949064373970032,0.24216169118881226,0.022031303495168686,0.11648283898830414,0.2656554877758026,0.19418245553970337
by,0.3384193778038025,0.2567831873893738,0.19353429973125458,0.4408751428127289,0.15245966613292694,0.2368064820766449,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,-0.010884488001465797,0.21864338219165802,0.17967933416366577,0.17966607213020325
dale,0.10708672553300858,0.14220435917377472,0.16040600836277008,0.2041284143924713,0.16403180360794067,0.14747782051563263,0.2041284143924713,0.08914118260145187,0.16107864677906036,0.21283353865146637,0.08101057261228561,0.11980628967285156,0.12103649228811264,0.15363527834415436
chihuly,0.20619884133338928,0.3107488751411438,0.24056749045848846,0.36394429206848145,0.30299466848373413,0.20049910247325897,0.36394429206848145,0.10787011682987213,0.15348383784294128,0.37346625328063965,0.04251108318567276,0.186552032828331,0.21556805074214935,0.23577477037906647
in,0.23496666550636292,0.21877990663051605,0.16484299302101135,0.6662389636039734,0.2481614053249359,0.4374977946281433,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,-0.037580832839012146,0.28862449526786804,0.215397909283638,0.20430970191955566
the,0.38253846764564514,0.26032161712646484,0.20940588414669037,1.0,0.2560749650001526,0.457212895154953,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.38631999492645264,0.31372344493865967,0.22068053483963013
rotunda,0.16158796846866608,0.28363943099975586,0.23373007774353027,0.2560749650001526,1.0000001192092896,0.25900933146476746,0.2560749650001526,0.17812024056911469,0.15975548326969147,0.24729782342910767,0.01191867794841528,0.24004146456718445,0.40548601746559143,0.11097706854343414
at,0.17824941873550415,0.2053179293870926,0.1753072291612625,0.457212895154953,0.25900933146476746,1.0,0.457212895154953,0.16234125196933746,0.12151119112968445,0.3095070421695709,-0.08481216430664062,0.2409709095954895,0.30527976155281067,0.21978627145290375
the,0.38253846764564514,0.26032161712646484,0.20940588414669037,1.0,0.2560749650001526,0.457212895154953,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.38631999492645264,0.31372344493865967,0.22068053483963013
museum,0.017854614183306694,0.20039762556552887,0.13256734609603882,0.24861779808998108,0.36988359689712524,0.23034606873989105,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,-0.011753248050808907,0.12107153236865997,0.2587375044822693,0.14128351211547852
's,-0.019954677671194077,0.022031303495168686,0.048655685037374496,-0.01540423184633255,0.01191867794841528,-0.08481216430664062,-0.01540423184633255,-0.008823617361485958,-0.02038128487765789,0.04866964742541313,0.9999999403953552,0.032559316605329514,0.017093738541007042,-0.023395681753754616
main,0.21807125210762024,0.11648283898830414,0.10820180177688599,0.38631999492645264,0.24004146456718445,0.2409709095954895,0.38631999492645264,0.035056184977293015,0.1304062455892563,0.27217230200767517,0.032559316605329514,1.0000001192092896,0.23408080637454987,0.1665669083595276
entrance,0.1546110063791275,0.2656554877758026,0.15263980627059937,0.31372344493865967,0.40548601746559143,0.30527976155281067,0.31372344493865967,0.05822576954960823,0.13978439569473267,0.2656034231185913,0.017093738541007042,0.23408080637454987,1.0000001192092896,0.07963564246892929
.,0.2718997597694397,0.24456430971622467,0.22931961715221405,0.5934505462646484,0.22829467058181763,0.4549728035926819,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,-0.003708066651597619,0.31122034788131714,0.21017757058143616,0.4130953550338745
