,along,with,10,cloverfield,lane,",",what,paramount,trailer,appeared,during,the,super,bowl,?
egypt,0.1694774478673935,0.16734418272972107,0.13762535154819489,0.17989139258861542,0.16900436580181122,0.2490617334842682,0.1976596713066101,0.19505326449871063,0.07892070710659027,0.14926286041736603,0.20927612483501434,0.2536296546459198,0.06365250051021576,0.10318712890148163,0.17769601941108704
",",0.29824912548065186,0.4120737314224243,0.1734008640050888,0.375484824180603,0.22369475662708282,1.0000001192092896,0.3087472915649414,0.23081281781196594,0.20151035487651825,0.30425316095352173,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
paramount,0.11686549335718155,0.21806146204471588,0.002199416747316718,0.312653124332428,0.2220240980386734,0.23081281781196594,0.1447969675064087,1.0,0.31387844681739807,0.23443056643009186,0.14327478408813477,0.21407467126846313,0.17205844819545746,0.17346921563148499,0.1511610448360443
paid,0.21664701402187347,0.22099155187606812,0.10452134907245636,0.1732020378112793,0.13584472239017487,0.18092423677444458,0.254770964384079,0.24635596573352814,0.17094449698925018,0.21218495070934296,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.249526709318161,0.39140474796295166,0.07862305641174316,0.2720806300640106,0.20664037764072418,0.4464869201183319,0.3017193675041199,0.19609104096889496,0.1980103701353073,0.2528862953186035,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
teenage,0.17290347814559937,0.21391284465789795,0.08839785307645798,0.3476659953594208,0.16345827281475067,0.1923602968454361,0.24582551419734955,0.18847164511680603,0.2176484614610672,0.3630334436893463,0.2767832279205322,0.2080013006925583,0.2508498728275299,0.11136696487665176,0.18613165616989136
mutant,0.17784622311592102,0.1542770117521286,0.038680147379636765,0.2720068395137787,0.1651073545217514,0.1933673471212387,0.25245264172554016,0.17538438737392426,0.2315954864025116,0.23098738491535187,0.168541818857193,0.23348142206668854,0.27849283814430237,0.11917673051357269,0.17710834741592407
ninja,0.17128121852874756,0.21588875353336334,0.06177064776420593,0.2621324062347412,0.09685352444648743,0.17336240410804749,0.21086284518241882,0.17214521765708923,0.19800588488578796,0.2573668360710144,0.2455226331949234,0.21667362749576569,0.33115872740745544,0.19230863451957703,0.1371469497680664
turtles,0.2346191555261612,0.16169308125972748,0.10816692560911179,0.31002599000930786,0.1462801843881607,0.23733381927013397,0.18010659515857697,0.17476719617843628,0.14466483891010284,0.30882179737091064,0.1996438056230545,0.2550264298915863,0.270868182182312,0.1677391082048416,0.09554774314165115
:,-0.04340015724301338,0.039687950164079666,-0.05974526330828667,-0.11365748941898346,-0.08210942894220352,-0.004729332868009806,-0.12022944539785385,-0.0916600450873375,-0.10141312330961227,-0.06789634376764297,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
out,0.3042502701282501,0.3367781639099121,0.11407573521137238,0.18418994545936584,0.20387385785579681,0.3161109685897827,0.3633197546005249,0.17773368954658508,0.2418963462114334,0.0933326929807663,0.2754679322242737,0.39404502511024475,0.18827584385871887,0.21548143029212952,0.22020699083805084
of,0.34889817237854004,0.41827285289764404,0.2777891755104065,0.2582555413246155,0.15131840109825134,0.4946078956127167,0.33290785551071167,0.12845782935619354,0.1294957548379898,0.24007049202919006,0.3869180977344513,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
the,0.39495137333869934,0.4223487675189972,0.2880653440952301,0.26082196831703186,0.17604383826255798,0.4933079481124878,0.42745697498321533,0.21407467126846313,0.25035014748573303,0.30265679955482483,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
shadows,0.1871580332517624,0.19402864575386047,0.07143755257129669,0.2642059326171875,0.24502916634082794,0.2285430133342743,0.13055908679962158,0.20524078607559204,0.2213125228881836,0.2771799862384796,0.1582372486591339,0.2440287470817566,0.1905735433101654,0.145412877202034,0.10613467544317245
and,0.4213258922100067,0.5477725267410278,0.2397010177373886,0.3303966224193573,0.28166595101356506,0.6633074283599854,0.31309178471565247,0.20837625861167908,0.1914048194885254,0.2529698610305786,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
10,0.20534533262252808,0.11515160650014877,1.0,0.08248696476221085,0.05658627673983574,0.1734008640050888,0.11840458959341049,0.002199416747316718,-0.0003390664351172745,0.04086728394031525,0.1398424357175827,0.2880653440952301,0.053164973855018616,0.06414627283811569,0.022911956533789635
cloverfield,0.20946215093135834,0.23224510252475739,0.08248696476221085,1.0000001192092896,0.3948054313659668,0.375484824180603,0.15067711472511292,0.312653124332428,0.22667396068572998,0.34396883845329285,0.10797914862632751,0.26082196831703186,0.24540522694587708,0.2618936002254486,0.18510612845420837
lane,0.18401296436786652,0.16943670809268951,0.05658627673983574,0.3948054313659668,1.0,0.22369475662708282,0.1767110675573349,0.2220240980386734,0.28777849674224854,0.1783088743686676,0.08047500997781754,0.17604383826255798,0.14465077221393585,0.21094240248203278,0.12951500713825226
",",0.29824912548065186,0.4120737314224243,0.1734008640050888,0.375484824180603,0.22369475662708282,1.0000001192092896,0.3087472915649414,0.23081281781196594,0.20151035487651825,0.30425316095352173,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
universal,0.11152379214763641,0.1955629140138626,0.1249408945441246,0.19428643584251404,0.16040140390396118,0.23720639944076538,0.20640362799167633,0.5043118596076965,0.19180795550346375,0.16388384997844696,0.1565779447555542,0.2359178364276886,0.16074901819229126,0.11771684139966965,0.2074412703514099
paid,0.21664701402187347,0.22099155187606812,0.10452134907245636,0.1732020378112793,0.13584472239017487,0.18092423677444458,0.254770964384079,0.24635596573352814,0.17094449698925018,0.21218495070934296,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.249526709318161,0.39140474796295166,0.07862305641174316,0.2720806300640106,0.20664037764072418,0.4464869201183319,0.3017193675041199,0.19609104096889496,0.1980103701353073,0.2528862953186035,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
the,0.39495137333869934,0.4223487675189972,0.2880653440952301,0.26082196831703186,0.17604383826255798,0.4933079481124878,0.42745697498321533,0.21407467126846313,0.25035014748573303,0.30265679955482483,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
secret,0.1495024561882019,0.15427957475185394,0.025987235829234123,0.23654447495937347,0.158224955201149,0.20687520503997803,0.2518046498298645,0.22121715545654297,0.2036322057247162,0.2176157534122467,0.22462093830108643,0.23541073501110077,0.20352357625961304,0.08383673429489136,0.16440534591674805
life,0.11794915050268173,0.21728253364562988,0.04514903202652931,0.20315097272396088,0.22346125543117523,0.24050940573215485,0.24693015217781067,0.12628735601902008,0.15427353978157043,0.24670037627220154,0.2978016436100006,0.23528170585632324,0.11999484151601791,0.12527509033679962,0.21677987277507782
of,0.34889817237854004,0.41827285289764404,0.2777891755104065,0.2582555413246155,0.15131840109825134,0.4946078956127167,0.33290785551071167,0.12845782935619354,0.1294957548379898,0.24007049202919006,0.3869180977344513,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
pets,0.17849454283714294,0.16886141896247864,0.0987754762172699,0.2469509243965149,0.1608995944261551,0.20324310660362244,0.13089267909526825,0.23021721839904785,0.18353646993637085,0.15960197150707245,0.1426982432603836,0.18120507895946503,0.15140703320503235,0.12168092280626297,0.16451407968997955
and,0.4213258922100067,0.5477725267410278,0.2397010177373886,0.3303966224193573,0.28166595101356506,0.6633074283599854,0.31309178471565247,0.20837625861167908,0.1914048194885254,0.2529698610305786,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
the,0.39495137333869934,0.4223487675189972,0.2880653440952301,0.26082196831703186,0.17604383826255798,0.4933079481124878,0.42745697498321533,0.21407467126846313,0.25035014748573303,0.30265679955482483,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
debut,0.12857598066329956,0.2036544531583786,0.1007164940237999,0.2024461179971695,0.14990298449993134,0.2218245416879654,0.12330318242311478,0.232179194688797,0.2099684327840805,0.33644890785217285,0.21755248308181763,0.2226441204547882,0.17349262535572052,0.13468661904335022,0.10726679861545563
trailer,0.2541729807853699,0.15126587450504303,-0.0003390664351172745,0.22667396068572998,0.28777849674224854,0.20151035487651825,0.19146892428398132,0.31387844681739807,1.0000001192092896,0.24258671700954437,0.17172709107398987,0.25035014748573303,0.21072626113891602,0.10071451216936111,0.19411374628543854
for,0.249526709318161,0.39140474796295166,0.07862305641174316,0.2720806300640106,0.20664037764072418,0.4464869201183319,0.3017193675041199,0.19609104096889496,0.1980103701353073,0.2528862953186035,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
jason,0.21038120985031128,0.13522754609584808,0.02028922736644745,0.3045029938220978,0.28311407566070557,0.25254037976264954,0.21427975594997406,0.2343990057706833,0.2180580347776413,0.25950950384140015,0.16941200196743011,0.1862032264471054,0.14509907364845276,0.2034790962934494,0.13378524780273438
bourne,0.2082653045654297,0.21840262413024902,0.0773773267865181,0.44365108013153076,0.3693245053291321,0.19526463747024536,0.06116512417793274,0.22097240388393402,0.1459893137216568,0.21259738504886627,0.1761315017938614,0.1838947832584381,0.04500928521156311,0.13936516642570496,0.059104710817337036
and,0.4213258922100067,0.5477725267410278,0.2397010177373886,0.3303966224193573,0.28166595101356506,0.6633074283599854,0.31309178471565247,0.20837625861167908,0.1914048194885254,0.2529698610305786,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
disney,0.16936275362968445,0.2006005197763443,0.03901686519384384,0.28889742493629456,0.216258704662323,0.2132069319486618,0.19632026553153992,0.49851900339126587,0.30948948860168457,0.24238480627536774,0.16498379409313202,0.24980762600898743,0.17334483563899994,0.13802848756313324,0.22150784730911255
paid,0.21664701402187347,0.22099155187606812,0.10452134907245636,0.1732020378112793,0.13584472239017487,0.18092423677444458,0.254770964384079,0.24635596573352814,0.17094449698925018,0.21218495070934296,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.249526709318161,0.39140474796295166,0.07862305641174316,0.2720806300640106,0.20664037764072418,0.4464869201183319,0.3017193675041199,0.19609104096889496,0.1980103701353073,0.2528862953186035,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
captain,0.12292258441448212,0.16747425496578217,0.033771708607673645,0.21755461394786835,0.16577042639255524,0.21827615797519684,0.18077895045280457,0.28551220893859863,0.12709511816501617,0.23895594477653503,0.21516995131969452,0.2267821580171585,0.22672757506370544,0.1352744996547699,0.12160754203796387
america,0.17035698890686035,0.21664398908615112,0.17013415694236755,0.2402554303407669,0.1335228681564331,0.253568559885025,0.2517423629760742,0.23384001851081848,0.21623951196670532,0.2744964063167572,0.245676651597023,0.37090015411376953,0.17941345274448395,0.1506969928741455,0.19333907961845398
:,-0.04340015724301338,0.039687950164079666,-0.05974526330828667,-0.11365748941898346,-0.08210942894220352,-0.004729332868009806,-0.12022944539785385,-0.0916600450873375,-0.10141312330961227,-0.06789634376764297,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
civil,0.10868970304727554,0.13053880631923676,0.14342853426933289,0.2373640090227127,0.16549937427043915,0.24795588850975037,0.15091551840305328,0.14899888634681702,0.11938820779323578,0.11455900967121124,0.2953299880027771,0.2477465271949768,0.11822199821472168,0.1388452649116516,0.1494513899087906
war,0.13454990088939667,0.20580904185771942,0.10086486488580704,0.2143399864435196,0.15838168561458588,0.2671184241771698,0.22516006231307983,0.2532093822956085,0.20499840378761292,0.19299902021884918,0.4802435040473938,0.366199791431427,0.18514211475849152,0.24981583654880524,0.15510529279708862
",",0.29824912548065186,0.4120737314224243,0.1734008640050888,0.375484824180603,0.22369475662708282,1.0000001192092896,0.3087472915649414,0.23081281781196594,0.20151035487651825,0.30425316095352173,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
the,0.39495137333869934,0.4223487675189972,0.2880653440952301,0.26082196831703186,0.17604383826255798,0.4933079481124878,0.42745697498321533,0.21407467126846313,0.25035014748573303,0.30265679955482483,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
jungle,0.24009349942207336,0.16537895798683167,0.1737968921661377,0.35178959369659424,0.19179515540599823,0.2301325649023056,0.1957641839981079,0.2734318971633911,0.3153095245361328,0.23423326015472412,0.20846304297447205,0.2256680727005005,0.19263805449008942,0.15658722817897797,0.14855629205703735
book,0.11444730311632156,0.17745907604694366,0.048250336199998856,0.24089090526103973,0.16866753995418549,0.23644568026065826,0.2872225046157837,0.22587044537067413,0.22744227945804596,0.22453369200229645,0.17538011074066162,0.2652374505996704,0.13728712499141693,0.16094686090946198,0.20572158694267273
and,0.4213258922100067,0.5477725267410278,0.2397010177373886,0.3303966224193573,0.28166595101356506,0.6633074283599854,0.31309178471565247,0.20837625861167908,0.1914048194885254,0.2529698610305786,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
alice,0.15726618468761444,0.16152676939964294,0.027137110009789467,0.2645026445388794,0.2485593855381012,0.2550550401210785,0.19639728963375092,0.173686683177948,0.28642067313194275,0.21351701021194458,0.0894574224948883,0.21022173762321472,0.0932968258857727,0.04757571220397949,0.1645866334438324
through,0.4089634418487549,0.26801666617393494,0.18461163341999054,0.13011664152145386,0.19179581105709076,0.3060276508331299,0.23167094588279724,0.17172305285930634,0.21355906128883362,0.13950049877166748,0.3816036581993103,0.44071322679519653,0.1291290819644928,0.156644806265831,0.16913433372974396
the,0.39495137333869934,0.4223487675189972,0.2880653440952301,0.26082196831703186,0.17604383826255798,0.4933079481124878,0.42745697498321533,0.21407467126846313,0.25035014748573303,0.30265679955482483,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
looking,0.1951638013124466,0.23909246921539307,0.08193013072013855,0.2182687371969223,0.1820337325334549,0.23123399913311005,0.39359530806541443,0.08735384047031403,0.17106106877326965,0.19201737642288208,0.10656271874904633,0.30421850085258484,0.16110338270664215,0.12477017939090729,0.2733345925807953
glass,0.12900663912296295,0.2433197796344757,0.012582456693053246,0.15706169605255127,0.23205403983592987,0.23527590930461884,0.13572539389133453,0.2100391983985901,0.16904562711715698,0.13321614265441895,0.1921582669019699,0.20646950602531433,0.10992680490016937,0.28697285056114197,0.1252557635307312
.,0.27491724491119385,0.4446153938770294,0.15478138625621796,0.2860502004623413,0.23857764899730682,0.6812511086463928,0.3567904531955719,0.22879599034786224,0.1708780825138092,0.2511556148529053,0.3485563397407532,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
