,what,language,other,than,english,has,the,scottish,parliament,had,meetings,in,?
to,0.455847829580307,0.2763397693634033,0.4193183183670044,0.3192550539970398,0.21984367072582245,0.3619994819164276,0.535392165184021,0.1268421709537506,0.20290622115135193,0.37984350323677063,0.2931969165802002,0.45010748505592346,0.29463258385658264
the,0.42745697498321533,0.30198320746421814,0.44152235984802246,0.3227543234825134,0.23982001841068268,0.4177538752555847,1.0,0.21724988520145416,0.26521381735801697,0.3875846862792969,0.31532901525497437,0.6662389636039734,0.22068053483963013
chamber,0.1224752739071846,0.07380882650613785,0.15642188489437103,0.13417960703372955,0.11552377045154572,0.17131128907203674,0.2594704031944275,0.07167870551347733,0.3028145730495453,0.20704270899295807,0.23115618526935577,0.18419700860977173,0.04307165369391441
are,0.29724663496017456,0.26836323738098145,0.5932393670082092,0.39206281304359436,0.20190079510211945,0.4313911199569702,0.40399202704429626,0.15686963498592377,0.09480422735214233,0.3489702045917511,0.2924313545227051,0.3841303884983063,0.24591213464736938
normally,0.30112072825431824,0.13974805176258087,0.3877561092376709,0.36238446831703186,0.14579899609088898,0.33081212639808655,0.3523634970188141,0.1731623411178589,0.21420691907405853,0.2083185911178589,0.2192353457212448,0.27602890133857727,0.20675471425056458
delivered,0.15653006732463837,0.10930172353982925,0.14382368326187134,0.18213693797588348,0.11083614826202393,0.1473313719034195,0.24479162693023682,0.09110789746046066,0.14664560556411743,0.3156701326370239,0.21297498047351837,0.17497003078460693,0.17044389247894287
in,0.30808621644973755,0.23268210887908936,0.39989137649536133,0.3270052373409271,0.19623121619224548,0.4173259735107422,0.6662389636039734,0.16512006521224976,0.2323146015405655,0.385026752948761,0.24394764006137848,1.0,0.20430970191955566
english,0.25060737133026123,0.4612087905406952,0.22768984735012054,0.18295510113239288,0.9999999403953552,0.18010249733924866,0.23982001841068268,0.4443587064743042,0.28013014793395996,0.17966125905513763,0.20149576663970947,0.19623121619224548,0.23251567780971527
",",0.3087472915649414,0.2694627344608307,0.4446498453617096,0.3371901512145996,0.3339248597621918,0.3734780251979828,0.4933079481124878,0.21369139850139618,0.25442883372306824,0.35487717390060425,0.22502809762954712,0.5201468467712402,0.31091248989105225
but,0.5029441118240356,0.2890211343765259,0.5185769200325012,0.5279248356819153,0.2963116765022278,0.41906601190567017,0.4859698414802551,0.20022492110729218,0.21308359503746033,0.4414518475532532,0.2769094407558441,0.48674455285072327,0.27921953797340393
members,0.16873176395893097,0.1449298858642578,0.31560012698173523,0.1746993064880371,0.1691831648349762,0.19174115359783173,0.3321719169616699,0.2065322995185852,0.3503897786140442,0.2699684798717499,0.4481082558631897,0.196792870759964,0.10212311148643494
may,0.25739946961402893,0.16963540017604828,0.40045788884162903,0.3617818057537079,0.24556966125965118,0.2377731204032898,0.2694292366504669,0.21667926013469696,0.21585623919963837,0.2659246623516083,0.18862758576869965,0.3424151837825775,0.2768254578113556
use,0.3453877568244934,0.30800333619117737,0.389494389295578,0.34420761466026306,0.24783019721508026,0.2701425552368164,0.34342584013938904,0.18392275273799896,0.14381763339042664,0.22564378380775452,0.22929097712039948,0.2715643048286438,0.32795652747154236
scots,0.1671418398618698,0.2342357188463211,0.1532042771577835,0.12479038536548615,0.3902612626552582,0.08420614898204803,0.22918754816055298,0.5799076557159424,0.32745176553726196,0.19368965923786163,0.18411768972873688,0.15963716804981232,0.1396099328994751
",",0.3087472915649414,0.2694627344608307,0.4446498453617096,0.3371901512145996,0.3339248597621918,0.3734780251979828,0.4933079481124878,0.21369139850139618,0.25442883372306824,0.35487717390060425,0.22502809762954712,0.5201468467712402,0.31091248989105225
gaelic,0.1209539994597435,0.32679715752601624,0.1630477011203766,0.11366337537765503,0.3644055724143982,0.1928345412015915,0.2461979240179062,0.5314286351203918,0.28329765796661377,0.16515961289405823,0.2340107262134552,0.2042301446199417,0.09839983284473419
",",0.3087472915649414,0.2694627344608307,0.4446498453617096,0.3371901512145996,0.3339248597621918,0.3734780251979828,0.4933079481124878,0.21369139850139618,0.25442883372306824,0.35487717390060425,0.22502809762954712,0.5201468467712402,0.31091248989105225
or,0.33867141604423523,0.2587864398956299,0.5325124859809875,0.5002588033676147,0.1728663295507431,0.316264808177948,0.4174870550632477,0.18833233416080475,0.209258034825325,0.2672365605831146,0.191672682762146,0.3586423695087433,0.32389625906944275
any,0.43670421838760376,0.21856144070625305,0.5120068788528442,0.4801669418811798,0.18559086322784424,0.3449929356575012,0.4525727927684784,0.1276768445968628,0.2043316811323166,0.3212728202342987,0.24633046984672546,0.3135753571987152,0.4113408327102661
other,0.341873437166214,0.2782444357872009,0.9999999403953552,0.5105555653572083,0.22768984735012054,0.3162766396999359,0.44152235984802246,0.10248319059610367,0.14233070611953735,0.30737367272377014,0.3254832327365875,0.39989137649536133,0.24682199954986572
language,0.28220435976982117,0.9999998807907104,0.2782444357872009,0.21318092942237854,0.4612087905406952,0.1895800083875656,0.30198320746421814,0.1482136994600296,0.2092086672782898,0.13676787912845612,0.18353579938411713,0.23268210887908936,0.25349316000938416
with,0.2464839518070221,0.18017911911010742,0.44086363911628723,0.3028803765773773,0.1562870889902115,0.44092974066734314,0.4223487675189972,0.20394033193588257,0.14422082901000977,0.4739086329936981,0.21684642136096954,0.4080928862094879,0.2433311939239502
the,0.42745697498321533,0.30198320746421814,0.44152235984802246,0.3227543234825134,0.23982001841068268,0.4177538752555847,1.0,0.21724988520145416,0.26521381735801697,0.3875846862792969,0.31532901525497437,0.6662389636039734,0.22068053483963013
agreement,0.2851087749004364,0.16346745193004608,0.2016534060239792,0.08441852778196335,0.18895064294338226,0.18455971777439117,0.2490699142217636,0.15751732885837555,0.2645169794559479,0.28311651945114136,0.3543351888656616,0.20350398123264313,0.15830197930335999
of,0.33290785551071167,0.25272229313850403,0.38583824038505554,0.33036211133003235,0.17198967933654785,0.3909035325050354,0.733189046382904,0.1698460429906845,0.2885259687900543,0.37755560874938965,0.23476074635982513,0.5696388483047485,0.1826142966747284
the,0.42745697498321533,0.30198320746421814,0.44152235984802246,0.3227543234825134,0.23982001841068268,0.4177538752555847,1.0,0.21724988520145416,0.26521381735801697,0.3875846862792969,0.31532901525497437,0.6662389636039734,0.22068053483963013
presiding,0.21225658059120178,0.19802430272102356,0.16214635968208313,0.156817227602005,0.16042500734329224,0.15113116800785065,0.3267684876918793,0.2087658792734146,0.3959604501724243,0.19521820545196533,0.3091239929199219,0.21499644219875336,0.177648663520813
officer,0.18551595509052277,0.15592850744724274,0.10526232421398163,0.1359281986951828,0.1616930514574051,0.13986901938915253,0.25777485966682434,0.13719971477985382,0.2183782458305359,0.2579858601093292,0.18007120490074158,0.24015754461288452,0.119948610663414
.,0.3567904531955719,0.2506868243217468,0.41511186957359314,0.3594527542591095,0.2881386876106262,0.4105546176433563,0.5934505462646484,0.20125295221805573,0.23747818171977997,0.37348684668540955,0.2372949719429016,0.5591574311256409,0.4130953550338745
