,how,many,public,charter,schools,does,the,university,run,?
shankman,0.23661136627197266,0.20110368728637695,0.1557973176240921,0.20911042392253876,0.17160116136074066,0.1719873696565628,0.2773568332195282,0.30523744225502014,0.15872275829315186,0.21789847314357758
orthogenic,0.21611982583999634,0.21947477757930756,0.1460268348455429,0.18869809806346893,0.1610156148672104,0.295919269323349,0.26043862104415894,0.16133961081504822,0.10590435564517975,0.23043052852153778
school,0.11585085093975067,0.20931920409202576,0.3342896103858948,0.30727583169937134,0.7602541446685791,0.1536676436662674,0.22953221201896667,0.48676231503486633,0.14213740825653076,0.15091250836849213
(,0.1676948219537735,0.1455259770154953,0.1609111875295639,0.1613139510154724,0.15322564542293549,0.2728188931941986,0.33289089798927307,0.20313534140586853,0.1844223588705063,0.40561532974243164
a,0.29312583804130554,0.2872205972671509,0.19607044756412506,0.20456433296203613,0.2118925303220749,0.38201746344566345,0.5829201340675354,0.20256656408309937,0.2607046067714691,0.23916715383529663
residential,0.11582820117473602,0.2515426278114319,0.3511156439781189,0.24468879401683807,0.30171647667884827,0.16988180577754974,0.25597885251045227,0.25259867310523987,0.25830239057540894,0.08603290468454361
treatment,0.26799899339675903,0.24864692986011505,0.18391506373882294,0.1629171520471573,0.2115367352962494,0.22439263761043549,0.2350214421749115,0.24164119362831116,0.16892793774604797,0.20314443111419678
program,0.29295584559440613,0.23491419851779938,0.31216344237327576,0.22963623702526093,0.24719727039337158,0.1997261941432953,0.22986935079097748,0.20264679193496704,0.36022239923477173,0.1440187245607376
for,0.3308170735836029,0.40972793102264404,0.3092794418334961,0.2007191777229309,0.2320515662431717,0.35159170627593994,0.4739971458911896,0.18573740124702454,0.27206581830978394,0.264628142118454
those,0.3717906177043915,0.5882058143615723,0.1694101244211197,0.19258928298950195,0.26943519711494446,0.3144809603691101,0.42861196398735046,0.1480759233236313,0.2450924515724182,0.3328189253807068
with,0.3525622487068176,0.35744401812553406,0.17061910033226013,0.17442210018634796,0.13740696012973785,0.26186925172805786,0.4223487675189972,0.13264121115207672,0.16277898848056793,0.2433311939239502
behavioral,0.3541072607040405,0.23689459264278412,0.253435343503952,0.18885041773319244,0.22352340817451477,0.18362148106098175,0.21287773549556732,0.30574747920036316,0.12483159452676773,0.2257440835237503
and,0.33647966384887695,0.5296266674995422,0.3227643668651581,0.21405354142189026,0.29319998621940613,0.3461615741252899,0.5171257257461548,0.2665814459323883,0.2711782455444336,0.20544172823429108
emotional,0.2899605929851532,0.24392271041870117,0.25259870290756226,0.0757690891623497,0.09467590600252151,0.21731802821159363,0.19851237535476685,0.1649775356054306,0.09566237777471542,0.192344069480896
problems,0.37939780950546265,0.33828115463256836,0.21872353553771973,0.14024940133094788,0.1932537704706192,0.24798686802387238,0.2659202516078949,0.16078488528728485,0.22044169902801514,0.2638136148452759
),0.17939934134483337,0.16602720320224762,0.15635275840759277,0.15187720954418182,0.16219249367713928,0.2575884759426117,0.3456730246543884,0.20796938240528107,0.1813306212425232,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.2588968276977539,0.25566044449806213,0.2760516405105591,0.28617382049560547,0.4933079481124878,0.3017033040523529,0.2309936285018921,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.3227643668651581,0.21405354142189026,0.29319998621940613,0.3461615741252899,0.5171257257461548,0.2665814459323883,0.2711782455444336,0.20544172823429108
four,0.1955733299255371,0.4139232039451599,0.13711529970169067,0.20044063031673431,0.22219513356685638,0.14431285858154297,0.40344667434692383,0.22242772579193115,0.15621820092201233,0.14532537758350372
public,0.15624697506427765,0.25114959478378296,1.0000001192092896,0.28543245792388916,0.4260808527469635,0.18710975348949432,0.22857438027858734,0.35987716913223267,0.22418135404586792,0.19872993230819702
charter,0.11218208819627762,0.17963452637195587,0.28543245792388916,1.0000001192092896,0.3317524790763855,0.18460236489772797,0.26436546444892883,0.31848394870758057,0.1613650619983673,0.14220231771469116
schools,0.12874440848827362,0.3108086585998535,0.4260808527469635,0.3317524790763855,1.0,0.19430282711982727,0.22905772924423218,0.4070035517215729,0.20951882004737854,0.18349280953407288
on,0.32655060291290283,0.32520127296447754,0.25951382517814636,0.22432076930999756,0.18452578783035278,0.2568802833557129,0.5107308030128479,0.18291500210762024,0.2348233312368393,0.2714994251728058
the,0.33890387415885925,0.4335206151008606,0.22857438027858734,0.26436546444892883,0.22905772924423218,0.35928019881248474,1.0,0.263973206281662,0.27883726358413696,0.22068053483963013
south,0.11786635220050812,0.2319321483373642,0.21266449987888336,0.1675083339214325,0.2044089287519455,0.11284814029932022,0.3129390776157379,0.2598949372768402,0.15732906758785248,0.12336621433496475
side,0.2033666968345642,0.2147822082042694,0.12581925094127655,0.10336232930421829,0.13740037381649017,0.2402036339044571,0.37146830558776855,0.16237950325012207,0.168891042470932,0.07831130921840668
of,0.2480744868516922,0.37253960967063904,0.2391265481710434,0.2438247799873352,0.265506386756897,0.3119818866252899,0.733189046382904,0.30646374821662903,0.2272813767194748,0.1826142966747284
chicago,0.2247859537601471,0.1944255828857422,0.248158261179924,0.14078429341316223,0.21805064380168915,0.17240707576274872,0.27360326051712036,0.29005804657936096,0.16510172188282013,0.16446958482265472
administered,0.15372006595134735,0.16405647993087769,0.20379216969013214,0.28967535495758057,0.22404460608959198,0.17924080789089203,0.32922205328941345,0.19824916124343872,0.187262624502182,0.11263694614171982
by,0.34370526671409607,0.3409687578678131,0.23323717713356018,0.1632666289806366,0.1415957361459732,0.143477201461792,0.4408751428127289,0.1929011344909668,0.1807866394519806,0.17966607213020325
the,0.33890387415885925,0.4335206151008606,0.22857438027858734,0.26436546444892883,0.22905772924423218,0.35928019881248474,1.0,0.263973206281662,0.27883726358413696,0.22068053483963013
university,0.12992997467517853,0.19385361671447754,0.35987716913223267,0.31848394870758057,0.4070035517215729,0.09909145534038544,0.263973206281662,1.0,0.1579725593328476,0.11887256056070328
's,-0.026164190843701363,0.01698932610452175,0.060657959431409836,-0.07704202830791473,0.003616944421082735,-0.02895052544772625,-0.01540423184633255,-0.007441582623869181,0.017889494076371193,-0.023395681753754616
urban,0.17792615294456482,0.16275019943714142,0.2847801148891449,0.16099558770656586,0.19893118739128113,0.11276297271251678,0.1482323557138443,0.168852299451828,0.07027219980955124,0.13119809329509735
education,0.12444977462291718,0.2013951987028122,0.3925832509994507,0.3280610144138336,0.6035618185997009,0.1943693906068802,0.23982903361320496,0.503289520740509,0.18134281039237976,0.18067774176597595
institute,0.1578029990196228,0.17137596011161804,0.253785640001297,0.25121602416038513,0.2961669862270355,0.12312955409288406,0.24399729073047638,0.5763126611709595,0.14153261482715607,0.115291528403759
.,0.3287222981452942,0.3974229395389557,0.21888655424118042,0.17250345647335052,0.2752705216407776,0.3022993505001068,0.5934505462646484,0.290679007768631,0.2739698588848114,0.4130953550338745
