,who,represents,the,scottish,parliament,at,home,and,abroad,in,an,official,capacity,?
timetable,0.13226857781410217,0.1261509656906128,0.2323503941297531,0.12783628702163696,0.19778984785079956,0.25839465856552124,0.12963292002677917,0.21338430047035217,0.18223169445991516,0.20693807303905487,0.2571493089199066,0.15058539807796478,0.2960206866264343,0.32303348183631897
of,0.2827862501144409,0.3967677056789398,0.733189046382904,0.1698460429906845,0.2885259687900543,0.42558613419532776,0.24402645230293274,0.5116966962814331,0.18731701374053955,0.5696388483047485,0.32280945777893066,0.2864961326122284,0.21035969257354736,0.1826142966747284
business,0.25227707624435425,0.14497996866703033,0.2389037162065506,0.1903686821460724,0.21330928802490234,0.1551831066608429,0.232640340924263,0.33353009819984436,0.281473845243454,0.2298729121685028,0.2052680253982544,0.20114032924175262,0.1997368484735489,0.1545659303665161
in,0.2792111933231354,0.28071391582489014,0.6662389636039734,0.16512006521224976,0.2323146015405655,0.4374977946281433,0.30467477440834045,0.4954058527946472,0.26590636372566223,1.0,0.2605783939361572,0.25180214643478394,0.18522892892360687,0.20430970191955566
the,0.3733934462070465,0.3328246772289276,1.0,0.21724988520145416,0.26521381735801697,0.457212895154953,0.28978195786476135,0.5171257257461548,0.23752523958683014,0.6662389636039734,0.4207492768764496,0.3133983910083771,0.1849547177553177,0.22068053483963013
chamber,0.16918787360191345,0.12858453392982483,0.2594704031944275,0.07167870551347733,0.3028145730495453,0.16483692824840546,0.12718342244625092,0.2297973483800888,0.12211111932992935,0.18419700860977173,0.16561836004257202,0.24291440844535828,0.18647901713848114,0.04307165369391441
",",0.3365725874900818,0.24179992079734802,0.4933079481124878,0.21369139850139618,0.25442883372306824,0.38314947485923767,0.2790627181529999,0.6633074283599854,0.2547624111175537,0.5201468467712402,0.3581022024154663,0.2088543325662613,0.1612928807735443,0.31091248989105225
establish,0.22847558557987213,0.1341104954481125,0.31343501806259155,0.13648061454296112,0.16197258234024048,0.18247999250888824,0.16113035380840302,0.2462419867515564,0.2433430254459381,0.25682297348976135,0.16808341443538666,0.16745299100875854,0.2035224288702011,0.21678102016448975
the,0.3733934462070465,0.3328246772289276,1.0,0.21724988520145416,0.26521381735801697,0.457212895154953,0.28978195786476135,0.5171257257461548,0.23752523958683014,0.6662389636039734,0.4207492768764496,0.3133983910083771,0.1849547177553177,0.22068053483963013
number,0.21304799616336823,0.26961445808410645,0.35145696997642517,0.11849488317966461,0.16588084399700165,0.20500339567661285,0.18220531940460205,0.28545793890953064,0.2125297337770462,0.3024539053440094,0.1875157356262207,0.1219194084405899,0.21409475803375244,0.19256845116615295
",",0.3365725874900818,0.24179992079734802,0.4933079481124878,0.21369139850139618,0.25442883372306824,0.38314947485923767,0.2790627181529999,0.6633074283599854,0.2547624111175537,0.5201468467712402,0.3581022024154663,0.2088543325662613,0.1612928807735443,0.31091248989105225
remit,0.29331472516059875,0.17512261867523193,0.3335707485675812,0.1082368865609169,0.23091010749340057,0.17568428814411163,0.1392340511083603,0.2724200189113617,0.14978094398975372,0.20115408301353455,0.18789401650428772,0.11091607809066772,0.1458623707294464,0.3610509932041168
and,0.41279885172843933,0.25101107358932495,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.3571503460407257,0.24667192995548248,1.0,0.2760608494281769,0.4954058527946472,0.2838519215583801,0.15831619501113892,0.2218906134366989,0.20544172823429108
membership,0.2513469159603119,0.2188211977481842,0.2937599718570709,0.18587419390678406,0.3979952037334442,0.14482708275318146,0.17556144297122955,0.25889134407043457,0.3578985929489136,0.21524956822395325,0.18553279340267181,0.25689348578453064,0.26684314012527466,0.15225854516029358
of,0.2827862501144409,0.3967677056789398,0.733189046382904,0.1698460429906845,0.2885259687900543,0.42558613419532776,0.24402645230293274,0.5116966962814331,0.18731701374053955,0.5696388483047485,0.32280945777893066,0.2864961326122284,0.21035969257354736,0.1826142966747284
parliamentary,0.20465344190597534,0.27629438042640686,0.2708897888660431,0.3121192455291748,0.8464457392692566,0.15703587234020233,0.12007483094930649,0.30461975932121277,0.24371115863323212,0.2472391128540039,0.1632050722837448,0.2328498214483261,0.1822856068611145,0.1612216979265213
committees,0.22404304146766663,0.2659171223640442,0.2924276292324066,0.18123844265937805,0.4124729335308075,0.22772769629955292,0.16629591584205627,0.289193332195282,0.21869046986103058,0.2531541585922241,0.15492643415927887,0.27218252420425415,0.28220975399017334,0.1382787674665451
and,0.41279885172843933,0.25101107358932495,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.3571503460407257,0.24667192995548248,1.0,0.2760608494281769,0.4954058527946472,0.2838519215583801,0.15831619501113892,0.2218906134366989,0.20544172823429108
regulate,0.1654876470565796,0.16938254237174988,0.3040016293525696,0.11215630918741226,0.19320756196975708,0.15830430388450623,0.09157740324735641,0.24341535568237305,0.24268965423107147,0.20197416841983795,0.20663808286190033,0.1593678742647171,0.26532498002052307,0.1759853959083557
the,0.3733934462070465,0.3328246772289276,1.0,0.21724988520145416,0.26521381735801697,0.457212895154953,0.28978195786476135,0.5171257257461548,0.23752523958683014,0.6662389636039734,0.4207492768764496,0.3133983910083771,0.1849547177553177,0.22068053483963013
passage,0.17103494703769684,0.13890628516674042,0.3817729353904724,0.17075981199741364,0.21275590360164642,0.21025532484054565,0.11113778501749039,0.26472169160842896,0.11428672075271606,0.2546468675136566,0.1965990513563156,0.10345090925693512,0.16058668494224548,0.11149881780147552
of,0.2827862501144409,0.3967677056789398,0.733189046382904,0.1698460429906845,0.2885259687900543,0.42558613419532776,0.24402645230293274,0.5116966962814331,0.18731701374053955,0.5696388483047485,0.32280945777893066,0.2864961326122284,0.21035969257354736,0.1826142966747284
legislation,0.1736799031496048,0.17542557418346405,0.2839483618736267,0.10495860129594803,0.5930427312850952,0.11768783628940582,0.09854230284690857,0.2457927167415619,0.1755695641040802,0.2219952940940857,0.17434506118297577,0.22468769550323486,0.24675717949867249,0.21123437583446503
(,0.2443375140428543,0.2538885474205017,0.33289089798927307,0.1946880966424942,0.1706518530845642,0.23315078020095825,0.1432328224182129,0.4862271547317505,0.10251373797655106,0.3087427020072937,0.286407470703125,0.20883582532405853,0.14325469732284546,0.40561532974243164
bills,0.1645503044128418,0.18642255663871765,0.2371491938829422,0.1690821796655655,0.26832765340805054,0.13459275662899017,0.1421435922384262,0.2781215310096741,0.1863442361354828,0.14907318353652954,0.10758780688047409,0.15748333930969238,0.21834418177604675,0.12315891683101654
),0.2457384318113327,0.23691263794898987,0.3456730246543884,0.17440292239189148,0.18304091691970825,0.23338089883327484,0.14981858432292938,0.4961937665939331,0.11133994162082672,0.3326910734176636,0.2873353958129883,0.2148369550704956,0.16009339690208435,0.42300865054130554
through,0.17793183028697968,0.22835615277290344,0.44071322679519653,0.049809910356998444,0.20825691521167755,0.2170695960521698,0.24035412073135376,0.3666759729385376,0.23176445066928864,0.38533157110214233,0.208332821726799,0.09987414628267288,0.19053509831428528,0.16913433372974396
the,0.3733934462070465,0.3328246772289276,1.0,0.21724988520145416,0.26521381735801697,0.457212895154953,0.28978195786476135,0.5171257257461548,0.23752523958683014,0.6662389636039734,0.4207492768764496,0.3133983910083771,0.1849547177553177,0.22068053483963013
parliament,0.237068772315979,0.24146504700183868,0.26521381735801697,0.3418616056442261,1.0,0.17480722069740295,0.14304479956626892,0.26227831840515137,0.2409757524728775,0.2323146015405655,0.18050292134284973,0.23006054759025574,0.21508362889289856,0.1586504578590393
.,0.3541337847709656,0.23563289642333984,0.5934505462646484,0.20125295221805573,0.23747818171977997,0.4549728035926819,0.3067048490047455,0.588965117931366,0.24550585448741913,0.5591574311256409,0.3581749200820923,0.2367454320192337,0.20736780762672424,0.4130953550338745
,who,represents,the,scottish,parliament,at,home,and,abroad,in,an,official,capacity,?
the,0.3733934462070465,0.3328246772289276,1.0,0.21724988520145416,0.26521381735801697,0.457212895154953,0.28978195786476135,0.5171257257461548,0.23752523958683014,0.6662389636039734,0.4207492768764496,0.3133983910083771,0.1849547177553177,0.22068053483963013
presiding,0.24317249655723572,0.22507508099079132,0.3267684876918793,0.2087658792734146,0.3959604501724243,0.16788043081760406,0.10565531998872757,0.2103288769721985,0.2513175904750824,0.21499644219875336,0.14642982184886932,0.21471211314201355,0.2116558700799942,0.177648663520813
officer,0.31437572836875916,0.11611957848072052,0.25777485966682434,0.13719971477985382,0.2183782458305359,0.15344186127185822,0.2152942419052124,0.22929392755031586,0.24232734739780426,0.24015754461288452,0.23110461235046387,0.24072706699371338,0.10886823385953903,0.119948610663414
also,0.47919341921806335,0.2368217557668686,0.6021018624305725,0.19968272745609283,0.22454090416431427,0.36980849504470825,0.27405470609664917,0.5755972862243652,0.2417459338903427,0.5073733329772949,0.36835694313049316,0.2661306858062744,0.22796432673931122,0.21848613023757935
represents,0.13900138437747955,1.0,0.3328246772289276,0.1524239033460617,0.24146504700183868,0.1714826226234436,0.1313345581293106,0.25101107358932495,0.12203004956245422,0.28071391582489014,0.22925925254821777,0.13603028655052185,0.19731257855892181,0.1586666852235794
the,0.3733934462070465,0.3328246772289276,1.0,0.21724988520145416,0.26521381735801697,0.457212895154953,0.28978195786476135,0.5171257257461548,0.23752523958683014,0.6662389636039734,0.4207492768764496,0.3133983910083771,0.1849547177553177,0.22068053483963013
scottish,0.27621203660964966,0.1524239033460617,0.21724988520145416,1.0000001192092896,0.3418616056442261,0.14378440380096436,0.22843660414218903,0.2972351908683777,0.14327411353588104,0.16512006521224976,0.16270451247692108,0.11383575946092606,0.17855393886566162,0.06442669779062271
parliament,0.237068772315979,0.24146504700183868,0.26521381735801697,0.3418616056442261,1.0,0.17480722069740295,0.14304479956626892,0.26227831840515137,0.2409757524728775,0.2323146015405655,0.18050292134284973,0.23006054759025574,0.21508362889289856,0.1586504578590393
at,0.22096660733222961,0.1714826226234436,0.457212895154953,0.14378440380096436,0.17480722069740295,1.0,0.260183721780777,0.3571503460407257,0.19237370789051056,0.4374977946281433,0.2446778565645218,0.2509906589984894,0.15676534175872803,0.21978627145290375
home,0.2542758285999298,0.1313345581293106,0.28978195786476135,0.22843660414218903,0.14304479956626892,0.260183721780777,1.0,0.24667192995548248,0.3271474242210388,0.30467477440834045,0.09444248676300049,0.21920444071292877,0.24949431419372559,0.0757145956158638
and,0.41279885172843933,0.25101107358932495,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.3571503460407257,0.24667192995548248,1.0,0.2760608494281769,0.4954058527946472,0.2838519215583801,0.15831619501113892,0.2218906134366989,0.20544172823429108
abroad,0.27742594480514526,0.12203004956245422,0.23752523958683014,0.14327411353588104,0.2409757524728775,0.19237370789051056,0.3271474242210388,0.2760608494281769,1.0,0.26590636372566223,0.10714557021856308,0.2531531751155853,0.19239433109760284,0.12052648514509201
in,0.2792111933231354,0.28071391582489014,0.6662389636039734,0.16512006521224976,0.2323146015405655,0.4374977946281433,0.30467477440834045,0.4954058527946472,0.26590636372566223,1.0,0.2605783939361572,0.25180214643478394,0.18522892892360687,0.20430970191955566
an,0.2848317325115204,0.22925925254821777,0.4207492768764496,0.16270451247692108,0.18050292134284973,0.2446778565645218,0.09444248676300049,0.2838519215583801,0.10714557021856308,0.2605783939361572,1.0,0.1352531611919403,0.11665768176317215,0.19793890416622162
official,0.11444056034088135,0.13603028655052185,0.3133983910083771,0.11383575946092606,0.23006054759025574,0.2509906589984894,0.21920444071292877,0.15831619501113892,0.2531531751155853,0.25180214643478394,0.1352531611919403,1.0,0.07801026850938797,0.18097688257694244
capacity,0.1048249676823616,0.19731257855892181,0.1849547177553177,0.17855393886566162,0.21508362889289856,0.15676534175872803,0.24949431419372559,0.2218906134366989,0.19239433109760284,0.18522892892360687,0.11665768176317215,0.07801026850938797,0.9999999403953552,0.17383241653442383
.,0.3541337847709656,0.23563289642333984,0.5934505462646484,0.20125295221805573,0.23747818171977997,0.4549728035926819,0.3067048490047455,0.588965117931366,0.24550585448741913,0.5591574311256409,0.3581749200820923,0.2367454320192337,0.20736780762672424,0.4130953550338745
