,what,does,the,fermat,primality,test,depend,upon,?
p,0.18586504459381104,0.10012779384851456,0.16481639444828033,0.17974106967449188,0.23083274066448212,0.09953117370605469,0.1037251353263855,0.04272986203432083,0.20840544998645782
),0.26259949803352356,0.2575884759426117,0.3456730246543884,0.16817797720432281,0.22714713215827942,0.16846168041229248,0.15693271160125732,0.14562536776065826,0.42300865054130554
for,0.3017193675041199,0.35159170627593994,0.4739971458911896,0.20560438930988312,0.2394213080406189,0.2297848016023636,0.33814525604248047,0.2275998592376709,0.264628142118454
any,0.43670421838760376,0.5203019976615906,0.4525727927684784,0.23523926734924316,0.3134704530239105,0.2628577649593353,0.4015395939350128,0.19233137369155884,0.4113408327102661
n,0.16510315239429474,0.184051975607872,0.18813885748386383,0.29090869426727295,0.19567985832691193,0.20229095220565796,0.17517293989658356,0.025355808436870575,0.19161871075630188
if,0.5277165174484253,0.4740144908428192,0.33724796772003174,0.29822254180908203,0.2681084871292114,0.330635130405426,0.40251845121383667,0.21411138772964478,0.4441644251346588
p,0.18586504459381104,0.10012779384851456,0.16481639444828033,0.17974106967449188,0.23083274066448212,0.09953117370605469,0.1037251353263855,0.04272986203432083,0.20840544998645782
is,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.21814440190792084,0.24844646453857422,0.1841357946395874,0.2675020098686218,0.1675044447183609,0.22961433231830597
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.2493271678686142,0.2352360039949417,0.2521366477012634,0.27964046597480774,0.17546571791172028,0.23916715383529663
prime,0.15586113929748535,0.19604897499084473,0.19960100948810577,0.41659751534461975,0.37021633982658386,0.17034637928009033,0.033055465668439865,0.0908069834113121,0.11276303976774216
number,0.23046229779720306,0.1831183135509491,0.35145696997642517,0.33677148818969727,0.32976987957954407,0.19257770478725433,0.2915283143520355,0.10073734819889069,0.19256845116615295
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.24373872578144073,0.23931632936000824,0.23588362336158752,0.2650664448738098,0.18839296698570251,0.4130953550338745
