,what,is,jacksonville,'s,hottest,month,on,average,?
f,0.12896136939525604,0.20386354625225067,0.18535731732845306,0.003173151519149542,0.13646551966667175,0.2004598081111908,0.12291212379932404,0.0967668667435646,0.1749851107597351
in,0.30808621644973755,0.5394441485404968,0.22147351503372192,-0.037580832839012146,0.2948496341705322,0.2385365217924118,0.46853652596473694,0.23465414345264435,0.20430970191955566
july,0.22688010334968567,0.22825419902801514,0.25212597846984863,-0.06841624528169632,0.23148173093795776,0.3256862759590149,0.36770564317703247,0.159993976354599,0.2897891402244568
.,0.3567904531955719,0.4569662809371948,0.2843366861343384,-0.003708066651597619,0.2672623097896576,0.25738951563835144,0.49257001280784607,0.2717139422893524,0.4130953550338745
,what,is,jacksonville,'s,hottest,month,on,average,?
the,0.42745697498321533,0.5823672413825989,0.2176690250635147,-0.01540423184633255,0.3094172775745392,0.2821349799633026,0.5107308030128479,0.27058175206184387,0.22068053483963013
highest,0.19637788832187653,0.27460670471191406,0.08032184839248657,-0.02329092286527157,0.37735840678215027,0.11272004246711731,0.21068012714385986,0.3058578670024872,0.11527936160564423
temperature,0.26338207721710205,0.2979726195335388,0.13100719451904297,0.029818275943398476,0.5616594552993774,0.34989234805107117,0.2164885550737381,0.5536684989929199,0.2011885941028595
recorded,0.17687608301639557,0.19766312837600708,0.2532455623149872,-0.01750672608613968,0.34098944067955017,0.2140488475561142,0.26053643226623535,0.2719827890396118,0.19213420152664185
was,0.22111038863658905,0.5810302495956421,0.2742757201194763,0.008974763564765453,0.26693686842918396,0.25208011269569397,0.3909217119216919,0.18843130767345428,0.18412111699581146
104,-0.08129359036684036,-0.10784029960632324,-0.11963185667991638,-0.02125677466392517,-0.059881895780563354,0.03779072314500809,-0.09441647678613663,0.02878807671368122,-0.02096891589462757
°f,0.20015408098697662,0.23312681913375854,0.20636294782161713,0.035270873457193375,0.5212192535400391,0.33337754011154175,0.20479682087898254,0.4715915322303772,0.19986218214035034
(,0.2411840260028839,0.35393038392066956,0.1611778438091278,0.0012731997994706035,0.1971469670534134,0.257026344537735,0.28656116127967834,0.20423224568367004,0.40561532974243164
40,-0.05768606811761856,0.020139267668128014,-0.046435415744781494,-0.013244775123894215,-0.02382788248360157,-0.03004712238907814,-0.059229426085948944,-0.027409974485635757,0.010195288807153702
°c,0.2101275473833084,0.22964106500148773,0.122556671500206,0.05679900571703911,0.51189124584198,0.27754583954811096,0.15047511458396912,0.45259690284729004,0.2095707356929779
),0.26259949803352356,0.37732169032096863,0.16729915142059326,0.021107977256178856,0.20172502100467682,0.26084697246551514,0.29937487840652466,0.20956556499004364,0.42300865054130554
on,0.34226128458976746,0.3635730445384979,0.23172973096370697,0.0026888418942689896,0.2849971652030945,0.32571008801460266,0.9999999403953552,0.2780454754829407,0.2714994251728058
july,0.22688010334968567,0.22825419902801514,0.25212597846984863,-0.06841624528169632,0.23148173093795776,0.3256862759590149,0.36770564317703247,0.159993976354599,0.2897891402244568
11,0.0032819851767271757,0.018119672313332558,-0.0541805662214756,0.07733099907636642,0.07206021249294281,-0.10230401158332825,0.006688752211630344,-0.0047655957750976086,-0.04295448586344719
",",0.3087472915649414,0.4691906273365021,0.2837527096271515,-0.0016132977325469255,0.2737334370613098,0.24291303753852844,0.49057599902153015,0.23098047077655792,0.31091248989105225
1879,-0.07866717875003815,-0.012538661248981953,0.09582121670246124,-0.04066148400306702,-0.12947547435760498,-0.02918950282037258,-0.07157693058252335,-0.106394924223423,0.057432834059000015
and,0.31309178471565247,0.3859752118587494,0.2603762745857239,0.06895173341035843,0.21641089022159576,0.2231980711221695,0.4077630043029785,0.2138829380273819,0.20544172823429108
july,0.22688010334968567,0.22825419902801514,0.25212597846984863,-0.06841624528169632,0.23148173093795776,0.3256862759590149,0.36770564317703247,0.159993976354599,0.2897891402244568
28,-0.2335955947637558,-0.1692609190940857,-0.10371249169111252,0.012857569381594658,-0.02809627167880535,-0.18637993931770325,-0.18757028877735138,-0.052920933812856674,-0.012856917455792427
",",0.3087472915649414,0.4691906273365021,0.2837527096271515,-0.0016132977325469255,0.2737334370613098,0.24291303753852844,0.49057599902153015,0.23098047077655792,0.31091248989105225
1872,0.06312983483076096,0.053845833986997604,-0.020818835124373436,0.01574625074863434,-0.00340320635586977,0.12130023539066315,-0.05383262783288956,0.10129892826080322,0.001245920779183507
.,0.3567904531955719,0.4569662809371948,0.2843366861343384,-0.003708066651597619,0.2672623097896576,0.25738951563835144,0.49257001280784607,0.2717139422893524,0.4130953550338745
