,by,the,opening,of,the,2008,general,conference,",",what,was,the,total,umc,membership,overseas,?
umc,0.16236968338489532,0.21262750029563904,0.16698643565177917,0.18128293752670288,0.21262750029563904,-0.03574115410447121,0.14920271933078766,0.2516375780105591,0.1953766793012619,0.2557855546474457,0.21309460699558258,0.21262750029563904,0.029854554682970047,1.0,0.2736656069755554,0.26014724373817444,0.2609967589378357
membership,0.21925228834152222,0.2937599718570709,0.1657286137342453,0.26808464527130127,0.2937599718570709,0.056003060191869736,0.16801397502422333,0.3124026358127594,0.2181890308856964,0.2070973664522171,0.2217107117176056,0.2937599718570709,0.23844067752361298,0.2736656069755554,1.0,0.33557718992233276,0.15225854516029358
was,0.4752357602119446,0.48711544275283813,0.20817555487155914,0.4069072902202606,0.48711544275283813,0.09246674180030823,0.2445744127035141,0.1537582278251648,0.45456063747406006,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.14069223403930664,0.21309460699558258,0.2217107117176056,0.1727699339389801,0.18412111699581146
estimated,0.21071015298366547,0.29184040427207947,0.1365230232477188,0.30473583936691284,0.29184040427207947,-0.14880545437335968,0.1408821940422058,0.1267004907131195,0.2654368579387665,0.19670580327510834,0.2472851723432541,0.29184040427207947,0.48190727829933167,0.11155924946069717,0.25151872634887695,0.24130120873451233,0.18149758875370026
at,0.2368064820766449,0.457212895154953,0.25734835863113403,0.42558613419532776,0.457212895154953,-0.035791635513305664,0.2006627768278122,0.20550666749477386,0.38314947485923767,0.2838611304759979,0.36707764863967896,0.457212895154953,0.17510145902633667,0.1896803230047226,0.14482708275318146,0.1513826996088028,0.21978627145290375
11.4,0.06258748471736908,-0.022075863555073738,-0.03865484893321991,-0.022221703082323074,-0.022075863555073738,-0.05865180864930153,-0.013278542086482048,-0.09823261946439743,0.048894718289375305,0.002801464404910803,0.08274196833372116,-0.022075863555073738,-0.021926067769527435,-0.1370818167924881,-0.027063794434070587,0.04285162687301636,-0.04324251785874367
million,0.20025373995304108,0.277012437582016,0.23637253046035767,0.21686489880084991,0.277012437582016,-0.05069385841488838,0.05527693033218384,0.14718326926231384,0.24451690912246704,0.22197039425373077,0.24203833937644958,0.277012437582016,0.401465505361557,0.13582287728786469,0.2855852544307709,0.2596615254878998,0.23092924058437347
",",0.3680937886238098,0.4933079481124878,0.24495157599449158,0.4946078956127167,0.4933079481124878,-0.008566685020923615,0.3022127151489258,0.21862302720546722,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.25815486907958984,0.1953766793012619,0.2181890308856964,0.2560080587863922,0.31091248989105225
with,0.39731505513191223,0.4223487675189972,0.20575091242790222,0.41827285289764404,0.4223487675189972,-0.05873776227235794,0.1510423719882965,0.1777123212814331,0.4120737314224243,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.1768326759338379,0.11891178786754608,0.19952984154224396,0.23914813995361328,0.2433311939239502
about,0.30091190338134766,0.37995871901512146,0.19815658032894135,0.40939709544181824,0.37995871901512146,-0.20593971014022827,0.17594024538993835,0.09004859626293182,0.3877100944519043,0.47976887226104736,0.2577359974384308,0.37995871901512146,0.2714758813381195,0.15640805661678314,0.16004373133182526,0.14545749127864838,0.302409827709198
7.9,0.04624231532216072,0.15724238753318787,0.09235471487045288,0.028556225821375847,0.15724238753318787,-0.04054518789052963,0.01781773753464222,-0.01358737237751484,-0.03342120721936226,0.03440273553133011,0.01222565770149231,0.15724238753318787,0.009854363277554512,0.015884924679994583,-0.0024645901285111904,-0.05973489210009575,0.0076018027029931545
million,0.20025373995304108,0.277012437582016,0.23637253046035767,0.21686489880084991,0.277012437582016,-0.05069385841488838,0.05527693033218384,0.14718326926231384,0.24451690912246704,0.22197039425373077,0.24203833937644958,0.277012437582016,0.401465505361557,0.13582287728786469,0.2855852544307709,0.2596615254878998,0.23092924058437347
in,0.370934396982193,0.6662389636039734,0.2907836139202118,0.5696388483047485,0.6662389636039734,-0.0422978475689888,0.259066641330719,0.2199791669845581,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.27667245268821716,0.15436193346977234,0.21524956822395325,0.2688230276107788,0.20430970191955566
the,0.4408751428127289,1.0,0.37298497557640076,0.733189046382904,1.0,-0.06530369818210602,0.28634732961654663,0.25393402576446533,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.27068960666656494,0.21262750029563904,0.2937599718570709,0.246591255068779,0.22068053483963013
u.s.,0.018699808046221733,0.06592652946710587,-0.02397102490067482,0.011562774889171124,0.06592652946710587,0.14794154465198517,-0.024875052273273468,0.07940853387117386,0.030410487204790115,0.11178889125585556,0.06837434321641922,0.06592652946710587,0.006761465687304735,-0.02755044214427471,0.0034222062677145004,-0.07022244483232498,0.07886100560426712
and,0.4289871156215668,0.5171257257461548,0.23275460302829742,0.5116966962814331,0.5171257257461548,-0.05681091174483299,0.25860127806663513,0.21613861620426178,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2520328164100647,0.21982228755950928,0.25889134407043457,0.2869608700275421,0.20544172823429108
3.5,-0.052205413579940796,-0.1266309767961502,-0.12482615560293198,-0.16533710062503815,-0.1266309767961502,-0.08268176019191742,-0.07868100702762604,-0.14910876750946045,-0.16167064011096954,-0.04873337224125862,-0.09707316756248474,-0.1266309767961502,-0.13042545318603516,-0.11084455251693726,-0.1469470113515854,-0.2044280469417572,-0.09453554451465607
million,0.20025373995304108,0.277012437582016,0.23637253046035767,0.21686489880084991,0.277012437582016,-0.05069385841488838,0.05527693033218384,0.14718326926231384,0.24451690912246704,0.22197039425373077,0.24203833937644958,0.277012437582016,0.401465505361557,0.13582287728786469,0.2855852544307709,0.2596615254878998,0.23092924058437347
overseas,0.22144028544425964,0.246591255068779,0.21944572031497955,0.22840926051139832,0.246591255068779,-0.050929028540849686,0.19252628087997437,0.13974085450172424,0.2560080587863922,0.12913253903388977,0.1727699339389801,0.246591255068779,0.20813481509685516,0.26014724373817444,0.33557718992233276,1.0,0.15502241253852844
.,0.3936232924461365,0.5934505462646484,0.2886379361152649,0.5352458953857422,0.5934505462646484,-0.01312112994492054,0.2929490804672241,0.1982354372739792,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2295650690793991,0.23154163360595703,0.19005811214447021,0.274522066116333,0.4130953550338745
