,what,can,people,work,towards,if,they,are,n't,denied,their,functionings,",",capabilities,and,agency,?
s,0.3634900748729706,0.23516182601451874,0.16762684285640717,0.32348155975341797,0.23128880560398102,0.3073798716068268,0.2687079906463623,0.18007658421993256,-0.020887618884444237,0.26667535305023193,0.35772889852523804,0.20548580586910248,0.361433744430542,0.1609041839838028,0.36742347478866577,0.20188988745212555,0.25130221247673035
important,0.31164905428886414,0.2711654007434845,0.30099165439605713,0.3371586203575134,0.21308086812496185,0.2322523444890976,0.27455639839172363,0.33294984698295593,-0.010465848259627819,0.09272793680429459,0.267950177192688,0.2693400979042053,0.3452564477920532,0.1868392527103424,0.37549954652786255,0.14833204448223114,0.17812499403953552
to,0.455847829580307,0.4979398250579834,0.37275731563568115,0.3482864499092102,0.3675195574760437,0.4559597074985504,0.5452046394348145,0.3504326641559601,-0.14541994035243988,0.31743186712265015,0.44619059562683105,0.27534425258636475,0.44245919585227966,0.30316877365112305,0.48971283435821533,0.24151217937469482,0.29463258385658264
have,0.39808809757232666,0.5489245653152466,0.3380994498729706,0.3236905336380005,0.2271375060081482,0.48852935433387756,0.6542890071868896,0.6577680706977844,-0.1346980780363083,0.3230454623699188,0.523270845413208,0.36668774485588074,0.3541618287563324,0.3309716284275055,0.4711785912513733,0.13083712756633759,0.32991164922714233
political,0.21846716105937958,0.12598390877246857,0.20555651187896729,0.21402792632579803,0.18423114717006683,0.12588250637054443,0.15937413275241852,0.12559790909290314,0.17021426558494568,0.27930504083633423,0.24564585089683533,0.1681409627199173,0.27072274684906006,0.1824720948934555,0.33013346791267395,0.1834149807691574,0.17130474746227264
freedom,0.21405836939811707,0.16411332786083221,0.28774669766426086,0.24059580266475677,0.21778151392936707,0.1555314064025879,0.23017053306102753,0.10767874121665955,0.0740307867527008,0.32626280188560486,0.22914835810661316,0.13662578165531158,0.2331300526857376,0.2771829068660736,0.23808901011943817,0.12074755877256393,0.1626027375459671
",",0.3087472915649414,0.3139454126358032,0.36644625663757324,0.3283594250679016,0.2550581693649292,0.257730096578598,0.390799880027771,0.4062570035457611,0.11016341298818588,0.2614631652832031,0.3045167922973633,0.23399600386619568,1.0000001192092896,0.21266590058803558,0.6633074283599854,0.21437011659145355,0.31091248989105225
economic,0.18082544207572937,0.15361113846302032,0.24503347277641296,0.19953106343746185,0.20789438486099243,0.1591096818447113,0.2067524492740631,0.17979218065738678,0.04198402538895607,0.21179260313510895,0.22516539692878723,0.2530568540096283,0.2340485155582428,0.22791223227977753,0.2707010805606842,0.24153515696525574,0.1206481084227562
facilities,0.137315571308136,0.17630916833877563,0.2499135583639145,0.2721571922302246,0.23143696784973145,0.16868935525417328,0.19743885099887848,0.23256969451904297,-0.03596614673733711,0.2537023723125458,0.2192147672176361,0.3903156816959381,0.21444764733314514,0.5614952445030212,0.31028881669044495,0.245866060256958,0.10624271631240845
",",0.3087472915649414,0.3139454126358032,0.36644625663757324,0.3283594250679016,0.2550581693649292,0.257730096578598,0.390799880027771,0.4062570035457611,0.11016341298818588,0.2614631652832031,0.3045167922973633,0.23399600386619568,1.0000001192092896,0.21266590058803558,0.6633074283599854,0.21437011659145355,0.31091248989105225
social,0.22217629849910736,0.1910768300294876,0.2459716647863388,0.24260936677455902,0.22188682854175568,0.1497342735528946,0.24111700057983398,0.21125389635562897,0.11455043405294418,0.215317964553833,0.26644018292427063,0.26422935724258423,0.2674078345298767,0.2538696527481079,0.38231831789016724,0.15264539420604706,0.1615191102027893
opportunities,0.2428092211484909,0.2637723386287689,0.2683276832103729,0.2831054627895355,0.24890317022800446,0.2543635964393616,0.3066110908985138,0.2680197060108185,-0.09607240557670593,0.3023201823234558,0.34853142499923706,0.3008488416671753,0.22871766984462738,0.42037034034729004,0.30300018191337585,0.2219620943069458,0.18024922907352448
",",0.3087472915649414,0.3139454126358032,0.36644625663757324,0.3283594250679016,0.2550581693649292,0.257730096578598,0.390799880027771,0.4062570035457611,0.11016341298818588,0.2614631652832031,0.3045167922973633,0.23399600386619568,1.0000001192092896,0.21266590058803558,0.6633074283599854,0.21437011659145355,0.31091248989105225
transparency,0.3102429211139679,0.39244091510772705,0.16284207999706268,0.3223183751106262,0.19949494302272797,0.37339290976524353,0.23703686892986298,0.21761174499988556,-0.00987828429788351,0.2256205677986145,0.21797001361846924,0.3024364113807678,0.22805897891521454,0.35186344385147095,0.24858318269252777,0.18015341460704803,0.26982930302619934
guarantees,0.26005682349205017,0.29738694429397583,0.25941330194473267,0.2568289637565613,0.18919381499290466,0.4456915259361267,0.3104833662509918,0.2802511155605316,-0.10459153354167938,0.33358263969421387,0.2972121238708496,0.36423003673553467,0.2551911473274231,0.3859391510486603,0.28080251812934875,0.19088216125965118,0.2531611919403076
",",0.3087472915649414,0.3139454126358032,0.36644625663757324,0.3283594250679016,0.2550581693649292,0.257730096578598,0.390799880027771,0.4062570035457611,0.11016341298818588,0.2614631652832031,0.3045167922973633,0.23399600386619568,1.0000001192092896,0.21266590058803558,0.6633074283599854,0.21437011659145355,0.31091248989105225
and,0.31309178471565247,0.3675691485404968,0.3016039729118347,0.37551814317703247,0.32443711161613464,0.3498523235321045,0.5073080658912659,0.48576638102531433,-0.0602874718606472,0.19213560223579407,0.45114588737487793,0.2658061385154724,0.6633074283599854,0.2930736839771271,1.0,0.23476453125476837,0.20544172823429108
protective,0.20768675208091736,0.2644399404525757,0.13344958424568176,0.2199922651052475,0.14278630912303925,0.23897619545459747,0.27765414118766785,0.2859214246273041,-0.11466191709041595,0.1475556641817093,0.3014829456806183,0.26280325651168823,0.23280303180217743,0.26487982273101807,0.3142896294593811,0.2578742206096649,0.10403575748205185
security,0.18331359326839447,0.21732789278030396,0.14646345376968384,0.17527203261852264,0.17391778528690338,0.22246867418289185,0.1664104014635086,0.1891394853591919,0.04834509268403053,0.25694167613983154,0.20721524953842163,0.30265000462532043,0.21305516362190247,0.35216429829597473,0.26971375942230225,0.39245349168777466,0.13810279965400696
to,0.455847829580307,0.4979398250579834,0.37275731563568115,0.3482864499092102,0.3675195574760437,0.4559597074985504,0.5452046394348145,0.3504326641559601,-0.14541994035243988,0.31743186712265015,0.44619059562683105,0.27534425258636475,0.44245919585227966,0.30316877365112305,0.48971283435821533,0.24151217937469482,0.29463258385658264
ensure,0.328641802072525,0.35211730003356934,0.08062995970249176,0.4042852222919464,0.24898399412631989,0.4587423801422119,0.28280895948410034,0.30027875304222107,-0.11566538363695145,0.23546551167964935,0.30597540736198425,0.22643449902534485,0.144033744931221,0.3980553448200226,0.2938583791255951,0.24165238440036774,0.24192948639392853
that,0.6297725439071655,0.4522190988063812,0.3621441423892975,0.34257015585899353,0.28294092416763306,0.5634250640869141,0.5710820555686951,0.45265161991119385,-0.130638986825943,0.42417046427726746,0.4266771972179413,0.3387881815433502,0.4137537479400635,0.31505870819091797,0.4731321930885315,0.18285544216632843,0.32716336846351624
people,0.32444337010383606,0.30825889110565186,1.0000001192092896,0.16682252287864685,0.15763285756111145,0.2449760138988495,0.4418129622936249,0.385090708732605,0.024197889491915703,0.138332799077034,0.2901504337787628,0.22059807181358337,0.36644625663757324,0.1782916635274887,0.3016039729118347,0.13940711319446564,0.23739641904830933
aren,0.3824298083782196,0.4211941063404083,0.29426395893096924,0.24432265758514404,0.20040521025657654,0.46314537525177,0.3985145688056946,0.5318394303321838,-0.02487369067966938,0.2313351333141327,0.29166513681411743,0.28752848505973816,0.2447149157524109,0.2529228627681732,0.22467496991157532,0.16064198315143585,0.4673919677734375
’,-0.01733604073524475,-0.03454741835594177,-0.02554408460855484,0.020365741103887558,0.042896803468465805,-0.060289714485406876,0.013253162615001202,-0.039561331272125244,0.06880166381597519,0.01851775124669075,0.007996875792741776,-0.03163215517997742,0.09620588272809982,-0.0365038700401783,-0.0002844194823410362,0.013130995444953442,0.045561522245407104
t,0.37454068660736084,0.39557120203971863,0.1779780387878418,0.26486533880233765,0.11350870132446289,0.4470151960849762,0.3427780866622925,0.2180873155593872,-0.007461073342710733,0.255759060382843,0.2115638256072998,0.23324096202850342,0.31002363562583923,0.18804451823234558,0.25205641984939575,0.170906662940979,0.4954066574573517
denied,0.283390611410141,0.16966453194618225,0.138332799077034,0.17095033824443817,0.21771983802318573,0.2631393373012543,0.26739785075187683,0.13890966773033142,0.01646825484931469,0.9999998807907104,0.2619832158088684,0.22655922174453735,0.2614631652832031,0.23839031159877777,0.19213560223579407,0.1834668517112732,0.2030181586742401
their,0.35142919421195984,0.3564860224723816,0.2901504337787628,0.3008926510810852,0.2727354168891907,0.29658177495002747,0.7104025483131409,0.46887820959091187,-0.18087446689605713,0.2619832158088684,1.0,0.33196836709976196,0.3045167922973633,0.34684044122695923,0.45114588737487793,0.1325571984052658,0.1898253709077835
functionings,0.290803462266922,0.3356325626373291,0.22059807181358337,0.33612060546875,0.15128669142723083,0.3521447479724884,0.30067744851112366,0.3435986042022705,0.02282734028995037,0.22655922174453735,0.33196836709976196,1.0,0.23399600386619568,0.48321688175201416,0.2658061385154724,0.2424280196428299,0.20903807878494263
",",0.3087472915649414,0.3139454126358032,0.36644625663757324,0.3283594250679016,0.2550581693649292,0.257730096578598,0.390799880027771,0.4062570035457611,0.11016341298818588,0.2614631652832031,0.3045167922973633,0.23399600386619568,1.0000001192092896,0.21266590058803558,0.6633074283599854,0.21437011659145355,0.31091248989105225
capabilities,0.2514554262161255,0.3532540202140808,0.1782916635274887,0.2913382947444916,0.23563653230667114,0.3003458082675934,0.27115747332572937,0.2852709889411926,-0.10251087695360184,0.23839031159877777,0.34684044122695923,0.48321688175201416,0.21266590058803558,1.0000001192092896,0.2930736839771271,0.14917264878749847,0.20460444688796997
",",0.3087472915649414,0.3139454126358032,0.36644625663757324,0.3283594250679016,0.2550581693649292,0.257730096578598,0.390799880027771,0.4062570035457611,0.11016341298818588,0.2614631652832031,0.3045167922973633,0.23399600386619568,1.0000001192092896,0.21266590058803558,0.6633074283599854,0.21437011659145355,0.31091248989105225
and,0.31309178471565247,0.3675691485404968,0.3016039729118347,0.37551814317703247,0.32443711161613464,0.3498523235321045,0.5073080658912659,0.48576638102531433,-0.0602874718606472,0.19213560223579407,0.45114588737487793,0.2658061385154724,0.6633074283599854,0.2930736839771271,1.0,0.23476453125476837,0.20544172823429108
agency,0.1771060973405838,0.15210992097854614,0.13940711319446564,0.1979987621307373,0.14952325820922852,0.23029568791389465,0.14018474519252777,0.13031665980815887,0.09894172102212906,0.1834668517112732,0.1325571984052658,0.2424280196428299,0.21437011659145355,0.14917264878749847,0.23476453125476837,1.0000001192092896,0.18185843527317047
and,0.31309178471565247,0.3675691485404968,0.3016039729118347,0.37551814317703247,0.32443711161613464,0.3498523235321045,0.5073080658912659,0.48576638102531433,-0.0602874718606472,0.19213560223579407,0.45114588737487793,0.2658061385154724,0.6633074283599854,0.2930736839771271,1.0,0.23476453125476837,0.20544172823429108
can,0.34502777457237244,1.0,0.30825889110565186,0.28794336318969727,0.17949555814266205,0.5903681516647339,0.47909218072891235,0.5408529043197632,-0.13075803220272064,0.16966453194618225,0.3564860224723816,0.3356325626373291,0.3139454126358032,0.3532540202140808,0.3675691485404968,0.15210992097854614,0.3226337134838104
thus,0.30745524168014526,0.2665204703807831,0.19330962002277374,0.29622215032577515,0.3082677125930786,0.37342318892478943,0.3251667618751526,0.26718243956565857,-0.13859789073467255,0.30435699224472046,0.35785868763923645,0.3354027569293976,0.3071325421333313,0.39009591937065125,0.3723181188106537,0.14975199103355408,0.18769288063049316
work,0.3762225806713104,0.28794336318969727,0.16682252287864685,1.0,0.18911924958229065,0.3051113784313202,0.2948459982872009,0.26678818464279175,0.017253607511520386,0.17095033824443817,0.3008926510810852,0.33612060546875,0.3283594250679016,0.2913382947444916,0.37551814317703247,0.1979987621307373,0.2621155381202698
towards,0.281793475151062,0.17949555814266205,0.15763285756111145,0.18911924958229065,1.0000001192092896,0.21861401200294495,0.21585743129253387,0.243723064661026,-0.06419112533330917,0.21771983802318573,0.2727354168891907,0.15128669142723083,0.2550581693649292,0.23563653230667114,0.32443711161613464,0.14952325820922852,0.13023285567760468
a,0.3320399522781372,0.3915780484676361,0.3483705520629883,0.266241192817688,0.2078181505203247,0.41272827982902527,0.3528250455856323,0.265255331993103,0.013574101030826569,0.21833007037639618,0.29698723554611206,0.20817948877811432,0.427140474319458,0.22750458121299744,0.3739250600337982,0.186392143368721,0.23916715383529663
better,0.3551420271396637,0.3304392099380493,0.2386009246110916,0.3632512092590332,0.23034508526325226,0.2864907681941986,0.32682257890701294,0.21480588614940643,0.000989113817922771,0.15226763486862183,0.2801389694213867,0.15722493827342987,0.331943541765213,0.2930040955543518,0.3038354516029358,0.11299161612987518,0.32159438729286194
relevant,0.41105255484580994,0.380179762840271,0.2458837777376175,0.32314133644104004,0.2225758135318756,0.4869583547115326,0.24608086049556732,0.3357330858707428,0.09690125286579132,0.28601375222206116,0.2674545347690582,0.38798239827156067,0.2808854281902313,0.34425950050354004,0.2616584897041321,0.21206051111221313,0.37889617681503296
income,0.21837803721427917,0.21239306032657623,0.2230251580476761,0.261774480342865,0.17668156325817108,0.24648375809192657,0.17919376492500305,0.20486517250537872,-0.0344337560236454,0.19715628027915955,0.21846599876880646,0.28772997856140137,0.19703416526317596,0.2597641050815582,0.2518245577812195,0.22183294594287872,0.14935168623924255
.,0.3567904531955719,0.35783761739730835,0.33118996024131775,0.33121398091316223,0.24058549106121063,0.421799898147583,0.4510921239852905,0.3452940285205841,0.01884327083826065,0.23365993797779083,0.34427863359451294,0.29709938168525696,0.6812511086463928,0.21693669259548187,0.588965117931366,0.24682630598545074,0.4130953550338745
