,when,does,doctor,who,transition,to,a,new,body,?
body,0.27947020530700684,0.27194929122924805,0.23570314049720764,0.2087378203868866,0.20397095382213593,0.307265043258667,0.26263290643692017,0.15883728861808777,1.0,0.20136451721191406
and,0.4716290831565857,0.3461615741252899,0.21673844754695892,0.41279885172843933,0.23884165287017822,0.48971283435821533,0.3739250600337982,0.31402453780174255,0.2872275710105896,0.20544172823429108
",",0.36674630641937256,0.28617382049560547,0.20407600700855255,0.3365725874900818,0.16835354268550873,0.44245919585227966,0.427140474319458,0.36073189973831177,0.22437527775764465,0.31091248989105225
to,0.5423505902290344,0.4391997456550598,0.22950075566768646,0.42656609416007996,0.21985375881195068,1.0,0.45503583550453186,0.33159172534942627,0.307265043258667,0.29463258385658264
some,0.386913925409317,0.39611563086509705,0.22398865222930908,0.3978389501571655,0.2692752778530121,0.4636894166469574,0.34539633989334106,0.3095579743385315,0.27714428305625916,0.2562315762042999
extent,0.15750713646411896,0.2945890426635742,0.02997581847012043,0.18034863471984863,0.23359453678131104,0.26711156964302063,0.20074869692325592,0.13595707714557648,0.17005139589309692,0.1940663903951645
",",0.36674630641937256,0.28617382049560547,0.20407600700855255,0.3365725874900818,0.16835354268550873,0.44245919585227966,0.427140474319458,0.36073189973831177,0.22437527775764465,0.31091248989105225
new,0.257220059633255,0.1745370477437973,0.12563565373420715,0.2378052920103073,0.16682299971580505,0.33159172534942627,0.3214259147644043,0.9999999403953552,0.15883728861808777,0.14782847464084625
personality,0.15709759294986725,0.15052656829357147,0.23017868399620056,0.30927449464797974,0.18756039440631866,0.19448167085647583,0.23649786412715912,0.21756532788276672,0.23876778781414032,0.1765366792678833
",",0.36674630641937256,0.28617382049560547,0.20407600700855255,0.3365725874900818,0.16835354268550873,0.44245919585227966,0.427140474319458,0.36073189973831177,0.22437527775764465,0.31091248989105225
which,0.572554349899292,0.39111801981925964,0.19030126929283142,0.3688730001449585,0.33067160844802856,0.5345056653022766,0.56894451379776,0.33739399909973145,0.3445165753364563,0.25814583897590637
occurs,0.30547669529914856,0.22991113364696503,0.06342266499996185,0.07419487088918686,0.3657003939151764,0.17478640377521515,0.30202820897102356,0.11719296872615814,0.22666297852993011,0.15104985237121582
after,0.5331412553787231,0.18596531450748444,0.1885940581560135,0.32549580931663513,0.21910977363586426,0.37890323996543884,0.3831600844860077,0.2620960772037506,0.17152558267116547,0.16608688235282898
sustaining,0.23674829304218292,0.26240429282188416,0.13927195966243744,0.11556179821491241,0.3277114927768707,0.30471253395080566,0.31114739179611206,0.20099756121635437,0.23768430948257446,0.20325817167758942
an,0.33026179671287537,0.29477936029434204,0.1790127456188202,0.2848317325115204,0.24345189332962036,0.3138085603713989,0.44552403688430786,0.19160676002502441,0.22158053517341614,0.19793890416622162
injury,0.28201207518577576,0.17109842598438263,0.22041058540344238,0.18636278808116913,0.18563182651996613,0.24385890364646912,0.27168452739715576,0.05853317305445671,0.29548636078834534,0.1309780478477478
which,0.572554349899292,0.39111801981925964,0.19030126929283142,0.3688730001449585,0.33067160844802856,0.5345056653022766,0.56894451379776,0.33739399909973145,0.3445165753364563,0.25814583897590637
would,0.4219970703125,0.5055691003799438,0.16451218724250793,0.3632977604866028,0.2327810823917389,0.5965728163719177,0.398599237203598,0.30488598346710205,0.22848527133464813,0.37178951501846313
be,0.4451393485069275,0.28696945309638977,0.1729569286108017,0.3371641933917999,0.29901599884033203,0.4972836375236511,0.39883795380592346,0.22046978771686554,0.28826382756233215,0.3324260413646698
fatal,0.18239572644233704,0.17104102671146393,0.28212618827819824,0.18968817591667175,0.15693597495555878,0.11517301201820374,0.23200225830078125,0.0652732104063034,0.24241042137145996,0.16077253222465515
to,0.5423505902290344,0.4391997456550598,0.22950075566768646,0.42656609416007996,0.21985375881195068,1.0,0.45503583550453186,0.33159172534942627,0.307265043258667,0.29463258385658264
most,0.299309104681015,0.30044323205947876,0.17011499404907227,0.35393568873405457,0.23913241922855377,0.321603000164032,0.3508910834789276,0.23625826835632324,0.19582925736904144,0.2107497900724411
other,0.34102705121040344,0.2947014272212982,0.21788395941257477,0.3612329661846161,0.23992392420768738,0.4193183183670044,0.2806335389614105,0.2957918047904968,0.30363401770591736,0.24682199954986572
species,0.13816511631011963,0.1635095626115799,0.14574511349201202,0.15681934356689453,0.19121070206165314,0.2193736732006073,0.22986134886741638,0.1811152547597885,0.22446997463703156,0.1957087516784668
.,0.475719153881073,0.3022993505001068,0.22361043095588684,0.3541337847709656,0.2352483868598938,0.4645031690597534,0.50484299659729,0.35031336545944214,0.29751062393188477,0.4130953550338745
