,what,is,considered,the,centerpiece,of,the,jameel,gallery,of,islamic,art,?
400,0.19401682913303375,0.15271618962287903,0.08291304856538773,0.17705115675926208,0.11651615798473358,0.1451684534549713,0.17705115675926208,0.20895469188690186,0.0670066773891449,0.1451684534549713,0.08284047245979309,0.05403761938214302,0.14271585643291473
objects,0.24020016193389893,0.23756065964698792,0.1993706077337265,0.24716724455356598,0.22273662686347961,0.23814009130001068,0.24716724455356598,0.09795662760734558,0.24054859578609467,0.23814009130001068,0.16345582902431488,0.27836379408836365,0.15479016304016113
with,0.2464839518070221,0.3250955045223236,0.24176937341690063,0.4223487675189972,0.1570969521999359,0.41827285289764404,0.4223487675189972,0.21164068579673767,0.172745481133461,0.41827285289764404,0.1242700070142746,0.13893495500087738,0.2433311939239502
the,0.42745697498321533,0.5823672413825989,0.4028765559196472,1.0,0.32091623544692993,0.733189046382904,1.0,0.3122138977050781,0.19251246750354767,0.733189046382904,0.27231070399284363,0.20297785103321075,0.22068053483963013
highlight,0.27256110310554504,0.19200141727924347,0.23941481113433838,0.26126983761787415,0.22776001691818237,0.25996389985084534,0.26126983761787415,0.17443184554576874,0.05281069502234459,0.25996389985084534,0.1046082079410553,0.12450678646564484,0.19680358469486237
being,0.3760843276977539,0.4445112943649292,0.4052283763885498,0.419739305973053,0.22907143831253052,0.34885138273239136,0.419739305973053,0.2375895082950592,0.13942569494247437,0.34885138273239136,0.1907387375831604,0.1493542343378067,0.26743772625923157
the,0.42745697498321533,0.5823672413825989,0.4028765559196472,1.0,0.32091623544692993,0.733189046382904,1.0,0.3122138977050781,0.19251246750354767,0.733189046382904,0.27231070399284363,0.20297785103321075,0.22068053483963013
ardabil,0.19587278366088867,0.3042598068714142,0.24376489222049713,0.31399786472320557,0.345089852809906,0.39263805747032166,0.31399786472320557,0.35737842321395874,0.21173231303691864,0.39263805747032166,0.423108845949173,0.2107386738061905,0.1572667509317398
carpet,0.15068739652633667,0.16919811069965363,0.18322686851024628,0.216116800904274,0.2763013243675232,0.20198528468608856,0.216116800904274,0.2256195843219757,0.28165873885154724,0.20198528468608856,0.2163163721561432,0.27940142154693604,0.12471306324005127
",",0.3087472915649414,0.4691906273365021,0.32932984828948975,0.4933079481124878,0.1924464851617813,0.4946078956127167,0.4933079481124878,0.29433247447013855,0.21593497693538666,0.4946078956127167,0.20175659656524658,0.2700960636138916,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.4028765559196472,1.0,0.32091623544692993,0.733189046382904,1.0,0.3122138977050781,0.19251246750354767,0.733189046382904,0.27231070399284363,0.20297785103321075,0.22068053483963013
centrepiece,0.29649537801742554,0.37421584129333496,0.3289054036140442,0.4030064046382904,0.6392675042152405,0.37105733156204224,0.4030064046382904,0.28111737966537476,0.3709056079387665,0.37105733156204224,0.26772502064704895,0.3452337086200714,0.18626530468463898
of,0.33290785551071167,0.4854315221309662,0.4190242290496826,0.733189046382904,0.25852832198143005,1.0,0.733189046382904,0.2488299161195755,0.1971534639596939,1.0,0.25656506419181824,0.22648051381111145,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.4028765559196472,1.0,0.32091623544692993,0.733189046382904,1.0,0.3122138977050781,0.19251246750354767,0.733189046382904,0.27231070399284363,0.20297785103321075,0.22068053483963013
gallery,0.1566055566072464,0.15374112129211426,0.12613655626773834,0.19251246750354767,0.32912975549697876,0.1971534639596939,0.19251246750354767,0.1521780788898468,1.0,0.1971534639596939,0.12468046694993973,0.5883238911628723,0.18202216923236847
.,0.3567904531955719,0.4569662809371948,0.29356086254119873,0.5934505462646484,0.28513380885124207,0.5352458953857422,0.5934505462646484,0.26996615529060364,0.21326512098312378,0.5352458953857422,0.20520655810832977,0.21795564889907837,0.4130953550338745
