,who,helped,designed,the,main,quadrangles,?
the,0.3733934462070465,0.3108886480331421,0.2559613883495331,1.0,0.38631999492645264,0.3175604045391083,0.22068053483963013
colleges,0.2428450733423233,0.2071334719657898,0.18714381754398346,0.2200278788805008,0.1895545870065689,0.36256512999534607,0.15586905181407928
of,0.2827862501144409,0.26548290252685547,0.2000347077846527,0.733189046382904,0.3177044689655304,0.32943886518478394,0.1826142966747284
the,0.3733934462070465,0.3108886480331421,0.2559613883495331,1.0,0.38631999492645264,0.3175604045391083,0.22068053483963013
university,0.2115909904241562,0.18223445117473602,0.09839355200529099,0.263973206281662,0.19745540618896484,0.26913702487945557,0.11887256056070328
of,0.2827862501144409,0.26548290252685547,0.2000347077846527,0.733189046382904,0.3177044689655304,0.32943886518478394,0.1826142966747284
oxford,0.13716071844100952,0.11820535361766815,0.07763179391622543,0.24588388204574585,0.16013048589229584,0.2556709349155426,0.14411403238773346
.,0.3541337847709656,0.25779226422309875,0.24422594904899597,0.5934505462646484,0.31122034788131714,0.2852020859718323,0.4130953550338745
,who,helped,designed,the,main,quadrangles,?
the,0.3733934462070465,0.3108886480331421,0.2559613883495331,1.0,0.38631999492645264,0.3175604045391083,0.22068053483963013
first,0.39065709710121155,0.31449973583221436,0.201524555683136,0.49448907375335693,0.24865727126598358,0.20253024995326996,0.18701928853988647
buildings,0.19900023937225342,0.19632552564144135,0.4442058503627777,0.25566717982292175,0.20187623798847198,0.3426387906074524,0.11192528158426285
of,0.2827862501144409,0.26548290252685547,0.2000347077846527,0.733189046382904,0.3177044689655304,0.32943886518478394,0.1826142966747284
the,0.3733934462070465,0.3108886480331421,0.2559613883495331,1.0,0.38631999492645264,0.3175604045391083,0.22068053483963013
university,0.2115909904241562,0.18223445117473602,0.09839355200529099,0.263973206281662,0.19745540618896484,0.26913702487945557,0.11887256056070328
of,0.2827862501144409,0.26548290252685547,0.2000347077846527,0.733189046382904,0.3177044689655304,0.32943886518478394,0.1826142966747284
chicago,0.2047077715396881,0.22785185277462006,0.17419950664043427,0.27360326051712036,0.16915595531463623,0.20488394796848297,0.16446958482265472
campus,0.18178072571754456,0.09666995704174042,0.2142358422279358,0.20087170600891113,0.24329225718975067,0.33029454946517944,0.06952692568302155
",",0.3365725874900818,0.2661169171333313,0.201692596077919,0.4933079481124878,0.2989408075809479,0.252428263425827,0.31091248989105225
which,0.3688730001449585,0.205768883228302,0.3073212206363678,0.6521818041801453,0.37042954564094543,0.30981430411338806,0.25814583897590637
make,0.28430092334747314,0.31313157081604004,0.24364924430847168,0.3146495521068573,0.22259025275707245,0.1612551063299179,0.28314751386642456
up,0.26056501269340515,0.18799884617328644,0.17202447354793549,0.38423117995262146,0.19825492799282074,0.22350354492664337,0.1819818764925003
what,0.40942975878715515,0.1926339715719223,0.15902110934257507,0.42745697498321533,0.2344268560409546,0.16237908601760864,0.5051238536834717
is,0.24293622374534607,0.1382724791765213,0.18406619131565094,0.5823672413825989,0.3009335994720459,0.20389580726623535,0.22961433231830597
now,0.29819536209106445,0.18967360258102417,0.15242038667201996,0.38266420364379883,0.2287258356809616,0.2542440891265869,0.29641881585121155
known,0.24757125973701477,0.2581444978713989,0.1970546841621399,0.3624623417854309,0.21903498470783234,0.17235159873962402,0.18314571678638458
as,0.3923053741455078,0.18649764358997345,0.23383614420890808,0.48381632566452026,0.25940921902656555,0.22622770071029663,0.27043893933296204
the,0.3733934462070465,0.3108886480331421,0.2559613883495331,1.0,0.38631999492645264,0.3175604045391083,0.22068053483963013
main,0.18417203426361084,0.18144461512565613,0.1976516991853714,0.38631999492645264,1.0000001192092896,0.18215849995613098,0.1665669083595276
quadrangles,0.13543465733528137,0.1384313404560089,0.2175596058368683,0.3175604045391083,0.18215849995613098,1.0000001192092896,0.1280493140220642
",",0.3365725874900818,0.2661169171333313,0.201692596077919,0.4933079481124878,0.2989408075809479,0.252428263425827,0.31091248989105225
were,0.3188014328479767,0.31125178933143616,0.21924695372581482,0.3906462490558624,0.16944953799247742,0.2466692179441452,0.17890112102031708
part,0.19576206803321838,0.18525241315364838,0.1781352460384369,0.527681291103363,0.32072335481643677,0.2799057364463806,0.08557961881160736
of,0.2827862501144409,0.26548290252685547,0.2000347077846527,0.733189046382904,0.3177044689655304,0.32943886518478394,0.1826142966747284
a,0.36608949303627014,0.24550430476665497,0.28430381417274475,0.5829201340675354,0.27217230200767517,0.2564893662929535,0.23916715383529663
``,0.02397952415049076,-0.01818331889808178,-0.05251215770840645,0.029072100296616554,0.009458402171730995,0.14574755728244781,0.0685480609536171
master,0.3010654151439667,0.2248583734035492,0.20148219168186188,0.19769129157066345,0.19802282750606537,0.19152440130710602,0.11915034055709839
plan,0.2951151430606842,0.3703976273536682,0.34844958782196045,0.2852855324745178,0.18622943758964539,0.19914911687374115,0.1961054503917694
'',0.024401003494858742,-0.05882800370454788,0.017010018229484558,0.041273195296525955,-0.012597051449120045,0.09980044513940811,0.018684765323996544
conceived,0.2570499777793884,0.24484941363334656,0.301285058259964,0.23506250977516174,0.1397721767425537,0.22751672565937042,0.14654332399368286
by,0.39727845788002014,0.24260085821151733,0.29250532388687134,0.4408751428127289,0.21864338219165802,0.1528453379869461,0.17966607213020325
two,0.2791741192340851,0.17459338903427124,0.17904981970787048,0.43858039379119873,0.3178617060184479,0.3553880453109741,0.19645625352859497
university,0.2115909904241562,0.18223445117473602,0.09839355200529099,0.263973206281662,0.19745540618896484,0.26913702487945557,0.11887256056070328
of,0.2827862501144409,0.26548290252685547,0.2000347077846527,0.733189046382904,0.3177044689655304,0.32943886518478394,0.1826142966747284
chicago,0.2047077715396881,0.22785185277462006,0.17419950664043427,0.27360326051712036,0.16915595531463623,0.20488394796848297,0.16446958482265472
trustees,0.2708134353160858,0.1696464866399765,0.18945641815662384,0.2802223861217499,0.07278068363666534,0.29453951120376587,0.12247486412525177
and,0.41279885172843933,0.318156898021698,0.2359010875225067,0.5171257257461548,0.29831406474113464,0.3602939546108246,0.20544172823429108
plotted,0.22680136561393738,0.2446289211511612,0.21499013900756836,0.26552432775497437,0.13645650446414948,0.2067163586616516,0.1812591552734375
by,0.39727845788002014,0.24260085821151733,0.29250532388687134,0.4408751428127289,0.21864338219165802,0.1528453379869461,0.17966607213020325
chicago,0.2047077715396881,0.22785185277462006,0.17419950664043427,0.27360326051712036,0.16915595531463623,0.20488394796848297,0.16446958482265472
architect,0.23530325293540955,0.22900792956352234,0.553325355052948,0.13209693133831024,0.1031123474240303,0.23632195591926575,0.11996878683567047
henry,0.29137110710144043,0.1720401793718338,0.14405173063278198,0.2542637586593628,0.09409211575984955,0.16036725044250488,0.16836383938789368
ives,0.19531308114528656,0.26060932874679565,0.13172495365142822,0.22803302109241486,0.13383179903030396,0.2243397980928421,0.15136300027370453
cobb,0.26678183674812317,0.16441123187541962,0.2148405760526657,0.20319372415542603,0.16828949749469757,0.15347521007061005,0.19696582853794098
.,0.3541337847709656,0.25779226422309875,0.24422594904899597,0.5934505462646484,0.31122034788131714,0.2852020859718323,0.4130953550338745
