,which,sculpture,by,rodin,was,not,donated,by,the,artist,?
it,0.616637647151947,0.18940822780132294,0.40926623344421387,0.17293275892734528,0.4577186405658722,0.4651523232460022,0.2015414535999298,0.40926623344421387,0.6251175999641418,0.19199374318122864,0.25732165575027466
one,0.510688066482544,0.22687579691410065,0.29445651173591614,0.19993633031845093,0.3752199709415436,0.3642125129699707,0.260626882314682,0.29445651173591614,0.5514441132545471,0.1974410116672516,0.2673267424106598
of,0.5011631846427917,0.2746802270412445,0.3646814823150635,0.2017039805650711,0.4069072902202606,0.3307090103626251,0.27521181106567383,0.3646814823150635,0.733189046382904,0.15722915530204773,0.1826142966747284
the,0.6521818041801453,0.23690329492092133,0.4408751428127289,0.22058722376823425,0.48711544275283813,0.4310511648654938,0.24606364965438843,0.4408751428127289,1.0,0.1862100064754486,0.22068053483963013
largest,0.29749369621276855,0.2256268858909607,0.17839421331882477,0.05051018297672272,0.2198711782693863,0.14868555963039398,0.21918150782585144,0.17839421331882477,0.3757036626338959,0.14058545231819153,0.12401245534420013
collections,0.319350928068161,0.35609060525894165,0.26559463143348694,0.3132130801677704,0.17861895263195038,0.16279947757720947,0.38007301092147827,0.26559463143348694,0.27174001932144165,0.2570585012435913,0.1873358190059662
of,0.5011631846427917,0.2746802270412445,0.3646814823150635,0.2017039805650711,0.4069072902202606,0.3307090103626251,0.27521181106567383,0.3646814823150635,0.733189046382904,0.15722915530204773,0.1826142966747284
the,0.6521818041801453,0.23690329492092133,0.4408751428127289,0.22058722376823425,0.48711544275283813,0.4310511648654938,0.24606364965438843,0.4408751428127289,1.0,0.1862100064754486,0.22068053483963013
sculptor,0.07772393524646759,0.6475908160209656,0.18646323680877686,0.46118688583374023,0.24038226902484894,0.1298864781856537,0.29470720887184143,0.18646323680877686,0.11254248023033142,0.5606368184089661,0.13014136254787445
's,0.03856118768453598,0.08444227278232574,-0.010884488001465797,0.07818061113357544,0.008974763564765453,0.002583299996331334,-0.09636961668729782,-0.010884488001465797,-0.01540423184633255,-0.03338845074176788,-0.023395681753754616
work,0.30331435799598694,0.2988409996032715,0.25005507469177246,0.24164479970932007,0.24745555222034454,0.3568844795227051,0.28997480869293213,0.25005507469177246,0.2704800069332123,0.3169616162776947,0.2621155381202698
outside,0.3882860839366913,0.2584594190120697,0.28780537843704224,0.18671123683452606,0.21273015439510345,0.3095373511314392,0.1934252381324768,0.28780537843704224,0.3879719078540802,0.206422820687294,0.14839068055152893
france,0.1980295330286026,0.21427255868911743,0.22743742167949677,0.27480971813201904,0.2715669870376587,0.1976529359817505,0.20053333044052124,0.22743742167949677,0.35517507791519165,0.1790846735239029,0.15069349110126495
;,-0.01244901679456234,0.024826467037200928,0.10469875484704971,0.02803831733763218,0.0754367932677269,0.12084553390741348,0.006606978829950094,0.10469875484704971,0.09152708947658539,0.0737609788775444,0.10349778085947037
these,0.5959210991859436,0.22230100631713867,0.33332425355911255,0.1386449784040451,0.19784674048423767,0.5041285753250122,0.17033004760742188,0.33332425355911255,0.49086877703666687,0.10213729739189148,0.2571668326854706
were,0.2807837128639221,0.20986761152744293,0.4406847059726715,0.2569185495376587,0.590133786201477,0.33318549394607544,0.22954699397087097,0.4406847059726715,0.3906462490558624,0.10911845415830612,0.17890112102031708
given,0.3192405104637146,0.16005821526050568,0.25286126136779785,0.10211778432130814,0.26878538727760315,0.30521225929260254,0.34485846757888794,0.25286126136779785,0.37508252263069153,0.18409448862075806,0.2570464313030243
to,0.5345056653022766,0.23966236412525177,0.33534231781959534,0.1395432949066162,0.3636345863342285,0.5149973034858704,0.25148287415504456,0.33534231781959534,0.535392165184021,0.1676495373249054,0.29463258385658264
the,0.6521818041801453,0.23690329492092133,0.4408751428127289,0.22058722376823425,0.48711544275283813,0.4310511648654938,0.24606364965438843,0.4408751428127289,1.0,0.1862100064754486,0.22068053483963013
museum,0.22731433808803558,0.405792236328125,0.15592984855175018,0.2495928704738617,0.21266788244247437,0.08068925887346268,0.32454055547714233,0.15592984855175018,0.24861779808998108,0.213733971118927,0.14128351211547852
by,0.40543368458747864,0.17374664545059204,1.0000001192092896,0.17763222754001617,0.4752357602119446,0.291808545589447,0.24880395829677582,1.0000001192092896,0.4408751428127289,0.24115848541259766,0.17966607213020325
the,0.6521818041801453,0.23690329492092133,0.4408751428127289,0.22058722376823425,0.48711544275283813,0.4310511648654938,0.24606364965438843,0.4408751428127289,1.0,0.1862100064754486,0.22068053483963013
sculptor,0.07772393524646759,0.6475908160209656,0.18646323680877686,0.46118688583374023,0.24038226902484894,0.1298864781856537,0.29470720887184143,0.18646323680877686,0.11254248023033142,0.5606368184089661,0.13014136254787445
in,0.4840516746044159,0.23036405444145203,0.370934396982193,0.22827556729316711,0.45514053106307983,0.3403114080429077,0.2671816647052765,0.370934396982193,0.6662389636039734,0.18431559205055237,0.20430970191955566
1914,0.18796472251415253,-0.006268451921641827,0.11939019709825516,0.07776375114917755,-0.00012045619951095432,0.21342846751213074,0.06424862146377563,0.11939019709825516,0.04474614933133125,0.028874561190605164,0.14893388748168945
",",0.3658004403114319,0.2533513307571411,0.3680937886238098,0.20436488091945648,0.45456063747406006,0.3769696354866028,0.2569865584373474,0.3680937886238098,0.4933079481124878,0.2583858072757721,0.31091248989105225
as,0.41006597876548767,0.23029650747776031,0.3815547823905945,0.12369494885206223,0.3677520453929901,0.5105602741241455,0.23766061663627625,0.3815547823905945,0.48381632566452026,0.1773238480091095,0.27043893933296204
acknowledgement,0.30984658002853394,0.21063114702701569,0.23546960949897766,0.21051056683063507,0.24358050525188446,0.39809486269950867,0.2256474494934082,0.23546960949897766,0.3058605194091797,0.22989661991596222,0.3101827800273895
of,0.5011631846427917,0.2746802270412445,0.3646814823150635,0.2017039805650711,0.4069072902202606,0.3307090103626251,0.27521181106567383,0.3646814823150635,0.733189046382904,0.15722915530204773,0.1826142966747284
britain,0.25284263491630554,0.1617356389760971,0.20873384177684784,0.1785481870174408,0.27792006731033325,0.20630425214767456,0.11698660999536514,0.20873384177684784,0.29784059524536133,0.15262217819690704,0.1268460750579834
's,0.03856118768453598,0.08444227278232574,-0.010884488001465797,0.07818061113357544,0.008974763564765453,0.002583299996331334,-0.09636961668729782,-0.010884488001465797,-0.01540423184633255,-0.03338845074176788,-0.023395681753754616
support,0.21665282547473907,0.14793004095554352,0.16184203326702118,0.19214895367622375,0.2208256870508194,0.3891409933567047,0.18747620284557343,0.16184203326702118,0.22984638810157776,0.12452361732721329,0.22626608610153198
of,0.5011631846427917,0.2746802270412445,0.3646814823150635,0.2017039805650711,0.4069072902202606,0.3307090103626251,0.27521181106567383,0.3646814823150635,0.733189046382904,0.15722915530204773,0.1826142966747284
france,0.1980295330286026,0.21427255868911743,0.22743742167949677,0.27480971813201904,0.2715669870376587,0.1976529359817505,0.20053333044052124,0.22743742167949677,0.35517507791519165,0.1790846735239029,0.15069349110126495
in,0.4840516746044159,0.23036405444145203,0.370934396982193,0.22827556729316711,0.45514053106307983,0.3403114080429077,0.2671816647052765,0.370934396982193,0.6662389636039734,0.18431559205055237,0.20430970191955566
world,0.29213306307792664,0.12298917770385742,0.22306372225284576,0.19171959161758423,0.3097524344921112,0.2053144872188568,0.17283205687999725,0.22306372225284576,0.33604270219802856,0.15108028054237366,0.17579582333564758
war,0.2244700789451599,0.17247837781906128,0.18974854052066803,0.21641598641872406,0.3560331463813782,0.22388246655464172,0.18899643421173096,0.18974854052066803,0.366199791431427,0.13598155975341797,0.15510529279708862
i,0.25654318928718567,0.16343176364898682,0.2243548333644867,0.16918878257274628,0.23566235601902008,0.4217516779899597,0.06948930025100708,0.2243548333644867,0.26687872409820557,0.15773242712020874,0.4695145785808563
",",0.3658004403114319,0.2533513307571411,0.3680937886238098,0.20436488091945648,0.45456063747406006,0.3769696354866028,0.2569865584373474,0.3680937886238098,0.4933079481124878,0.2583858072757721,0.31091248989105225
although,0.3901670575141907,0.13031820952892303,0.2373359203338623,0.1718357503414154,0.3711436688899994,0.4415263533592224,0.21927978098392487,0.2373359203338623,0.3265823423862457,0.14245149493217468,0.15541206300258636
the,0.6521818041801453,0.23690329492092133,0.4408751428127289,0.22058722376823425,0.48711544275283813,0.4310511648654938,0.24606364965438843,0.4408751428127289,1.0,0.1862100064754486,0.22068053483963013
statue,0.15891814231872559,0.5568981766700745,0.17129749059677124,0.2912133038043976,0.29384079575538635,0.1306973397731781,0.28048866987228394,0.17129749059677124,0.21746210753917694,0.18090663850307465,0.08672746270895004
of,0.5011631846427917,0.2746802270412445,0.3646814823150635,0.2017039805650711,0.4069072902202606,0.3307090103626251,0.27521181106567383,0.3646814823150635,0.733189046382904,0.15722915530204773,0.1826142966747284
st,0.18361647427082062,0.16235361993312836,0.22418929636478424,0.15831437706947327,0.23824290931224823,0.1404879093170166,0.18239125609397888,0.22418929636478424,0.27966225147247314,0.1859225630760193,0.13298600912094116
john,0.20415355265140533,0.13732489943504333,0.2502059042453766,0.14636489748954773,0.2875721752643585,0.1837947815656662,0.17012862861156464,0.2502059042453766,0.2230520099401474,0.21397335827350616,0.13162356615066528
the,0.6521818041801453,0.23690329492092133,0.4408751428127289,0.22058722376823425,0.48711544275283813,0.4310511648654938,0.24606364965438843,0.4408751428127289,1.0,0.1862100064754486,0.22068053483963013
baptist,0.17018763720989227,0.2240263968706131,0.2141943871974945,0.23511458933353424,0.23352500796318054,0.19289638102054596,0.24350614845752716,0.2141943871974945,0.19322502613067627,0.3168136775493622,0.13512451946735382
had,0.3188965916633606,0.18087616562843323,0.37294110655784607,0.2538527250289917,0.5927209258079529,0.3714721202850342,0.2848661541938782,0.37294110655784607,0.3875846862792969,0.16423358023166656,0.20728366076946259
been,0.36993977427482605,0.14102160930633545,0.39107078313827515,0.18607540428638458,0.518218457698822,0.39571741223335266,0.2943763732910156,0.39107078313827515,0.3563927710056305,0.10721204429864883,0.24354910850524902
purchased,0.22792038321495056,0.17294757068157196,0.29243284463882446,0.19210918247699738,0.2898165285587311,0.15312768518924713,0.3995705246925354,0.29243284463882446,0.21101699769496918,0.16518735885620117,0.04121813923120499
in,0.4840516746044159,0.23036405444145203,0.370934396982193,0.22827556729316711,0.45514053106307983,0.3403114080429077,0.2671816647052765,0.370934396982193,0.6662389636039734,0.18431559205055237,0.20430970191955566
1902,0.10910367220640182,0.25088533759117126,0.10219275206327438,0.3605773448944092,0.11773208528757095,0.060705315321683884,0.07509668171405792,0.10219275206327438,0.1322304904460907,0.1999170035123825,0.0625530481338501
by,0.40543368458747864,0.17374664545059204,1.0000001192092896,0.17763222754001617,0.4752357602119446,0.291808545589447,0.24880395829677582,1.0000001192092896,0.4408751428127289,0.24115848541259766,0.17966607213020325
public,0.2544276714324951,0.2785927355289459,0.23323717713356018,0.19991926848888397,0.2513592839241028,0.20537999272346497,0.3184676170349121,0.23323717713356018,0.22857438027858734,0.1460910141468048,0.19872993230819702
subscription,0.29409605264663696,0.06455361098051071,0.19184285402297974,0.07117857784032822,0.16619597375392914,0.2450379580259323,0.21942497789859772,0.19184285402297974,0.26760369539260864,0.12528200447559357,0.22697269916534424
.,0.45942068099975586,0.2360875904560089,0.3936232924461365,0.24872076511383057,0.40146201848983765,0.4824007451534271,0.28309792280197144,0.3936232924461365,0.5934505462646484,0.22495654225349426,0.4130953550338745
