,who,invented,the,first,nuclear,reactor,?
father,0.4164644777774811,0.23410099744796753,0.24010279774665833,0.2619543969631195,0.13547959923744202,0.1937633901834488,0.14826634526252747
of,0.2827862501144409,0.18887928128242493,0.733189046382904,0.3536086082458496,0.2591283917427063,0.22016942501068115,0.1826142966747284
the,0.3733934462070465,0.16009420156478882,1.0,0.49448907375335693,0.23911187052726746,0.25504618883132935,0.22068053483963013
hydrogen,0.12991398572921753,0.21627607941627502,0.20406323671340942,0.2073914110660553,0.4271642565727234,0.485124796628952,0.14590126276016235
bomb,0.18051815032958984,0.17772376537322998,0.2533206045627594,0.23275087773799896,0.4511268436908722,0.47126829624176025,0.13747179508209229
'',0.024401003494858742,0.05657153204083443,0.041273195296525955,-0.03874251991510391,0.052731405943632126,-0.006683120504021645,0.018684765323996544
edward,0.25107425451278687,0.18323518335819244,0.1896408498287201,0.2081546038389206,0.18549677729606628,0.20330163836479187,0.1439376026391983
teller,0.2986164689064026,0.31077712774276733,0.23598416149616241,0.19037774205207825,0.186370849609375,0.17760390043258667,0.203445702791214
",",0.3365725874900818,0.21420055627822876,0.4933079481124878,0.34503069519996643,0.23752127587795258,0.1914381980895996,0.31091248989105225
``,0.02397952415049076,0.014601243659853935,0.029072100296616554,0.006519378628581762,-0.04986165836453438,-0.09490422159433365,0.0685480609536171
one,0.40083858370780945,0.21445593237876892,0.5514441132545471,0.4552372097969055,0.20785637199878693,0.19521507620811462,0.2673267424106598
of,0.2827862501144409,0.18887928128242493,0.733189046382904,0.3536086082458496,0.2591283917427063,0.22016942501068115,0.1826142966747284
the,0.3733934462070465,0.16009420156478882,1.0,0.49448907375335693,0.23911187052726746,0.25504618883132935,0.22068053483963013
most,0.35393568873405457,0.21803352236747742,0.47635307908058167,0.34339818358421326,0.129693865776062,0.13978804647922516,0.2107497900724411
brilliant,0.26863133907318115,0.2429588884115219,0.19243596494197845,0.18796756863594055,0.18403151631355286,0.16805410385131836,0.2091972529888153
and,0.41279885172843933,0.10205988585948944,0.5171257257461548,0.3167642652988434,0.20250080525875092,0.20646828413009644,0.20544172823429108
productive,0.21602237224578857,0.15848690271377563,0.22455596923828125,0.14662760496139526,0.21418936550617218,0.18104498088359833,0.30353474617004395
experimental,0.20474687218666077,0.3338078558444977,0.2084609717130661,0.2662210464477539,0.3099519610404968,0.3383708894252777,0.14400577545166016
physicists,0.26929381489753723,0.35630887746810913,0.20523659884929657,0.1978430598974228,0.3934875428676605,0.3344214856624603,0.1777985841035843
of,0.2827862501144409,0.18887928128242493,0.733189046382904,0.3536086082458496,0.2591283917427063,0.22016942501068115,0.1826142966747284
the,0.3733934462070465,0.16009420156478882,1.0,0.49448907375335693,0.23911187052726746,0.25504618883132935,0.22068053483963013
twentieth,0.23588986694812775,0.3235090970993042,0.30029913783073425,0.3470631539821625,0.1775498241186142,0.17399756610393524,0.05639015510678291
century,0.2990973889827728,0.35786738991737366,0.3617299497127533,0.32110705971717834,0.14547649025917053,0.17042969167232513,0.1026201918721199
'',0.024401003494858742,0.05657153204083443,0.041273195296525955,-0.03874251991510391,0.052731405943632126,-0.006683120504021645,0.018684765323996544
luis,0.14031393826007843,0.03870508447289467,0.2025856077671051,0.18201309442520142,0.14197199046611786,0.12748932838439941,0.07192636281251907
walter,0.2818695306777954,0.22632484138011932,0.16759788990020752,0.22229944169521332,0.06533399224281311,0.07782112061977386,0.1297207623720169
alvarez,0.30030637979507446,0.2076190561056137,0.22535932064056396,0.18754321336746216,0.1500868946313858,0.19762729108333588,0.18574973940849304
",",0.3365725874900818,0.21420055627822876,0.4933079481124878,0.34503069519996643,0.23752127587795258,0.1914381980895996,0.31091248989105225
murray,0.2095356583595276,0.061702728271484375,0.23582130670547485,0.21210892498493195,0.12356264144182205,0.11888734996318817,0.17931228876113892
gell-mann,0.3163031041622162,0.2737521231174469,0.2592487633228302,0.2539616823196411,0.19543597102165222,0.09819688647985458,0.16764411330223083
who,0.9999998807907104,0.23703113198280334,0.3733934462070465,0.39065709710121155,0.1059286817908287,0.15813225507736206,0.26220351457595825
introduced,0.18349657952785492,0.42407530546188354,0.242969810962677,0.32411283254623413,0.1321938931941986,0.15457399189472198,0.16386865079402924
the,0.3733934462070465,0.16009420156478882,1.0,0.49448907375335693,0.23911187052726746,0.25504618883132935,0.22068053483963013
quark,0.14529691636562347,0.175985187292099,0.19210775196552277,0.1158335730433464,0.3237305283546448,0.3203650712966919,0.17615367472171783
",",0.3365725874900818,0.21420055627822876,0.4933079481124878,0.34503069519996643,0.23752127587795258,0.1914381980895996,0.31091248989105225
second,0.21920166909694672,0.09972655773162842,0.4620301127433777,0.6953977942466736,0.17183974385261536,0.19347535073757172,0.17239587008953094
female,0.3403880000114441,0.05431579053401947,0.2673940658569336,0.2493978887796402,0.06885570287704468,0.003209987422451377,0.17839525640010834
nobel,0.23225803673267365,0.2912244200706482,0.1909446120262146,0.25558412075042725,0.28236693143844604,0.26367783546447754,0.15008176863193512
laureate,0.20555941760540009,0.2433844357728958,0.18559721112251282,0.2199459671974182,0.25010523200035095,0.23544351756572723,0.15793240070343018
maria,0.20343798398971558,0.08593734353780746,0.15531538426876068,0.1931440830230713,0.09589921683073044,0.06997564435005188,0.16458186507225037
goeppert-mayer,0.2425241768360138,0.2250189185142517,0.274191677570343,0.2665415108203888,0.2429637908935547,0.27777099609375,0.23956938087940216
",",0.3365725874900818,0.21420055627822876,0.4933079481124878,0.34503069519996643,0.23752127587795258,0.1914381980895996,0.31091248989105225
the,0.3733934462070465,0.16009420156478882,1.0,0.49448907375335693,0.23911187052726746,0.25504618883132935,0.22068053483963013
youngest,0.40976575016975403,0.07930158823728561,0.2996733486652374,0.40492796897888184,0.13885058462619781,0.198944553732872,0.14910350739955902
american,0.3093835413455963,0.2208402454853058,0.24562937021255493,0.29280033707618713,0.1210627555847168,0.1381957232952118,0.18877598643302917
winner,0.2246360182762146,0.1293172985315323,0.25965070724487305,0.24864958226680756,0.13538463413715363,0.16375333070755005,0.14322948455810547
of,0.2827862501144409,0.18887928128242493,0.733189046382904,0.3536086082458496,0.2591283917427063,0.22016942501068115,0.1826142966747284
the,0.3733934462070465,0.16009420156478882,1.0,0.49448907375335693,0.23911187052726746,0.25504618883132935,0.22068053483963013
nobel,0.23225803673267365,0.2912244200706482,0.1909446120262146,0.25558412075042725,0.28236693143844604,0.26367783546447754,0.15008176863193512
prize,0.20312342047691345,0.2333405613899231,0.18969248235225677,0.2189793735742569,0.17501011490821838,0.2029944807291031,0.14158497750759125
tsung-dao,0.22958433628082275,0.15149471163749695,0.27502742409706116,0.2482818067073822,0.25195926427841187,0.33551621437072754,0.2238868921995163
lee,0.23078079521656036,0.1452701985836029,0.16821028292179108,0.2213820517063141,0.12327937036752701,0.11228998005390167,0.19113655388355255
",",0.3365725874900818,0.21420055627822876,0.4933079481124878,0.34503069519996643,0.23752127587795258,0.1914381980895996,0.31091248989105225
and,0.41279885172843933,0.10205988585948944,0.5171257257461548,0.3167642652988434,0.20250080525875092,0.20646828413009644,0.20544172823429108
astrophysicist,0.20763534307479858,0.3315097987651825,0.19971944391727448,0.23444996774196625,0.33902934193611145,0.3401176333427429,0.13779272139072418
subrahmanyan,0.2372470200061798,0.14877770841121674,0.2668096125125885,0.20275020599365234,0.31498420238494873,0.2595074474811554,0.1861170530319214
chandrasekhar,0.18816594779491425,0.13420090079307556,0.23449960350990295,0.19451949000358582,0.3029192388057709,0.26900815963745117,0.20365552604198456
.,0.3541337847709656,0.2224365919828415,0.5934505462646484,0.4345304071903229,0.2137570083141327,0.25744882225990295,0.4130953550338745
