,what,are,deacons,granted,if,they,are,appointed,as,pastor,in,a,local,church,?
and,0.31309178471565247,0.48576638102531433,0.2748076021671295,0.20955990254878998,0.3498523235321045,0.5073080658912659,0.48576638102531433,0.2608291208744049,0.49487000703811646,0.19818736612796783,0.4954058527946472,0.3739250600337982,0.2468787580728531,0.1976170688867569,0.20544172823429108
may,0.25739946961402893,0.3162533640861511,0.18937894701957703,0.24059650301933289,0.3125908374786377,0.3371005356311798,0.3162533640861511,0.1746370643377304,0.32133710384368896,0.20706507563591003,0.3424151837825775,0.29255667328834534,0.12904523313045502,0.18112462759017944,0.2768254578113556
be,0.3929833769798279,0.5556803941726685,0.22861561179161072,0.2066061645746231,0.5628611445426941,0.4858434796333313,0.5556803941726685,0.10731258243322372,0.5230465531349182,0.19010308384895325,0.3481820821762085,0.39883795380592346,0.18838182091712952,0.14655785262584686,0.3324260413646698
granted,0.2214755117893219,0.09674783051013947,0.19139422476291656,1.0000001192092896,0.22497224807739258,0.2001834213733673,0.09674783051013947,0.46272310614585876,0.2162829488515854,0.15740929543972015,0.21880222856998444,0.22482141852378845,0.19937829673290253,0.19870668649673462,0.22870221734046936
sacramental,0.26630717515945435,0.2445201873779297,0.4220755696296692,0.19214430451393127,0.2275826632976532,0.2271098494529724,0.2445201873779297,0.2553168833255768,0.22347213327884674,0.36856386065483093,0.2281111478805542,0.23346418142318726,0.21265386044979095,0.38061246275901794,0.18376803398132324
authority,0.23046736419200897,0.15189868211746216,0.25642129778862,0.3447732925415039,0.20712687075138092,0.1672353446483612,0.15189868211746216,0.3627346456050873,0.25263646245002747,0.21684765815734863,0.214982271194458,0.21713398396968842,0.2930438816547394,0.24663107097148895,0.18404170870780945
if,0.5277165174484253,0.32547882199287415,0.15129350125789642,0.22497224807739258,1.0,0.4092397689819336,0.32547882199287415,0.0951155424118042,0.3354816734790802,0.1234264001250267,0.2589588761329651,0.41272827982902527,0.3304971754550934,0.16554011404514313,0.4441644251346588
they,0.4431931674480438,0.610666811466217,0.35086071491241455,0.2001834213733673,0.4092397689819336,0.9999999403953552,0.610666811466217,0.13898435235023499,0.3294360637664795,0.13822788000106812,0.4330179989337921,0.3528250455856323,0.21770167350769043,0.18669813871383667,0.2753053903579712
are,0.29724663496017456,1.0,0.29669779539108276,0.09674783051013947,0.32547882199287415,0.610666811466217,1.0,0.0639224573969841,0.3826591968536377,0.14280065894126892,0.3841303884983063,0.265255331993103,0.19665704667568207,0.16039738059043884,0.24591213464736938
appointed,0.1642993837594986,0.0639224573969841,0.33201563358306885,0.46272310614585876,0.0951155424118042,0.13898435235023499,0.0639224573969841,1.0,0.2932926416397095,0.23876449465751648,0.23088723421096802,0.18327824771404266,0.195188507437706,0.18578457832336426,0.13895352184772491
as,0.31749409437179565,0.3826591968536377,0.2576013207435608,0.2162829488515854,0.3354816734790802,0.3294360637664795,0.3826591968536377,0.2932926416397095,1.0,0.22199061512947083,0.3887844979763031,0.39550232887268066,0.21087346971035004,0.211966410279274,0.27043893933296204
the,0.42745697498321533,0.40399202704429626,0.28766658902168274,0.27588096261024475,0.33724796772003174,0.49925389885902405,0.40399202704429626,0.2626524269580841,0.48381632566452026,0.13653714954853058,0.6662389636039734,0.5829201340675354,0.2130540907382965,0.23846197128295898,0.22068053483963013
pastor,0.14023858308792114,0.14280065894126892,0.3771989941596985,0.15740929543972015,0.1234264001250267,0.13822788000106812,0.14280065894126892,0.23876449465751648,0.22199061512947083,0.9999999403953552,0.203180730342865,0.1934782862663269,0.18587452173233032,0.44673746824264526,0.1683567762374878
in,0.30808621644973755,0.3841303884983063,0.19536463916301727,0.21880222856998444,0.2589588761329651,0.4330179989337921,0.3841303884983063,0.23088723421096802,0.3887844979763031,0.203180730342865,1.0,0.539380669593811,0.2223825752735138,0.2493300437927246,0.20430970191955566
a,0.3320399522781372,0.265255331993103,0.19436484575271606,0.22482141852378845,0.41272827982902527,0.3528250455856323,0.265255331993103,0.18327824771404266,0.39550232887268066,0.1934782862663269,0.539380669593811,1.0,0.2435571700334549,0.19588641822338104,0.23916715383529663
local,0.18981902301311493,0.19665704667568207,0.1740892231464386,0.19937829673290253,0.3304971754550934,0.21770167350769043,0.19665704667568207,0.195188507437706,0.21087346971035004,0.18587452173233032,0.2223825752735138,0.2435571700334549,1.0,0.2117328941822052,0.15022775530815125
church,0.1944202184677124,0.16039738059043884,0.42201054096221924,0.19870668649673462,0.16554011404514313,0.18669813871383667,0.16039738059043884,0.18578457832336426,0.211966410279274,0.44673746824264526,0.2493300437927246,0.19588641822338104,0.2117328941822052,0.9999999403953552,0.18081501126289368
.,0.3567904531955719,0.3452940285205841,0.2274814397096634,0.23590165376663208,0.421799898147583,0.4510921239852905,0.3452940285205841,0.23383042216300964,0.515582263469696,0.21953769028186798,0.5591574311256409,0.50484299659729,0.26217252016067505,0.28898224234580994,0.4130953550338745
