,how,many,huguenots,emigrated,to,north,america,as,colonists,?
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.3080633282661438,0.44245919585227966,0.31834840774536133,0.253568559885025,0.48816442489624023,0.22380682826042175,0.31091248989105225
doctors,0.3169460594654083,0.34454771876335144,0.18787825107574463,0.13776148855686188,0.2947743237018585,0.08748078346252441,0.16440118849277496,0.17983488738536835,0.2830127775669098,0.19305896759033203
and,0.33647966384887695,0.5296266674995422,0.28783127665519714,0.24211961030960083,0.48971283435821533,0.2776443064212799,0.2647855281829834,0.49487000703811646,0.2779245972633362,0.20544172823429108
business,0.21561309695243835,0.29327890276908875,0.17257417738437653,0.19166408479213715,0.28079214692115784,0.1941557675600052,0.2509913146495819,0.22870652377605438,0.2088337540626526,0.1545659303665161
leaders,0.2026149332523346,0.29123497009277344,0.3476700484752655,0.23644766211509705,0.25293630361557007,0.19242297112941742,0.20390166342258453,0.21615228056907654,0.3405131995677948,0.13927052915096283
in,0.2601168751716614,0.41474202275276184,0.25916293263435364,0.3249180018901825,0.45010748505592346,0.39050599932670593,0.3098583221435547,0.3887844979763031,0.22301137447357178,0.20430970191955566
britain,0.21808192133903503,0.31913602352142334,0.3496379554271698,0.3062106966972351,0.25324371457099915,0.2739139497280121,0.41778844594955444,0.27051201462745667,0.3765110373497009,0.1268460750579834
as,0.33782753348350525,0.4070141911506653,0.14947842061519623,0.18510572612285614,0.42092081904411316,0.22670356929302216,0.22265762090682983,1.0,0.20774362981319427,0.27043893933296204
well,0.410734087228775,0.5438802242279053,0.22066359221935272,0.24132810533046722,0.3422003388404846,0.2249448150396347,0.28345465660095215,0.5532534718513489,0.1676456183195114,0.24815571308135986
as,0.33782753348350525,0.4070141911506653,0.14947842061519623,0.18510572612285614,0.42092081904411316,0.22670356929302216,0.22265762090682983,1.0,0.20774362981319427,0.27043893933296204
holland,0.1999807506799698,0.1383240669965744,0.3196084201335907,0.2504176199436188,0.22386394441127777,0.3367198705673218,0.2677983343601227,0.20937031507492065,0.20347197353839874,0.14312024414539337
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.3080633282661438,0.44245919585227966,0.31834840774536133,0.253568559885025,0.48816442489624023,0.22380682826042175,0.31091248989105225
prussia,0.13865047693252563,0.1470053493976593,0.37437358498573303,0.2955038845539093,0.2132999449968338,0.20671337842941284,0.1917557716369629,0.19811415672302246,0.26914265751838684,0.09988865256309509
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.3080633282661438,0.44245919585227966,0.31834840774536133,0.253568559885025,0.48816442489624023,0.22380682826042175,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.28783127665519714,0.24211961030960083,0.48971283435821533,0.2776443064212799,0.2647855281829834,0.49487000703811646,0.2779245972633362,0.20544172823429108
south,0.11786635220050812,0.2319321483373642,0.2368669956922531,0.22941114008426666,0.25657615065574646,0.750363826751709,0.3637797236442566,0.21022742986679077,0.26641058921813965,0.12336621433496475
africa,0.1568063348531723,0.285052627325058,0.2884294092655182,0.29228177666664124,0.23667606711387634,0.3710435926914215,0.4964209496974945,0.21400713920593262,0.2973114252090454,0.12926554679870605
.,0.3287222981452942,0.3974229395389557,0.2170230895280838,0.27369463443756104,0.4645031690597534,0.3171539604663849,0.29180291295051575,0.515582263469696,0.22969768941402435,0.4130953550338745
