,what,dynasties,inspired,the,chinese-like,elements,of,kublai,'s,government,?
",",0.3087472915649414,0.20739701390266418,0.21598021686077118,0.4933079481124878,0.3073188364505768,0.2555456757545471,0.4946078956127167,0.2569756805896759,-0.0016132977325469255,0.27344048023223877,0.31091248989105225
song,0.21011823415756226,0.20216892659664154,0.3356953561306,0.300855815410614,0.2519792914390564,0.13801884651184082,0.18425366282463074,0.19827966392040253,0.10946188867092133,0.09493960440158844,0.20782215893268585
",",0.3087472915649414,0.20739701390266418,0.21598021686077118,0.4933079481124878,0.3073188364505768,0.2555456757545471,0.4946078956127167,0.2569756805896759,-0.0016132977325469255,0.27344048023223877,0.31091248989105225
as,0.31749409437179565,0.1688334345817566,0.17457880079746246,0.48381632566452026,0.2991447448730469,0.24699147045612335,0.3886612355709076,0.1864137202501297,-0.05775856226682663,0.1883569210767746,0.27043893933296204
well,0.4154493808746338,0.21391189098358154,0.2734225392341614,0.42630070447921753,0.315334290266037,0.21036937832832336,0.3343164324760437,0.18758419156074524,-0.0049502006731927395,0.17108410596847534,0.24815571308135986
as,0.31749409437179565,0.1688334345817566,0.17457880079746246,0.48381632566452026,0.2991447448730469,0.24699147045612335,0.3886612355709076,0.1864137202501297,-0.05775856226682663,0.1883569210767746,0.27043893933296204
khitan,0.23712213337421417,0.4517078697681427,0.14328141510486603,0.28280338644981384,0.39571520686149597,0.13115818798542023,0.2494407296180725,0.5839791893959045,-0.014895584434270859,0.22282151877880096,0.22136270999908447
liao,0.16558727622032166,0.4205307066440582,0.047789063304662704,0.26244300603866577,0.5265887975692749,0.12132569402456284,0.22867083549499512,0.4990007281303406,0.006922587286680937,0.2527672052383423,0.13700619339942932
and,0.31309178471565247,0.23739749193191528,0.2447075992822647,0.5171257257461548,0.3426676094532013,0.2731180787086487,0.5116966962814331,0.25078991055488586,0.06895173341035843,0.2859337627887726,0.20544172823429108
jurchen,0.18715956807136536,0.47030311822891235,0.17076264321804047,0.30908945202827454,0.4766879975795746,0.10888263583183289,0.2635060250759125,0.4656810164451599,0.023268923163414,0.2552041709423065,0.2415906935930252
jin,0.17349651455879211,0.36169809103012085,0.11744392663240433,0.23336409032344818,0.49783071875572205,0.1261926144361496,0.18017646670341492,0.45858436822891235,-0.011056434363126755,0.19064204394817352,0.12195159494876862
dynasties,0.14372941851615906,0.9999999403953552,0.16945186257362366,0.30397531390190125,0.3621883690357208,0.25270146131515503,0.3041822910308838,0.40884631872177124,-0.06643491983413696,0.2678093910217285,0.14213824272155762
.,0.3567904531955719,0.17955225706100464,0.2438153177499771,0.5934505462646484,0.2888183295726776,0.2422238141298294,0.5352458953857422,0.2311694622039795,-0.003708066651597619,0.2521961033344269,0.4130953550338745
,what,dynasties,inspired,the,chinese-like,elements,of,kublai,'s,government,?
while,0.35511791706085205,0.12111978232860565,0.21858185529708862,0.39804592728614807,0.2418418973684311,0.15560802817344666,0.3366928696632385,0.21775539219379425,0.0011869525769725442,0.1848406046628952,0.21076419949531555
the,0.42745697498321533,0.30397531390190125,0.271378755569458,1.0,0.32074835896492004,0.22297804057598114,0.733189046382904,0.32886171340942383,-0.01540423184633255,0.31798112392425537,0.22068053483963013
official,0.18967986106872559,0.16020932793617249,0.20184728503227234,0.3133983910083771,0.12226231396198273,0.06967274844646454,0.2864961326122284,0.1633950173854828,0.0002636060817167163,0.30452626943588257,0.18097688257694244
terminology,0.2633272409439087,0.16330879926681519,0.15213803946971893,0.2509952485561371,0.3130193054676056,0.2807707190513611,0.19657523930072784,0.07267630100250244,0.046485885977745056,0.16341300308704376,0.2055031955242157
of,0.33290785551071167,0.3041822910308838,0.2985292971134186,0.733189046382904,0.29815003275871277,0.23613712191581726,1.0,0.231930211186409,-0.03817026689648628,0.3475167155265808,0.1826142966747284
the,0.42745697498321533,0.30397531390190125,0.271378755569458,1.0,0.32074835896492004,0.22297804057598114,0.733189046382904,0.32886171340942383,-0.01540423184633255,0.31798112392425537,0.22068053483963013
institutions,0.22018329799175262,0.3111313581466675,0.19876450300216675,0.2776423394680023,0.23427218198776245,0.2429126352071762,0.3371490240097046,0.15693657100200653,-0.033028494566679,0.497537225484848,0.19119486212730408
may,0.25739946961402893,0.16125038266181946,0.19138169288635254,0.2694292366504669,0.18381080031394958,0.14800745248794556,0.26447007060050964,0.14685092866420746,-0.07006479054689407,0.21966363489627838,0.2768254578113556
indicate,0.24538113176822662,0.17969991266727448,0.07989533245563507,0.2430160641670227,0.25009915232658386,0.20496539771556854,0.25098979473114014,0.1666470170021057,0.014407308772206306,0.1500246524810791,0.23544088006019592
the,0.42745697498321533,0.30397531390190125,0.271378755569458,1.0,0.32074835896492004,0.22297804057598114,0.733189046382904,0.32886171340942383,-0.01540423184633255,0.31798112392425537,0.22068053483963013
government,0.28074538707733154,0.2678093910217285,0.11740278452634811,0.31798112392425537,0.30787479877471924,0.14778903126716614,0.3475167155265808,0.3054119348526001,0.00033092309604398906,1.0000001192092896,0.18851417303085327
structure,0.27351704239845276,0.17781482636928558,0.16409628093242645,0.2933249771595001,0.25808706879615784,0.3902134299278259,0.2599511742591858,0.05044431984424591,-0.016846615821123123,0.19950945675373077,0.1770772784948349
was,0.22111038863658905,0.2277369350194931,0.3109425902366638,0.48711544275283813,0.2188715934753418,0.17981117963790894,0.4069072902202606,0.3139400780200958,0.008974763564765453,0.2995857298374176,0.18412111699581146
almost,0.2467888444662094,0.13435478508472443,0.181086003780365,0.3341992199420929,0.21669901907444,0.2077854573726654,0.3144364058971405,0.17916704714298248,0.02320737950503826,0.17191484570503235,0.1372147500514984
purely,0.3422277569770813,0.13608822226524353,0.16893528401851654,0.2469300776720047,0.22631967067718506,0.2852064371109009,0.24775581061840057,0.09516644477844238,0.0629747211933136,0.153062105178833,0.20327743887901306
that,0.6297725439071655,0.18950818479061127,0.2554440200328827,0.5473989248275757,0.34329110383987427,0.30113428831100464,0.41498205065727234,0.2526871860027313,0.04397977516055107,0.29558056592941284,0.32716336846351624
of,0.33290785551071167,0.3041822910308838,0.2985292971134186,0.733189046382904,0.29815003275871277,0.23613712191581726,1.0,0.231930211186409,-0.03817026689648628,0.3475167155265808,0.1826142966747284
native,0.19453833997249603,0.1662568747997284,0.20917481184005737,0.24374492466449738,0.2804686725139618,0.20107322931289673,0.2524676024913788,0.1094076856970787,0.0551753006875515,0.1598607748746872,0.1457047313451767
chinese,0.11643128097057343,0.3613274395465851,0.20415270328521729,0.2785343527793884,0.9122779965400696,0.1965991109609604,0.24275560677051544,0.38022753596305847,0.01673142798244953,0.28498339653015137,0.20843194425106049
dynasties,0.14372941851615906,0.9999999403953552,0.16945186257362366,0.30397531390190125,0.3621883690357208,0.25270146131515503,0.3041822910308838,0.40884631872177124,-0.06643491983413696,0.2678093910217285,0.14213824272155762
",",0.3087472915649414,0.20739701390266418,0.21598021686077118,0.4933079481124878,0.3073188364505768,0.2555456757545471,0.4946078956127167,0.2569756805896759,-0.0016132977325469255,0.27344048023223877,0.31091248989105225
the,0.42745697498321533,0.30397531390190125,0.271378755569458,1.0,0.32074835896492004,0.22297804057598114,0.733189046382904,0.32886171340942383,-0.01540423184633255,0.31798112392425537,0.22068053483963013
yuan,0.13503028452396393,0.42275118827819824,0.11452827602624893,0.2548272907733917,0.5315046310424805,0.13648250699043274,0.22696353495121002,0.5195493102073669,0.01965653896331787,0.3044860064983368,0.12871281802654266
bureaucracy,0.3576729893684387,0.19296953082084656,0.13543614745140076,0.24530325829982758,0.27556920051574707,0.15669693052768707,0.25510287284851074,0.23733268678188324,-0.0030092187225818634,0.4388015568256378,0.33511215448379517
actually,0.5747550129890442,0.1655215322971344,0.15867875516414642,0.39964747428894043,0.28033286333084106,0.23838436603546143,0.3496170938014984,0.23804065585136414,0.012363291345536709,0.21777066588401794,0.36036357283592224
consisted,0.10791123658418655,0.2664834260940552,0.28912848234176636,0.2888994514942169,0.1715809553861618,0.24233905971050262,0.3690205514431,0.13949698209762573,0.019784079864621162,0.13719913363456726,0.01278369128704071
of,0.33290785551071167,0.3041822910308838,0.2985292971134186,0.733189046382904,0.29815003275871277,0.23613712191581726,1.0,0.231930211186409,-0.03817026689648628,0.3475167155265808,0.1826142966747284
a,0.3320399522781372,0.13697907328605652,0.2341131567955017,0.5829201340675354,0.24751056730747223,0.2716076672077179,0.5052502155303955,0.1659851223230362,0.04866964742541313,0.25158295035362244,0.23916715383529663
mix,0.13352730870246887,0.12466798722743988,0.14701354503631592,0.15310801565647125,0.17826838791370392,0.26457133889198303,0.10747335106134415,0.10776582360267639,0.06821553409099579,0.09658665210008621,0.11501310765743256
of,0.33290785551071167,0.3041822910308838,0.2985292971134186,0.733189046382904,0.29815003275871277,0.23613712191581726,1.0,0.231930211186409,-0.03817026689648628,0.3475167155265808,0.1826142966747284
elements,0.2152351289987564,0.25270146131515503,0.19743908941745758,0.22297804057598114,0.25144946575164795,1.0000001192092896,0.23613712191581726,0.09995603561401367,-0.04167265072464943,0.14778903126716614,0.15222592651844025
from,0.2737620174884796,0.18746085464954376,0.2121204286813736,0.40150508284568787,0.22648893296718597,0.17875328660011292,0.4249346852302551,0.13737952709197998,-0.01936490088701248,0.16793464124202728,0.19969791173934937
different,0.39262300729751587,0.22940796613693237,0.2803296446800232,0.36412742733955383,0.3361745774745941,0.3340507745742798,0.3747533857822418,0.16685564815998077,0.05519130453467369,0.21736957132816315,0.24476227164268494
cultures,0.22179487347602844,0.31280332803726196,0.293160617351532,0.2909663915634155,0.37326034903526306,0.27023783326148987,0.2692214250564575,0.18218235671520233,0.004949934780597687,0.1648367941379547,0.1482744663953781
.,0.3567904531955719,0.17955225706100464,0.2438153177499771,0.5934505462646484,0.2888183295726776,0.2422238141298294,0.5352458953857422,0.2311694622039795,-0.003708066651597619,0.2521961033344269,0.4130953550338745
