,what,denver,player,caught,the,ball,76,times,in,the,2015,season,?
six,0.1779850870370865,0.17531447112560272,0.1659715473651886,0.17684274911880493,0.3614266812801361,0.19327771663665771,-0.22770920395851135,0.30399569869041443,0.3013422191143036,0.3614266812801361,0.042553916573524475,0.2219657301902771,0.15298804640769958
touchdowns,0.15067923069000244,0.37216120958328247,0.35063043236732483,0.35398417711257935,0.20508192479610443,0.35780927538871765,-0.020367521792650223,0.2679026424884796,0.17643709480762482,0.20508192479610443,0.008580083958804607,0.4151381552219391,0.1509619653224945
",",0.3087472915649414,0.25173696875572205,0.25826331973075867,0.300359308719635,0.4933079481124878,0.2170172780752182,-0.2577037513256073,0.2897866368293762,0.5201468467712402,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
while,0.35511791706085205,0.20923270285129547,0.17724208533763885,0.3115226626396179,0.39804592728614807,0.23322966694831848,-0.30555975437164307,0.29085081815719604,0.3399278521537781,0.39804592728614807,-0.013383761048316956,0.21403980255126953,0.21076419949531555
emmanuel,0.11832690984010696,0.15396928787231445,0.22406573593616486,0.0952926054596901,0.19346554577350616,0.09361758083105087,0.0929015502333641,0.13372653722763062,0.22883816063404083,0.19346554577350616,0.24478062987327576,0.15242736041545868,0.15527042746543884
sanders,0.1722477227449417,0.28691941499710083,0.17663276195526123,0.12340231239795685,0.2733713686466217,0.16711825132369995,-0.047574788331985474,0.24497494101524353,0.23041145503520966,0.2733713686466217,-0.02676323987543583,0.19655606150627136,0.20881439745426178
caught,0.19015973806381226,0.1647387593984604,0.1615065336227417,1.0000001192092896,0.2087310254573822,0.25763827562332153,-0.1920124590396881,0.18891121447086334,0.20461435616016388,0.2087310254573822,0.021568303927779198,0.12817975878715515,0.20266211032867432
76,-0.28225886821746826,-0.14015156030654907,0.09891343116760254,-0.1920124590396881,-0.4725710153579712,-0.1086914911866188,1.0000001192092896,-0.19359129667282104,-0.3721224069595337,-0.4725710153579712,0.038449764251708984,-0.07524717599153519,-0.08607837557792664
passes,0.21615341305732727,0.17747798562049866,0.20677541196346283,0.26007434725761414,0.3752402365207672,0.2867456078529358,-0.2092571258544922,0.15325897932052612,0.2780042290687561,0.3752402365207672,0.033945534378290176,0.16756902635097504,0.09716983139514923
for,0.3017193675041199,0.22017966210842133,0.2470785230398178,0.19414915144443512,0.4739971458911896,0.1708642989397049,-0.24215015769004822,0.2999500632286072,0.4322226941585541,0.4739971458911896,-0.08512632548809052,0.24490800499916077,0.264628142118454
"1,135",0.09698153287172318,-0.0954514816403389,-0.06263323128223419,-0.0477229543030262,-0.060228969901800156,0.12054885923862457,0.036588434129953384,-0.013214614242315292,-0.14448752999305725,-0.060228969901800156,-0.16463333368301392,-0.09298870712518692,0.02593619003891945
yards,0.1304803043603897,0.3131333589553833,0.2452496588230133,0.29220256209373474,0.16070343554019928,0.31545811891555786,-0.10725899785757065,0.21166743338108063,0.14206624031066895,0.16070343554019928,0.02945392206311226,0.3280850648880005,0.12453813850879669
and,0.31309178471565247,0.20625516772270203,0.22685286402702332,0.2659677565097809,0.5171257257461548,0.19981779158115387,-0.35593488812446594,0.2611900568008423,0.4954058527946472,0.5171257257461548,0.015077123418450356,0.2369309365749359,0.20544172823429108
six,0.1779850870370865,0.17531447112560272,0.1659715473651886,0.17684274911880493,0.3614266812801361,0.19327771663665771,-0.22770920395851135,0.30399569869041443,0.3013422191143036,0.3614266812801361,0.042553916573524475,0.2219657301902771,0.15298804640769958
scores,0.20473165810108185,0.18171988427639008,0.31918007135391235,0.21520276367664337,0.2456876039505005,0.2662528455257416,-0.012511896900832653,0.2706252634525299,0.1744557023048401,0.2456876039505005,-0.12062636017799377,0.2443333864212036,0.17722187936306
",",0.3087472915649414,0.25173696875572205,0.25826331973075867,0.300359308719635,0.4933079481124878,0.2170172780752182,-0.2577037513256073,0.2897866368293762,0.5201468467712402,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
while,0.35511791706085205,0.20923270285129547,0.17724208533763885,0.3115226626396179,0.39804592728614807,0.23322966694831848,-0.30555975437164307,0.29085081815719604,0.3399278521537781,0.39804592728614807,-0.013383761048316956,0.21403980255126953,0.21076419949531555
adding,0.29902034997940063,0.04341156408190727,0.11250033229589462,0.16822265088558197,0.30152344703674316,0.1961478739976883,-0.1432202309370041,0.21646779775619507,0.23352821171283722,0.30152344703674316,-0.07819841802120209,0.17598474025726318,0.2800346910953522
another,0.4190070629119873,0.16497071087360382,0.15793061256408691,0.3217430114746094,0.5019711852073669,0.30205103754997253,-0.27393054962158203,0.27831289172172546,0.3397690951824188,0.5019711852073669,0.007267683278769255,0.15102741122245789,0.295511931180954
106,0.07019326835870743,-0.08566123247146606,0.017963934689760208,-0.016999337822198868,-0.03340312838554382,-0.06986832618713379,0.062365274876356125,0.015905678272247314,-0.04445967450737953,-0.03340312838554382,-0.12833517789840698,0.08876799046993256,0.10198672860860825
yards,0.1304803043603897,0.3131333589553833,0.2452496588230133,0.29220256209373474,0.16070343554019928,0.31545811891555786,-0.10725899785757065,0.21166743338108063,0.14206624031066895,0.16070343554019928,0.02945392206311226,0.3280850648880005,0.12453813850879669
returning,0.22942082583904266,0.23300747573375702,0.139848530292511,0.32116854190826416,0.3807036876678467,0.1635608971118927,-0.26434606313705444,0.17204649746418,0.3026452958583832,0.3807036876678467,0.06253719329833984,0.28531700372695923,0.14488300681114197
punts,0.21862637996673584,0.3450697660446167,0.2554956376552582,0.32783177495002747,0.21641352772712708,0.36943066120147705,-0.15827006101608276,0.23581939935684204,0.19431474804878235,0.21641352772712708,-0.02587258629500866,0.3141095042228699,0.19397130608558655
.,0.3567904531955719,0.2573630213737488,0.22491109371185303,0.2576688826084137,0.5934505462646484,0.214210644364357,-0.3766680359840393,0.2891986668109894,0.5591574311256409,0.5934505462646484,0.06607602536678314,0.24674734473228455,0.4130953550338745
