,after,cancelling,the,show,",",what,did,the,bbc,tell,the,public,?
more,0.2585527002811432,0.25736552476882935,0.39758381247520447,0.21705856919288635,0.3696524500846863,0.3484537899494171,0.2803135812282562,0.39758381247520447,0.1459275633096695,0.2904651165008545,0.39758381247520447,0.17057493329048157,0.27894994616508484
than,0.20929968357086182,0.22254423797130585,0.3227543234825134,0.1971590518951416,0.3371901512145996,0.29388150572776794,0.24820660054683685,0.3227543234825134,0.1434512585401535,0.24160663783550262,0.3227543234825134,0.15035578608512878,0.24917294085025787
30,0.030847962945699692,-0.11056362092494965,0.0730796679854393,0.08493690192699432,-0.002004974754527211,-0.04443084076046944,-0.015366257168352604,0.0730796679854393,-0.07784513384103775,0.00600680336356163,0.0730796679854393,-0.05052311718463898,-0.08261742442846298
years,0.38036108016967773,0.23140665888786316,0.2912273406982422,0.1147797629237175,0.2589467465877533,0.1981470286846161,0.2695724070072174,0.2912273406982422,0.17876961827278137,0.17888405919075012,0.2912273406982422,0.1332460343837738,0.1914375126361847
in,0.44050168991088867,0.2380373626947403,0.6662389636039734,0.27595704793930054,0.5201468467712402,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.22430340945720673,0.20067040622234344,0.6662389636039734,0.29074716567993164,0.20430970191955566
the,0.4565047025680542,0.2896174490451813,1.0,0.319829523563385,0.4933079481124878,0.42745697498321533,0.34736719727516174,1.0,0.2735401690006256,0.3124232590198517,1.0,0.22857438027858734,0.22068053483963013
tardis,0.2335064858198166,0.23898129165172577,0.29145124554634094,0.21063032746315002,0.17403040826320648,0.21426796913146973,0.18164002895355225,0.29145124554634094,0.2833022177219391,0.25650355219841003,0.29145124554634094,0.1719173789024353,0.14893783628940582
),0.24162524938583374,0.16067025065422058,0.3456730246543884,0.22110877931118011,0.63033527135849,0.26259949803352356,0.18584993481636047,0.3456730246543884,0.10228727757930756,0.21560651063919067,0.3456730246543884,0.15635275840759277,0.42300865054130554
it,0.36872005462646484,0.22122783958911896,0.6251175999641418,0.2669452726840973,0.48329564929008484,0.45803478360176086,0.2993364930152893,0.6251175999641418,0.18502579629421234,0.2882797420024872,0.6251175999641418,0.2047269344329834,0.25732165575027466
was,0.49306565523147583,0.3195834755897522,0.48711544275283813,0.20142383873462677,0.45456063747406006,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.19087861478328705,0.14977136254310608,0.48711544275283813,0.2513592839241028,0.18412111699581146
effectively,0.30125290155410767,0.2753849923610687,0.3534683883190155,0.17644956707954407,0.3275187015533447,0.2696734368801117,0.22344723343849182,0.3534683883190155,0.13320204615592957,0.16427873075008392,0.3534683883190155,0.21114125847816467,0.21523159742355347
",",0.38860568404197693,0.2638758420944214,0.4933079481124878,0.31928569078445435,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.4933079481124878,0.14724469184875488,0.29178953170776367,0.4933079481124878,0.2588968276977539,0.31091248989105225
if,0.2528844475746155,0.24697937071323395,0.33724796772003174,0.2619461119174957,0.257730096578598,0.5277165174484253,0.3197491765022278,0.33724796772003174,0.13747923076152802,0.37562286853790283,0.33724796772003174,0.1735907644033432,0.4441644251346588
not,0.3115830719470978,0.31248486042022705,0.4310511648654938,0.30318546295166016,0.3769696354866028,0.5449194312095642,0.6481515765190125,0.4310511648654938,0.17192764580249786,0.3955385386943817,0.4310511648654938,0.20537999272346497,0.41942933201789856
formally,0.3588090240955353,0.25307247042655945,0.3323594629764557,0.17082133889198303,0.2899072468280792,0.19840256869792938,0.18397410213947296,0.3323594629764557,0.11988427489995956,0.07336151599884033,0.3323594629764557,0.24431076645851135,0.1371411830186844
",",0.38860568404197693,0.2638758420944214,0.4933079481124878,0.31928569078445435,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.4933079481124878,0.14724469184875488,0.29178953170776367,0.4933079481124878,0.2588968276977539,0.31091248989105225
cancelled,0.35598012804985046,0.8213138580322266,0.2379130721092224,0.3093855381011963,0.21998357772827148,0.19608551263809204,0.3573436439037323,0.2379130721092224,0.2043982446193695,0.16998502612113953,0.2379130721092224,0.1949494332075119,0.17645953595638275
with,0.33843478560447693,0.25172099471092224,0.4223487675189972,0.3004990220069885,0.4120737314224243,0.2464839518070221,0.25472134351730347,0.4223487675189972,0.20973603427410126,0.2573673725128174,0.4223487675189972,0.17061910033226013,0.2433311939239502
the,0.4565047025680542,0.2896174490451813,1.0,0.319829523563385,0.4933079481124878,0.42745697498321533,0.34736719727516174,1.0,0.2735401690006256,0.3124232590198517,1.0,0.22857438027858734,0.22068053483963013
decision,0.256852924823761,0.35217222571372986,0.2905151844024658,0.17806018888950348,0.2818170189857483,0.32053670287132263,0.285696417093277,0.2905151844024658,0.17416563630104065,0.2142469584941864,0.2905151844024658,0.2177741974592209,0.2796577215194702
not,0.3115830719470978,0.31248486042022705,0.4310511648654938,0.30318546295166016,0.3769696354866028,0.5449194312095642,0.6481515765190125,0.4310511648654938,0.17192764580249786,0.3955385386943817,0.4310511648654938,0.20537999272346497,0.41942933201789856
to,0.37890323996543884,0.31940916180610657,0.535392165184021,0.29833272099494934,0.44245919585227966,0.455847829580307,0.4452643394470215,0.535392165184021,0.19421324133872986,0.3557203412055969,0.535392165184021,0.2672370672225952,0.29463258385658264
commission,0.22897294163703918,0.24300365149974823,0.24418850243091583,0.10243958979845047,0.19528092443943024,0.22273972630500793,0.18697425723075867,0.24418850243091583,0.20404337346553802,0.1212276965379715,0.24418850243091583,0.3287811875343323,0.16231559216976166
a,0.3831600844860077,0.22137507796287537,0.5829201340675354,0.24886544048786163,0.427140474319458,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.199848011136055,0.24678105115890503,0.5829201340675354,0.19607044756412506,0.23916715383529663
planned,0.30027279257774353,0.38129207491874695,0.3010992109775543,0.1278371959924698,0.22345273196697235,0.21141068637371063,0.3708326518535614,0.3010992109775543,0.13314718008041382,0.18785272538661957,0.3010992109775543,0.23809589445590973,0.16188396513462067
27th,0.09730127453804016,0.15205343067646027,0.1891290694475174,0.16764649748802185,0.10291778296232224,0.10533325374126434,0.06083200126886368,0.1891290694475174,0.15383493900299072,0.13142970204353333,0.1891290694475174,0.07540035247802734,-0.0038551546167582273
series,0.22890618443489075,0.3280349671840668,0.31376904249191284,0.41789430379867554,0.24060699343681335,0.17328087985515594,0.15581852197647095,0.31376904249191284,0.31758952140808105,0.24450312554836273,0.31376904249191284,0.09903182089328766,0.1709602326154709
of,0.3867455720901489,0.24638982117176056,0.733189046382904,0.21383242309093475,0.4946078956127167,0.33290785551071167,0.2513895630836487,0.733189046382904,0.1797877550125122,0.2505677044391632,0.733189046382904,0.2391265481710434,0.1826142966747284
the,0.4565047025680542,0.2896174490451813,1.0,0.319829523563385,0.4933079481124878,0.42745697498321533,0.34736719727516174,1.0,0.2735401690006256,0.3124232590198517,1.0,0.22857438027858734,0.22068053483963013
show,0.21172942221164703,0.30211296677589417,0.319829523563385,0.9999999403953552,0.31928569078445435,0.29653704166412354,0.1697595715522766,0.319829523563385,0.33555880188941956,0.32873043417930603,0.319829523563385,0.15257206559181213,0.2520138621330261
for,0.3650246858596802,0.33267948031425476,0.4739971458911896,0.3141973614692688,0.4464869201183319,0.3017193675041199,0.318512886762619,0.4739971458911896,0.21995361149311066,0.2678033709526062,0.4739971458911896,0.3092794418334961,0.264628142118454
transmission,0.11663508415222168,0.2912473678588867,0.26124435663223267,0.24572432041168213,0.1605086624622345,0.21502315998077393,0.09576284140348434,0.26124435663223267,0.2675427496433258,0.21639449894428253,0.26124435663223267,0.19996730983257294,0.16372337937355042
in,0.44050168991088867,0.2380373626947403,0.6662389636039734,0.27595704793930054,0.5201468467712402,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.22430340945720673,0.20067040622234344,0.6662389636039734,0.29074716567993164,0.20430970191955566
1990,0.10796575248241425,-0.051393311470746994,-0.0810435339808464,-0.15665262937545776,0.0030314233154058456,0.053733065724372864,0.10054399073123932,-0.0810435339808464,-0.013006210327148438,0.059251442551612854,-0.0810435339808464,0.03373616933822632,0.07789827883243561
",",0.38860568404197693,0.2638758420944214,0.4933079481124878,0.31928569078445435,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.4933079481124878,0.14724469184875488,0.29178953170776367,0.4933079481124878,0.2588968276977539,0.31091248989105225
the,0.4565047025680542,0.2896174490451813,1.0,0.319829523563385,0.4933079481124878,0.42745697498321533,0.34736719727516174,1.0,0.2735401690006256,0.3124232590198517,1.0,0.22857438027858734,0.22068053483963013
bbc,0.167979434132576,0.22726696729660034,0.2735401690006256,0.33555880188941956,0.14724469184875488,0.20634698867797852,0.1677953153848648,0.2735401690006256,1.0000001192092896,0.20917950570583344,0.2735401690006256,0.23753616213798523,0.20556949079036713
repeatedly,0.2869005799293518,0.2668909728527069,0.2483106106519699,0.2630440592765808,0.15116502344608307,0.3288915753364563,0.24088814854621887,0.2483106106519699,0.16464345157146454,0.24512402713298798,0.2483106106519699,0.18208011984825134,0.23499341309070587
affirmed,0.21789361536502838,0.2986825406551361,0.28229820728302,0.16962991654872894,0.18873503804206848,0.19637024402618408,0.25567179918289185,0.28229820728302,0.08217424899339676,0.1446593552827835,0.28229820728302,0.20036712288856506,0.18072663247585297
that,0.373811811208725,0.371273934841156,0.5473989248275757,0.3486354649066925,0.4137537479400635,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.22032664716243744,0.40882083773612976,0.5473989248275757,0.2622828185558319,0.32716336846351624
the,0.4565047025680542,0.2896174490451813,1.0,0.319829523563385,0.4933079481124878,0.42745697498321533,0.34736719727516174,1.0,0.2735401690006256,0.3124232590198517,1.0,0.22857438027858734,0.22068053483963013
series,0.22890618443489075,0.3280349671840668,0.31376904249191284,0.41789430379867554,0.24060699343681335,0.17328087985515594,0.15581852197647095,0.31376904249191284,0.31758952140808105,0.24450312554836273,0.31376904249191284,0.09903182089328766,0.1709602326154709
would,0.31067174673080444,0.36828094720840454,0.4133751392364502,0.23511441051959991,0.32586824893951416,0.45766422152519226,0.6268245577812195,0.4133751392364502,0.18435965478420258,0.2797647714614868,0.4133751392364502,0.2115112692117691,0.37178951501846313
return,0.2711309492588043,0.2975369989871979,0.2543797492980957,0.255397766828537,0.20895273983478546,0.18344242870807648,0.21141748130321503,0.2543797492980957,0.11890995502471924,0.2484341412782669,0.2543797492980957,0.0654832199215889,0.14655634760856628
.,0.35870397090911865,0.2775437831878662,0.5934505462646484,0.3016606271266937,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.20265105366706848,0.3360239267349243,0.5934505462646484,0.21888655424118042,0.4130953550338745
