,natural,killer,cells,recognize,cells,that,should,be,targeted,by,a,condition,known,as,what,?
or,0.22841250896453857,0.1659787893295288,0.32840585708618164,0.2682661712169647,0.32840585708618164,0.4729836881160736,0.38324013352394104,0.5260903835296631,0.2878515124320984,0.30274316668510437,0.48853766918182373,0.3727584481239319,0.2710355222225189,0.4400654137134552,0.33867141604423523,0.32389625906944275
virus-infected,0.2464296668767929,0.27418965101242065,0.4641321301460266,0.237657368183136,0.4641321301460266,0.2764970660209656,0.16700121760368347,0.22128252685070038,0.33099353313446045,0.25966086983680725,0.25391659140586853,0.2936105728149414,0.21761207282543182,0.15039043128490448,0.18952077627182007,0.1788434386253357
cells,0.19689854979515076,0.2414173036813736,1.0,0.21322911977767944,1.0,0.2709589898586273,0.23723585903644562,0.2454119622707367,0.2290567308664322,0.19208736717700958,0.2297232300043106,0.2901037633419037,0.14049942791461945,0.2328435331583023,0.1758001297712326,0.1898086667060852
",",0.30864179134368896,0.26255282759666443,0.20582014322280884,0.28637704253196716,0.20582014322280884,0.4137537479400635,0.2706286907196045,0.39254459738731384,0.24727021157741547,0.3680937886238098,0.427140474319458,0.16265787184238434,0.3604377806186676,0.48816442489624023,0.3087472915649414,0.31091248989105225
recognizing,0.24422462284564972,0.11802837252616882,0.21916024386882782,0.8064399361610413,0.21916024386882782,0.36880940198898315,0.24935849010944366,0.29536253213882446,0.27883753180503845,0.3040653467178345,0.28035980463027954,0.2976434528827667,0.33997103571891785,0.3730369806289673,0.30722776055336,0.19670416414737701
such,0.2202329933643341,0.1525784730911255,0.19361209869384766,0.24061766266822815,0.19361209869384766,0.4479874074459076,0.4382869005203247,0.5239806771278381,0.262046754360199,0.2736194431781769,0.2706976532936096,0.24851687252521515,0.30818676948547363,0.6207084655761719,0.23989605903625488,0.17851735651493073
cells,0.19689854979515076,0.2414173036813736,1.0,0.21322911977767944,1.0,0.2709589898586273,0.23723585903644562,0.2454119622707367,0.2290567308664322,0.19208736717700958,0.2297232300043106,0.2901037633419037,0.14049942791461945,0.2328435331583023,0.1758001297712326,0.1898086667060852
by,0.17614005506038666,0.2323227971792221,0.19208736717700958,0.24444718658924103,0.19208736717700958,0.37496164441108704,0.2928081750869751,0.43158695101737976,0.27624189853668213,1.0000001192092896,0.32094135880470276,0.19507098197937012,0.24461808800697327,0.3815547823905945,0.2455483376979828,0.17966607213020325
a,0.19475746154785156,0.24674759805202484,0.2297232300043106,0.23590359091758728,0.2297232300043106,0.47537946701049805,0.2715131938457489,0.39883795380592346,0.1877412348985672,0.32094135880470276,1.0,0.28835010528564453,0.30882248282432556,0.39550232887268066,0.3320399522781372,0.23916715383529663
condition,0.19179916381835938,0.14835895597934723,0.2901037633419037,0.237882599234581,0.2901037633419037,0.3550138473510742,0.30299457907676697,0.33627527952194214,0.16641032695770264,0.19507098197937012,0.28835010528564453,0.9999998807907104,0.1774197518825531,0.26620447635650635,0.32254523038864136,0.19857749342918396
known,0.21917176246643066,0.1870427429676056,0.14049942791461945,0.29978159070014954,0.14049942791461945,0.20813259482383728,0.12441454827785492,0.15196610987186432,0.22039659321308136,0.24461808800697327,0.30882248282432556,0.1774197518825531,1.0,0.4815765619277954,0.20381177961826324,0.18314571678638458
as,0.2089606076478958,0.19462208449840546,0.2328435331583023,0.30355125665664673,0.2328435331583023,0.4735107421875,0.414644330739975,0.5230465531349182,0.25869080424308777,0.3815547823905945,0.39550232887268066,0.26620447635650635,0.4815765619277954,1.0,0.31749409437179565,0.27043893933296204
``,0.051031120121479034,0.07665786147117615,0.1241510808467865,0.08945243060588837,0.1241510808467865,0.05285148695111275,0.14615385234355927,0.07670000940561295,0.023853853344917297,-0.030704375356435776,0.07272057235240936,0.10017472505569458,0.00922766886651516,0.03910288214683533,0.008517155423760414,0.0685480609536171
missing,0.14396660029888153,0.25554338097572327,0.2214394509792328,0.14890305697917938,0.2214394509792328,0.30228644609451294,0.21281786262989044,0.23267096281051636,0.1826440393924713,0.18604041635990143,0.25094693899154663,0.25949862599372864,0.07096929848194122,0.20531243085861206,0.2628587484359741,0.2695959508419037
self,0.1622781753540039,0.16554152965545654,0.17783845961093903,0.18355101346969604,0.17783845961093903,0.23496095836162567,0.19587622582912445,0.20403020083904266,0.2279094010591507,0.25875410437583923,0.15396670997142792,0.21641655266284943,0.08249826729297638,0.20656348764896393,0.24097146093845367,0.13157562911510468
.,0.25792330503463745,0.2518714964389801,0.2868211269378662,0.25127753615379333,0.2868211269378662,0.4460422694683075,0.3516756594181061,0.4383580684661865,0.24033251404762268,0.3936232924461365,0.50484299659729,0.17553938925266266,0.283290296792984,0.515582263469696,0.3567904531955719,0.4130953550338745
'',0.03156571090221405,0.049403320997953415,-0.04999896138906479,-0.01637597382068634,-0.04999896138906479,0.007880004122853279,0.09159162640571594,0.08835477381944656,-0.11852683126926422,-0.010275691747665405,0.04890415817499161,0.031067166477441788,0.06905213743448257,0.006628023460507393,0.08143015950918198,0.018684765323996544
