,what,group,of,people,can,not,be,part,of,civil,disobedience,?
",",0.3087472915649414,0.2809832692146301,0.4946078956127167,0.36644625663757324,0.3139454126358032,0.3769696354866028,0.39254459738731384,0.3376222252845764,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
as,0.31749409437179565,0.2519444227218628,0.3886612355709076,0.15704652667045593,0.3245031237602234,0.5105602741241455,0.5230465531349182,0.2563304007053375,0.3886612355709076,0.18100082874298096,0.25773370265960693,0.27043893933296204
distinguished,0.1610289216041565,0.19505424797534943,0.2957158386707306,0.08604896068572998,0.16231565177440643,0.1377544403076172,0.22080981731414795,0.12969985604286194,0.2957158386707306,0.22997857630252838,0.26259133219718933,0.08062640577554703
from,0.2737620174884796,0.2369973510503769,0.4249346852302551,0.30292633175849915,0.2516351342201233,0.2567668557167053,0.3107333183288574,0.31841611862182617,0.4249346852302551,0.11420916765928268,0.1641564965248108,0.19969791173934937
a,0.3320399522781372,0.2594761848449707,0.5052502155303955,0.3483705520629883,0.3915780484676361,0.3791346549987793,0.39883795380592346,0.3994528353214264,0.5052502155303955,0.21693918108940125,0.25352153182029724,0.23916715383529663
constitutional,0.24835939705371857,0.13260839879512787,0.3563419580459595,0.25073105096817017,0.1502179503440857,0.2985531687736511,0.26514506340026855,0.21769128739833832,0.3563419580459595,0.31163451075553894,0.42238739132881165,0.2199033498764038
impasse,0.2512427568435669,0.1464449018239975,0.26428720355033875,0.22579044103622437,0.2126045972108841,0.2234025001525879,0.22148627042770386,0.23865821957588196,0.26428720355033875,0.20988640189170837,0.29124635457992554,0.1774221956729889
in,0.30808621644973755,0.2304753065109253,0.5696388483047485,0.39605680108070374,0.26527702808380127,0.3403114080429077,0.3481820821762085,0.4499994218349457,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.20430970191955566
which,0.5261979103088379,0.32466647028923035,0.5011631846427917,0.29092222452163696,0.41132649779319763,0.46766895055770874,0.476310670375824,0.4460882246494293,0.5011631846427917,0.13459211587905884,0.3121037483215332,0.25814583897590637
two,0.23363454639911652,0.28780683875083923,0.37726253271102905,0.16884666681289673,0.282000333070755,0.2686237692832947,0.28515341877937317,0.26158973574638367,0.37726253271102905,0.17554090917110443,0.17593710124492645,0.19645625352859497
public,0.1729622185230255,0.15871590375900269,0.2391265481710434,0.2638770341873169,0.18920445442199707,0.20537999272346497,0.22898490726947784,0.1572943478822708,0.2391265481710434,0.26383864879608154,0.3216745853424072,0.19872993230819702
agencies,0.2035544514656067,0.16644975543022156,0.22542637586593628,0.23746925592422485,0.2697497308254242,0.22983641922473907,0.22214919328689575,0.16801512241363525,0.22542637586593628,0.24945448338985443,0.24546565115451813,0.1637895703315735
",",0.3087472915649414,0.2809832692146301,0.4946078956127167,0.36644625663757324,0.3139454126358032,0.3769696354866028,0.39254459738731384,0.3376222252845764,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
especially,0.3590192496776581,0.25367921590805054,0.37220633029937744,0.3018712103366852,0.3575102388858795,0.4181240499019623,0.36800456047058105,0.3333345353603363,0.37220633029937744,0.15699714422225952,0.2732999324798584,0.19751401245594025
two,0.23363454639911652,0.28780683875083923,0.37726253271102905,0.16884666681289673,0.282000333070755,0.2686237692832947,0.28515341877937317,0.26158973574638367,0.37726253271102905,0.17554090917110443,0.17593710124492645,0.19645625352859497
equally,0.3545299768447876,0.18613773584365845,0.262323796749115,0.22301392257213593,0.3337024450302124,0.41917747259140015,0.4442092776298523,0.1575036197900772,0.262323796749115,0.22718475759029388,0.3547156751155853,0.22503766417503357
sovereign,0.24675709009170532,0.12788090109825134,0.3624995946884155,0.21377116441726685,0.14952413737773895,0.25674381852149963,0.2386954128742218,0.23092515766620636,0.3624995946884155,0.20627914369106293,0.36100801825523376,0.1680317223072052
branches,0.1727389693260193,0.24751988053321838,0.3017720878124237,0.22317805886268616,0.24165761470794678,0.15381351113319397,0.1790500432252884,0.2750804126262665,0.3017720878124237,0.1468725949525833,0.18580031394958496,0.12858285009860992
of,0.33290785551071167,0.25542253255844116,1.0,0.3251037895679474,0.2603091299533844,0.3307090103626251,0.33904364705085754,0.452393114566803,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
government,0.28074538707733154,0.1905447095632553,0.3475167155265808,0.351580411195755,0.15589569509029388,0.2722996473312378,0.22621913254261017,0.20592926442623138,0.3475167155265808,0.30626749992370605,0.39617401361465454,0.18851417303085327
",",0.3087472915649414,0.2809832692146301,0.4946078956127167,0.36644625663757324,0.3139454126358032,0.3769696354866028,0.39254459738731384,0.3376222252845764,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
conflict,0.32742366194725037,0.17236687242984772,0.2620731294155121,0.18146055936813354,0.19218163192272186,0.27031081914901733,0.21985290944576263,0.2133934050798416,0.2620731294155121,0.3430209457874298,0.41490665078163147,0.26744839549064636
.,0.3567904531955719,0.27268800139427185,0.5352458953857422,0.33118996024131775,0.35783761739730835,0.4824007451534271,0.4383580684661865,0.32817673683166504,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.4130953550338745
,what,group,of,people,can,not,be,part,of,civil,disobedience,?
for,0.3017193675041199,0.24519909918308258,0.4185989499092102,0.24900002777576447,0.35690054297447205,0.39280617237091064,0.3801851272583008,0.250704288482666,0.4185989499092102,0.1685788929462433,0.23370130360126495,0.264628142118454
instance,0.3862040638923645,0.2163051962852478,0.3011147379875183,0.22350957989692688,0.46404144167900085,0.42580389976501465,0.43630778789520264,0.20151382684707642,0.3011147379875183,0.12078451365232468,0.25085586309432983,0.30205854773521423
",",0.3087472915649414,0.2809832692146301,0.4946078956127167,0.36644625663757324,0.3139454126358032,0.3769696354866028,0.39254459738731384,0.3376222252845764,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
if,0.5277165174484253,0.18005385994911194,0.2557544410228729,0.2449760138988495,0.5903681516647339,0.6100378632545471,0.5628611445426941,0.21770606935024261,0.2557544410228729,0.12512178719043732,0.20446431636810303,0.4441644251346588
the,0.42745697498321533,0.30795547366142273,0.733189046382904,0.36838498711586,0.312528520822525,0.4310511648654938,0.4248143136501312,0.527681291103363,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
head,0.18919230997562408,0.11742282658815384,0.2945564389228821,0.13892513513565063,0.16802345216274261,0.14797358214855194,0.1369733065366745,0.24070945382118225,0.2945564389228821,0.05735510215163231,0.11627155542373657,0.10879309475421906
of,0.33290785551071167,0.25542253255844116,1.0,0.3251037895679474,0.2603091299533844,0.3307090103626251,0.33904364705085754,0.452393114566803,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
government,0.28074538707733154,0.1905447095632553,0.3475167155265808,0.351580411195755,0.15589569509029388,0.2722996473312378,0.22621913254261017,0.20592926442623138,0.3475167155265808,0.30626749992370605,0.39617401361465454,0.18851417303085327
of,0.33290785551071167,0.25542253255844116,1.0,0.3251037895679474,0.2603091299533844,0.3307090103626251,0.33904364705085754,0.452393114566803,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
a,0.3320399522781372,0.2594761848449707,0.5052502155303955,0.3483705520629883,0.3915780484676361,0.3791346549987793,0.39883795380592346,0.3994528353214264,0.5052502155303955,0.21693918108940125,0.25352153182029724,0.23916715383529663
country,0.22705033421516418,0.2667160928249359,0.28866857290267944,0.26591888070106506,0.15319520235061646,0.22478289902210236,0.2115473747253418,0.2499297857284546,0.28866857290267944,0.2076026201248169,0.2641947567462921,0.12647280097007751
were,0.22298263013362885,0.2810588777065277,0.34038281440734863,0.35862088203430176,0.2566237151622772,0.33318549394607544,0.4064064621925354,0.25213372707366943,0.34038281440734863,0.2641898989677429,0.28859755396842957,0.17890112102031708
to,0.455847829580307,0.2672896385192871,0.41548454761505127,0.37275731563568115,0.4979398250579834,0.5149973034858704,0.4972836375236511,0.2875264883041382,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.29463258385658264
refuse,0.3386227488517761,0.16165532171726227,0.2180326282978058,0.27438968420028687,0.337348610162735,0.445904016494751,0.26977264881134033,0.15581046044826508,0.2180326282978058,0.20696480572223663,0.46560195088386536,0.24834518134593964
to,0.455847829580307,0.2672896385192871,0.41548454761505127,0.37275731563568115,0.4979398250579834,0.5149973034858704,0.4972836375236511,0.2875264883041382,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.29463258385658264
enforce,0.335531085729599,0.151487797498703,0.2509682774543762,0.25165414810180664,0.23977316915988922,0.3185786008834839,0.3089166283607483,0.2708386778831482,0.2509682774543762,0.3218132555484772,0.45003432035446167,0.2633580267429352
a,0.3320399522781372,0.2594761848449707,0.5052502155303955,0.3483705520629883,0.3915780484676361,0.3791346549987793,0.39883795380592346,0.3994528353214264,0.5052502155303955,0.21693918108940125,0.25352153182029724,0.23916715383529663
decision,0.32053670287132263,0.1984897255897522,0.2331373691558838,0.2070406675338745,0.256021648645401,0.31816837191581726,0.3003653585910797,0.2053065448999405,0.2331373691558838,0.25410568714141846,0.35355138778686523,0.2796577215194702
of,0.33290785551071167,0.25542253255844116,1.0,0.3251037895679474,0.2603091299533844,0.3307090103626251,0.33904364705085754,0.452393114566803,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
that,0.6297725439071655,0.3089635670185089,0.41498205065727234,0.3621441423892975,0.4522190988063812,0.6600887179374695,0.6036020517349243,0.37747326493263245,0.41498205065727234,0.16867391765117645,0.3551425039768219,0.32716336846351624
country,0.22705033421516418,0.2667160928249359,0.28866857290267944,0.26591888070106506,0.15319520235061646,0.22478289902210236,0.2115473747253418,0.2499297857284546,0.28866857290267944,0.2076026201248169,0.2641947567462921,0.12647280097007751
's,0.02692362666130066,-0.01093533169478178,-0.03817026689648628,0.023582622408866882,-0.02075597457587719,0.002583299996331334,0.025217169895768166,0.007562864106148481,-0.03817026689648628,-0.06354409456253052,0.027719656005501747,-0.023395681753754616
highest,0.19637788832187653,0.12142857909202576,0.3223685622215271,0.1624770164489746,0.13921953737735748,0.1784203052520752,0.1532515436410904,0.2504531741142273,0.3223685622215271,0.16038212180137634,0.16652023792266846,0.11527936160564423
court,0.23440583050251007,0.158669114112854,0.28835242986679077,0.1785433143377304,0.14211946725845337,0.21835780143737793,0.20228137075901031,0.23784813284873962,0.28835242986679077,0.23601488769054413,0.3648757040500641,0.17100423574447632
",",0.3087472915649414,0.2809832692146301,0.4946078956127167,0.36644625663757324,0.3139454126358032,0.3769696354866028,0.39254459738731384,0.3376222252845764,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
it,0.45803478360176086,0.2364906221628189,0.38761502504348755,0.3940119743347168,0.3819273114204407,0.4651523232460022,0.5203388929367065,0.4648587107658386,0.38761502504348755,0.17707513272762299,0.2648297846317291,0.25732165575027466
would,0.45766422152519226,0.15431860089302063,0.3353942930698395,0.3082716464996338,0.5638198852539062,0.5854519605636597,0.5202695727348328,0.2740741968154907,0.3353942930698395,0.16814836859703064,0.29806897044181824,0.37178951501846313
not,0.5449194312095642,0.235062375664711,0.3307090103626251,0.28395727276802063,0.49270012974739075,0.9999999403953552,0.5788898468017578,0.2769853472709656,0.3307090103626251,0.18740713596343994,0.38157403469085693,0.41942933201789856
be,0.3929833769798279,0.21518005430698395,0.33904364705085754,0.2593584358692169,0.5791122913360596,0.5788898468017578,1.0,0.24258971214294434,0.33904364705085754,0.18061059713363647,0.2944406270980835,0.3324260413646698
civil,0.15091551840305328,0.07985135167837143,0.24698495864868164,0.24625034630298615,0.12476041913032532,0.18740713596343994,0.18061059713363647,0.12337565422058105,0.24698495864868164,1.0,0.5442691445350647,0.1494513899087906
disobedience,0.3298627436161041,0.2244253009557724,0.31932318210601807,0.2943185269832611,0.15718160569667816,0.38157403469085693,0.2944406270980835,0.20186325907707214,0.31932318210601807,0.5442691445350647,1.0,0.19890835881233215
",",0.3087472915649414,0.2809832692146301,0.4946078956127167,0.36644625663757324,0.3139454126358032,0.3769696354866028,0.39254459738731384,0.3376222252845764,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
since,0.29783400893211365,0.18875163793563843,0.35513219237327576,0.2502933144569397,0.24201272428035736,0.3510459065437317,0.3591734766960144,0.3226414918899536,0.35513219237327576,0.1963212639093399,0.12802569568157196,0.2876587212085724
the,0.42745697498321533,0.30795547366142273,0.733189046382904,0.36838498711586,0.312528520822525,0.4310511648654938,0.4248143136501312,0.527681291103363,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
head,0.18919230997562408,0.11742282658815384,0.2945564389228821,0.13892513513565063,0.16802345216274261,0.14797358214855194,0.1369733065366745,0.24070945382118225,0.2945564389228821,0.05735510215163231,0.11627155542373657,0.10879309475421906
of,0.33290785551071167,0.25542253255844116,1.0,0.3251037895679474,0.2603091299533844,0.3307090103626251,0.33904364705085754,0.452393114566803,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
government,0.28074538707733154,0.1905447095632553,0.3475167155265808,0.351580411195755,0.15589569509029388,0.2722996473312378,0.22621913254261017,0.20592926442623138,0.3475167155265808,0.30626749992370605,0.39617401361465454,0.18851417303085327
would,0.45766422152519226,0.15431860089302063,0.3353942930698395,0.3082716464996338,0.5638198852539062,0.5854519605636597,0.5202695727348328,0.2740741968154907,0.3353942930698395,0.16814836859703064,0.29806897044181824,0.37178951501846313
be,0.3929833769798279,0.21518005430698395,0.33904364705085754,0.2593584358692169,0.5791122913360596,0.5788898468017578,1.0,0.24258971214294434,0.33904364705085754,0.18061059713363647,0.2944406270980835,0.3324260413646698
acting,0.2151678204536438,0.12075438350439072,0.25130656361579895,0.10207720845937729,0.12127236276865005,0.18768973648548126,0.1656092256307602,0.18926870822906494,0.25130656361579895,0.1544818878173828,0.23182977735996246,0.15597198903560638
in,0.30808621644973755,0.2304753065109253,0.5696388483047485,0.39605680108070374,0.26527702808380127,0.3403114080429077,0.3481820821762085,0.4499994218349457,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.20430970191955566
her,0.2733216881752014,0.17449431121349335,0.27399197220802307,0.2337643951177597,0.18024058640003204,0.2477131187915802,0.23636701703071594,0.20575760304927826,0.27399197220802307,0.17531102895736694,0.32259857654571533,0.20310723781585693
or,0.33867141604423523,0.30503612756729126,0.3792596757411957,0.335800439119339,0.5614996552467346,0.5119067430496216,0.5260903835296631,0.28093159198760986,0.3792596757411957,0.12588919699192047,0.2553665041923523,0.32389625906944275
his,0.26976513862609863,0.16220685839653015,0.38364991545677185,0.17825907468795776,0.13348791003227234,0.2710725963115692,0.21738691627979279,0.22525446116924286,0.38364991545677185,0.18942002952098846,0.3585605025291443,0.18075084686279297
capacity,0.16428391635417938,0.11503082513809204,0.21035969257354736,0.1928480565547943,0.2673025131225586,0.2549728453159332,0.22681169211864471,0.09381939470767975,0.21035969257354736,0.06974108517169952,0.1605696976184845,0.17383241653442383
as,0.31749409437179565,0.2519444227218628,0.3886612355709076,0.15704652667045593,0.3245031237602234,0.5105602741241455,0.5230465531349182,0.2563304007053375,0.3886612355709076,0.18100082874298096,0.25773370265960693,0.27043893933296204
public,0.1729622185230255,0.15871590375900269,0.2391265481710434,0.2638770341873169,0.18920445442199707,0.20537999272346497,0.22898490726947784,0.1572943478822708,0.2391265481710434,0.26383864879608154,0.3216745853424072,0.19872993230819702
official,0.18967986106872559,0.10512427240610123,0.2864961326122284,0.21564795076847076,0.08654596656560898,0.16867855191230774,0.10468355566263199,0.1932961791753769,0.2864961326122284,0.1858832836151123,0.1414945125579834,0.18097688257694244
rather,0.3923804461956024,0.21904946863651276,0.3045461177825928,0.22141261398792267,0.41253453493118286,0.4821464419364929,0.4789743721485138,0.23884129524230957,0.3045461177825928,0.1287601739168167,0.2947552800178528,0.3053998053073883
than,0.29388150572776794,0.19962939620018005,0.33036211133003235,0.2669047713279724,0.3532506823539734,0.3858577013015747,0.46516597270965576,0.22591069340705872,0.33036211133003235,0.12293031066656113,0.1432173252105713,0.24917294085025787
private,0.16778090596199036,0.22237253189086914,0.18706899881362915,0.1741778701543808,0.15051504969596863,0.181801438331604,0.1834806501865387,0.1465214490890503,0.18706899881362915,0.2123924046754837,0.25349682569503784,0.14389030635356903
citizen,0.20342512428760529,0.1448848843574524,0.19158314168453217,0.2842581868171692,0.0966789573431015,0.23211289942264557,0.1865282505750656,0.20009669661521912,0.19158314168453217,0.20000368356704712,0.2703973650932312,0.1601516604423523
.,0.3567904531955719,0.27268800139427185,0.5352458953857422,0.33118996024131775,0.35783761739730835,0.4824007451534271,0.4383580684661865,0.32817673683166504,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.4130953550338745
