,how,much,of,the,global,wealth,will,the,wealthiest,1,percent,own,by,2016,?
the,0.33890387415885925,0.35023224353790283,0.733189046382904,1.0,0.17898012697696686,0.24999672174453735,0.3635469079017639,1.0,0.3305174708366394,-0.1554475575685501,0.277066707611084,0.334675133228302,0.4408751428127289,0.11571308970451355,0.22068053483963013
wealthiest,0.15533822774887085,0.2204781323671341,0.3388553857803345,0.3305174708366394,0.2039104551076889,0.711633026599884,0.11677271872758865,0.3305174708366394,1.0,-0.1726895421743393,0.35934895277023315,0.19716405868530273,0.16990084946155548,0.034758828580379486,0.15221920609474182
1,-0.28593507409095764,-0.21933172643184662,-0.09473495930433273,-0.1554475575685501,-0.10420378297567368,-0.21828408539295197,-0.28675907850265503,-0.1554475575685501,-0.1726895421743393,1.0,-0.1329469233751297,-0.3185558021068573,-0.2582099735736847,-0.03332912549376488,-0.249979168176651
percent,0.21959637105464935,0.2951783537864685,0.3004763424396515,0.277066707611084,0.19500534236431122,0.25318506360054016,0.2847094237804413,0.277066707611084,0.35934895277023315,-0.1329469233751297,0.9999999403953552,0.16825179755687714,0.2013830989599228,0.13367626070976257,0.14671556651592255
will,0.41543328762054443,0.33636274933815,0.2473582625389099,0.3635469079017639,0.2698368728160858,0.24376334249973297,1.0,0.3635469079017639,0.11677271872758865,-0.28675907850265503,0.2847094237804413,0.32395434379577637,0.2520078420639038,0.09071425348520279,0.35046905279159546
own,0.3035697042942047,0.24814017117023468,0.3269667625427246,0.334675133228302,0.13414491713047028,0.23646432161331177,0.32395434379577637,0.334675133228302,0.19716405868530273,-0.3185558021068573,0.16825179755687714,1.0,0.2755888104438782,0.06353943049907684,0.1937696635723114
more,0.4319567084312439,0.5936280488967896,0.30478984117507935,0.39758381247520447,0.2011394202709198,0.24429993331432343,0.3627133071422577,0.39758381247520447,0.2705381214618683,-0.24222660064697266,0.3395844101905823,0.25653573870658875,0.2627272307872772,0.047379251569509506,0.27894994616508484
than,0.29763275384902954,0.632695198059082,0.33036211133003235,0.3227543234825134,0.17668062448501587,0.22315660119056702,0.33491280674934387,0.3227543234825134,0.2525925040245056,-0.1783061921596527,0.38231900334358215,0.2092447727918625,0.2015816867351532,0.031334541738033295,0.24917294085025787
half,0.19052551686763763,0.31262141466140747,0.2784358561038971,0.3189295828342438,0.09572850167751312,0.14941507577896118,0.2188730090856552,0.3189295828342438,0.195087268948555,-0.14233265817165375,0.2960500717163086,0.19616954028606415,0.22449548542499542,0.0524616613984108,0.07471233606338501
of,0.2480744868516922,0.2671096920967102,1.0,0.733189046382904,0.19114547967910767,0.27235376834869385,0.2473582625389099,0.733189046382904,0.3388553857803345,-0.09473495930433273,0.3004763424396515,0.3269667625427246,0.3646814823150635,0.1386374831199646,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.733189046382904,1.0,0.17898012697696686,0.24999672174453735,0.3635469079017639,1.0,0.3305174708366394,-0.1554475575685501,0.277066707611084,0.334675133228302,0.4408751428127289,0.11571308970451355,0.22068053483963013
global,0.24479736387729645,0.18558107316493988,0.19114547967910767,0.17898012697696686,0.9999999403953552,0.24787431955337524,0.2698368728160858,0.17898012697696686,0.2039104551076889,-0.10420378297567368,0.19500534236431122,0.13414491713047028,0.16183742880821228,0.0601227805018425,0.22985349595546722
wealth,0.22943173348903656,0.26980164647102356,0.27235376834869385,0.24999672174453735,0.24787431955337524,0.9999998807907104,0.24376334249973297,0.24999672174453735,0.711633026599884,-0.21828408539295197,0.25318506360054016,0.23646432161331177,0.1584445983171463,0.09836146235466003,0.1624586433172226
by,0.34370526671409607,0.24959969520568848,0.3646814823150635,0.4408751428127289,0.16183742880821228,0.1584445983171463,0.2520078420639038,0.4408751428127289,0.16990084946155548,-0.2582099735736847,0.2013830989599228,0.2755888104438782,1.0000001192092896,0.019253838807344437,0.17966607213020325
2016,0.14724914729595184,0.0952843725681305,0.1386374831199646,0.11571308970451355,0.0601227805018425,0.09836146235466003,0.09071425348520279,0.11571308970451355,0.034758828580379486,-0.03332912549376488,0.13367626070976257,0.06353943049907684,0.019253838807344437,0.9999999403953552,-0.12147852033376694
.,0.3287222981452942,0.3374604284763336,0.5352458953857422,0.5934505462646484,0.23260977864265442,0.1815606653690338,0.33682769536972046,0.5934505462646484,0.2822379767894745,-0.15870751440525055,0.2556350827217102,0.3061371147632599,0.3936232924461365,-0.0580042228102684,0.4130953550338745
