,the,term,``,southern,'',california,usually,refers,to,how,many,of,the,southern-most,counties,of,the,state,?
and,0.5171257257461548,0.22272127866744995,0.036644238978624344,0.24232792854309082,0.021612688899040222,0.2441616654396057,0.3817319869995117,0.27250516414642334,0.48971283435821533,0.33647966384887695,0.5296266674995422,0.5116966962814331,0.5171257257461548,0.3289734125137329,0.21969299018383026,0.5116966962814331,0.5171257257461548,0.2653750479221344,0.20544172823429108
southern,0.3282862603664398,0.13718156516551971,0.056062471121549606,1.0,-0.043483391404151917,0.2983402609825134,0.16333018243312836,0.16725412011146545,0.18284058570861816,0.11308442056179047,0.18025599420070648,0.31933003664016724,0.3282862603664398,0.8988168835639954,0.27950868010520935,0.31933003664016724,0.3282862603664398,0.2978775203227997,0.11225555837154388
california,0.2750805914402008,0.14818193018436432,-0.0839167982339859,0.2983402609825134,0.01669328659772873,1.0,0.1850683093070984,0.11940893530845642,0.20697450637817383,0.15981262922286987,0.24571245908737183,0.24929828941822052,0.2750805914402008,0.3126392960548401,0.21366026997566223,0.24929828941822052,0.2750805914402008,0.3314559757709503,0.1409905105829239
),0.3456730246543884,0.14937621355056763,0.1698397845029831,0.18959444761276245,-0.028269650414586067,0.19286775588989258,0.21711577475070953,0.21058407425880432,0.31236231327056885,0.17939934134483337,0.16602720320224762,0.3680361211299896,0.3456730246543884,0.2599738836288452,0.1500365287065506,0.3680361211299896,0.3456730246543884,0.2340407520532608,0.42300865054130554
",",0.4933079481124878,0.21599270403385162,0.09681109338998795,0.2795628309249878,-0.037358131259679794,0.2704589068889618,0.21946179866790771,0.24580217897891998,0.44245919585227966,0.22659391164779663,0.40610817074775696,0.4946078956127167,0.4933079481124878,0.367048978805542,0.2766191363334656,0.4946078956127167,0.4933079481124878,0.29481780529022217,0.31091248989105225
the,1.0,0.2740369141101837,0.029072100296616554,0.3282862603664398,0.041273195296525955,0.2750805914402008,0.36782920360565186,0.3041703402996063,0.535392165184021,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.42106354236602783,0.23370873928070068,0.733189046382904,1.0,0.3097178041934967,0.22068053483963013
term,0.2740369141101837,1.0,0.11803510040044785,0.13718156516551971,0.13619764149188995,0.14818193018436432,0.3481157422065735,0.508431613445282,0.3310292959213257,0.23617766797542572,0.22119450569152832,0.26047757267951965,0.2740369141101837,0.1907234638929367,0.20551879703998566,0.26047757267951965,0.2740369141101837,0.1784105747938156,0.1901002675294876
``,0.029072100296616554,0.11803510040044785,1.0,0.056062471121549606,-0.09173435717821121,-0.0839167982339859,0.11877422779798508,0.04369926452636719,0.06720756739377975,-0.01591024175286293,0.012824942357838154,0.06780257821083069,0.029072100296616554,0.10857871174812317,0.11417732387781143,0.06780257821083069,0.029072100296616554,0.041566602885723114,0.0685480609536171
southern,0.3282862603664398,0.13718156516551971,0.056062471121549606,1.0,-0.043483391404151917,0.2983402609825134,0.16333018243312836,0.16725412011146545,0.18284058570861816,0.11308442056179047,0.18025599420070648,0.31933003664016724,0.3282862603664398,0.8988168835639954,0.27950868010520935,0.31933003664016724,0.3282862603664398,0.2978775203227997,0.11225555837154388
california,0.2750805914402008,0.14818193018436432,-0.0839167982339859,0.2983402609825134,0.01669328659772873,1.0,0.1850683093070984,0.11940893530845642,0.20697450637817383,0.15981262922286987,0.24571245908737183,0.24929828941822052,0.2750805914402008,0.3126392960548401,0.21366026997566223,0.24929828941822052,0.2750805914402008,0.3314559757709503,0.1409905105829239
'',0.041273195296525955,0.13619764149188995,-0.09173435717821121,-0.043483391404151917,1.0,0.01669328659772873,0.02397526055574417,0.10874427109956741,-0.009905828163027763,-0.0029843549709767103,-0.016843097284436226,0.13035868108272552,0.041273195296525955,-0.03710507974028587,0.02399960346519947,0.13035868108272552,0.041273195296525955,-0.007484397850930691,0.018684765323996544
usually,0.36782920360565186,0.3481157422065735,0.11877422779798508,0.16333018243312836,0.02397526055574417,0.1850683093070984,1.0000001192092896,0.4205232858657837,0.3824864327907562,0.36801108717918396,0.4220901429653168,0.33931583166122437,0.36782920360565186,0.23649711906909943,0.12856462597846985,0.33931583166122437,0.36782920360565186,0.16599994897842407,0.19435347616672516
refers,0.3041703402996063,0.508431613445282,0.04369926452636719,0.16725412011146545,0.10874427109956741,0.11940893530845642,0.4205232858657837,1.0,0.2604694068431854,0.20522667467594147,0.16714313626289368,0.341296911239624,0.3041703402996063,0.22230727970600128,0.13099358975887299,0.341296911239624,0.3041703402996063,0.20727355778217316,0.07924893498420715
to,0.535392165184021,0.3310292959213257,0.06720756739377975,0.18284058570861816,-0.009905828163027763,0.20697450637817383,0.3824864327907562,0.2604694068431854,1.0,0.44169697165489197,0.40243685245513916,0.41548454761505127,0.535392165184021,0.27929461002349854,0.19238705933094025,0.41548454761505127,0.535392165184021,0.25557461380958557,0.29463258385658264
the,1.0,0.2740369141101837,0.029072100296616554,0.3282862603664398,0.041273195296525955,0.2750805914402008,0.36782920360565186,0.3041703402996063,0.535392165184021,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.42106354236602783,0.23370873928070068,0.733189046382904,1.0,0.3097178041934967,0.22068053483963013
ten,0.3256247341632843,0.17456629872322083,0.06299120932817459,0.11147713661193848,-0.023710696026682854,0.14995168149471283,0.2837454378604889,0.07953062653541565,0.2618066668510437,0.26821833848953247,0.340677946805954,0.2743614614009857,0.3256247341632843,0.18739433586597443,0.15144233405590057,0.2743614614009857,0.3256247341632843,0.12633362412452698,0.14471080899238586
southern-most,0.42106354236602783,0.1907234638929367,0.10857871174812317,0.8988168835639954,-0.03710507974028587,0.3126392960548401,0.23649711906909943,0.22230727970600128,0.27929461002349854,0.20547951757907867,0.26385077834129333,0.3923506438732147,0.42106354236602783,0.9999999403953552,0.3401014804840088,0.3923506438732147,0.42106354236602783,0.3666835129261017,0.17576289176940918
counties,0.23370873928070068,0.20551879703998566,0.11417732387781143,0.27950868010520935,0.02399960346519947,0.21366026997566223,0.12856462597846985,0.13099358975887299,0.19238705933094025,0.13891631364822388,0.17799876630306244,0.2559657096862793,0.23370873928070068,0.3401014804840088,1.0,0.2559657096862793,0.23370873928070068,0.40980127453804016,0.09521792083978653
of,0.733189046382904,0.26047757267951965,0.06780257821083069,0.31933003664016724,0.13035868108272552,0.24929828941822052,0.33931583166122437,0.341296911239624,0.41548454761505127,0.2480744868516922,0.37253960967063904,1.0,0.733189046382904,0.3923506438732147,0.2559657096862793,1.0,0.733189046382904,0.34253445267677307,0.1826142966747284
the,1.0,0.2740369141101837,0.029072100296616554,0.3282862603664398,0.041273195296525955,0.2750805914402008,0.36782920360565186,0.3041703402996063,0.535392165184021,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.42106354236602783,0.23370873928070068,0.733189046382904,1.0,0.3097178041934967,0.22068053483963013
state,0.3097178041934967,0.1784105747938156,0.041566602885723114,0.2978775203227997,-0.007484397850930691,0.3314559757709503,0.16599994897842407,0.20727355778217316,0.25557461380958557,0.15028610825538635,0.23203584551811218,0.34253445267677307,0.3097178041934967,0.3666835129261017,0.40980127453804016,0.34253445267677307,0.3097178041934967,1.0,0.1160883978009224
.,0.5934505462646484,0.18456575274467468,0.05720457062125206,0.26629969477653503,-0.07181349396705627,0.2870451807975769,0.28580138087272644,0.13043998181819916,0.4645031690597534,0.3287222981452942,0.3974229395389557,0.5352458953857422,0.5934505462646484,0.338238000869751,0.21356114745140076,0.5352458953857422,0.5934505462646484,0.31380724906921387,0.4130953550338745
