,what,is,the,expression,used,to,identify,any,given,series,of,problems,capable,of,being,solved,within,time,on,a,deterministic,turing,machine,?
f,0.12896136939525604,0.20386354625225067,0.20223011076450348,0.12411922216415405,0.14596712589263916,0.1645655781030655,0.07291611284017563,0.19194738566875458,0.14395448565483093,0.13714905083179474,0.20653444528579712,0.1647806614637375,0.12261579185724258,0.20653444528579712,0.16746224462985992,0.16610783338546753,0.1260051280260086,0.15884560346603394,0.12291212379932404,0.2362123429775238,0.25152501463890076,0.14885273575782776,0.19721107184886932,0.1749851107597351
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.17552179098129272,0.19005385041236877,0.30882009863853455,0.12754571437835693,0.2452365607023239,0.2224431186914444,0.21145714819431305,0.35032153129577637,0.1654568463563919,0.11741603910923004,0.35032153129577637,0.1815166026353836,0.19445101916790009,0.21063244342803955,0.28391751646995544,0.28656116127967834,0.3206180930137634,0.20496664941310883,0.16206736862659454,0.13877293467521667,0.40561532974243164
n,0.16510315239429474,0.2254602462053299,0.18813885748386383,0.25997394323349,0.1592366248369217,0.16421891748905182,0.09940513968467712,0.21605715155601501,0.13886377215385437,0.1257181465625763,0.18925218284130096,0.17844520509243011,0.1151856780052185,0.18925218284130096,0.12153425067663193,0.19238731265068054,0.12179519236087799,0.09111524373292923,0.1479972004890442,0.25362148880958557,0.2690950036048889,0.11060377955436707,0.15539859235286713,0.19161871075630188
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.18878024816513062,0.1905621439218521,0.31236231327056885,0.10620655864477158,0.26768192648887634,0.25457310676574707,0.20434704422950745,0.3680361211299896,0.17140987515449524,0.10987658053636551,0.3680361211299896,0.2020954042673111,0.20984742045402527,0.2227933555841446,0.2857224941253662,0.29937487840652466,0.3640355169773102,0.2003103792667389,0.1710575371980667,0.13634051382541656,0.42300865054130554
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.15352408587932587,0.24785758554935455,0.41031414270401,0.16911089420318604,0.2894362509250641,0.2107619345188141,0.23828625679016113,0.3966929316520691,0.22423362731933594,0.17904417216777802,0.3966929316520691,0.3119087219238281,0.19498692452907562,0.2702226936817169,0.30044233798980713,0.9999999403953552,0.3848365545272827,0.18192008137702942,0.17251454293727875,0.209082692861557,0.2714994251728058
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.29299622774124146,0.3864384889602661,0.45503583550453186,0.29013949632644653,0.45031747221946716,0.3335871398448944,0.23966510593891144,0.5052502155303955,0.21523453295230865,0.23905758559703827,0.5052502155303955,0.3727131485939026,0.18525584042072296,0.3858051896095276,0.3292340338230133,0.3848365545272827,1.0,0.35494157671928406,0.25234705209732056,0.24983544647693634,0.23916715383529663
deterministic,0.41523241996765137,0.33447402715682983,0.33725428581237793,0.49513208866119385,0.31597498059272766,0.32933658361434937,0.4109082818031311,0.40553948283195496,0.29332196712493896,0.1506090760231018,0.3430701494216919,0.32895514369010925,0.3976413905620575,0.3430701494216919,0.2991883158683777,0.37282663583755493,0.35202154517173767,0.3150995075702667,0.18192008137702942,0.35494157671928406,1.0,0.4115058183670044,0.27763426303863525,0.26914435625076294
turing,0.2806522250175476,0.18364353477954865,0.2644472122192383,0.29865774512290955,0.24789999425411224,0.22095461189746857,0.1852504014968872,0.24515610933303833,0.31853580474853516,0.23688600957393646,0.2670239806175232,0.22053948044776917,0.21797388792037964,0.2670239806175232,0.24986617267131805,0.3374759256839752,0.118022121489048,0.3296571373939514,0.17251454293727875,0.25234705209732056,0.4115058183670044,1.0000001192092896,0.4048772156238556,0.1460462063550949
machine,0.23075932264328003,0.18938691914081573,0.22788187861442566,0.21926182508468628,0.31660380959510803,0.1634126603603363,0.09650450944900513,0.2084415853023529,0.13793088495731354,0.11629723012447357,0.15468473732471466,0.20043540000915527,0.34241783618927,0.15468473732471466,0.19150187075138092,0.2487926036119461,0.08184213191270828,0.25790056586265564,0.209082692861557,0.24983544647693634,0.27763426303863525,0.4048772156238556,1.0,0.17587624490261078
is,0.28837618231773376,1.0,0.5823672413825989,0.24893754720687866,0.3288823366165161,0.42745086550712585,0.2316393256187439,0.35691767930984497,0.249215230345726,0.20355552434921265,0.4854315221309662,0.16985496878623962,0.20792298018932343,0.4854315221309662,0.4445112943649292,0.16888999938964844,0.30135563015937805,0.25187405943870544,0.3635730445384979,0.658733606338501,0.33447402715682983,0.18364353477954865,0.18938691914081573,0.22961433231830597
then,0.4072686731815338,0.24618037045001984,0.4297412931919098,0.18404380977153778,0.21083958446979523,0.5203860402107239,0.14000515639781952,0.34493231773376465,0.3312641978263855,0.2349591702222824,0.2937326431274414,0.23982973396778107,0.16958242654800415,0.2937326431274414,0.3652275502681732,0.2700934410095215,0.2623963952064514,0.3735695481300354,0.30262795090675354,0.3970017731189728,0.2646518051624298,0.23019269108772278,0.2630762457847595,0.2884598970413208
denoted,0.20250903069972992,0.27619293332099915,0.26931309700012207,0.3911760747432709,0.354804128408432,0.17058061063289642,0.3467422425746918,0.3528757691383362,0.284224271774292,0.17236122488975525,0.2636339068412781,0.12572911381721497,0.2092563509941101,0.2636339068412781,0.23780594766139984,0.3098035752773285,0.267677366733551,0.24842660129070282,0.16888129711151123,0.30236247181892395,0.4745770990848541,0.25817257165908813,0.2033834159374237,0.18363580107688904
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.2337188869714737,0.27705541253089905,0.33534231781959534,0.21220269799232483,0.2681882679462433,0.25286126136779785,0.267352432012558,0.3646814823150635,0.20223401486873627,0.24654151499271393,0.3646814823150635,0.4690866470336914,0.2421535849571228,0.28621017932891846,0.26502725481987,0.33887791633605957,0.32094135880470276,0.21018950641155243,0.21632690727710724,0.2526017427444458,0.17966607213020325
dtime,0.31648653745651245,0.22230874001979828,0.2845449149608612,0.2980598509311676,0.2510918080806732,0.32342958450317383,0.19180074334144592,0.27530014514923096,0.20752191543579102,0.3934096693992615,0.2177380621433258,0.24187812209129333,0.23176123201847076,0.2177380621433258,0.28811123967170715,0.19926384091377258,0.21435166895389557,0.5269879698753357,0.304977148771286,0.277825266122818,0.3178325891494751,0.31492871046066284,0.2580207288265228,0.3047555685043335
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.17552179098129272,0.19005385041236877,0.30882009863853455,0.12754571437835693,0.2452365607023239,0.2224431186914444,0.21145714819431305,0.35032153129577637,0.1654568463563919,0.11741603910923004,0.35032153129577637,0.1815166026353836,0.19445101916790009,0.21063244342803955,0.28391751646995544,0.28656116127967834,0.3206180930137634,0.20496664941310883,0.16206736862659454,0.13877293467521667,0.40561532974243164
f,0.12896136939525604,0.20386354625225067,0.20223011076450348,0.12411922216415405,0.14596712589263916,0.1645655781030655,0.07291611284017563,0.19194738566875458,0.14395448565483093,0.13714905083179474,0.20653444528579712,0.1647806614637375,0.12261579185724258,0.20653444528579712,0.16746224462985992,0.16610783338546753,0.1260051280260086,0.15884560346603394,0.12291212379932404,0.2362123429775238,0.25152501463890076,0.14885273575782776,0.19721107184886932,0.1749851107597351
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.17552179098129272,0.19005385041236877,0.30882009863853455,0.12754571437835693,0.2452365607023239,0.2224431186914444,0.21145714819431305,0.35032153129577637,0.1654568463563919,0.11741603910923004,0.35032153129577637,0.1815166026353836,0.19445101916790009,0.21063244342803955,0.28391751646995544,0.28656116127967834,0.3206180930137634,0.20496664941310883,0.16206736862659454,0.13877293467521667,0.40561532974243164
n,0.16510315239429474,0.2254602462053299,0.18813885748386383,0.25997394323349,0.1592366248369217,0.16421891748905182,0.09940513968467712,0.21605715155601501,0.13886377215385437,0.1257181465625763,0.18925218284130096,0.17844520509243011,0.1151856780052185,0.18925218284130096,0.12153425067663193,0.19238731265068054,0.12179519236087799,0.09111524373292923,0.1479972004890442,0.25362148880958557,0.2690950036048889,0.11060377955436707,0.15539859235286713,0.19161871075630188
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.18878024816513062,0.1905621439218521,0.31236231327056885,0.10620655864477158,0.26768192648887634,0.25457310676574707,0.20434704422950745,0.3680361211299896,0.17140987515449524,0.10987658053636551,0.3680361211299896,0.2020954042673111,0.20984742045402527,0.2227933555841446,0.2857224941253662,0.29937487840652466,0.3640355169773102,0.2003103792667389,0.1710575371980667,0.13634051382541656,0.42300865054130554
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.18878024816513062,0.1905621439218521,0.31236231327056885,0.10620655864477158,0.26768192648887634,0.25457310676574707,0.20434704422950745,0.3680361211299896,0.17140987515449524,0.10987658053636551,0.3680361211299896,0.2020954042673111,0.20984742045402527,0.2227933555841446,0.2857224941253662,0.29937487840652466,0.3640355169773102,0.2003103792667389,0.1710575371980667,0.13634051382541656,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.21360130608081818,0.33111312985420227,0.4645031690597534,0.2023741602897644,0.39295488595962524,0.3169408142566681,0.3121925890445709,0.5352458953857422,0.2602308988571167,0.17216666042804718,0.5352458953857422,0.35574623942375183,0.23306991159915924,0.2984525263309479,0.371569961309433,0.49257001280784607,0.50484299659729,0.28497377038002014,0.19254323840141296,0.20798662304878235,0.4130953550338745
