,how,many,interceptions,did,josh,norman,score,touchdowns,with,in,2015,?
",",0.22659391164779663,0.40610817074775696,0.23110148310661316,0.3015086054801941,0.21876341104507446,0.20281735062599182,0.16025088727474213,0.23933975398540497,0.4120737314224243,0.5201468467712402,0.06568983197212219,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.2573724389076233,0.3330625295639038,0.19883586466312408,0.18095026910305023,0.10791178792715073,0.20673201978206635,0.4426766335964203,0.3399278521537781,-0.013383761048316956,0.21076419949531555
also,0.43506327271461487,0.6258217096328735,0.2419721782207489,0.39334940910339355,0.1811225861310959,0.18132078647613525,0.10136865824460983,0.21225224435329437,0.44397303462028503,0.5073733329772949,-0.004504992160946131,0.21848613023757935
racking,0.21720391511917114,0.2336263358592987,0.33982351422309875,0.2108302116394043,0.10483099520206451,0.09740480780601501,0.2248392552137375,0.35762375593185425,0.23983030021190643,0.255935937166214,-0.12984997034072876,0.19295835494995117
up,0.2819872200489044,0.2688518464565277,0.18509647250175476,0.21613863110542297,0.17463387548923492,0.17727531492710114,0.19020967185497284,0.21518129110336304,0.38676461577415466,0.3120773434638977,-0.024453550577163696,0.1819818764925003
88,-0.06487582623958588,-0.09002693742513657,-0.0829889327287674,-0.048082027584314346,-0.08186717331409454,-0.13114820420742035,-0.08476193249225616,-0.03788899630308151,0.004521166440099478,-0.07498844712972641,-0.010427610948681831,0.0018956762505695224
tackles,0.20144808292388916,0.14041443169116974,0.5783246755599976,0.2027961164712906,0.30160588026046753,0.16531087458133698,0.2576178014278412,0.6448098421096802,0.2096734493970871,0.18025051057338715,-0.00910274963825941,0.20188532769680023
and,0.33647966384887695,0.5296266674995422,0.24625982344150543,0.34479495882987976,0.21061235666275024,0.21611377596855164,0.16766662895679474,0.2571038007736206,0.5477725267410278,0.4954058527946472,0.015077123418450356,0.20544172823429108
pro,0.18713277578353882,0.13571034371852875,0.24270352721214294,0.14497412741184235,0.06966833025217056,0.1360224485397339,0.1160372942686081,0.199878990650177,0.15010353922843933,0.152218297123909,0.052606672048568726,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.3440132439136505,0.18569406867027283,0.10961292684078217,0.12926612794399261,0.18485401570796967,0.432915598154068,0.18353787064552307,0.17236235737800598,0.0710686594247818,0.21118052303791046
cornerback,0.0867813304066658,0.07561516016721725,0.5019319653511047,0.12083956599235535,0.3473372459411621,0.22839680314064026,0.27718767523765564,0.578219473361969,0.19210664927959442,0.19659557938575745,-0.0458594486117363,0.12237537652254105
josh,0.16762511432170868,0.12872961163520813,0.2938694655895233,0.13811172544956207,1.0000001192092896,0.21721115708351135,0.19508841633796692,0.32869958877563477,0.16061310470104218,0.0933758020401001,-0.08181895315647125,0.1523149460554123
norman,0.15114782750606537,0.2098868191242218,0.17567777633666992,0.1672605574131012,0.21721115708351135,1.0000001192092896,0.18595562875270844,0.11825412511825562,0.18110549449920654,0.17613162100315094,0.13088107109069824,0.12243545055389404
",",0.22659391164779663,0.40610817074775696,0.23110148310661316,0.3015086054801941,0.21876341104507446,0.20281735062599182,0.16025088727474213,0.23933975398540497,0.4120737314224243,0.5201468467712402,0.06568983197212219,0.31091248989105225
who,0.4070430099964142,0.4149286150932312,0.1534418761730194,0.34038686752319336,0.26249101758003235,0.18241798877716064,0.1809227615594864,0.18127667903900146,0.3282766342163086,0.2792111933231354,0.0437915064394474,0.26220351457595825
developed,0.1512427031993866,0.34483596682548523,0.16769269108772278,0.24445466697216034,0.08511729538440704,0.17472049593925476,0.0401761420071125,0.08283735066652298,0.257305771112442,0.2498214840888977,0.03223596140742302,0.10763012617826462
into,0.2303972691297531,0.2618265151977539,0.22592750191688538,0.14888085424900055,0.10439880937337875,0.04780393838882446,0.11432963609695435,0.16768108308315277,0.2912435233592987,0.38021373748779297,0.03267660737037659,0.15662476420402527
a,0.29312583804130554,0.2872205972671509,0.1947716474533081,0.2552328109741211,0.1471080332994461,0.16633400321006775,0.19997252523899078,0.2318989634513855,0.3783375024795532,0.539380669593811,-0.008371892385184765,0.23916715383529663
shutdown,0.24569986760616302,0.2308083176612854,0.28948694467544556,0.18337944149971008,0.14468199014663696,0.10287471115589142,0.16676966845989227,0.2632269859313965,0.25292062759399414,0.22738173604011536,-0.10806671530008316,0.22903333604335785
corner,0.1440357118844986,0.1465318650007248,0.12211582809686661,0.1278831958770752,0.10246389359235764,0.16177546977996826,0.2422105371952057,0.18566079437732697,0.1814962923526764,0.25297805666923523,0.01111479289829731,0.10029187798500061
during,0.26830652356147766,0.3661181330680847,0.2796040177345276,0.30679523944854736,0.1489141583442688,0.16555255651474,0.10923448950052261,0.258625328540802,0.28545209765434265,0.4627237319946289,0.12330828607082367,0.1325719803571701
the,0.33890387415885925,0.4335206151008606,0.22331646084785461,0.34736719727516174,0.1496332734823227,0.23459704220294952,0.2042495757341385,0.20508192479610443,0.4223487675189972,0.6662389636039734,0.1466771513223648,0.22068053483963013
season,0.13036081194877625,0.14251810312271118,0.35161852836608887,0.19368280470371246,0.2729761302471161,0.11219742894172668,0.2506433129310608,0.4151381552219391,0.26700887084007263,0.2184021919965744,-0.03830436244606972,0.16793298721313477
and,0.33647966384887695,0.5296266674995422,0.24625982344150543,0.34479495882987976,0.21061235666275024,0.21611377596855164,0.16766662895679474,0.2571038007736206,0.5477725267410278,0.4954058527946472,0.015077123418450356,0.20544172823429108
had,0.2549138069152832,0.40130746364593506,0.21982498466968536,0.540525496006012,0.17295688390731812,0.23290006816387177,0.12216859310865402,0.26631444692611694,0.4739086329936981,0.385026752948761,0.0605347566306591,0.20728366076946259
four,0.1955733299255371,0.4139232039451599,0.1955898255109787,0.20222175121307373,0.11419110745191574,0.18943659961223602,0.1976395845413208,0.21887022256851196,0.32876577973365784,0.3085027039051056,0.04878242686390877,0.14532537758350372
interceptions,0.2084771692752838,0.21864065527915955,1.0000001192092896,0.21840861439704895,0.2938694655895233,0.17567777633666992,0.2816830277442932,0.7320449352264404,0.26026803255081177,0.19061775505542755,0.015746407210826874,0.10945115238428116
",",0.22659391164779663,0.40610817074775696,0.23110148310661316,0.3015086054801941,0.21876341104507446,0.20281735062599182,0.16025088727474213,0.23933975398540497,0.4120737314224243,0.5201468467712402,0.06568983197212219,0.31091248989105225
two,0.2499001920223236,0.5147606730461121,0.27215829491615295,0.2755576968193054,0.16616785526275635,0.17483480274677277,0.16292205452919006,0.24493765830993652,0.4333336651325226,0.36463531851768494,0.04786928743124008,0.19645625352859497
of,0.2480744868516922,0.37253960967063904,0.1719072461128235,0.2513895630836487,0.04671921953558922,0.15827171504497528,0.1790168732404709,0.18799830973148346,0.41827285289764404,0.5696388483047485,0.21138253808021545,0.1826142966747284
which,0.4852597713470459,0.5168171525001526,0.2516908049583435,0.2750149369239807,0.08524084091186523,0.1315736174583435,0.176813006401062,0.216342493891716,0.46403205394744873,0.4840516746044159,-0.028074992820620537,0.25814583897590637
were,0.2082374095916748,0.4804460406303406,0.21403995156288147,0.4162326455116272,0.165453240275383,0.1889636218547821,0.14308367669582367,0.18466989696025848,0.3179011940956116,0.3815755248069763,0.08154720813035965,0.17890112102031708
returned,0.1224946528673172,0.20358699560165405,0.3005165159702301,0.32570260763168335,0.19041530787944794,0.1396002173423767,0.12311690300703049,0.31269368529319763,0.23341523110866547,0.341925710439682,0.1184171661734581,0.07695316523313522
for,0.3308170735836029,0.40972793102264404,0.30427032709121704,0.318512886762619,0.2264750897884369,0.1822807788848877,0.19645971059799194,0.2948407232761383,0.39140474796295166,0.4322226941585541,-0.08512632548809052,0.264628142118454
touchdowns,0.15057362616062164,0.1144808754324913,0.7320449352264404,0.20483340322971344,0.32869958877563477,0.11825412511825562,0.39366599917411804,1.0000001192092896,0.2383706271648407,0.17643709480762482,0.008580083958804607,0.1509619653224945
.,0.3287222981452942,0.3974229395389557,0.213409885764122,0.35288307070732117,0.18748652935028076,0.24800069630146027,0.17928162217140198,0.208820641040802,0.4446153938770294,0.5591574311256409,0.06607602536678314,0.4130953550338745
,how,many,interceptions,did,josh,norman,score,touchdowns,with,in,2015,?
the,0.33890387415885925,0.4335206151008606,0.22331646084785461,0.34736719727516174,0.1496332734823227,0.23459704220294952,0.2042495757341385,0.20508192479610443,0.4223487675189972,0.6662389636039734,0.1466771513223648,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.3591367304325104,0.189295694231987,0.23106279969215393,0.10085906088352203,0.1884668916463852,0.4128744304180145,0.23276561498641968,0.2115829735994339,0.03439202532172203,0.16608978807926178
defense,0.14550013840198517,0.1536635160446167,0.39709994196891785,0.14361093938350677,0.14498712122440338,0.16704270243644714,0.16774897277355194,0.30238625407218933,0.19516409933567047,0.20235490798950195,0.04832323640584946,0.21935760974884033
gave,0.19802825152873993,0.21511444449424744,0.18933241069316864,0.4154756963253021,0.15358798205852509,0.20868611335754395,0.16873878240585327,0.18141640722751617,0.30591142177581787,0.24152803421020508,0.11969757825136185,0.1910865753889084
up,0.2819872200489044,0.2688518464565277,0.18509647250175476,0.21613863110542297,0.17463387548923492,0.17727531492710114,0.19020967185497284,0.21518129110336304,0.38676461577415466,0.3120773434638977,-0.024453550577163696,0.1819818764925003
just,0.41178324818611145,0.3534678518772125,0.21537598967552185,0.38283270597457886,0.21282562613487244,0.15883398056030273,0.2241470366716385,0.2471933811903,0.30194807052612305,0.3910168707370758,-0.09268549829721451,0.4144178032875061
308,0.20550771057605743,0.3341686427593231,0.13802878558635712,0.11333061009645462,0.11177276074886322,0.074625164270401,0.09236275404691696,0.203652024269104,0.26912665367126465,0.3130856454372406,0.0761684775352478,0.2011851817369461
points,0.22446410357952118,0.17477619647979736,0.4051841199398041,0.2069225311279297,0.11870106309652328,0.11772261559963226,0.28972378373146057,0.4313935339450836,0.2832765281200409,0.1616203784942627,-0.008890319615602493,0.11006313562393188
",",0.22659391164779663,0.40610817074775696,0.23110148310661316,0.3015086054801941,0.21876341104507446,0.20281735062599182,0.16025088727474213,0.23933975398540497,0.4120737314224243,0.5201468467712402,0.06568983197212219,0.31091248989105225
ranking,0.21406538784503937,0.24067576229572296,0.1562930792570114,0.23125748336315155,0.05927126109600067,0.061310745775699615,0.22900903224945068,0.26818281412124634,0.18721142411231995,0.23205991089344025,0.07888562232255936,0.18589437007904053
sixth,0.08715979754924774,0.10471410304307938,0.1441226452589035,0.16302378475666046,0.17374639213085175,0.09928657859563828,0.1565432846546173,0.19456060230731964,0.16981293261051178,0.2580831050872803,0.1779688149690628,0.11620894819498062
in,0.2601168751716614,0.41474202275276184,0.19061775505542755,0.2593238651752472,0.0933758020401001,0.17613162100315094,0.13240541517734528,0.17643709480762482,0.4080928862094879,1.0,0.0891268327832222,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.22331646084785461,0.34736719727516174,0.1496332734823227,0.23459704220294952,0.2042495757341385,0.20508192479610443,0.4223487675189972,0.6662389636039734,0.1466771513223648,0.22068053483963013
league,0.04579940438270569,0.15746146440505981,0.3232666850090027,0.17557655274868011,0.17330846190452576,0.11010332405567169,0.2749728560447693,0.3351896405220032,0.17816972732543945,0.22963495552539825,0.026950879022479057,0.15941482782363892
",",0.22659391164779663,0.40610817074775696,0.23110148310661316,0.3015086054801941,0.21876341104507446,0.20281735062599182,0.16025088727474213,0.23933975398540497,0.4120737314224243,0.5201468467712402,0.06568983197212219,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.2573724389076233,0.3330625295639038,0.19883586466312408,0.18095026910305023,0.10791178792715073,0.20673201978206635,0.4426766335964203,0.3399278521537781,-0.013383761048316956,0.21076419949531555
also,0.43506327271461487,0.6258217096328735,0.2419721782207489,0.39334940910339355,0.1811225861310959,0.18132078647613525,0.10136865824460983,0.21225224435329437,0.44397303462028503,0.5073733329772949,-0.004504992160946131,0.21848613023757935
leading,0.18543758988380432,0.2955435812473297,0.2840934991836548,0.20311816036701202,0.04448511451482773,0.18946543335914612,0.19492875039577484,0.29000669717788696,0.2195664644241333,0.33273574709892273,0.04016697034239769,0.1360926628112793
the,0.33890387415885925,0.4335206151008606,0.22331646084785461,0.34736719727516174,0.1496332734823227,0.23459704220294952,0.2042495757341385,0.20508192479610443,0.4223487675189972,0.6662389636039734,0.1466771513223648,0.22068053483963013
nfl,0.09207417815923691,0.09887322783470154,0.4601666331291199,0.16524574160575867,0.2854801118373871,0.18743039667606354,0.17594581842422485,0.5764902234077454,0.18521657586097717,0.12599408626556396,-0.006650217808783054,0.10610254108905792
in,0.2601168751716614,0.41474202275276184,0.19061775505542755,0.2593238651752472,0.0933758020401001,0.17613162100315094,0.13240541517734528,0.17643709480762482,0.4080928862094879,1.0,0.0891268327832222,0.20430970191955566
interceptions,0.2084771692752838,0.21864065527915955,1.0000001192092896,0.21840861439704895,0.2938694655895233,0.17567777633666992,0.2816830277442932,0.7320449352264404,0.26026803255081177,0.19061775505542755,0.015746407210826874,0.10945115238428116
with,0.3525622487068176,0.35744401812553406,0.26026803255081177,0.25472134351730347,0.16061310470104218,0.18110549449920654,0.1785384863615036,0.2383706271648407,0.9999999403953552,0.4080928862094879,-0.05818283185362816,0.2433311939239502
24,-0.016954585909843445,-0.047841135412454605,0.044427353888750076,-0.04566230997443199,-0.015099362470209599,0.030772225931286812,-0.08346401154994965,0.04124775901436806,-0.09951747208833694,-0.0006371065974235535,-0.10311253368854523,0.016154835000634193
and,0.33647966384887695,0.5296266674995422,0.24625982344150543,0.34479495882987976,0.21061235666275024,0.21611377596855164,0.16766662895679474,0.2571038007736206,0.5477725267410278,0.4954058527946472,0.015077123418450356,0.20544172823429108
boasting,0.3074793219566345,0.3160076439380646,0.17211703956127167,0.18090026080608368,0.17431806027889252,0.2143716663122177,0.14019550383090973,0.16114571690559387,0.32168030738830566,0.26482847332954407,0.023119354620575905,0.24996808171272278
four,0.1955733299255371,0.4139232039451599,0.1955898255109787,0.20222175121307373,0.11419110745191574,0.18943659961223602,0.1976395845413208,0.21887022256851196,0.32876577973365784,0.3085027039051056,0.04878242686390877,0.14532537758350372
pro,0.18713277578353882,0.13571034371852875,0.24270352721214294,0.14497412741184235,0.06966833025217056,0.1360224485397339,0.1160372942686081,0.199878990650177,0.15010353922843933,0.152218297123909,0.052606672048568726,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.3440132439136505,0.18569406867027283,0.10961292684078217,0.12926612794399261,0.18485401570796967,0.432915598154068,0.18353787064552307,0.17236235737800598,0.0710686594247818,0.21118052303791046
selections,0.29313933849334717,0.2996109426021576,0.33349525928497314,0.20442557334899902,0.1073179766535759,0.16164618730545044,0.18694664537906647,0.23157379031181335,0.1942218393087387,0.19756057858467102,-0.027112575247883797,0.25070586800575256
.,0.3287222981452942,0.3974229395389557,0.213409885764122,0.35288307070732117,0.18748652935028076,0.24800069630146027,0.17928162217140198,0.208820641040802,0.4446153938770294,0.5591574311256409,0.06607602536678314,0.4130953550338745
