,a,block,of,west,end,avenue,that,houses,an,abc,news,building,was,renamed,for,what,abc,anchor,?
building,0.2576078176498413,0.24158477783203125,0.26200541853904724,0.163435161113739,0.1853165328502655,0.3789612054824829,0.2585349678993225,0.46130478382110596,0.09766699373722076,0.10863203555345535,0.09969208389520645,0.9999998807907104,0.237406387925148,0.2138899266719818,0.2644540071487427,0.23529528081417084,0.10863203555345535,0.14004749059677124,0.13549931347370148
was,0.4508470594882965,0.1182115375995636,0.4069072902202606,0.25970903038978577,0.19220198690891266,0.19987185299396515,0.33670201897621155,0.23840434849262238,0.3694365322589874,0.21565799415111542,0.1809975951910019,0.237406387925148,1.0000001192092896,0.36580079793930054,0.3863949179649353,0.22111038863658905,0.21565799415111542,0.1356995701789856,0.18412111699581146
renamed,0.15199610590934753,0.14062565565109253,0.1758238822221756,0.1762894093990326,0.12471519410610199,0.16832181811332703,0.19260743260383606,0.09501972794532776,0.11395207047462463,0.17665110528469086,0.17697341740131378,0.2138899266719818,0.36580079793930054,1.0000001192092896,0.1537042260169983,0.16309694945812225,0.17665110528469086,0.13128958642482758,0.13648955523967743
peter,0.1912786215543747,0.14810927212238312,0.14779731631278992,0.1365828514099121,0.1236267015337944,0.10360028594732285,0.1561819165945053,0.15667468309402466,0.12764568626880646,0.16186381876468658,0.15973451733589172,0.1937635987997055,0.24126720428466797,0.15735800564289093,0.1829002946615219,0.15377900004386902,0.16186381876468658,0.1339767724275589,0.11650477349758148
jennings,0.2125972956418991,0.24795404076576233,0.15836428105831146,0.24026332795619965,0.19709910452365875,0.26006367802619934,0.20217475295066833,0.19830216467380524,0.16231797635555267,0.3551056385040283,0.2260841727256775,0.1528078019618988,0.2422993928194046,0.15137003362178802,0.23989848792552948,0.1697235256433487,0.3551056385040283,0.250811368227005,0.2327541559934616
way,0.3330821096897125,0.3234114348888397,0.266871839761734,0.19366438686847687,0.27023816108703613,0.1891644448041916,0.5086538195610046,0.1978282481431961,0.2338123321533203,0.18054960668087006,0.20096755027770996,0.21290993690490723,0.2418399453163147,0.1331249177455902,0.384344220161438,0.4835909903049469,0.18054960668087006,0.10440301150083542,0.31575819849967957
in,0.539380669593811,0.1659933477640152,0.5696388483047485,0.34078434109687805,0.28539085388183594,0.19928301870822906,0.435920387506485,0.2622964382171631,0.2605783939361572,0.1697147786617279,0.19753123819828033,0.3256937265396118,0.45514053106307983,0.22127023339271545,0.4322226941585541,0.30808621644973755,0.1697147786617279,0.15393804013729095,0.20430970191955566
2006,0.09566660970449448,0.02995946817100048,0.10009169578552246,-0.10927847027778625,0.024817796424031258,-0.029823262244462967,0.10252685844898224,-0.032955020666122437,0.0447457917034626,-0.0046123359352350235,-0.03340749815106392,-0.03109416365623474,-0.08876620978116989,-0.044129449874162674,0.037143539637327194,-0.0008085015579126775,-0.0046123359352350235,-0.010099515318870544,-0.1194092258810997
in,0.539380669593811,0.1659933477640152,0.5696388483047485,0.34078434109687805,0.28539085388183594,0.19928301870822906,0.435920387506485,0.2622964382171631,0.2605783939361572,0.1697147786617279,0.19753123819828033,0.3256937265396118,0.45514053106307983,0.22127023339271545,0.4322226941585541,0.30808621644973755,0.1697147786617279,0.15393804013729095,0.20430970191955566
honor,0.23739098012447357,0.08377452939748764,0.27187082171440125,0.0657024085521698,0.1469155251979828,0.23436564207077026,0.22159558534622192,0.16714803874492645,0.1310390681028366,0.21873915195465088,0.15109924972057343,0.2349369078874588,0.2958109676837921,0.3275086283683777,0.26361149549484253,0.15029305219650269,0.21873915195465088,0.12357840687036514,0.1187526285648346
of,0.5052502155303955,0.1477721929550171,1.0,0.2891985774040222,0.2215006798505783,0.18280929327011108,0.41498205065727234,0.2718559205532074,0.32280945777893066,0.14607268571853638,0.1894020140171051,0.26200541853904724,0.4069072902202606,0.1758238822221756,0.4185989499092102,0.33290785551071167,0.14607268571853638,0.1308683305978775,0.1826142966747284
the,0.5829201340675354,0.20056472718715668,0.733189046382904,0.32918402552604675,0.39658910036087036,0.22167983651161194,0.5473989248275757,0.2692612111568451,0.4207492768764496,0.2068762183189392,0.2294066995382309,0.3159640431404114,0.48711544275283813,0.2855224609375,0.4739971458911896,0.42745697498321533,0.2068762183189392,0.21501964330673218,0.22068053483963013
recently,0.2841660678386688,0.2595392167568207,0.21953822672367096,0.1409897357225418,0.18203502893447876,0.14506895840168,0.4045799970626831,0.15047602355480194,0.20510031282901764,0.2179136574268341,0.23977115750312805,0.16598005592823029,0.4035745859146118,0.27458450198173523,0.35907360911369324,0.2653191089630127,0.2179136574268341,0.124993696808815,0.18352322280406952
deceased,0.09912921488285065,0.06596939265727997,0.17099452018737793,0.08609527349472046,0.06651163101196289,0.16679289937019348,0.2096070498228073,0.14738979935646057,0.09539791196584702,0.13897162675857544,0.14970989525318146,0.16334189474582672,0.2057812511920929,0.12694625556468964,0.15509682893753052,0.15471790730953217,0.13897162675857544,0.15511354804039001,0.18392853438854218
longtime,0.24678170680999756,0.16742677986621857,0.24341900646686554,0.2148420512676239,0.1885703206062317,0.24476216733455658,0.2252727895975113,0.11457321792840958,0.24100689589977264,0.2799105942249298,0.23760361969470978,0.1614350974559784,0.3365395665168762,0.2304706573486328,0.29208657145500183,0.10752114653587341,0.2799105942249298,0.22631286084651947,0.07657656818628311
abc,0.21331243216991425,0.268513023853302,0.14607268571853638,0.18391461670398712,0.16926881670951843,0.1990077942609787,0.17440107464790344,0.17452621459960938,0.16561369597911835,1.0000001192092896,0.40620431303977966,0.10863203555345535,0.21565799415111542,0.17665110528469086,0.22510288655757904,0.1317344456911087,1.0000001192092896,0.3904791474342346,0.19065172970294952
news,0.1799081563949585,0.1663891077041626,0.1894020140171051,0.13751888275146484,0.15601031482219696,0.12146830558776855,0.27487510442733765,0.08624652028083801,0.13150359690189362,0.40620431303977966,0.9999999403953552,0.09969208389520645,0.1809975951910019,0.17697341740131378,0.181859090924263,0.2584491968154907,0.40620431303977966,0.4332883059978485,0.1899169683456421
chief,0.14642393589019775,0.05233557149767876,0.26361605525016785,0.1866711676120758,0.09575045853853226,0.2198466807603836,0.17569105327129364,0.1622367650270462,0.17667809128761292,0.10720478743314743,0.20463086664676666,0.18133628368377686,0.2651097774505615,0.23413079977035522,0.12645672261714935,0.1647547483444214,0.10720478743314743,0.20586900413036346,0.09466830641031265
anchor,0.19997262954711914,0.20545046031475067,0.1308683305978775,0.0905454009771347,0.2539898455142975,0.1548803150653839,0.21304868161678314,0.035413581877946854,0.15219774842262268,0.3904791474342346,0.4332883059978485,0.14004749059677124,0.1356995701789856,0.13128958642482758,0.19156086444854736,0.14488151669502258,0.3904791474342346,1.0000001192092896,0.12241752445697784
and,0.3739250600337982,0.19999995827674866,0.5116966962814331,0.273951917886734,0.24708716571331024,0.24850118160247803,0.4731321930885315,0.33128079771995544,0.2838519215583801,0.16453155875205994,0.21898822486400604,0.2593274712562561,0.3740963041782379,0.17359377443790436,0.5064792633056641,0.31309178471565247,0.16453155875205994,0.1994468867778778,0.20544172823429108
anchor,0.19997262954711914,0.20545046031475067,0.1308683305978775,0.0905454009771347,0.2539898455142975,0.1548803150653839,0.21304868161678314,0.035413581877946854,0.15219774842262268,0.3904791474342346,0.4332883059978485,0.14004749059677124,0.1356995701789856,0.13128958642482758,0.19156086444854736,0.14488151669502258,0.3904791474342346,1.0000001192092896,0.12241752445697784
of,0.5052502155303955,0.1477721929550171,1.0,0.2891985774040222,0.2215006798505783,0.18280929327011108,0.41498205065727234,0.2718559205532074,0.32280945777893066,0.14607268571853638,0.1894020140171051,0.26200541853904724,0.4069072902202606,0.1758238822221756,0.4185989499092102,0.33290785551071167,0.14607268571853638,0.1308683305978775,0.1826142966747284
world,0.22239887714385986,0.12971578538417816,0.2828933000564575,0.1855393946170807,0.23514898121356964,0.1875239610671997,0.2972288429737091,0.2116231620311737,0.15716314315795898,0.16711202263832092,0.20941020548343658,0.23112620413303375,0.3097524344921112,0.15805526077747345,0.2444595992565155,0.21669597923755646,0.16711202263832092,0.14465506374835968,0.17579582333564758
news,0.1799081563949585,0.1663891077041626,0.1894020140171051,0.13751888275146484,0.15601031482219696,0.12146830558776855,0.27487510442733765,0.08624652028083801,0.13150359690189362,0.40620431303977966,0.9999999403953552,0.09969208389520645,0.1809975951910019,0.17697341740131378,0.181859090924263,0.2584491968154907,0.40620431303977966,0.4332883059978485,0.1899169683456421
tonight,0.23079630732536316,0.25768107175827026,0.06715080887079239,0.15952619910240173,0.16935035586357117,0.20256930589675903,0.27310052514076233,0.10856106132268906,0.14539697766304016,0.4244754910469055,0.38710108399391174,0.17660310864448547,0.2210310995578766,0.18298083543777466,0.22831808030605316,0.2661179304122925,0.4244754910469055,0.3302247226238251,0.33557331562042236
.,0.50484299659729,0.24829226732254028,0.5352458953857422,0.2804967761039734,0.26526886224746704,0.1896410882472992,0.4460422694683075,0.2632806897163391,0.3581749200820923,0.2567209303379059,0.18083259463310242,0.275610089302063,0.40146201848983765,0.18444307148456573,0.4726039469242096,0.3567904531955719,0.2567209303379059,0.17134621739387512,0.4130953550338745
