,what,type,of,prime,distribution,is,characterized,about,x/log,x,of,numbers,less,than,x,?
of,0.33290785551071167,0.18112817406654358,1.0,0.23935265839099884,0.254255473613739,0.4854315221309662,0.30984818935394287,0.40939709544181824,0.12709543108940125,0.1708947718143463,1.0,0.228018656373024,0.30836719274520874,0.33036211133003235,0.1708947718143463,0.1826142966747284
numbers,0.24586999416351318,0.1971423625946045,0.228018656373024,0.26943376660346985,0.31260761618614197,0.19465886056423187,0.1971583068370819,0.17381024360656738,0.26379382610321045,0.23992422223091125,0.228018656373024,1.0,0.2687489688396454,0.2706771492958069,0.23992422223091125,0.19297972321510315
less,0.31119704246520996,0.2475823312997818,0.30836719274520874,0.13727137446403503,0.18247641623020172,0.3123510479927063,0.321951687335968,0.37624892592430115,0.1778576672077179,0.1685672402381897,0.30836719274520874,0.2687489688396454,1.0,0.7410463690757751,0.1685672402381897,0.22418740391731262
than,0.29388150572776794,0.21065692603588104,0.33036211133003235,0.1307777762413025,0.18538735806941986,0.2839990258216858,0.1930021494626999,0.40586400032043457,0.18907740712165833,0.2102220505475998,0.33036211133003235,0.2706771492958069,0.7410463690757751,1.0,0.2102220505475998,0.24917294085025787
x,0.13783220946788788,0.151067852973938,0.1708947718143463,0.10484098643064499,0.21962817013263702,0.1738782823085785,0.1320362687110901,0.11477513611316681,0.2534381151199341,0.9999999403953552,0.1708947718143463,0.23992422223091125,0.1685672402381897,0.2102220505475998,0.9999999403953552,0.23304535448551178
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.12279369682073593,0.25215670466423035,0.5330929756164551,0.2806232273578644,0.36165615916252136,0.18609756231307983,0.14163224399089813,0.39081433415412903,0.37760815024375916,0.37797531485557556,0.39206281304359436,0.14163224399089813,0.24591213464736938
primes,0.2505246102809906,0.14125247299671173,0.22199293971061707,0.7104739546775818,0.2172791212797165,0.2382466346025467,0.17867672443389893,0.18830472230911255,0.29392388463020325,0.24774925410747528,0.22199293971061707,0.47689586877822876,0.2438860982656479,0.28400641679763794,0.24774925410747528,0.18851876258850098
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2565026581287384,0.20136328041553497,0.4691906273365021,0.23185861110687256,0.3877100944519043,0.26064008474349976,0.2696380019187927,0.4946078956127167,0.26479464769363403,0.28111666440963745,0.3371901512145996,0.2696380019187927,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.19960100948810577,0.27569329738616943,0.5823672413825989,0.30089181661605835,0.37995871901512146,0.19001157581806183,0.20980626344680786,0.733189046382904,0.293011337518692,0.29185041785240173,0.3227543234825134,0.20980626344680786,0.22068053483963013
prime,0.15586113929748535,0.09346602857112885,0.23935265839099884,1.0,0.1501522660255432,0.16680827736854553,0.10804625600576401,0.1290404349565506,0.16079597175121307,0.10484098643064499,0.23935265839099884,0.26943376660346985,0.13727137446403503,0.1307777762413025,0.10484098643064499,0.11276303976774216
number,0.23046229779720306,0.2370503842830658,0.2778518795967102,0.2556258738040924,0.2562501132488251,0.22390379011631012,0.17334648966789246,0.21996697783470154,0.23467743396759033,0.2715412676334381,0.2778518795967102,0.7132124304771423,0.23772108554840088,0.2816639244556427,0.2715412676334381,0.19256845116615295
theorem,0.27076783776283264,0.09597141295671463,0.18068012595176697,0.3795034885406494,0.26188725233078003,0.23679251968860626,0.18721188604831696,0.16613292694091797,0.3134140372276306,0.18739941716194153,0.18068012595176697,0.3407003581523895,0.17067600786685944,0.15925689041614532,0.18739941716194153,0.18729111552238464
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.20705947279930115,0.15289439260959625,0.37732169032096863,0.12161049991846085,0.2775460183620453,0.29420724511146545,0.22413621842861176,0.3680361211299896,0.18779772520065308,0.20886565744876862,0.21982109546661377,0.22413621842861176,0.42300865054130554
also,0.42747777700424194,0.26631516218185425,0.4924938678741455,0.20427973568439484,0.19198758900165558,0.5012649297714233,0.26271823048591614,0.32894372940063477,0.19142377376556396,0.2138911932706833,0.4924938678741455,0.2499070018529892,0.34449490904808044,0.3524617850780487,0.2138911932706833,0.21848613023757935
holds,0.08176258951425552,0.15219196677207947,0.2644946873188019,0.11926645785570145,0.21999450027942657,0.3216874897480011,0.12284189462661743,0.17107197642326355,0.1771099716424942,0.19368481636047363,0.2644946873188019,0.11211416870355606,0.15426304936408997,0.21714429557323456,0.19368481636047363,0.11379207670688629
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.17833133041858673,0.2117459923028946,0.43268078565597534,0.21406006813049316,0.3312419354915619,0.19143126904964447,0.18337465822696686,0.4185989499092102,0.2885598838329315,0.3358951508998871,0.30793827772140503,0.18337465822696686,0.264628142118454
much,0.45316147804260254,0.24851489067077637,0.2671096920967102,0.12798334658145905,0.21887044608592987,0.3156087100505829,0.25680142641067505,0.42681634426116943,0.19290976226329803,0.18256863951683044,0.2671096920967102,0.278228759765625,0.6148731112480164,0.632695198059082,0.18256863951683044,0.23442231118679047
shorter,0.22753900289535522,0.224944606423378,0.24916739761829376,0.10706716030836105,0.07752400636672974,0.2704732120037079,0.27798810601234436,0.2620046138763428,0.2371109127998352,0.22075779736042023,0.24916739761829376,0.18286043405532837,0.48570236563682556,0.49629443883895874,0.22075779736042023,0.21036715805530548
intervals,0.2616005539894104,0.18487970530986786,0.1844199150800705,0.21404580771923065,0.15460450947284698,0.20076794922351837,0.3046589493751526,0.23175622522830963,0.32064953446388245,0.14290164411067963,0.1844199150800705,0.40743282437324524,0.3620789051055908,0.3055766820907593,0.14290164411067963,0.2090180516242981
of,0.33290785551071167,0.18112817406654358,1.0,0.23935265839099884,0.254255473613739,0.4854315221309662,0.30984818935394287,0.40939709544181824,0.12709543108940125,0.1708947718143463,1.0,0.228018656373024,0.30836719274520874,0.33036211133003235,0.1708947718143463,0.1826142966747284
length,0.20598092675209045,0.2075970470905304,0.22847424447536469,0.15492188930511475,0.26414111256599426,0.2527557909488678,0.23671792447566986,0.317461222410202,0.2321874499320984,0.21286477148532867,0.22847424447536469,0.2831229567527771,0.26300302147865295,0.25221407413482666,0.21286477148532867,0.16668567061424255
about,0.47976887226104736,0.1371919810771942,0.40939709544181824,0.1290404349565506,0.18622231483459473,0.3532065451145172,0.21238882839679718,1.0,0.15828892588615417,0.11477513611316681,0.40939709544181824,0.17381024360656738,0.37624892592430115,0.40586400032043457,0.11477513611316681,0.302409827709198
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.19960100948810577,0.27569329738616943,0.5823672413825989,0.30089181661605835,0.37995871901512146,0.19001157581806183,0.20980626344680786,0.733189046382904,0.293011337518692,0.29185041785240173,0.3227543234825134,0.20980626344680786,0.22068053483963013
square,0.12660330533981323,0.06994355469942093,0.2585134208202362,0.1872110515832901,0.19884033501148224,0.2405121773481369,0.16367965936660767,0.2330014556646347,0.13169384002685547,0.17351074516773224,0.2585134208202362,0.3014812171459198,0.16155987977981567,0.19550037384033203,0.17351074516773224,0.1201515942811966
root,0.1299125850200653,0.16053533554077148,0.15549561381340027,0.21586139500141144,0.19384343922138214,0.19921329617500305,0.12852168083190918,0.10108478367328644,0.22878903150558472,0.20556043088436127,0.15549561381340027,0.21732646226882935,0.1506502330303192,0.16062074899673462,0.20556043088436127,0.14390654861927032
of,0.33290785551071167,0.18112817406654358,1.0,0.23935265839099884,0.254255473613739,0.4854315221309662,0.30984818935394287,0.40939709544181824,0.12709543108940125,0.1708947718143463,1.0,0.228018656373024,0.30836719274520874,0.33036211133003235,0.1708947718143463,0.1826142966747284
x,0.13783220946788788,0.151067852973938,0.1708947718143463,0.10484098643064499,0.21962817013263702,0.1738782823085785,0.1320362687110901,0.11477513611316681,0.2534381151199341,0.9999999403953552,0.1708947718143463,0.23992422223091125,0.1685672402381897,0.2102220505475998,0.9999999403953552,0.23304535448551178
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.21646767854690552,0.15190289914608002,0.35393038392066956,0.14028404653072357,0.27495184540748596,0.27899014949798584,0.2501775324344635,0.35032153129577637,0.16701039671897888,0.20576579868793488,0.19419437646865845,0.2501775324344635,0.40561532974243164
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.17833133041858673,0.2117459923028946,0.43268078565597534,0.21406006813049316,0.3312419354915619,0.19143126904964447,0.18337465822696686,0.4185989499092102,0.2885598838329315,0.3358951508998871,0.30793827772140503,0.18337465822696686,0.264628142118454
intervals,0.2616005539894104,0.18487970530986786,0.1844199150800705,0.21404580771923065,0.15460450947284698,0.20076794922351837,0.3046589493751526,0.23175622522830963,0.32064953446388245,0.14290164411067963,0.1844199150800705,0.40743282437324524,0.3620789051055908,0.3055766820907593,0.14290164411067963,0.2090180516242981
near,0.19414293766021729,0.09284024685621262,0.2651676535606384,0.1078440248966217,0.10735709220170975,0.25453904271125793,0.12254579365253448,0.257497102022171,0.06134568527340889,0.08842530101537704,0.2651676535606384,0.08714387565851212,0.14923232793807983,0.14371472597122192,0.08842530101537704,0.10734958201646805
x,0.13783220946788788,0.151067852973938,0.1708947718143463,0.10484098643064499,0.21962817013263702,0.1738782823085785,0.1320362687110901,0.11477513611316681,0.2534381151199341,0.9999999403953552,0.1708947718143463,0.23992422223091125,0.1685672402381897,0.2102220505475998,0.9999999403953552,0.23304535448551178
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.20705947279930115,0.15289439260959625,0.37732169032096863,0.12161049991846085,0.2775460183620453,0.29420724511146545,0.22413621842861176,0.3680361211299896,0.18779772520065308,0.20886565744876862,0.21982109546661377,0.22413621842861176,0.42300865054130554
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.17658381164073944,0.22641029953956604,0.4569662809371948,0.20198658108711243,0.42038556933403015,0.25589126348495483,0.27645573019981384,0.5352458953857422,0.2591777741909027,0.32668155431747437,0.3594527542591095,0.27645573019981384,0.4130953550338745
