,who,designed,the,illumination,systems,that,tesla,electric,light,&,manufacturing,installed,?
finance,0.20219723880290985,0.19970841705799103,0.26623332500457764,0.1843932569026947,0.26343244314193726,0.19255021214485168,0.18976029753684998,0.1755230575799942,0.10204030573368073,0.19465816020965576,0.43390727043151855,0.16583453118801117,0.1273542046546936
an,0.2848317325115204,0.19688421487808228,0.4207492768764496,0.1668657660484314,0.19967354834079742,0.365763783454895,0.13714656233787537,0.13662607967853546,0.21187175810337067,0.051076289266347885,0.1065872386097908,0.1614924669265747,0.19793890416622162
electric,0.19416284561157227,0.22202123701572418,0.21345196664333344,0.19934587180614471,0.24008029699325562,0.19867946207523346,0.3824412524700165,1.0000001192092896,0.35745757818222046,0.10684569180011749,0.3278963267803192,0.2250397801399231,0.15674720704555511
lighting,0.16933706402778625,0.42378100752830505,0.2831954061985016,0.45204517245292664,0.2777821123600006,0.3011537492275238,0.23439070582389832,0.36518165469169617,0.573806881904602,0.12690497934818268,0.37672117352485657,0.3204931318759918,0.13502714037895203
company,0.2383776307106018,0.24965356290340424,0.26591673493385315,0.21218235790729523,0.2402237206697464,0.22723333537578583,0.23045730590820312,0.27608945965766907,0.2409716695547104,0.22427646815776825,0.49409720301628113,0.1722271591424942,0.12195809185504913
in,0.2792111933231354,0.22657902538776398,0.6662389636039734,0.18508875370025635,0.21664761006832123,0.435920387506485,0.17097744345664978,0.19779469072818756,0.1819845736026764,0.1358654648065567,0.2715393304824829,0.1724025458097458,0.20430970191955566
tesla,0.1520961970090866,0.22829914093017578,0.1324402391910553,0.1763586699962616,0.23349368572235107,0.22102725505828857,0.9999999403953552,0.3824412524700165,0.15772268176078796,0.12341691553592682,0.350337952375412,0.20824137330055237,0.10250775516033173
's,0.05599616840481758,0.026795532554388046,-0.01540423184633255,0.004866864997893572,0.06028321012854576,0.04397977516055107,0.06449045985937119,-0.0115516884252429,0.047048170119524,-0.02038128487765789,-0.030407974496483803,0.00133028335403651,-0.023395681753754616
name,0.2027527540922165,0.10677540302276611,0.3171212375164032,0.12369657307863235,0.09450767934322357,0.27224332094192505,0.15570181608200073,0.06425976753234863,0.09951317310333252,0.0724157989025116,0.12039127200841904,0.10151058435440063,0.15381577610969543
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.23463280498981476,0.22053997218608856,0.4137537479400635,0.20599327981472015,0.22981849312782288,0.22209852933883667,0.2516871392726898,0.24209043383598328,0.18052662909030914,0.31091248989105225
tesla,0.1520961970090866,0.22829914093017578,0.1324402391910553,0.1763586699962616,0.23349368572235107,0.22102725505828857,0.9999999403953552,0.3824412524700165,0.15772268176078796,0.12341691553592682,0.350337952375412,0.20824137330055237,0.10250775516033173
electric,0.19416284561157227,0.22202123701572418,0.21345196664333344,0.19934587180614471,0.24008029699325562,0.19867946207523346,0.3824412524700165,1.0000001192092896,0.35745757818222046,0.10684569180011749,0.3278963267803192,0.2250397801399231,0.15674720704555511
light,0.16200783848762512,0.24594919383525848,0.2649136185646057,0.4060188829898834,0.204705610871315,0.28159382939338684,0.15772268176078796,0.35745757818222046,0.9999998807907104,0.12466304004192352,0.21649061143398285,0.14570030570030212,0.17429810762405396
&,0.09244576841592789,0.15487702190876007,0.14992168545722961,0.17636381089687347,0.1129162460565567,0.13811425864696503,0.12341691553592682,0.10684569180011749,0.12466304004192352,0.9999998807907104,0.18264394998550415,0.048395171761512756,0.12596383690834045
manufacturing,0.08808956295251846,0.4338042438030243,0.25165510177612305,0.2466544806957245,0.32330629229545593,0.2308564931154251,0.350337952375412,0.3278963267803192,0.21649061143398285,0.18264394998550415,1.0,0.2420879751443863,0.11596895009279251
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.22385220229625702,0.2403000146150589,0.4460422694683075,0.17949827015399933,0.23612159490585327,0.2497042715549469,0.16452857851982117,0.2327806055545807,0.21629616618156433,0.4130953550338745
,who,designed,the,illumination,systems,that,tesla,electric,light,&,manufacturing,installed,?
the,0.3733934462070465,0.2559613883495331,1.0,0.2851928770542145,0.28089964389801025,0.5473989248275757,0.1324402391910553,0.21345196664333344,0.2649136185646057,0.14992168545722961,0.25165510177612305,0.2233201116323471,0.22068053483963013
company,0.2383776307106018,0.24965356290340424,0.26591673493385315,0.21218235790729523,0.2402237206697464,0.22723333537578583,0.23045730590820312,0.27608945965766907,0.2409716695547104,0.22427646815776825,0.49409720301628113,0.1722271591424942,0.12195809185504913
installed,0.20669250190258026,0.3588581085205078,0.2233201116323471,0.14827603101730347,0.32595178484916687,0.23460833728313446,0.20824137330055237,0.2250397801399231,0.14570030570030212,0.048395171761512756,0.2420879751443863,1.0000001192092896,0.2174687534570694
electrical,0.16470956802368164,0.29799962043762207,0.2523402273654938,0.2559716999530792,0.3343953490257263,0.2451883852481842,0.45727142691612244,0.7726083397865295,0.32205161452293396,0.10913857817649841,0.4140768349170685,0.26609206199645996,0.10923371464014053
arc,0.13617409765720367,0.2284620702266693,0.26253756880760193,0.25349074602127075,0.1894049346446991,0.2412985861301422,0.1610620766878128,0.25256025791168213,0.28556063771247864,0.10579022020101547,0.16463564336299896,0.14270377159118652,0.10246327519416809
light,0.16200783848762512,0.24594919383525848,0.2649136185646057,0.4060188829898834,0.204705610871315,0.28159382939338684,0.15772268176078796,0.35745757818222046,0.9999998807907104,0.12466304004192352,0.21649061143398285,0.14570030570030212,0.17429810762405396
based,0.20479141175746918,0.23144273459911346,0.29860720038414,0.23414547741413116,0.2587733566761017,0.31403544545173645,0.1270550787448883,0.11350812017917633,0.21932780742645264,0.14534787833690643,0.27543383836746216,0.2024368792772293,0.134929820895195
illumination,0.14177776873111725,0.2198760062456131,0.2851928770542145,1.0,0.1969313770532608,0.24446992576122284,0.1763586699962616,0.19934587180614471,0.4060188829898834,0.17636381089687347,0.2466544806957245,0.14827603101730347,0.20314359664916992
systems,0.11571111530065536,0.2661411166191101,0.28089964389801025,0.1969313770532608,1.0,0.27510011196136475,0.23349368572235107,0.24008029699325562,0.204705610871315,0.1129162460565567,0.32330629229545593,0.32595178484916687,0.1575973927974701
designed,0.21097040176391602,1.0,0.2559613883495331,0.2198760062456131,0.2661411166191101,0.270294189453125,0.22829914093017578,0.22202123701572418,0.24594919383525848,0.15487702190876007,0.4338042438030243,0.3588581085205078,0.11213942617177963
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.2736647129058838,0.2058878391981125,0.37496164441108704,0.16513796150684357,0.19581176340579987,0.16924326121807098,0.17475149035453796,0.1942850947380066,0.1275559514760971,0.17966607213020325
tesla,0.1520961970090866,0.22829914093017578,0.1324402391910553,0.1763586699962616,0.23349368572235107,0.22102725505828857,0.9999999403953552,0.3824412524700165,0.15772268176078796,0.12341691553592682,0.350337952375412,0.20824137330055237,0.10250775516033173
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.21071572601795197,0.27479326725006104,0.4731321930885315,0.19560420513153076,0.212884783744812,0.20458035171031952,0.34093084931373596,0.26176297664642334,0.15501943230628967,0.20544172823429108
also,0.47919341921806335,0.2500925362110138,0.6021018624305725,0.2159227430820465,0.265028178691864,0.6005857586860657,0.16213464736938477,0.19945846498012543,0.23464073240756989,0.1553146094083786,0.25092631578445435,0.19897180795669556,0.21848613023757935
had,0.36173108220100403,0.25204402208328247,0.3875846862792969,0.12307320535182953,0.15275098383426666,0.4407361149787903,0.12050733715295792,0.17037837207317352,0.16745808720588684,0.15368397533893585,0.20849452912807465,0.27106425166130066,0.20728366076946259
designs,0.1905442327260971,0.7181504368782043,0.2415979504585266,0.24310483038425446,0.3228003978729248,0.2962518334388733,0.2896032929420471,0.1858440488576889,0.14968465268611908,0.10025275498628616,0.4462207853794098,0.2970537841320038,0.12927207350730896
for,0.37110671401023865,0.22817277908325195,0.4739971458911896,0.24758215248584747,0.25885844230651855,0.4137635827064514,0.13983871042728424,0.2190219610929489,0.21351271867752075,0.15479104220867157,0.26200976967811584,0.1651390641927719,0.264628142118454
dynamo,0.1715201586484909,0.17211495339870453,0.2212885618209839,0.1416579633951187,0.2818297743797302,0.1350032240152359,0.35050344467163086,0.29590609669685364,0.16324688494205475,0.0776812955737114,0.23165224492549896,0.198917955160141,0.17201387882232666
electric,0.19416284561157227,0.22202123701572418,0.21345196664333344,0.19934587180614471,0.24008029699325562,0.19867946207523346,0.3824412524700165,1.0000001192092896,0.35745757818222046,0.10684569180011749,0.3278963267803192,0.2250397801399231,0.15674720704555511
machine,0.26473936438560486,0.2928342819213867,0.22788187861442566,0.19845688343048096,0.2785574197769165,0.2756650745868683,0.2521411180496216,0.2780873775482178,0.2771805226802826,0.12547244131565094,0.3430805206298828,0.23189963400363922,0.17587624490261078
commutators,0.25288212299346924,0.21386457979679108,0.2343204915523529,0.2186513990163803,0.3523557186126709,0.2963757812976837,0.26835983991622925,0.30055949091911316,0.2657899558544159,0.023418594151735306,0.2683247923851013,0.22157396376132965,0.12685701251029968
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.23463280498981476,0.22053997218608856,0.4137537479400635,0.20599327981472015,0.22981849312782288,0.22209852933883667,0.2516871392726898,0.24209043383598328,0.18052662909030914,0.31091248989105225
the,0.3733934462070465,0.2559613883495331,1.0,0.2851928770542145,0.28089964389801025,0.5473989248275757,0.1324402391910553,0.21345196664333344,0.2649136185646057,0.14992168545722961,0.25165510177612305,0.2233201116323471,0.22068053483963013
first,0.39065709710121155,0.201524555683136,0.49448907375335693,0.20050407946109772,0.18383030593395233,0.3482176661491394,0.17383763194084167,0.2202359288930893,0.1733669638633728,0.10695473104715347,0.18385769426822662,0.1842130720615387,0.18701928853988647
patents,0.22990016639232635,0.36503005027770996,0.20236903429031372,0.18485386669635773,0.2541775405406952,0.2503669261932373,0.352291464805603,0.24766060709953308,0.14594267308712006,0.13443568348884583,0.44904690980911255,0.24678975343704224,0.1148110032081604
issued,0.13050927221775055,0.2247585654258728,0.22837360203266144,0.17693230509757996,0.1907193660736084,0.21715989708900452,0.21972055733203888,0.09252149611711502,0.11248930543661118,0.14175915718078613,0.25446778535842896,0.1925874948501587,0.169851616024971
to,0.42656609416007996,0.3077097535133362,0.535392165184021,0.2218901813030243,0.2514978349208832,0.5436353087425232,0.17548894882202148,0.2115597426891327,0.22474321722984314,0.1254875510931015,0.22432498633861542,0.23096364736557007,0.29463258385658264
tesla,0.1520961970090866,0.22829914093017578,0.1324402391910553,0.1763586699962616,0.23349368572235107,0.22102725505828857,0.9999999403953552,0.3824412524700165,0.15772268176078796,0.12341691553592682,0.350337952375412,0.20824137330055237,0.10250775516033173
in,0.2792111933231354,0.22657902538776398,0.6662389636039734,0.18508875370025635,0.21664761006832123,0.435920387506485,0.17097744345664978,0.19779469072818756,0.1819845736026764,0.1358654648065567,0.2715393304824829,0.1724025458097458,0.20430970191955566
the,0.3733934462070465,0.2559613883495331,1.0,0.2851928770542145,0.28089964389801025,0.5473989248275757,0.1324402391910553,0.21345196664333344,0.2649136185646057,0.14992168545722961,0.25165510177612305,0.2233201116323471,0.22068053483963013
us,0.19343413412570953,0.0926394835114479,0.25727739930152893,0.11115096509456635,0.19067703187465668,0.282404363155365,0.2018621414899826,0.12331391870975494,0.21400955319404602,0.09982676059007645,0.2126321941614151,0.06859646737575531,0.2742428481578827
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.22385220229625702,0.2403000146150589,0.4460422694683075,0.17949827015399933,0.23612159490585327,0.2497042715549469,0.16452857851982117,0.2327806055545807,0.21629616618156433,0.4130953550338745
