,who,were,the,sculpture,galleries,that,opened,in,2006,named,after,?
1950,0.06489618122577667,-0.033678848296403885,-0.046802785247564316,-0.06850646436214447,-0.14095157384872437,-0.08956076949834824,-0.0056202830746769905,-0.03321470692753792,0.05344287306070328,0.0288216695189476,-0.07231517881155014,-0.039489999413490295
;,0.007937713526189327,0.14040996134281158,0.09152708947658539,0.024826467037200928,0.03046605922281742,0.0633435994386673,0.04673153907060623,0.092739537358284,0.018731310963630676,0.034511178731918335,-0.01834123209118843,0.10349778085947037
this,0.3345087468624115,0.25469228625297546,0.6274310946464539,0.2081710249185562,0.2287074327468872,0.6909449696540833,0.20787084102630615,0.45205554366111755,0.12604397535324097,0.2266731709241867,0.3357301354408264,0.3155723512172699
has,0.2558172643184662,0.2784052789211273,0.4177538752555847,0.1540418565273285,0.21980853378772736,0.41272613406181335,0.16257831454277039,0.4173259735107422,0.09697135537862778,0.24984464049339294,0.2195257842540741,0.15994466841220856
involved,0.2746155858039856,0.2834605276584625,0.2872544527053833,0.08632947504520416,0.1960921287536621,0.34995582699775696,0.21909883618354797,0.2988407015800476,0.04786233231425285,0.14159999787807465,0.2962621748447418,0.20599231123924255
loans,0.26358065009117126,0.2337169647216797,0.2122887223958969,0.26754748821258545,0.2716798782348633,0.22966216504573822,0.18632495403289795,0.1964113414287567,0.02436770498752594,0.11711592227220535,0.1574886292219162,0.17645451426506042
by,0.39727845788002014,0.4406847059726715,0.4408751428127289,0.17374664545059204,0.18073885142803192,0.37496164441108704,0.17930090427398682,0.370934396982193,0.0743151530623436,0.30212631821632385,0.41259682178497314,0.17966607213020325
other,0.3612329661846161,0.4041554927825928,0.44152235984802246,0.15971827507019043,0.2857092022895813,0.5570666193962097,0.15274952352046967,0.39989137649536133,0.09173793345689774,0.1899193674325943,0.18459384143352509,0.24682199954986572
museums,0.18716265261173248,0.23571886122226715,0.2721219062805176,0.4285643696784973,0.6778480410575867,0.25666508078575134,0.3540424406528473,0.2833188474178314,-0.09013723582029343,0.1308189332485199,0.1308973878622055,0.1374243199825287
",",0.3365725874900818,0.36755475401878357,0.4933079481124878,0.2533513307571411,0.2487238645553589,0.4137537479400635,0.24598844349384308,0.5201468467712402,-0.14199310541152954,0.2530003488063812,0.38860568404197693,0.31091248989105225
including,0.2835840582847595,0.41511550545692444,0.3738902807235718,0.23391926288604736,0.3550356924533844,0.31577053666114807,0.14007145166397095,0.35857823491096497,0.09320086985826492,0.2161136269569397,0.2202524095773697,0.1633303165435791
tate,0.23338109254837036,0.20011408627033234,0.18388135731220245,0.2527845501899719,0.4528144896030426,0.10933573544025421,0.22332867980003357,0.24848110973834991,-0.07147960364818573,0.20561984181404114,0.2441493719816208,0.20980916917324066
britain,0.2346068173646927,0.2944076955318451,0.29784059524536133,0.1617356389760971,0.2711387872695923,0.2614029049873352,0.16614946722984314,0.26246872544288635,-0.03816366568207741,0.12863963842391968,0.2650264799594879,0.1268460750579834
",",0.3365725874900818,0.36755475401878357,0.4933079481124878,0.2533513307571411,0.2487238645553589,0.4137537479400635,0.24598844349384308,0.5201468467712402,-0.14199310541152954,0.2530003488063812,0.38860568404197693,0.31091248989105225
so,0.39952170848846436,0.3436952531337738,0.4296516180038452,0.1873108595609665,0.23235182464122772,0.6779842376708984,0.17130397260189056,0.31275880336761475,0.09407586604356766,0.2033787965774536,0.34236881136894226,0.43163934350013733
works,0.2919859290122986,0.19992011785507202,0.26337864995002747,0.27663424611091614,0.37208712100982666,0.24413257837295532,0.12457379698753357,0.2656683027744293,-0.016764845699071884,0.10109659284353256,0.1154850423336029,0.19597402215003967
by,0.39727845788002014,0.4406847059726715,0.4408751428127289,0.17374664545059204,0.18073885142803192,0.37496164441108704,0.17930090427398682,0.370934396982193,0.0743151530623436,0.30212631821632385,0.41259682178497314,0.17966607213020325
henry,0.29137110710144043,0.22800198197364807,0.2542637586593628,0.16877299547195435,0.1933022290468216,0.18298140168190002,0.17699413001537323,0.21735817193984985,-0.1318615972995758,0.20600301027297974,0.23524710536003113,0.16836383938789368
moore,0.23380371928215027,0.19084890186786652,0.23565909266471863,0.2181433141231537,0.18129681050777435,0.15589220821857452,0.11087869107723236,0.2081063985824585,-0.1055934876203537,0.18252310156822205,0.15297240018844604,0.12485816329717636
and,0.41279885172843933,0.42175528407096863,0.5171257257461548,0.2538686692714691,0.3095110058784485,0.4731321930885315,0.22545495629310608,0.4954058527946472,-0.03637295588850975,0.23097854852676392,0.3765919506549835,0.20544172823429108
jacob,0.2594224810600281,0.11830297112464905,0.22024451196193695,0.15841639041900635,0.07655863463878632,0.1749863475561142,0.1428573876619339,0.18649332225322723,-0.13800287246704102,0.16204734146595,0.18428227305412292,0.11618305742740631
epstein,0.29958847165107727,0.20223143696784973,0.1788240373134613,0.22593344748020172,0.30887681245803833,0.21121884882450104,0.1687166690826416,0.21254336833953857,-0.1381661295890808,0.07852887362241745,0.1774398684501648,0.15380777418613434
along,0.2523764669895172,0.30671337246894836,0.39495137333869934,0.14529886841773987,0.19845597445964813,0.2850594222545624,0.2095947563648224,0.3603311777114868,0.0649799332022667,0.25517740845680237,0.2816265821456909,0.17134909331798553
with,0.3282766342163086,0.3179011940956116,0.4223487675189972,0.19463536143302917,0.17471446096897125,0.4154358208179474,0.16281741857528687,0.4080928862094879,0.034656625241041183,0.21388062834739685,0.33843478560447693,0.2433311939239502
other,0.3612329661846161,0.4041554927825928,0.44152235984802246,0.15971827507019043,0.2857092022895813,0.5570666193962097,0.15274952352046967,0.39989137649536133,0.09173793345689774,0.1899193674325943,0.18459384143352509,0.24682199954986572
of,0.2827862501144409,0.34038281440734863,0.733189046382904,0.2746802270412445,0.24172402918338776,0.41498205065727234,0.16720551252365112,0.5696388483047485,0.10009169578552246,0.2820465862751007,0.3867455720901489,0.1826142966747284
their,0.3767721951007843,0.43277356028556824,0.516537070274353,0.1450762301683426,0.17941191792488098,0.4266771972179413,0.18982760608196259,0.34976133704185486,0.14012515544891357,0.15600357949733734,0.30973172187805176,0.1898253709077835
contemporaries,0.28590261936187744,0.35373419523239136,0.2599239647388458,0.364124596118927,0.4007043242454529,0.2319609820842743,0.16280345618724823,0.26698702573776245,-0.052389517426490784,0.09135692566633224,0.19654862582683563,0.09777076542377472
are,0.27294138073921204,0.6489362716674805,0.40399202704429626,0.1801881343126297,0.28016820549964905,0.45265161991119385,0.11270776391029358,0.3841303884983063,0.1587405800819397,0.1775832623243332,0.19438853859901428,0.24591213464736938
now,0.29819536209106445,0.28246065974235535,0.38266420364379883,0.24611879885196686,0.3267117142677307,0.4135645031929016,0.2936127781867981,0.3619694113731384,-0.022754807025194168,0.25638487935066223,0.30156397819519043,0.29641881585121155
on,0.2340552806854248,0.2774328887462616,0.5107308030128479,0.1800938993692398,0.25138208270072937,0.42569106817245483,0.2514764964580536,0.46853652596473694,-0.04389945790171623,0.19771578907966614,0.39330315589904785,0.2714994251728058
view,0.16007070243358612,0.13278506696224213,0.25610461831092834,0.23830199241638184,0.23360681533813477,0.23331132531166077,0.1560811847448349,0.17477142810821533,0.009905334562063217,0.11445822566747665,0.0704478845000267,0.17672975361347198
.,0.3541337847709656,0.3378238379955292,0.5934505462646484,0.2360875904560089,0.2919006645679474,0.4460422694683075,0.26111578941345215,0.5591574311256409,-0.13838863372802734,0.24760639667510986,0.35870397090911865,0.4130953550338745
