,by,how,many,kilometers,does,the,traveling,salesman,problem,seek,to,classify,a,route,between,the,15,largest,cities,in,germany,?
instance,0.2297389805316925,0.3896791636943817,0.36262694001197815,0.23688071966171265,0.36771830916404724,0.3539782464504242,0.22138568758964539,0.23592637479305267,0.37468287348747253,0.271107017993927,0.3533851206302643,0.26894256472587585,0.40728384256362915,0.17765489220619202,0.2835879921913147,0.3539782464504242,-0.0940067321062088,0.1635485589504242,0.12760280072689056,0.23631897568702698,0.2391941398382187,0.30205854773521423
",",0.3680937886238098,0.22659391164779663,0.40610817074775696,0.24683520197868347,0.28617382049560547,0.4933079481124878,0.19962750375270844,0.19904711842536926,0.23938199877738953,0.2198648303747177,0.44245919585227966,0.2349381446838379,0.427140474319458,0.21133576333522797,0.27714940905570984,0.4933079481124878,-0.03563398867845535,0.26626327633857727,0.31927579641342163,0.5201468467712402,0.2898865044116974,0.31091248989105225
consider,0.2509215474128723,0.3577665686607361,0.30344703793525696,0.047621771693229675,0.28712162375450134,0.33438587188720703,0.16532976925373077,0.1450965255498886,0.4084935784339905,0.30312660336494446,0.3287919759750366,0.4056973159313202,0.308129221200943,0.16061946749687195,0.20848046243190765,0.33438587188720703,-0.020890498533844948,0.14421376585960388,0.16838417947292328,0.22423222661018372,0.1286061406135559,0.37281370162963867
the,0.4408751428127289,0.33890387415885925,0.4335206151008606,0.3189322352409363,0.35928019881248474,1.0,0.2753162384033203,0.18677568435668945,0.24928659200668335,0.24523614346981049,0.535392165184021,0.2376265525817871,0.5829201340675354,0.22322526574134827,0.39067012071609497,1.0,-0.011810222640633583,0.3757036626338959,0.2621172070503235,0.6662389636039734,0.3181285262107849,0.22068053483963013
following,0.25132864713668823,0.2692694067955017,0.27382445335388184,0.13948139548301697,0.22666849195957184,0.39779382944107056,0.10898221284151077,0.12063117325305939,0.14222069084644318,0.21680887043476105,0.31711265444755554,0.2208448201417923,0.27489006519317627,0.14950619637966156,0.22797466814517975,0.39779382944107056,-0.09197820723056793,0.14712409675121307,0.1969693899154663,0.355264812707901,0.1726047247648239,0.1555173695087433
instance,0.2297389805316925,0.3896791636943817,0.36262694001197815,0.23688071966171265,0.36771830916404724,0.3539782464504242,0.22138568758964539,0.23592637479305267,0.37468287348747253,0.271107017993927,0.3533851206302643,0.26894256472587585,0.40728384256362915,0.17765489220619202,0.2835879921913147,0.3539782464504242,-0.0940067321062088,0.1635485589504242,0.12760280072689056,0.23631897568702698,0.2391941398382187,0.30205854773521423
of,0.3646814823150635,0.2480744868516922,0.37253960967063904,0.26878124475479126,0.3119818866252899,0.733189046382904,0.2297215312719345,0.1335330307483673,0.20464475452899933,0.2027195245027542,0.41548454761505127,0.20344245433807373,0.5052502155303955,0.1700238138437271,0.3737983703613281,0.733189046382904,-0.02319195494055748,0.36650770902633667,0.29528072476387024,0.5696388483047485,0.2942050099372864,0.1826142966747284
the,0.4408751428127289,0.33890387415885925,0.4335206151008606,0.3189322352409363,0.35928019881248474,1.0,0.2753162384033203,0.18677568435668945,0.24928659200668335,0.24523614346981049,0.535392165184021,0.2376265525817871,0.5829201340675354,0.22322526574134827,0.39067012071609497,1.0,-0.011810222640633583,0.3757036626338959,0.2621172070503235,0.6662389636039734,0.3181285262107849,0.22068053483963013
decision,0.28215938806533813,0.30215373635292053,0.1825752705335617,0.11797117441892624,0.21590669453144073,0.2905151844024658,0.14173085987567902,0.13267090916633606,0.31341657042503357,0.28247904777526855,0.35372841358184814,0.21785743534564972,0.24091263115406036,0.20351874828338623,0.13711562752723694,0.2905151844024658,-0.016156485304236412,0.1126307025551796,0.10379373282194138,0.2212151288986206,0.19539715349674225,0.2796577215194702
version,0.21702225506305695,0.21470944583415985,0.2067783921957016,0.08029641211032867,0.23284213244915009,0.27268242835998535,0.12697215378284454,0.14757557213306427,0.24387061595916748,0.10649046301841736,0.24018406867980957,0.1309019774198532,0.27132871747016907,0.15181028842926025,0.15069365501403809,0.27268242835998535,0.020317649468779564,0.08252137899398804,0.13225017488002777,0.19599339365959167,0.09571067243814468,0.2573966085910797
of,0.3646814823150635,0.2480744868516922,0.37253960967063904,0.26878124475479126,0.3119818866252899,0.733189046382904,0.2297215312719345,0.1335330307483673,0.20464475452899933,0.2027195245027542,0.41548454761505127,0.20344245433807373,0.5052502155303955,0.1700238138437271,0.3737983703613281,0.733189046382904,-0.02319195494055748,0.36650770902633667,0.29528072476387024,0.5696388483047485,0.2942050099372864,0.1826142966747284
the,0.4408751428127289,0.33890387415885925,0.4335206151008606,0.3189322352409363,0.35928019881248474,1.0,0.2753162384033203,0.18677568435668945,0.24928659200668335,0.24523614346981049,0.535392165184021,0.2376265525817871,0.5829201340675354,0.22322526574134827,0.39067012071609497,1.0,-0.011810222640633583,0.3757036626338959,0.2621172070503235,0.6662389636039734,0.3181285262107849,0.22068053483963013
traveling,0.20605358481407166,0.2546408772468567,0.24022473394870758,0.22548960149288177,0.14929033815860748,0.2753162384033203,1.0000001192092896,0.36820679903030396,0.1737433224916458,0.1733403354883194,0.2899523079395294,0.15929128229618073,0.26968079805374146,0.32988154888153076,0.3142082989215851,0.2753162384033203,-0.02078363671898842,0.13323141634464264,0.21736940741539001,0.20478862524032593,0.15596413612365723,0.09575265645980835
salesman,0.12527234852313995,0.2379327267408371,0.19586743414402008,0.12212467193603516,0.19657927751541138,0.18677568435668945,0.36820679903030396,1.0,0.31256964802742004,0.17485865950584412,0.28244882822036743,0.14136603474617004,0.3150462508201599,0.23672427237033844,0.2031240314245224,0.18677568435668945,0.009345630183815956,0.09547054767608643,0.08763572573661804,0.2544902563095093,0.20803046226501465,0.09633269906044006
problem,0.2011435180902481,0.4059199392795563,0.2891656458377838,0.1440339982509613,0.27746546268463135,0.24928659200668335,0.1737433224916458,0.31256964802742004,1.0,0.24477243423461914,0.2502208352088928,0.3111083507537842,0.2605542540550232,0.20822855830192566,0.26457515358924866,0.24928659200668335,-0.05341360718011856,0.12685228884220123,0.17753945291042328,0.16969570517539978,0.14089995622634888,0.3762950301170349
:,-0.11676844954490662,-0.11215605586767197,-0.10786184668540955,0.01953919604420662,-0.11934193223714828,-0.03403344005346298,-0.08033810555934906,0.0033056961838155985,-0.08749368786811829,-0.05867008864879608,-0.09243495017290115,-0.021396607160568237,-0.0007584693375974894,-0.046009428799152374,-0.06276274472475052,-0.03403344005346298,0.03974875062704086,-0.07544846087694168,0.002675239462405443,0.020521078258752823,0.12561245262622833,-0.07156077772378922
is,0.3899846076965332,0.22544461488723755,0.2649032473564148,0.28149881958961487,0.4403602182865143,0.5823672413825989,0.16917747259140015,0.23787350952625275,0.23238427937030792,0.14621992409229279,0.42745086550712585,0.2113753855228424,0.658733606338501,0.2375296801328659,0.26809602975845337,0.5823672413825989,-0.00426758686080575,0.3413417339324951,0.21770904958248138,0.5394441485404968,0.2201172411441803,0.22961433231830597
there,0.20383623242378235,0.3328511416912079,0.4993700683116913,0.3078523576259613,0.2930194139480591,0.47025805711746216,0.20481114089488983,0.20225416123867035,0.36833471059799194,0.209068164229393,0.40669289231300354,0.215666264295578,0.4214206337928772,0.18132996559143066,0.37209540605545044,0.47025805711746216,-0.03342537209391594,0.2674221694469452,0.28447988629341125,0.5361666083335876,0.19869576394557953,0.29405656456947327
a,0.32094135880470276,0.29312583804130554,0.2872205972671509,0.26029402017593384,0.38201746344566345,0.5829201340675354,0.26968079805374146,0.3150462508201599,0.2605542540550232,0.24095171689987183,0.45503583550453186,0.25596383213996887,1.0,0.18244044482707977,0.29385313391685486,0.5829201340675354,-0.052463941276073456,0.24042341113090515,0.18820415437221527,0.539380669593811,0.2606942057609558,0.23916715383529663
route,0.1831662356853485,0.19816777110099792,0.14046137034893036,0.31981322169303894,0.1639961153268814,0.22322526574134827,0.32988154888153076,0.23672427237033844,0.20822855830192566,0.025416841730475426,0.2605549395084381,0.14406618475914001,0.18244044482707977,1.0,0.20162291824817657,0.22322526574134827,0.02168295904994011,0.141362264752388,0.29339608550071716,0.19557222723960876,0.11328121274709702,0.10957027226686478
of,0.3646814823150635,0.2480744868516922,0.37253960967063904,0.26878124475479126,0.3119818866252899,0.733189046382904,0.2297215312719345,0.1335330307483673,0.20464475452899933,0.2027195245027542,0.41548454761505127,0.20344245433807373,0.5052502155303955,0.1700238138437271,0.3737983703613281,0.733189046382904,-0.02319195494055748,0.36650770902633667,0.29528072476387024,0.5696388483047485,0.2942050099372864,0.1826142966747284
at,0.2368064820766449,0.2154216170310974,0.2716965675354004,0.24262310564517975,0.17465277016162872,0.457212895154953,0.2422938048839569,0.17480652034282684,0.2246675044298172,0.1408097892999649,0.36524343490600586,0.12249956279993057,0.3095070421695709,0.17382647097110748,0.3328663110733032,0.457212895154953,-0.010676056146621704,0.17044749855995178,0.16851913928985596,0.4374977946281433,0.2133002132177353,0.21978627145290375
most,0.270847886800766,0.311336874961853,0.6236066222190857,0.18333986401557922,0.30044323205947876,0.47635307908058167,0.204738587141037,0.12477321922779083,0.2509269416332245,0.11659730225801468,0.321603000164032,0.25372210144996643,0.3508910834789276,0.12793400883674622,0.24144990742206573,0.47635307908058167,-0.028328396379947662,0.3954915702342987,0.20601113140583038,0.41416558623313904,0.2064732164144516,0.2107497900724411
2000,0.028724920004606247,-0.07386910915374756,-0.06041426211595535,-0.2944435775279999,-0.014839278534054756,-0.015081177465617657,-0.06962406635284424,0.059908427298069,-0.18980474770069122,0.01823413372039795,-0.05413077399134636,-0.12656070291996002,-0.03899485245347023,-0.16777512431144714,-0.17346101999282837,-0.015081177465617657,0.06692102551460266,-0.17434780299663544,-0.20525333285331726,-0.0435720756649971,-0.11595351994037628,-0.0824366956949234
kilometres,0.1621399074792862,0.09419187903404236,0.1809600293636322,0.8820817470550537,0.11234987527132034,0.26219841837882996,0.20052467286586761,0.139436274766922,0.16052916646003723,0.07254242897033691,0.24676118791103363,0.09649304300546646,0.2422814816236496,0.3305164575576782,0.274911493062973,0.26219841837882996,0.026304660364985466,0.31605854630470276,0.23476605117321014,0.2448771744966507,0.21949324011802673,0.09185487031936646
passing,0.2134617120027542,0.24499450623989105,0.15060079097747803,0.25865301489830017,0.23030602931976318,0.3088957965373993,0.3824021816253662,0.22151988744735718,0.17911458015441895,0.22476966679096222,0.30583032965660095,0.19652970135211945,0.26634570956230164,0.278741717338562,0.24089154601097107,0.3088957965373993,0.09468857944011688,0.10702469199895859,0.1267140805721283,0.1942625194787979,0.13998070359230042,0.10353918373584747
through,0.3433202803134918,0.2704794108867645,0.28384116291999817,0.26957473158836365,0.21495459973812103,0.44071322679519653,0.3473406136035919,0.20736265182495117,0.21959857642650604,0.23700813949108124,0.4062686562538147,0.1170077919960022,0.3399752974510193,0.32798972725868225,0.3930896520614624,0.44071322679519653,0.029217159375548363,0.1836661845445633,0.22123727202415466,0.38533157110214233,0.17170296609401703,0.16913433372974396
all,0.2944089472293854,0.3725806474685669,0.5443700551986694,0.16343854367733002,0.31124600768089294,0.4860881567001343,0.21869045495986938,0.11542848497629166,0.2699645459651947,0.19387643039226532,0.42520734667778015,0.270331472158432,0.2696802616119385,0.1762823462486267,0.22774523496627808,0.4860881567001343,0.0055534448474645615,0.235378697514534,0.20516392588615417,0.3335905969142914,0.24488277733325958,0.29575422406196594
of,0.3646814823150635,0.2480744868516922,0.37253960967063904,0.26878124475479126,0.3119818866252899,0.733189046382904,0.2297215312719345,0.1335330307483673,0.20464475452899933,0.2027195245027542,0.41548454761505127,0.20344245433807373,0.5052502155303955,0.1700238138437271,0.3737983703613281,0.733189046382904,-0.02319195494055748,0.36650770902633667,0.29528072476387024,0.5696388483047485,0.2942050099372864,0.1826142966747284
germany,0.22670169174671173,0.19746148586273193,0.27300503849983215,0.2147512286901474,0.1539989709854126,0.3181285262107849,0.15596413612365723,0.20803046226501465,0.14089995622634888,0.1487983912229538,0.24172882735729218,0.14927273988723755,0.2606942057609558,0.11328121274709702,0.22155004739761353,0.3181285262107849,0.10123679041862488,0.19323766231536865,0.24065124988555908,0.3642844259738922,1.0,0.1388660967350006
's,-0.010884488001465797,-0.026164190843701363,0.01698932610452175,0.018410654738545418,-0.02895052544772625,-0.01540423184633255,0.02603091672062874,0.023322995752096176,-0.02317415177822113,0.08075720816850662,0.03782717138528824,0.014453647658228874,0.04866964742541313,0.01990823820233345,0.006096371449530125,-0.01540423184633255,0.012974794954061508,-0.02050611935555935,0.006531212944537401,-0.037580832839012146,0.07082316279411316,-0.023395681753754616
15,0.07654113322496414,-0.005761355627328157,-0.02712528221309185,0.022762587293982506,-0.06282642483711243,-0.011810222640633583,-0.02078363671898842,0.009345630183815956,-0.05341360718011856,-0.03352588787674904,-0.047946229577064514,-0.02780769392848015,-0.052463941276073456,0.02168295904994011,-0.010854351334273815,-0.011810222640633583,0.9999999403953552,0.020062973722815514,0.019450712949037552,0.02424248494207859,0.10123679041862488,-0.010706285014748573
largest,0.17839421331882477,0.08743762224912643,0.23644231259822845,0.33510398864746094,0.18477381765842438,0.3757036626338959,0.13323141634464264,0.09547054767608643,0.12685228884220123,0.03984171524643898,0.18687231838703156,0.12421524524688721,0.24042341113090515,0.141362264752388,0.213475301861763,0.3757036626338959,0.020062973722815514,0.9999999403953552,0.2815219461917877,0.3017216920852661,0.19323766231536865,0.12401245534420013
cities,0.14042139053344727,0.10434838384389877,0.2867770195007324,0.2865058183670044,0.14097881317138672,0.2621172070503235,0.21736940741539001,0.08763572573661804,0.17753945291042328,0.12856066226959229,0.20735321938991547,0.1563061773777008,0.18820415437221527,0.29339608550071716,0.21209171414375305,0.2621172070503235,0.019450712949037552,0.2815219461917877,1.0,0.32293570041656494,0.24065124988555908,0.13339310884475708
?,0.17966607213020325,0.4024120569229126,0.2124512493610382,0.09704750031232834,0.338003009557724,0.22068053483963013,0.09575265645980835,0.09633269906044006,0.3762950301170349,0.18530094623565674,0.29463258385658264,0.23573969304561615,0.23916715383529663,0.10957027226686478,0.12887074053287506,0.22068053483963013,-0.010706285014748573,0.12401245534420013,0.13339310884475708,0.20430970191955566,0.1388660967350006,1.0
