,what,is,the,name,of,the,movement,that,seeks,renewed,use,of,steam,power,in,the,modern,era,?
,what,is,the,name,of,the,movement,that,seeks,renewed,use,of,steam,power,in,the,modern,era,?
recent,0.24256184697151184,0.2643822133541107,0.31046223640441895,0.16717253625392914,0.2896444797515869,0.31046223640441895,0.12866169214248657,0.3408474624156952,0.13300907611846924,0.22434096038341522,0.2575327157974243,0.2896444797515869,0.204116091132164,0.18787799775600433,0.2857761085033417,0.31046223640441895,0.29634445905685425,0.26269209384918213,0.2544887959957123
concerns,0.345258891582489,0.19675332307815552,0.23063859343528748,0.0884469524025917,0.18160763382911682,0.23063859343528748,0.20287242531776428,0.33785176277160645,0.3073674738407135,0.2639338970184326,0.3199422061443329,0.18160763382911682,0.17205803096294403,0.22753271460533142,0.17420464754104614,0.23063859343528748,0.15008985996246338,0.1431315392255783,0.3555730879306793
about,0.47976887226104736,0.3532065451145172,0.37995871901512146,0.16679374873638153,0.40939709544181824,0.37995871901512146,0.12823054194450378,0.4500710964202881,0.23006373643875122,0.21109050512313843,0.2576371729373932,0.40939709544181824,0.09810283035039902,0.21299073100090027,0.39797019958496094,0.37995871901512146,0.16274748742580414,0.14576132595539093,0.302409827709198
fuel,0.1848171502351761,0.1733948439359665,0.18534968793392181,0.13844023644924164,0.18857792019844055,0.18534968793392181,0.11142077296972275,0.2250998467206955,0.10334093868732452,0.2127390205860138,0.27080509066581726,0.18857792019844055,0.42463067173957825,0.3869369328022003,0.17527905106544495,0.18534968793392181,0.16346101462841034,0.16905495524406433,0.10583324730396271
sources,0.30212491750717163,0.2594712972640991,0.27209216356277466,0.1907683163881302,0.20696839690208435,0.27209216356277466,0.15930096805095673,0.3673103451728821,0.21162398159503937,0.11366283148527145,0.3237664997577667,0.20696839690208435,0.15929515659809113,0.2631075382232666,0.23531174659729004,0.27209216356277466,0.19034527242183685,0.14182062447071075,0.2886999845504761
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2837696671485901,0.4731321930885315,0.26013293862342834,0.19231681525707245,0.34145063161849976,0.5116966962814331,0.24133789539337158,0.27496716380119324,0.4954058527946472,0.5171257257461548,0.3277876079082489,0.23158983886241913,0.20544172823429108
pollution,0.23829525709152222,0.271872878074646,0.2658846378326416,0.13553191721439362,0.28485921025276184,0.2658846378326416,0.23534393310546875,0.3338398039340973,0.2315760850906372,0.24517475068569183,0.30285388231277466,0.28485921025276184,0.3247528076171875,0.27975520491600037,0.2645488381385803,0.2658846378326416,0.1718030422925949,0.13802358508110046,0.22070297598838806
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.19985003769397736,0.3802283704280853,0.40389683842658997,0.19237689673900604,0.6182622313499451,0.20691394805908203,0.21977850794792175,0.4805850088596344,0.3802283704280853,0.15978071093559265,0.20906804502010345,0.36843645572662354,0.40389683842658997,0.2661557197570801,0.15497927367687225,0.32991164922714233
incited,0.2463538944721222,0.08705677092075348,0.2290176898241043,0.04960642009973526,0.2332129031419754,0.2290176898241043,0.31198185682296753,0.329393208026886,0.3315078914165497,0.29211658239364624,0.13398878276348114,0.2332129031419754,0.13617399334907532,0.27575603127479553,0.16794337332248688,0.2290176898241043,0.09232774376869202,0.19662052392959595,0.21146373450756073
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.23380696773529053,0.47537946701049805,0.2667735815048218,0.1721430867910385,0.30793872475624084,0.5052502155303955,0.2141898274421692,0.21580491960048676,0.539380669593811,0.5829201340675354,0.24361324310302734,0.1276342272758484,0.23916715383529663
renewed,0.17414875328540802,0.12368647754192352,0.3146619200706482,0.13544677197933197,0.2304973006248474,0.3146619200706482,0.2294297218322754,0.26906195282936096,0.26512351632118225,1.0,0.180863618850708,0.2304973006248474,0.19320008158683777,0.3122164011001587,0.23410382866859436,0.3146619200706482,0.15618737041950226,0.17865918576717377,0.1604815125465393
interest,0.23849236965179443,0.19835616648197174,0.197127103805542,0.1901308000087738,0.2115241438150406,0.197127103805542,0.15356440842151642,0.33937549591064453,0.2922370731830597,0.31711283326148987,0.20855669677257538,0.2115241438150406,0.12596461176872253,0.2020125538110733,0.27232617139816284,0.197127103805542,0.13291877508163452,0.13796237111091614,0.2411724328994751
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.26725053787231445,0.435920387506485,0.17537598311901093,0.23410382866859436,0.2715643048286438,0.5696388483047485,0.19852672517299652,0.16666220128536224,1.0,0.6662389636039734,0.29808807373046875,0.19679902493953705,0.20430970191955566
steam,0.15672586858272552,0.13029660284519196,0.23105813562870026,0.1303234100341797,0.20239725708961487,0.23105813562870026,0.19614122807979584,0.24386391043663025,0.1360766440629959,0.19320008158683777,0.2950085997581482,0.20239725708961487,1.0000001192092896,0.35972869396209717,0.19852672517299652,0.23105813562870026,0.3045346438884735,0.21451999247074127,0.113324373960495
both,0.3361809551715851,0.31409940123558044,0.4931981563568115,0.2019103318452835,0.3565710783004761,0.4931981563568115,0.19748543202877045,0.4532228112220764,0.2163950651884079,0.2286364883184433,0.352070152759552,0.3565710783004761,0.19279181957244873,0.18986308574676514,0.3960166871547699,0.4931981563568115,0.30767425894737244,0.17918702960014343,0.19455738365650177
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.22513282299041748,0.4735107421875,0.19684699177742004,0.1932363212108612,0.3453201949596405,0.3886612355709076,0.20776431262493134,0.20748355984687805,0.3887844979763031,0.48381632566452026,0.242071270942688,0.20649906992912292,0.27043893933296204
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.23380696773529053,0.47537946701049805,0.2667735815048218,0.1721430867910385,0.30793872475624084,0.5052502155303955,0.2141898274421692,0.21580491960048676,0.539380669593811,0.5829201340675354,0.24361324310302734,0.1276342272758484,0.23916715383529663
component,0.19980107247829437,0.327473908662796,0.3172481954097748,0.13642747700214386,0.30378368496894836,0.3172481954097748,0.28411078453063965,0.2516532242298126,0.20897161960601807,0.1790735125541687,0.3356228768825531,0.30378368496894836,0.2477812021970749,0.14691293239593506,0.21347767114639282,0.3172481954097748,0.21959668397903442,0.12699885666370392,0.14409896731376648
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2662941515445709,0.41498205065727234,0.2779138684272766,0.2304973006248474,0.2750902473926544,1.0,0.20239725708961487,0.25273123383522034,0.5696388483047485,0.733189046382904,0.3482828736305237,0.20396220684051514,0.1826142966747284
cogeneration,0.2837272584438324,0.26065999269485474,0.3281191289424896,0.19498902559280396,0.32954707741737366,0.3281191289424896,0.35468003153800964,0.2956582307815552,0.23442991077899933,0.27785059809684753,0.32582342624664307,0.32954707741737366,0.2801418900489807,0.3140804171562195,0.22690285742282867,0.3281191289424896,0.2060510367155075,0.25960299372673035,0.2413116991519928
processes,0.35821089148521423,0.2330985814332962,0.24400095641613007,0.044875528663396835,0.2369685024023056,0.24400095641613007,0.2318452000617981,0.37169188261032104,0.3100196421146393,0.22745677828788757,0.3359352648258209,0.2369685024023056,0.2548932135105133,0.2067066729068756,0.216048464179039,0.24400095641613007,0.19648167490959167,0.1749693751335144,0.22719913721084595
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2837696671485901,0.4731321930885315,0.26013293862342834,0.19231681525707245,0.34145063161849976,0.5116966962814331,0.24133789539337158,0.27496716380119324,0.4954058527946472,0.5171257257461548,0.3277876079082489,0.23158983886241913,0.20544172823429108
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.22513282299041748,0.4735107421875,0.19684699177742004,0.1932363212108612,0.3453201949596405,0.3886612355709076,0.20776431262493134,0.20748355984687805,0.3887844979763031,0.48381632566452026,0.242071270942688,0.20649906992912292,0.27043893933296204
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.23380696773529053,0.47537946701049805,0.2667735815048218,0.1721430867910385,0.30793872475624084,0.5052502155303955,0.2141898274421692,0.21580491960048676,0.539380669593811,0.5829201340675354,0.24361324310302734,0.1276342272758484,0.23916715383529663
prime,0.15586113929748535,0.16680827736854553,0.19960100948810577,0.15097270905971527,0.23935265839099884,0.19960100948810577,0.16421501338481903,0.18163643777370453,0.21140259504318237,0.22915780544281006,0.13823524117469788,0.23935265839099884,0.16699610650539398,0.20877327024936676,0.18097394704818726,0.19960100948810577,0.11019326746463776,0.14606963098049164,0.11276303976774216
mover,0.1923615038394928,0.2415773719549179,0.28065210580825806,0.15664823353290558,0.21175044775009155,0.28065210580825806,0.4737790822982788,0.17600367963314056,0.23234029114246368,0.13460443913936615,0.3615952432155609,0.21175044775009155,0.40824371576309204,0.28896236419677734,0.22055684030056,0.28065210580825806,0.19645634293556213,0.1788974106311798,0.25202926993370056
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.22796523571014404,0.4460422694683075,0.19360657036304474,0.20069830119609833,0.3711656630039215,0.5352458953857422,0.22855372726917267,0.2141435295343399,0.5591574311256409,0.5934505462646484,0.22790057957172394,0.1924184113740921,0.4130953550338745
