,who,caught,two,passes,from,manning,after,the,failed,carolina,field,goal,attempt,?
of,0.2827862501144409,0.20060649514198303,0.37726253271102905,0.31505411863327026,0.4249346852302551,0.20024974644184113,0.3867455720901489,0.733189046382904,0.2114463746547699,0.26946863532066345,0.20410659909248352,0.1838325709104538,0.21525268256664276,0.1826142966747284
25,0.139450341463089,0.1303177773952484,0.22664695978164673,0.06396503001451492,0.10107950866222382,0.12765127420425415,0.19450901448726654,0.1671934723854065,0.2698243260383606,0.15229390561580658,0.17003603279590607,0.11077350378036499,0.2034815102815628,0.09614268690347672
and,0.41279885172843933,0.2659677565097809,0.4671151638031006,0.2739555835723877,0.3601827025413513,0.2638654112815857,0.3765919506549835,0.5171257257461548,0.28894999623298645,0.22423055768013,0.26487240195274353,0.20885969698429108,0.22292351722717285,0.20544172823429108
22,-0.02495800331234932,0.013627652078866959,0.06308772414922714,-0.05715891718864441,0.018299942836165428,-0.07114316523075104,-0.0773526132106781,0.01572294719517231,-0.02175125852227211,0.07726506143808365,-0.0823872908949852,0.002616755897179246,0.047026075422763824,0.06663474440574646
yards,0.13584628701210022,0.29220256209373474,0.23202385008335114,0.3818858563899994,0.1365477740764618,0.5283294916152954,0.212543323636055,0.16070343554019928,0.17860741913318634,0.25781071186065674,0.3101290166378021,0.3246974050998688,0.23450176417827606,0.12453813850879669
",",0.3365725874900818,0.300359308719635,0.35859420895576477,0.28486189246177673,0.39760664105415344,0.30921146273612976,0.38860568404197693,0.4933079481124878,0.28599733114242554,0.2566046118736267,0.27645614743232727,0.2145523726940155,0.19646479189395905,0.31091248989105225
setting,0.19480471312999725,0.1761326789855957,0.16610734164714813,0.22648665308952332,0.1815406233072281,0.2685854136943817,0.21373052895069122,0.2991926074028015,0.11134611070156097,0.06797069311141968,0.21217501163482666,0.20607419312000275,0.21052826941013336,0.16943378746509552
up,0.26056501269340515,0.27153462171554565,0.3142130374908447,0.22498054802417755,0.2719550132751465,0.23252514004707336,0.3247016668319702,0.38423117995262146,0.1863141655921936,0.2077687382698059,0.11040262877941132,0.22843164205551147,0.22066859900951385,0.1819818764925003
mcmanus,0.3399089574813843,0.18955503404140472,0.2420160472393036,0.13050825893878937,0.2159903198480606,0.39383214712142944,0.23920556902885437,0.25801920890808105,0.1624210774898529,0.23048825562000275,0.13735942542552948,0.15743473172187805,0.14180612564086914,0.2241760641336441
',0.22534559667110443,0.13681577146053314,0.23614099621772766,0.2067568004131317,0.20019984245300293,0.16335326433181763,0.31325316429138184,0.474788099527359,0.198049396276474,0.14577803015708923,0.17484794557094574,0.1821378618478775,0.2181357741355896,0.330942302942276
33-yard,0.2735272943973541,0.23220033943653107,0.20065206289291382,0.21816304326057434,0.18847815692424774,0.3609819710254669,0.2408454269170761,0.2891487181186676,0.15868283808231354,0.14254127442836761,0.22635287046432495,0.20637640357017517,0.23953963816165924,0.11568541079759598
field,0.18098586797714233,0.1618625521659851,0.18983325362205505,0.16150401532649994,0.16799847781658173,0.24487000703811646,0.13112539052963257,0.2105809599161148,0.1507619023323059,0.17553548514842987,1.0,0.26796361804008484,0.2087830752134323,0.11279727518558502
goal,0.24070286750793457,0.15574884414672852,0.13808752596378326,0.20405806601047516,0.15895266830921173,0.2903554141521454,0.176401287317276,0.2443244755268097,0.3037131130695343,0.1287367343902588,0.26796361804008484,1.0000001192092896,0.3482929766178131,0.1964566856622696
that,0.45444270968437195,0.2821810841560364,0.3858162462711334,0.24901355803012848,0.3477667272090912,0.17001231014728546,0.373811811208725,0.5473989248275757,0.3242781460285187,0.131194606423378,0.2216513603925705,0.2496824711561203,0.26043540239334106,0.32716336846351624
gave,0.22712452709674835,0.2041553258895874,0.21643073856830597,0.20180021226406097,0.2647669017314911,0.17650379240512848,0.29880133271217346,0.32555076479911804,0.2899210751056671,0.1694738119840622,0.08680381625890732,0.14671097695827484,0.14635613560676575,0.1910865753889084
the,0.3733934462070465,0.2087310254573822,0.43858039379119873,0.3752402365207672,0.40150508284568787,0.27058160305023193,0.4565047025680542,1.0,0.32787200808525085,0.24749229848384857,0.2105809599161148,0.2443244755268097,0.2614527940750122,0.22068053483963013
broncos,0.1763724684715271,0.20620059967041016,0.23115254938602448,0.22322407364845276,0.21041777729988098,0.4807402193546295,0.19149857759475708,0.25985947251319885,0.14731597900390625,0.34897464513778687,0.17617598176002502,0.2679499089717865,0.1423623412847519,0.18377114832401276
a,0.36608949303627014,0.23753906786441803,0.3289857804775238,0.31111034750938416,0.322764128446579,0.2509649395942688,0.3831600844860077,0.5829201340675354,0.26673170924186707,0.1979188621044159,0.2030690312385559,0.20853768289089203,0.2390216588973999,0.23916715383529663
16–7,0.03692730888724327,0.0897696390748024,0.14581793546676636,0.12621156871318817,0.12180885672569275,0.14857549965381622,0.15211348235607147,0.16990719735622406,0.1266312450170517,0.12309494614601135,0.09213912487030029,0.16785947978496552,0.08598911762237549,0.29037341475486755
lead,0.19455209374427795,0.14724543690681458,0.20905518531799316,0.1275048702955246,0.2400083839893341,0.20465674996376038,0.25812917947769165,0.21995973587036133,0.2308862805366516,0.09114744514226913,0.14786890149116516,0.12836824357509613,0.13760623335838318,0.14552436769008636
.,0.3541337847709656,0.2576688826084137,0.3524959683418274,0.22859860956668854,0.41536515951156616,0.2937074899673462,0.35870397090911865,0.5934505462646484,0.2549978494644165,0.2702518403530121,0.23224417865276337,0.19919876754283905,0.23608817160129547,0.4130953550338745
