,what,country,has,a,problem,with,classroom,discipline,",",even,though,scores,on,tests,are,high,?
standardized,0.22466516494750977,0.23333506286144257,0.15462704002857208,0.2846675217151642,0.24993808567523956,0.19209273159503937,0.299331396818161,0.3033457100391388,0.2094779908657074,0.2819288969039917,0.26244258880615234,0.26511234045028687,0.15698152780532837,0.3736675977706909,0.2793743908405304,0.19392481446266174,0.16858142614364624
tests,0.28057941794395447,0.14070890843868256,0.19871963560581207,0.23088258504867554,0.2730371654033661,0.16430038213729858,0.29779598116874695,0.21940116584300995,0.1946844905614853,0.21839389204978943,0.2455631047487259,0.372161328792572,0.20090888440608978,0.9999999403953552,0.29837971925735474,0.25829437375068665,0.18650490045547485
may,0.25739946961402893,0.18514569103717804,0.2377731204032898,0.29255667328834534,0.2297496646642685,0.23512546718120575,0.1699066162109375,0.14022758603096008,0.5007920861244202,0.26682522892951965,0.3246195316314697,0.21670091152191162,0.3428080081939697,0.2191113531589508,0.3162533640861511,0.15070311725139618,0.2768254578113556
exceed,0.20080645382404327,0.10899097472429276,0.20187582075595856,0.19884590804576874,0.2331586629152298,0.1951982080936432,0.18618479371070862,0.16332882642745972,0.20303821563720703,0.373354971408844,0.3287639915943146,0.2514399588108063,0.17764082551002502,0.1575678288936615,0.30308470129966736,0.30097633600234985,0.13049276173114777
those,0.44466671347618103,0.21360722184181213,0.23621691763401031,0.24251152575016022,0.300702840089798,0.3564215302467346,0.2635378837585449,0.23076871037483215,0.39574649930000305,0.49981972575187683,0.45559433102607727,0.2576195299625397,0.3098534643650055,0.20439814031124115,0.6012985706329346,0.19368380308151245,0.3328189253807068
in,0.30808621644973755,0.3040012717247009,0.4173259735107422,0.539380669593811,0.16969570517539978,0.4080928862094879,0.215206578373909,0.19738538563251495,0.5201468467712402,0.29146435856819153,0.3193182945251465,0.1744557023048401,0.46853652596473694,0.20042650401592255,0.3841303884983063,0.2652597725391388,0.20430970191955566
western,0.2454150915145874,0.18683478236198425,0.2023000717163086,0.21111781895160675,0.12140389531850815,0.2322099357843399,0.12994883954524994,0.13561880588531494,0.27542921900749207,0.16636118292808533,0.25664153695106506,0.0888361781835556,0.21336692571640015,0.07391893118619919,0.19592507183551788,0.206304669380188,0.17439141869544983
countries,0.22319257259368896,0.5439597368240356,0.26221421360969543,0.2672088146209717,0.1847844272851944,0.33792537450790405,0.14894148707389832,0.23142412304878235,0.2966555655002594,0.324054092168808,0.2818010747432709,0.2979016602039337,0.2938643991947174,0.24857197701931,0.35174399614334106,0.18718457221984863,0.15128466486930847
",",0.3087472915649414,0.27878350019454956,0.3734780251979828,0.427140474319458,0.23938199877738953,0.4120737314224243,0.19432392716407776,0.18374353647232056,1.0000001192092896,0.34610581398010254,0.42253127694129944,0.2314745932817459,0.49057599902153015,0.1946844905614853,0.4062570035457611,0.27938312292099,0.31091248989105225
classroom,0.2124699205160141,0.12205691635608673,0.17418037354946136,0.24022886157035828,0.25126710534095764,0.21731817722320557,1.0,0.3398951590061188,0.19432392716407776,0.22789840400218964,0.21172304451465607,0.3051815330982208,0.24903182685375214,0.29779598116874695,0.2517373561859131,0.24910412728786469,0.23190370202064514
discipline,0.2522185742855072,0.26778045296669006,0.12605911493301392,0.21818003058433533,0.17397992312908173,0.1664356142282486,0.3398951590061188,1.0000001192092896,0.18374353647232056,0.19340766966342926,0.19502635300159454,0.10464679449796677,0.12418979406356812,0.21940116584300995,0.12893009185791016,0.17905139923095703,0.06836310029029846
and,0.31309178471565247,0.30884742736816406,0.43716782331466675,0.3739250600337982,0.24328261613845825,0.5477725267410278,0.24249733984470367,0.22925299406051636,0.6633074283599854,0.4625037908554077,0.4405979514122009,0.28701987862586975,0.4077630043029785,0.24490387737751007,0.48576638102531433,0.2911888659000397,0.20544172823429108
behavior,0.3737046718597412,0.1167820617556572,0.17274105548858643,0.21555481851100922,0.3156968653202057,0.15161916613578796,0.2975311875343323,0.30839651823043823,0.1586613655090332,0.31095436215400696,0.2622486352920532,0.20452924072742462,0.18496274948120117,0.27959057688713074,0.24308620393276215,0.17817571759223938,0.20805177092552185
is,0.28837618231773376,0.24409033358097076,0.5668748617172241,0.658733606338501,0.23238427937030792,0.3250955045223236,0.14807726442813873,0.13422119617462158,0.4691906273365021,0.28202980756759644,0.3265945613384247,0.21619120240211487,0.3635730445384979,0.19474288821220398,0.5330929756164551,0.2383800595998764,0.22961433231830597
highly,0.22724121809005737,0.10938099771738052,0.22858038544654846,0.27636659145355225,0.13527663052082062,0.26360419392585754,0.21639272570610046,0.21963459253311157,0.2038491666316986,0.34265533089637756,0.3561416268348694,0.17415958642959595,0.18572857975959778,0.2882612347602844,0.3284640908241272,0.27451619505882263,0.1542806625366211
problematic,0.45097509026527405,0.1610989272594452,0.28712889552116394,0.33032581210136414,0.655068576335907,0.30082088708877563,0.30144715309143066,0.2616347670555115,0.30587172508239746,0.43535199761390686,0.4250539243221283,0.2580791413784027,0.2572183907032013,0.28487321734428406,0.32127559185028076,0.15431468188762665,0.3816973865032196
.,0.3567904531955719,0.26130348443984985,0.4105546176433563,0.50484299659729,0.22562150657176971,0.4446153938770294,0.20956985652446747,0.129770427942276,0.6812511086463928,0.3729337155818939,0.4245467483997345,0.24967946112155914,0.49257001280784607,0.2334611713886261,0.3452940285205841,0.24301011860370636,0.4130953550338745
